account,sku,assigned_group,applied,причина
oz_acc2,1822596980,B,true,
oz_acc2,1822597328,B,true,
oz_acc2,1822597439,B,true,
oz_acc2,1822893801,B,true,
oz_acc2,1822894279,B,true,
oz_acc2,1822895998,B,true,
oz_acc2,1822896702,B,true,
oz_acc2,1822914746,B,true,
oz_acc2,1822942449,B,true,
oz_acc2,1873142951,B,true,
oz_acc2,1873143469,B,true,
oz_acc2,1873143660,B,true,
oz_acc2,1873143724,B,true,
oz_acc2,1873143753,B,true,
oz_acc2,1873144946,B,true,
oz_acc2,1873145260,B,true,
oz_acc2,1873146883,B,true,
oz_acc2,1873150362,B,true,
oz_acc2,1873178866,B,true,
oz_acc2,1873179228,B,true,
oz_acc2,1873180111,B,true,
oz_acc2,1873180169,B,true,
oz_acc2,1873180717,B,true,
oz_acc2,1873181548,B,true,
oz_acc2,1873181625,B,true,
oz_acc2,1873182165,B,true,
oz_acc2,1873182181,B,true,
oz_acc2,1873182256,B,true,
oz_acc2,1873182991,B,true,
oz_acc2,1873183385,B,true,
oz_acc2,1873183793,B,true,
oz_acc2,1873185138,B,true,
oz_acc2,1873189927,B,true,
oz_acc2,1873192625,B,true,
oz_acc2,1875267649,B,true,
oz_acc2,1883108656,B,true,
oz_acc2,1883125988,B,true,
oz_acc2,1883137021,B,true,
oz_acc2,1883142213,B,true,
oz_acc2,1883143473,B,true,
oz_acc2,1883144734,B,true,
oz_acc2,1883148432,B,true,
oz_acc2,1883149300,B,true,
oz_acc2,1883150157,B,true,
oz_acc2,1883150746,B,true,
oz_acc2,1883152786,B,true,
oz_acc2,1883157903,B,true,
oz_acc2,1883158272,B,true,
oz_acc2,1883160866,B,true,
oz_acc2,1883176161,B,true,
oz_acc2,1883219715,B,true,
oz_acc2,1883225309,B,true,
oz_acc2,1883229813,B,true,
oz_acc2,1883230202,B,true,
oz_acc2,1883230435,B,true,
oz_acc2,1883231031,B,true,
oz_acc2,1883231878,B,true,
oz_acc2,1883235246,B,true,
oz_acc2,1883235975,B,true,
oz_acc2,1883265169,B,true,
oz_acc2,1883357420,B,true,
oz_acc2,1883361020,B,true,
oz_acc2,1885384150,B,true,
oz_acc2,1885393117,B,true,
oz_acc2,1885398141,B,true,
oz_acc2,1885398366,B,true,
oz_acc2,1885400478,B,true,
oz_acc2,1888904705,B,true,
oz_acc2,1888908099,B,true,
oz_acc2,1888929362,B,true,
oz_acc2,1888946058,B,true,
oz_acc2,1888965641,B,true,
oz_acc2,1903652663,B,true,
oz_acc2,1916264629,B,true,
oz_acc2,1916271958,B,true,
oz_acc2,1916281647,B,true,
oz_acc2,1916282014,B,true,
oz_acc2,1916292016,B,true,
oz_acc2,1916292584,B,true,
oz_acc2,1916292590,B,true,
oz_acc2,1999330599,B,true,
oz_acc2,1999438034,B,true,
oz_acc2,1999533757,B,true,
oz_acc2,2041921671,B,true,
oz_acc2,2241696554,B,true,
oz_acc2,2241827854,B,true,
oz_acc2,2241828171,B,true,
oz_acc2,2589875867,B,true,
oz_acc2,2615779506,B,true,
oz_acc2,2695196915,B,true,
oz_acc2,2699068044,B,true,
oz_acc2,2838965241,B,true,
oz_acc2,3415441920,B,true,
