account,sku,assigned_group,applied,причина
oz_acc2,1805370903,A,true,
oz_acc2,1805371000,A,true,
oz_acc2,1805535064,A,true,
oz_acc2,1822596963,A,true,
oz_acc2,1822596973,A,true,
oz_acc2,1822597163,A,true,
oz_acc2,1822597183,A,true,
oz_acc2,1822597196,A,true,
oz_acc2,1822597302,A,true,
oz_acc2,1822597338,A,true,
oz_acc2,1822597384,A,true,
oz_acc2,1822597481,A,true,
oz_acc2,1822597500,A,true,
oz_acc2,1822597581,A,true,
oz_acc2,1822597589,A,true,
oz_acc2,1822597653,A,true,
oz_acc2,1822597664,A,true,
oz_acc2,1822597713,A,true,
oz_acc2,1822597727,A,true,
oz_acc2,1822597839,A,true,
oz_acc2,1822888662,A,true,
oz_acc2,1822888911,A,true,
oz_acc2,1822888933,A,true,
oz_acc2,1822889301,A,true,
oz_acc2,1822889473,A,true,
oz_acc2,1822890234,A,true,
oz_acc2,1822890502,A,true,
oz_acc2,1822890744,A,true,
oz_acc2,1822891104,A,true,
oz_acc2,1822891400,A,true,
oz_acc2,1822891464,A,true,
oz_acc2,1822891883,A,true,
oz_acc2,1822892596,A,true,
oz_acc2,1822892770,A,true,
oz_acc2,1822892780,A,true,
oz_acc2,1822892812,A,true,
oz_acc2,1822892919,A,true,
oz_acc2,1822893025,A,true,
oz_acc2,1822893932,A,true,
oz_acc2,1822894404,A,true,
oz_acc2,1822894511,A,true,
oz_acc2,1822895097,A,true,
oz_acc2,1822895337,A,true,
oz_acc2,1822895504,A,true,
oz_acc2,1822896175,A,true,
oz_acc2,1822896190,A,true,
oz_acc2,1822897051,A,true,
oz_acc2,1822897302,A,true,
oz_acc2,1822897425,A,true,
oz_acc2,1822897581,A,true,
oz_acc2,1822898456,A,true,
oz_acc2,1822900912,A,true,
oz_acc2,1822902238,A,true,
oz_acc2,1822902990,A,true,
oz_acc2,1822903378,A,true,
oz_acc2,1822903482,A,true,
oz_acc2,1822903622,A,true,
oz_acc2,1822903905,A,true,
oz_acc2,1822904217,A,true,
oz_acc2,1822904327,A,true,
oz_acc2,1822904546,A,true,
oz_acc2,1822904733,A,true,
oz_acc2,1822904863,A,true,
oz_acc2,1822905155,A,true,
oz_acc2,1822905495,A,true,
oz_acc2,1822905856,A,true,
oz_acc2,1822906408,A,true,
oz_acc2,1822906448,A,true,
oz_acc2,1822906920,A,true,
oz_acc2,1822907015,A,true,
oz_acc2,1822907260,A,true,
oz_acc2,1822907354,A,true,
oz_acc2,1822907557,A,true,
oz_acc2,1822907770,A,true,
oz_acc2,1822908181,A,true,
oz_acc2,1822908396,A,true,
oz_acc2,1822908476,A,true,
oz_acc2,1822908581,A,true,
oz_acc2,1822908646,A,true,
oz_acc2,1822908895,A,true,
oz_acc2,1822908949,A,true,
oz_acc2,1822909035,A,true,
oz_acc2,1822909163,A,true,
oz_acc2,1822909164,A,true,
oz_acc2,1822909285,A,true,
oz_acc2,1822909599,A,true,
oz_acc2,1822910269,A,true,
oz_acc2,1822910686,A,true,
oz_acc2,1822911077,A,true,
oz_acc2,1822911218,A,true,
oz_acc2,1822911893,A,true,
oz_acc2,1822911900,A,true,
oz_acc2,1822912109,A,true,
oz_acc2,1822912175,A,true,
oz_acc2,1822912297,A,true,
oz_acc2,1822912613,A,true,
oz_acc2,1822912652,A,true,
oz_acc2,1822912748,A,true,
oz_acc2,1822912796,A,true,
oz_acc2,1822912847,A,true,
oz_acc2,1822913081,A,true,
oz_acc2,1822913370,A,true,
oz_acc2,1822913447,A,true,
oz_acc2,1822913892,A,true,
oz_acc2,1822913939,A,true,
oz_acc2,1822914285,A,true,
oz_acc2,1822914351,A,true,
oz_acc2,1822914825,A,true,
oz_acc2,1822915439,A,true,
oz_acc2,1822915777,A,true,
oz_acc2,1822915998,A,true,
oz_acc2,1822916251,A,true,
oz_acc2,1822916407,A,true,
oz_acc2,1822916750,A,true,
oz_acc2,1822916872,A,true,
oz_acc2,1822917298,A,true,
oz_acc2,1822917765,A,true,
oz_acc2,1822917920,A,true,
oz_acc2,1822918055,A,true,
oz_acc2,1822918248,A,true,
oz_acc2,1822918262,A,true,
oz_acc2,1822918654,A,true,
oz_acc2,1822919896,A,true,
oz_acc2,1822919960,A,true,
oz_acc2,1822920468,A,true,
oz_acc2,1822920843,A,true,
oz_acc2,1822921035,A,true,
oz_acc2,1822921192,A,true,
oz_acc2,1822934656,A,true,
oz_acc2,1822935866,A,true,
oz_acc2,1822936291,A,true,
oz_acc2,1822936416,A,true,
oz_acc2,1822937165,A,true,
oz_acc2,1822938957,A,true,
oz_acc2,1822939040,A,true,
oz_acc2,1822939432,A,true,
oz_acc2,1822939635,A,true,
oz_acc2,1822939677,A,true,
oz_acc2,1822939758,A,true,
oz_acc2,1822940049,A,true,
oz_acc2,1822940166,A,true,
oz_acc2,1822940313,A,true,
oz_acc2,1822940959,A,true,
oz_acc2,1822941255,A,true,
oz_acc2,1822941597,A,true,
oz_acc2,1822941818,A,true,
oz_acc2,1822942150,A,true,
oz_acc2,1822942170,A,true,
oz_acc2,1822942353,A,true,
oz_acc2,1822942390,A,true,
oz_acc2,1822942463,A,true,
oz_acc2,1822942610,A,true,
oz_acc2,1822942611,A,true,
oz_acc2,1822942613,A,true,
oz_acc2,1822942623,A,true,
oz_acc2,1823123363,A,true,
oz_acc2,1823177793,A,true,
oz_acc2,1823180583,A,true,
oz_acc2,1872787137,A,true,
oz_acc2,1873054000,A,true,
oz_acc2,1873060798,A,true,
oz_acc2,1873072870,A,true,
oz_acc2,1873140168,A,true,
oz_acc2,1873140285,A,true,
oz_acc2,1873140559,A,true,
oz_acc2,1873140561,A,true,
oz_acc2,1873140803,A,true,
oz_acc2,1873140805,A,true,
oz_acc2,1873141030,A,true,
oz_acc2,1873141605,A,true,
oz_acc2,1873141819,A,true,
oz_acc2,1873141973,A,true,
oz_acc2,1873142248,A,true,
oz_acc2,1873142259,A,true,
oz_acc2,1873142357,A,true,
oz_acc2,1873144736,A,true,
oz_acc2,1873145207,A,true,
oz_acc2,1873145258,A,true,
oz_acc2,1873145324,A,true,
oz_acc2,1873146254,A,true,
oz_acc2,1873147269,A,true,
oz_acc2,1873147544,A,true,
oz_acc2,1873148187,A,true,
oz_acc2,1873151608,A,true,
oz_acc2,1873152057,A,true,
oz_acc2,1873156106,A,true,
oz_acc2,1873163110,A,true,
oz_acc2,1873171286,A,true,
oz_acc2,1873178022,A,true,
oz_acc2,1873178262,A,true,
oz_acc2,1873178480,A,true,
oz_acc2,1873178593,A,true,
