account,sku,assigned_group,applied,причина
oz_acc1,1003270627,A,true,
oz_acc1,1510947813,A,true,
oz_acc1,1692504266,A,true,
oz_acc1,1716763459,A,true,
oz_acc1,1719404303,A,true,
oz_acc1,1719404446,A,true,
oz_acc1,1759807965,A,true,
oz_acc1,2509753251,A,true,
oz_acc1,3557211110,A,true,
oz_acc1,3681617451,A,true,
oz_acc1,4451926294,A,true,
oz_acc1,4507508166,A,true,
oz_acc1,651929068,A,true,
oz_acc1,653139621,A,true,
oz_acc1,653454403,A,true,
oz_acc1,870872414,A,true,
oz_acc1,870872440,A,true,
oz_acc1,870872516,A,true,
oz_acc1,873314311,A,true,
oz_acc1,930615411,A,true,
oz_acc1,930623456,A,true,
