sku,arm,stratum
652588907,treatment,1
1261569994,treatment,1
3557211230,treatment,1
930627282,treatment,1
652597874,treatment,1
1165541062,treatment,1
1153717748,treatment,1
930613700,treatment,1
1547264149,treatment,1
652597870,treatment,1
652456529,treatment,1
904473366,treatment,1
873313915,treatment,1
1851930731,treatment,1
3557211057,treatment,1
1153750338,treatment,1
873313859,treatment,1
1153410287,treatment,1
1153742208,treatment,1
866443000,treatment,2
873314319,treatment,2
873320080,treatment,2
904483656,treatment,2
904485771,treatment,2
906875028,treatment,2
930621855,treatment,2
930626830,treatment,2
930628628,treatment,2
930641616,treatment,2
1131187451,treatment,2
1134976330,treatment,2
1134976523,treatment,2
1153764257,treatment,2
1153794542,treatment,2
1163041377,treatment,2
1220115335,treatment,2
1153757343,treatment,3
1156701799,treatment,3
1158623274,treatment,3
1163041132,treatment,3
1165086679,treatment,3
1249352192,treatment,3
1249354805,treatment,3
1261462506,treatment,3
1261500248,treatment,3
1261511547,treatment,3
930623500,treatment,4
930625377,treatment,4
930625435,treatment,4
930625734,treatment,4
930625783,treatment,4
930626297,treatment,4
930627839,treatment,4
930628093,treatment,4
930632063,treatment,4
930632423,treatment,4
930632463,treatment,4
930637306,treatment,4
930638098,treatment,4
930638403,treatment,4
930638446,treatment,4
930638969,treatment,4
930639103,treatment,4
930639737,treatment,4
930641176,treatment,4
930641213,treatment,4
930641252,treatment,4
930641368,treatment,4
930622177,control,1
1277712202,control,1
1153806782,control,1
652543166,control,1
863431271,control,1
1153766373,control,1
930607801,control,1
866443317,control,1
1153807752,control,1
930641578,control,1
866443033,control,2
873314534,control,2
873319883,control,2
873319958,control,2
874374056,control,2
874376702,control,2
930609141,control,2
930626674,control,2
1153793204,control,2
1153809176,control,2
1261465713,control,2
930641614,control,2
1153757549,control,3
1153765466,control,3
1153791896,control,3
1153792450,control,3
1153794031,control,3
1153794410,control,3
1153795212,control,3
1153798545,control,3
1153799408,control,3
1155649394,control,3
1160759373,control,3
1261562677,control,3
1692357624,control,3
1851973335,control,3
1852007980,control,3
1852077448,control,3
1999356510,control,3
1999365927,control,3
930624769,control,4
930624996,control,4
930625739,control,4
930626891,control,4
930640401,control,4
930640533,control,4
