# oz_acc1: неделя 24.08–30.08 против 17.08–23.08; органика — неделя 17.08 (лаг Ozon); шаг ±10 %, ДРР-предел 15.0 %, пол 6.0 ₽
tier,action,sku,offer_id,name,camp,bid,bid_new,d_bid,ceiling,headroom,margin_safe,our_price,cr_used,cr_src,w_views,w_clicks,w_spend,w_orders,w_rev,cpc,ctr,drr,p_clicks,p_spend,p_orders,p_cpc,o_pos,op_pos,d_pos,o_views,d_org_views,o_gmv,o_demand,ph_best,ph_top10,ph_n,qty_w,rev_w,qty_p,qty_all,c_clicks,c_spend,c_orders,ms_stock,free_fbo,reason
watch,hold,864225358,1084,"Фотобарабан 013R00591 DU для принтеров Xerox WorkCentre 5325, WC 5330, WC-5335 черный",Эксперимент1,9.0,9.0,0.0,,,,,,справочная,16,1,7.46,0.0,0.0,7.5,6.25,,0,0.0,0.0,,96.0000000000000000,48.0000000000000000,48.0,17,5,0,22,15,0,15,0,0,0,1,1,7.46,0.0,0,0,"кликов за неделю 1 (за всё время 1), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,4504058158,23219,Картридж для HP LJ M632z,Эксперимент1,8.0,8.0,0.0,24.5,16.5,15.0,8182.0,0.03,справочная,9,1,7.45,0.0,0.0,7.5,11.11,,0,0.0,0.0,,120.0000000000000000,,,2,2,0,2,,0,0,0,0,0,0,1,7.45,0.0,0,0,"кликов за неделю 1 (за всё время 1), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,4476916087,06681,Картридж для Xerox Phaser 6300,Эксперимент1,8.0,8.0,0.0,26.9,18.9,16.2,8014.0,0.03,справочная,23,1,7.45,0.0,0.0,7.5,4.35,,0,0,0,,,,,0,0,0,0,,0,0,0,0,0,0,1,7.45,0.0,0,0,"кликов за неделю 1 (за всё время 1), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,4527410109,56262,Тонер-картридж для Kyocera ECOSYS MA4000cix,Эксперимент1,8.0,8.0,0.0,19.4,11.4,14.5,10187.0,0.02,справочная,38,1,7.45,0.0,0.0,7.5,2.63,,0,0.0,0.0,,68.0000000000000000,141.0000000000000000,-73.0,12,-1,0,1334,2,1,12,0,0,0,0,2,19.02,0.0,0,0,"кликов за неделю 1 (за всё время 2), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,4451316855,00601,Картридж для Canon i-SENSYS MF5840d,Эксперимент1,8.0,8.0,0.0,18.6,10.6,18.4,3464.0,0.04,справочная,100,1,7.44,0.0,0.0,7.4,1.0,,0,0.0,0.0,,65.0000000000000000,95.0000000000000000,-30.0,6,2,0,104,7,1,6,0,0,0,0,1,7.44,0.0,0,0,"кликов за неделю 1 (за всё время 1), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,4476911643,068310,Картридж для Ricoh Aficio MP3010,Эксперимент1,8.0,8.0,0.0,15.6,7.6,18.4,2911.0,0.04,справочная,18,1,7.43,0.0,0.0,7.4,5.56,,0,0.0,0.0,,155.0000000000000000,10.0000000000000000,145.0,5,3,0,16,20,0,4,0,0,0,0,3,45.00,0.0,0,0,"кликов за неделю 1 (за всё время 3), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,4493610903,21322,Картридж для Konica Minolta C754,Эксперимент1,8.0,8.0,0.0,24.2,16.2,13.0,15100.0,0.02,справочная,20,1,7.43,0.0,0.0,7.4,5.0,,0,0.0,0.0,,107.0000000000000000,54.0000000000000000,53.0,2,1,0,2,,0,0,0,0,0,0,1,7.43,0.0,0,0,"кликов за неделю 1 (за всё время 1), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,4480824553,07644,Картридж для HP Color LaserJet Pro 400 M451dw,Эксперимент1,8.0,8.0,0.0,22.7,14.7,19.7,3855.0,0.04,справочная,9,1,7.43,0.0,0.0,7.4,11.11,,0,0.0,0.0,,232.0000000000000000,93.0000000000000000,139.0,10,0,0,13,22,0,9,0,0,0,0,1,7.43,0.0,0,0,"кликов за неделю 1 (за всё время 1), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,4481052931,10354,Картридж для Ricoh Aficio SP 202,Эксперимент1,8.0,8.0,0.0,22.1,14.1,16.7,4716.0,0.04,справочная,8,1,7.43,0.0,0.0,7.4,12.5,,0,0.0,0.0,,56.0000000000000000,217.0000000000000000,-161.0,9,6,0,11,17,0,9,0,0,0,0,1,7.43,0.0,0,0,"кликов за неделю 1 (за всё время 1), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,930627922,3171,"Картридж 106R03945 для принтеров Xerox VersaLink 605, VersaLink 610 черный",Эксперимент1,8.0,8.0,0.0,23.7,15.7,17.2,6475.0,0.03,справочная,6,1,7.42,0.0,0.0,7.4,16.67,,0,0,0,,,139.0000000000000000,,0,-3,0,0,,0,0,0,0,0,0,1,7.42,0.0,0,0,"кликов за неделю 1 (за всё время 1), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,4518319942,42872,Картридж для Xerox AltaLink C8155,Эксперимент1,8.0,8.0,0.0,,,,11168.0,0.02,справочная,14,1,7.42,0.0,0.0,7.4,7.14,,0,0,0,,,,,0,0,0,0,,0,0,0,0,0,0,1,7.42,0.0,0,0,"кликов за неделю 1 (за всё время 1), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,904483201,3774,"Картридж 46443114 для принтеров OKI Data C833, Data C843 пурпурный",Эксперимент1,8.0,8.0,0.0,,,,,,справочная,5,1,7.41,0.0,0.0,7.4,20.0,,0,0.0,0.0,,153.0000000000000000,62.0000000000000000,91.0,3,0,0,3891,92,0,3,0,0,0,0,1,7.41,0.0,0,0,"кликов за неделю 1 (за всё время 1), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,4476940205,068313,Картридж для Ricoh Aficio MP2851,Эксперимент1,8.0,8.0,0.0,15.8,7.8,18.5,2918.0,0.04,справочная,61,1,7.41,0.0,0.0,7.4,1.64,,0,0.0,0.0,,142.0000000000000000,85.0000000000000000,57.0,6,4,0,17,24,0,3,0,0,0,0,3,41.26,0.0,0,0,"кликов за неделю 1 (за всё время 3), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,4492342799,21022,Картридж для Ricoh Aficio 345,Эксперимент1,8.0,8.0,0.0,21.5,13.5,16.3,6353.0,0.03,справочная,11,1,7.41,0.0,0.0,7.4,9.09,,0,0.0,0.0,,32.0000000000000000,,,4,4,0,1391,9,1,4,0,0,0,0,1,7.41,0.0,0,0,"кликов за неделю 1 (за всё время 1), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,4493516318,22946,Картридж для Canon i-SENSYS MF633Cdw,Эксперимент1,8.0,8.0,0.0,21.9,13.9,19.4,3796.0,0.04,справочная,5,1,7.41,0.0,0.0,7.4,20.0,,0,0.0,0.0,,81.0000000000000000,,,5,4,0,7,50,0,5,0,0,0,0,1,7.41,0.0,0,0,"кликов за неделю 1 (за всё время 1), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,4450870237,001811,Картридж для Canon PC-900,Эксперимент1,8.0,8.0,0.0,22.6,14.6,17.5,6035.0,0.03,справочная,16,1,7.4,0.0,0.0,7.4,6.25,,0,0.0,0.0,,180.0000000000000000,198.0000000000000000,-18.0,5,2,0,5,16,0,5,0,0,0,0,1,7.4,0.0,0,0,"кликов за неделю 1 (за всё время 1), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,4458507301,03183,Картридж для HP DesignJet 500 Plus,Эксперимент1,8.0,8.0,0.0,6.1,-1.9,16.0,1108.0,0.05,справочная,19,1,7.4,0.0,0.0,7.4,5.26,,0,0.0,0.0,,98.0000000000000000,153.0000000000000000,-55.0,16,10,0,14,1,1,15,0,0,0,0,1,7.4,0.0,0,0,"кликов за неделю 1 (за всё время 1), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,4527392669,52902,Картридж для Deli M3100,Эксперимент1,8.0,8.0,0.0,16.5,8.5,15.9,5036.0,0.03,справочная,92,1,7.4,0.0,0.0,7.4,1.09,,0,0.0,0.0,,49.0000000000000000,66.0000000000000000,-17.0,20,2,0,26,9,1,15,0,0,0,0,1,7.4,0.0,0,0,"кликов за неделю 1 (за всё время 1), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,652454641,2195,"Картридж CF244A для принтеров HP LaserJet Pro M15, LJ Pro M16 черный",Эксперимент1,8.0,8.0,0.0,18.4,10.4,20.3,3005.0,0.04,справочная,59,1,7.4,0.0,0.0,7.4,1.69,,0,0.0,0.0,,85.0000000000000000,92.0000000000000000,-7.0,6,-5,0,4254,,0,1,0,0,0,0,1,7.4,0.0,0,0,"кликов за неделю 1 (за всё время 1), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,4451922641,00914,Картридж для HP LaserJet 4250DTN,Эксперимент1,8.0,8.0,0.0,22.4,14.4,16.5,6499.0,0.03,справочная,47,1,7.38,0.0,0.0,7.4,2.13,,0,0.0,0.0,,51.0000000000000000,60.0000000000000000,-9.0,9,7,0,9,23,0,7,0,0,0,0,1,7.38,0.0,0,0,"кликов за неделю 1 (за всё время 1), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,4807276926,22084,Картридж для Citizen iR-40T,Эксперимент1,8.0,8.0,0.0,0.0,-8.0,2.1,567.0,0.06,справочная,108,1,7.38,0.0,0.0,7.4,0.93,,0,0.0,0.0,,41.0000000000000000,52.0000000000000000,-11.0,45,-2,0,49,10,1,15,0,0,0,1,1,7.38,0.0,0,0,"кликов за неделю 1 (за всё время 1), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,1155649375,0926,"Картридж T1301XL-T1304XL для принтеров Epson Stylus Office B42WD, BX525WD, BX535WD, BX625FWD, BX635FWD, BX925FWD, BX935FWD, Stylus SX525WD WF-3010DW WF3520DWF WF-3530DTWF WF3540DTWF WF 7015 WF 7525",Эксперимент1,8.0,8.0,0.0,,,,,,справочная,19,1,7.38,0.0,0.0,7.4,5.26,,0,0.0,0.0,,155.0000000000000000,34.0000000000000000,121.0,24,5,0,8729,22,0,15,0,0,0,1,3,15.74,0.0,0,0,"кликов за неделю 1 (за всё время 3), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,1851961796,5825,"Фотобарабан 013R00690 для принтеров Xerox B305, B310, B315 черный",Эксперимент1,8.0,8.0,0.0,22.2,14.2,16.7,6339.0,0.03,справочная,16,1,7.37,0.0,0.0,7.4,6.25,,0,0.0,0.0,,64.0000000000000000,90.0000000000000000,-26.0,14,-1,0,15,15,0,13,0,0,0,2,2,18.75,0.0,0,0,"кликов за неделю 1 (за всё время 2), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,863394670,0101,"Картриджи 27-28 для принтеров HP DeskJet 3300, DeskJet 3320, OfficeJet 4105, OfficeJet 4110, PSC-1100, PSC-1200",Эксперимент1,8.0,8.0,0.0,29.3,21.3,17.7,7700.0,0.03,справочная,12,1,7.37,0.0,0.0,7.4,8.33,,0,0.0,0.0,,66.0000000000000000,45.0000000000000000,21.0,1,-3,0,1,,0,0,0,0,0,0,1,7.37,0.0,0,0,"кликов за неделю 1 (за всё время 1), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,4476912022,06224,Картридж для Xerox WorkCentre M15i,Эксперимент1,8.0,8.0,0.0,20.1,12.1,16.8,5679.0,0.03,справочная,5,1,7.37,0.0,0.0,7.4,20.0,,0,0.0,0.0,,220.0000000000000000,7.0000000000000000,213.0,5,4,0,3,,0,0,0,0,0,0,1,7.37,0.0,0,0,"кликов за неделю 1 (за всё время 1), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,4543090324,65592,Картридж для Canon imageCLASS LBP-121,Эксперимент1,8.0,8.0,0.0,22.5,14.5,18.9,4038.0,0.04,справочная,78,1,7.37,0.0,0.0,7.4,1.28,,0,0.0,0.0,,62.0000000000000000,29.0000000000000000,33.0,9,5,0,11,12,0,8,0,0,0,0,1,7.37,0.0,0,0,"кликов за неделю 1 (за всё время 1), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,3557209872,6419,"Фотобарабан DR-1071H для принтеров Avision AM40, AP40 черный",от 2000 до 5000,12.0,12.0,0.0,25.2,13.2,18.2,4781.0,0.04,справочная,22,2,7.36,0.0,0.0,3.7,9.09,,0,0.0,0.0,,19.0000000000000000,40.0000000000000000,-21.0,28,-3,0,32,3,6,15,0,0,0,3,2,7.36,0.0,0,0,"кликов за неделю 2 (за всё время 2), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,906459930,2608,"Чернила T6642 C для принтеров Epson L100, L110, L130, L1300, L200, L210, L220, L222 L300 L3050 L310 L312 L350 L355 L362 L364 L382 L386 L455 L456 L486 L550 L555 L565 L566 L605 L655 голубой",Эксперимент1,8.0,8.0,0.0,0.3,-7.7,5.9,558.0,0.06,справочная,58,1,7.35,0.0,0.0,7.3,1.72,,0,0.0,0.0,,275.0000000000000000,211.0000000000000000,64.0,62,44,0,74,21,0,15,0,0,0,0,2,15.40,0.0,0,0,"кликов за неделю 1 (за всё время 2), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,4481064146,11891,Фотобарабан для HP LaserJet Pro Color M176,Эксперимент1,8.0,8.0,0.0,14.5,6.5,17.6,2883.0,0.04,справочная,109,1,7.35,0.0,0.0,7.3,0.92,,0,0.0,0.0,,66.0000000000000000,83.0000000000000000,-17.0,10,5,0,14,10,1,4,0,0,0,0,2,14.87,0.0,0,0,"кликов за неделю 1 (за всё время 2), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,4527387031,49418,Фотобарабан для Lexmark LaserPrinter CX510,Эксперимент1,8.0,8.0,0.0,65.1,57.1,9.4,73969.0,0.02,справочная,42,1,7.33,0.0,0.0,7.3,2.38,,0,0.0,0.0,,47.0000000000000000,56.0000000000000000,-9.0,28,13,0,115,12,0,11,0,0,0,0,3,28.15,0.0,0,0,"кликов за неделю 1 (за всё время 3), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,4451977392,020231,Картридж для HP DeskJet 2547 All-in-One,Эксперимент1,8.0,8.0,0.0,22.6,14.6,18.1,5744.0,0.03,справочная,143,1,7.32,0.0,0.0,7.3,0.7,,0,0.0,0.0,,259.0000000000000000,156.0000000000000000,103.0,16,11,0,82,23,0,15,0,0,0,0,1,7.32,0.0,0,0,"кликов за неделю 1 (за всё время 1), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,653317940,5349,Картридж 113R00667 для принтеров Xerox и WorkCentre PE16 черный,Эксперимент1,8.0,8.0,0.0,,,,,,справочная,13,1,7.32,0.0,0.0,7.3,7.69,,0,0.0,0.0,,204.0000000000000000,120.0000000000000000,84.0,5,-8,0,66,7,2,5,0,0,0,0,1,7.32,0.0,0,0,"кликов за неделю 1 (за всё время 1), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,4480828454,09484,Картридж для HP OfficeJet Pro 8620,Эксперимент1,8.0,8.0,0.0,10.2,2.2,18.5,1509.0,0.05,справочная,25,1,7.31,0.0,0.0,7.3,4.0,,0,0.0,0.0,,106.0000000000000000,156.0000000000000000,-50.0,9,5,0,8,9,1,9,0,0,0,0,1,7.31,0.0,0,0,"кликов за неделю 1 (за всё время 1), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,4504653777,26271,Фотобарабан для HP Color LaserJet Enterprise Flow M880z+,Эксперимент1,8.0,8.0,0.0,45.9,37.9,12.9,29061.0,0.02,справочная,7,1,7.29,0.0,0.0,7.3,14.29,,0,0.0,0.0,,37.0000000000000000,38.0000000000000000,-1.0,14,1,0,17,28,0,1,0,0,0,0,1,7.29,0.0,0,0,"кликов за неделю 1 (за всё время 1), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,4451938163,01352,Картридж для Canon Pixma iP3300,Эксперимент1,8.0,8.0,0.0,3.6,-4.4,12.6,782.0,0.06,справочная,118,1,7.29,0.0,0.0,7.3,0.85,,0,0.0,0.0,,80.0000000000000000,155.0000000000000000,-75.0,33,8,0,37,18,0,15,0,0,0,1,1,7.29,0.0,0,0,"кликов за неделю 1 (за всё время 1), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,4451955326,019424,Картридж для HP PhotoSmart 7735,Эксперимент1,8.0,8.0,0.0,17.3,9.3,21.1,2684.0,0.04,справочная,115,1,7.28,0.0,0.0,7.3,0.87,,0,0.0,0.0,,233.0000000000000000,83.0000000000000000,150.0,19,13,0,47,335,0,3,0,0,0,0,1,7.28,0.0,0,0,"кликов за неделю 1 (за всё время 1), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,2129682591,6102,"Фотобарабан + картридж TN-1075+DR-1075 для принтеров Brother DCP-1510R, DCP 1512R, HL-1110R, HL-1112R, MFC-1810R, MFC1815 черный",от 2000 до 5000,13.0,13.0,0.0,20.9,7.9,19.7,3551.0,0.04,справочная,60,1,7.28,0.0,0.0,7.3,1.67,,1,1.31,0.0,1.3,124.0000000000000000,101.0000000000000000,23.0,50,7,0,4240,43,0,14,0,0,0,2,2,8.59,0.0,0,0,"кликов за неделю 1 (за всё время 2), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,4451954951,019417,Картридж для HP PhotoSmart 7345,Эксперимент1,8.0,8.0,0.0,17.5,9.5,21.2,2694.0,0.04,справочная,96,1,7.27,0.0,0.0,7.3,1.04,,0,0.0,0.0,,186.0000000000000000,110.0000000000000000,76.0,18,12,0,47,15,0,14,0,0,0,0,1,7.27,0.0,0,0,"кликов за неделю 1 (за всё время 1), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,4504244652,24921,Картридж для Brother DCP-8020,Эксперимент1,8.0,8.0,0.0,22.1,14.1,16.7,4717.0,0.04,справочная,51,1,7.22,0.0,0.0,7.2,1.96,,1,11.28,0.0,11.3,23.0000000000000000,21.0000000000000000,2.0,5,3,0,5,21,0,3,0,0,0,0,3,25.10,0.0,0,0,"кликов за неделю 1 (за всё время 3), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,4527380217,443310,Чернила для Epson EcoTank M3170,Эксперимент1,8.0,8.0,0.0,5.0,-3.0,14.7,862.0,0.06,справочная,118,1,7.22,0.0,0.0,7.2,0.85,,1,12.04,0.0,12.0,84.0000000000000000,66.0000000000000000,18.0,59,5,0,580,8,2,15,0,0,0,3,4,31.28,0.0,0,0,"кликов за неделю 1 (за всё время 4), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,4518323123,43333,Картридж для P2502,Эксперимент1,8.0,8.0,0.0,17.2,9.2,19.0,3075.0,0.04,справочная,106,1,7.21,0.0,0.0,7.2,0.94,,0,0.0,0.0,,113.0000000000000000,23.0000000000000000,90.0,19,13,0,1491,2,2,15,0,0,0,0,1,7.21,0.0,0,0,"кликов за неделю 1 (за всё время 1), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,873312859,3199,"Картридж SP-3710X для принтеров Ricoh Aficio SP-3710SF, 3710DN",Эксперимент1,10.0,10.0,0.0,,,,,,справочная,23,1,7.21,0.0,0.0,7.2,4.35,,0,0.0,0.0,,63.0000000000000000,25.0000000000000000,38.0,36,-10,0,4278,10,1,7,0,0,0,3,3,24.06,0.0,0,0,"кликов за неделю 1 (за всё время 3), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,930622151,1835,"Картридж SP3500XE для Ricoh Aficio SP3500SF, SP3510DN, SP3510SF, SP3500N",Эксперимент1,9.0,9.0,0.0,,,,,,справочная,16,1,7.16,0.0,0.0,7.2,6.25,,1,1.0,0.0,1.0,32.0000000000000000,34.0000000000000000,-2.0,44,7,0,4192,1,6,13,0,0,0,6,5,40.67,0.0,0,0,"кликов за неделю 1 (за всё время 5), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,873320613,3795,"Картриджи T04A1-T04A4 для принтеров Epson WorkForce Pro C8190, WF Pro C8690",от 10000 до 500 тыс,12.0,12.0,0.0,,,,,,справочная,9,1,7.16,0.0,0.0,7.2,11.11,,0,0.0,0.0,,171.0000000000000000,50.0000000000000000,121.0,8,-6,0,14,47,0,8,0,0,0,0,1,7.16,0.0,0,0,"кликов за неделю 1 (за всё время 1), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,863431913,0317,"Картридж 82C для принтеров HP DesignJet 500, DJ 500 Plus, DJ500ps, DJ 510 голубой",Эксперимент1,8.0,8.0,0.0,,,,,,справочная,59,1,7.15,0.0,0.0,7.2,1.69,,0,0.0,0.0,,51.0000000000000000,78.0000000000000000,-27.0,32,-5,0,34,15,0,15,0,0,0,3,3,21.37,1.0,0,0,"кликов за неделю 1 (за всё время 3), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,4492346297,210723,Картридж для Ricoh Aficio PS9100,от 5000 до 10000,12.0,12.0,0.0,25.6,13.6,14.6,13340.0,0.02,справочная,33,1,7.15,0.0,0.0,7.2,3.03,,0,0.0,0.0,,37.0000000000000000,15.0000000000000000,22.0,5,4,0,5,24,0,1,0,0,0,0,1,7.15,0.0,0,0,"кликов за неделю 1 (за всё время 1), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,3558768615,5677,"Заправочный комплект HP-134/135 CMY для принтеров HP Color LaserJet 2605, DeskJet 5743, DeskJet 5943, LJ 8100, LJ 8150, OfficeJet 6313, OfficeJet6315, PhotoSmart 2573 PhotoSmart-2575 PSC-1510 PSC1513",Эксперимент1,8.0,8.0,0.0,17.1,9.1,20.6,2741.0,0.04,справочная,56,1,7.09,0.0,0.0,7.1,1.79,,0,0.0,0.0,,242.0000000000000000,166.0000000000000000,76.0,15,7,0,26,14,0,14,0,0,0,0,2,18.03,0.0,0,0,"кликов за неделю 1 (за всё время 2), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,4543081094,60764,Картридж для HP LaserJet Tank 2602SDN MFP,Эксперимент1,8.0,8.0,0.0,0.0,-8.0,3.0,1622.0,0.05,справочная,21,1,7.02,0.0,0.0,7.0,4.76,,0,0.0,0.0,,89.0000000000000000,77.0000000000000000,12.0,56,9,0,8227,332,0,1,0,0,0,1,2,19.96,0.0,0,0,"кликов за неделю 1 (за всё время 2), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,652550546,0313,"Картридж 10 для принтеров HP Business InkJet 1000, InkJet 1100, DJ-100, DJ110, DJ 500, DJ 70, DJ 800, DJ 815 черный",Эксперимент1,8.0,8.0,0.0,9.5,1.5,21.9,1123.0,0.05,справочная,57,1,7.01,0.0,0.0,7.0,1.75,,0,0.0,0.0,,47.0000000000000000,50.0000000000000000,-3.0,30,-14,0,37,5,1,15,0,0,0,2,3,22.83,0.0,0,0,"кликов за неделю 1 (за всё время 3), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,863388228,0149,"Картридж T0634 для принтеров Epson и Stylus C67, Stylus C87 желтый",от 0 до 1000,10.0,10.0,0.0,0.0,-10.0,4.8,530.0,0.06,справочная,20,1,6.98,0.0,0.0,7.0,5.0,,0,0.0,0.0,,556.0000000000000000,116.0000000000000000,440.0,11,8,0,559,14,0,9,0,0,0,0,1,6.98,0.0,0,0,"кликов за неделю 1 (за всё время 1), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,4504670935,27901,Картридж для Ricoh Aficio SP-400,Эксперимент1,8.0,8.0,0.0,19.2,11.2,18.3,3606.0,0.04,справочная,3,1,6.98,0.0,0.0,7.0,33.33,,0,0.0,0.0,,14.0000000000000000,31.0000000000000000,-17.0,2,1,0,1390,14,0,2,0,0,0,0,1,6.98,0.0,0,0,"кликов за неделю 1 (за всё время 1), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,1143063200,5154,"Фотобарабан DO-428 для принтеров M7108DN, P3308DN черный",от 2000 до 5000,12.0,12.0,0.0,,,,,,справочная,18,1,6.95,0.0,0.0,7.0,5.56,,0,0.0,0.0,,40.0000000000000000,49.0000000000000000,-9.0,21,2,0,31,2,5,15,0,0,0,3,1,6.95,0.0,0,0,"кликов за неделю 1 (за всё время 1), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,930614712,3060,Картридж TK-5290BK для принтеров Kyocera и Ecosys P7240cdn черный,Эксперимент1,8.0,8.0,0.0,7.7,-0.3,13.7,1771.0,0.05,справочная,55,1,6.94,0.0,0.0,6.9,1.82,,0,0.0,0.0,,45.0000000000000000,120.0000000000000000,-75.0,16,4,0,18,24,0,4,0,0,0,2,1,6.94,0.0,0,0,"кликов за неделю 1 (за всё время 1), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,901231896,4423,"Картридж LC3617BK для принтеров Brother MFC-J2330DW, MFC J2730DW черный",Эксперимент1,7.0,7.0,0.0,10.1,3.1,18.7,1475.0,0.05,справочная,42,1,6.92,0.0,0.0,6.9,2.38,,0,0.0,0.0,,52.0000000000000000,79.0000000000000000,-27.0,12,3,0,4137,21,0,12,0,0,0,3,1,6.92,0.0,0,0,"кликов за неделю 1 (за всё время 1), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,930640472,2078,"Картридж MP C3503M для принтеров Ricoh Aficio MP C3003SP, MPC3004ASP, MPC3504ASP пурпурный",Эксперимент1,8.0,8.0,0.0,19.6,11.6,16.7,5587.0,0.03,справочная,14,1,6.88,0.0,0.0,6.9,7.14,,1,10.74,0.0,10.7,64.0000000000000000,124.0000000000000000,-60.0,12,9,0,18,27,0,3,0,0,0,0,2,17.62,0.0,0,0,"кликов за неделю 1 (за всё время 2), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,2203178987,0210,Картридж CE312A желтый,Эксперимент1,8.0,8.0,0.0,14.1,6.1,20.6,2267.0,0.04,справочная,11,1,6.87,0.0,0.0,6.9,9.09,,0,0.0,0.0,,82.0000000000000000,136.0000000000000000,-54.0,10,1,0,32,45,0,2,0,0,0,1,2,18.30,0.0,0,0,"кликов за неделю 1 (за всё время 2), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,4480824051,07969,Картридж для HP PhotoSmart C6283,Эксперимент1,8.0,8.0,0.0,7.5,-0.5,16.8,1277.0,0.05,справочная,46,1,6.84,0.0,0.0,6.8,2.17,,0,0.0,0.0,,157.0000000000000000,506.0000000000000000,-349.0,14,8,0,14,20,0,14,0,0,0,0,2,14.61,0.0,0,0,"кликов за неделю 1 (за всё время 2), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,1547263851,4573,"Картридж LK5WBN для принтеров Epson LabelWorks 1000P, LW 400, LW 600P, LW 700, LW K400, LW Z700, LW Z800",Эксперимент1,8.0,8.0,0.0,20.9,12.9,20.8,3300.0,0.04,справочная,76,1,6.83,0.0,0.0,6.8,1.32,,2,27.29,0.0,13.6,81.0000000000000000,60.0000000000000000,21.0,67,-16,0,214,17,0,14,0,0,0,2,5,58.52,0.0,75.0,0,"кликов за неделю 1 (за всё время 5), расход 7 ₽ — наблюдаем, ставку не трогаем"
watch,hold,2923153284,6675,"Фотобарабан + картридж B220Z00+B225X00/ B220XA0 для принтеров Lexmark B2236, MB2236 черный",от 10000 до 500 тыс,12.0,12.0,0.0,36.9,24.9,12.2,25645.0,0.02,справочная,16,1,6.82,0.0,0.0,6.8,6.25,,0,0.0,0.0,,48.0000000000000000,60.0000000000000000,-12.0,3,-11,0,4,,0,0,0,0,0,0,1,6.82,0.0,0,0,"кликов за неделю 1 (за всё время 1), расход 7 ₽ — наблюдаем, ставку не трогаем"
