account,offer_id,sku,rev,net,margin_pct,price,new_price,market_min,index,cut,cut_pct,net_loss_2m,net_after,survives
oz_acc1,1081,452138796,7860.0,2488.580000000001,31.661323155216294,5712.0,5553.333333333333,2864.0,1.08,158.66666666666674,2.777777777777779,139.7333333333334,2348.8466666666673,True
oz_acc1,6941,3844425152,7824.0,2918.29,37.299207566462165,8013.0,7579.864864864865,4128.0,1.11,433.13513513513516,5.405405405405405,270.66810810810813,2647.6218918918917,True
oz_acc2,5631CGT9KFKI,1418618061,7795.0,3027.6000000000004,38.84028223220014,2330.0,2265.277777777778,1508.0,1.08,64.72222222222226,2.777777777777779,138.57777777777784,2889.0222222222224,True
oz_acc1,3226,329440987,7740.75,2602.89,33.62581145237865,3328.0,3176.7272727272725,1956.0,1.1,151.2727272727275,4.545454545454552,225.1854545454549,2377.704545454545,True
oz_acc1,5623,1184783836,7692.0,3155.466666666668,41.02270757496969,4325.0,4054.6875,2242.0,1.12,270.3125,6.25,307.68,2847.786666666668,True
oz_acc1,5622,1184784656,7692.0,3155.466666666668,41.02270757496969,4289.0,3985.3539823008855,2150.0,1.13,303.64601769911457,7.079646017699104,348.52247787610565,2806.9441887905623,True
oz_acc1,5620,1184785893,7692.0,3155.466666666668,41.02270757496969,4289.0,4169.861111111111,2150.0,1.08,119.13888888888894,2.777777777777779,136.74666666666673,3018.720000000001,True
oz_acc2,6403M833D4CN,2486614896,7639.666666666666,2680.393666666667,35.08521750512676,4644.0,4557.196261682243,2465.0,1.07,86.80373831775702,1.869158878504673,91.39040498442368,2589.003261682243,True
oz_acc1,5339,451742829,7614.0,2947.07,38.70593643288679,3578.0,3183.813559322034,1811.0,1.18,394.18644067796583,11.016949152542367,536.8515254237285,2410.2184745762715,True
oz_acc1,02774,4759342172,7572.0,2736.22,36.136027469624935,3782.0,3483.421052631579,1831.0,1.14,298.5789473684207,7.894736842105255,382.5852631578943,2353.6347368421057,True
oz_acc1,64093,4867703995,7541.0,2852.6100000000006,37.82800689563719,4053.0,3459.878048780488,2025.0,1.23,593.1219512195119,14.634146341463406,706.2790243902434,2146.330975609757,True
oz_acc1,3264,330081439,7516.0,3079.0799999999995,40.96700372538584,2847.0,2230.8582089552237,1157.0,1.34,616.141791044776,21.641791044776117,1041.0220895522386,2038.0579104477608,True
oz_acc1,1416,453347577,7472.0,2589.7599999999993,34.659528907922905,8783.0,8161.194690265487,4644.0,1.13,621.8053097345123,7.079646017699104,338.55433628318536,2251.205663716814,True
oz_acc1,3512,457221330,7455.0,2401.62,32.2148893360161,7867.0,7375.3125,3896.0,1.12,491.6875,6.25,298.2,2103.42,True
oz_acc2,58071UWGBHCJ,4034900138,7421.0,2645.6900000000005,35.65139469074249,8019.0,7135.550847457627,4204.0,1.18,883.4491525423723,11.016949152542367,523.2433898305081,2122.4466101694925,True
oz_acc1,5940,1574301681,7313.0,2290.45,31.32025160672774,3537.0,3407.201834862385,1711.0,1.09,129.7981651376147,3.669724770642202,171.7548623853211,2118.6951376146785,True
oz_acc1,3958,457221953,7277.0,2406.69,33.07255737254363,4817.0,4556.621621621622,2669.0,1.11,260.3783783783784,5.405405405405405,251.74486486486487,2154.9451351351354,True
oz_acc1,0792,330058265,7190.0,149.4300000000002,2.078303198887346,2967.0,2574.669421487604,1640.0,1.21,392.33057851239636,13.223140495867758,608.4760330578507,-459.04603305785054,False
oz_acc2,20554A8PB2X4,4001929038,7117.0,2756.28,38.728115779120415,7118.0,6614.070796460178,3524.0,1.13,503.9292035398222,7.079646017699104,322.46938053097296,2433.810619469027,True
oz_acc1,0048,451742926,7101.0,2261.8499999999995,31.852555978031255,4301.0,3671.585365853659,2039.0,1.23,629.4146341463411,14.634146341463406,665.0692682926825,1596.780731707317,True
oz_acc2,63834IWKEF5C,4002676708,6956.0,2537.0699999999997,36.47311673375503,8461.0,7342.190082644629,4222.0,1.21,1118.809917355371,13.223140495867758,588.6730578512393,1948.3969421487604,True
oz_acc1,20554,4807047950,6917.0,2484.28,35.91557033395981,6907.0,6715.138888888889,3524.0,1.08,191.8611111111112,2.777777777777779,122.96888888888894,2361.311111111111,True
oz_acc1,5724,1244868109,6772.0,2302.94,34.00679267572357,8149.0,7251.228813559323,4045.0,1.18,897.7711864406774,11.016949152542367,477.4833898305082,1825.4566101694918,True
oz_acc1,0607,452135922,6626.0,2491.24,37.59794747962571,4823.0,4481.548672566372,2491.0,1.13,341.4513274336278,7.079646017699104,300.2223008849553,2191.0176991150447,True
oz_acc1,3898,329440939,6592.0,2463.6599999999994,37.37348300970873,2952.0,2672.068965517242,1610.0,1.16,279.9310344827584,9.482758620689646,400.06620689655136,2063.593793103448,True
oz_acc2,6858HSIK9JR0,3671816927,6556.0,2241.8599999999997,34.19554606467358,6519.0,6111.5625,3181.0,1.12,407.4375,6.25,262.24,1979.6199999999997,True
