nm_id;advert_id;цвет;действие;причина;ставка_₽;маржа_live_%;ДРР_профиля_%;ДРР_потолок_%;расход_₽;выручка_ВСЯ_₽;выручка_органика_₽;заказы_всего;заказы_реклама;заказы_органика;заказы_прошлая_неделя;в_корзину;показы_рекл;клики_рекл;открытия_всего;орг_позиция
199574754;35282079;🟡 жёлтый;держим;в KPI, заказов нет — наблюдаем;15.60;39.1;;14.1;46.80;0;0;0;0;0;0;1;46;3;3;2
216361091;35700551;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;24.1;;0.0;0.00;0;0;0;0;0;0;0;6;0;1;6
199333248;35700057;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;29.2;;4.2;0.00;0;0;0;0;0;0;0;3;0;0;
200163055;35703066;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;17.8;;0.0;0.00;0;0;0;0;0;0;0;5;0;0;
199334712;35700057;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;34.7;;9.7;0.00;0;0;0;0;0;0;0;1;0;0;
257807712;35698968;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;32.2;;7.2;0.00;0;0;0;0;0;0;0;10;0;0;
257807830;35698968;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;14.18;23.0;;0.0;0.00;0;0;0;0;0;0;0;3;0;0;
209750368;35698882;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;14.18;38.4;;13.4;0.00;0;0;0;0;0;0;0;12;0;0;
199334763;35697852;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;23.7;;0.0;0.00;0;0;0;0;0;0;0;8;0;0;
199335396;35697852;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;14.18;35.1;;10.1;0.00;0;0;0;0;0;0;0;9;0;0;
964245669;36879576;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;23.6;;0.0;0.00;0;0;0;0;0;0;0;23;0;0;
327898202;35699209;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;14.18;36.5;;11.5;0.00;0;0;0;0;0;0;0;4;0;1;2
199333189;35700718;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;27.7;;2.7;0.00;0;0;0;0;0;0;0;4;0;0;
216355600;35700718;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;50.2;;25.2;0.00;0;0;0;0;0;0;0;4;0;0;
209665142;35698927;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;33.8;;8.8;0.00;0;0;0;0;0;0;0;3;0;0;
199565200;35705677;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;14.18;36.4;;11.4;0.00;0;0;0;0;0;0;0;15;0;1;
467725369;35278992;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;37.0;;12.0;0.00;0;0;0;0;0;0;0;15;0;4;3
199572575;35277369;🟡 жёлтый;держим;в KPI, заказов нет — наблюдаем;12.93;25.2;;0.2;56.61;0;0;0;0;0;0;2;46;5;6;6
181116086;35706311;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;13.19;19.1;;0.0;0.00;0;0;0;0;0;0;0;5;0;4;
199566073;35408957;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;24.3;;0.0;0.00;0;0;0;0;0;0;0;2;0;0;
199565554;35705677;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;14.18;21.8;;0.0;0.00;0;0;0;0;0;0;0;10;0;0;
192227822;35706311;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;13.19;30.5;;5.5;0.00;0;0;0;0;0;0;0;20;0;0;
477957134;35698159;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;53.0;;28.0;0.00;0;0;0;0;0;0;0;13;0;0;
964269022;36879425;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;22.4;;0.0;0.00;0;0;0;0;0;0;0;3;0;0;
964276293;36879425;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;33.7;;8.7;0.00;0;0;0;0;0;0;0;28;0;0;
964804863;36875094;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;31.1;;6.1;0.00;0;0;0;0;0;0;0;0;0;0;
215239733;35704972;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;37.3;;12.3;0.00;0;0;0;0;0;0;0;7;0;0;
209663767;35699064;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;36.8;;11.8;0.00;0;0;0;0;0;0;0;9;0;0;
200165564;35703066;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;25.9;;0.9;0.00;0;0;0;0;0;0;0;16;0;2;
199574192;35701344;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;24.3;;0.0;0.00;0;0;0;0;0;0;0;3;0;0;
200167298;35703547;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;25.6;;0.6;0.00;0;0;0;0;0;0;0;0;0;0;
199574614;35277369;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;30.9;;5.9;0.00;0;0;0;0;0;0;0;10;0;0;
200166168;35277369;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;31.1;;6.1;0.00;0;0;0;0;0;0;0;39;0;0;
200167549;35282079;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;17.18;35.1;;10.1;0.00;0;0;0;0;0;0;0;18;0;1;
216422978;35698882;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;14.18;29.4;;4.4;0.00;0;0;0;0;0;0;0;3;0;0;
200165415;35701344;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;36.1;;11.1;0.00;0;0;0;0;0;0;0;1;0;0;
200166709;35703066;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;19.5;;0.0;0.00;0;0;0;0;0;0;0;0;0;0;
192567070;35698510;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;49.0;;24.0;0.00;0;0;0;0;0;0;0;6;0;0;
192569052;35697852;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;16.3;;0.0;0.00;0;0;0;0;0;0;0;19;0;0;
267893014;35698419;🟡 жёлтый;держим;в KPI, заказов нет — наблюдаем;7.30;58.3;;33.3;14.18;0;0;0;0;0;0;1;12;1;2;2
216356152;35700300;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;10.68;35.2;;10.2;0.00;0;0;0;0;0;0;0;2;0;0;
967512688;36877167;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;11.75;40.4;;15.4;0.00;0;0;0;0;0;0;0;18;0;0;
199333840;35698292;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;34.0;;9.0;0.00;0;0;0;0;0;0;0;5;0;0;
216355370;35700551;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;33.4;;8.4;0.00;0;0;0;0;0;0;0;0;0;0;
209664814;35698968;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;18.1;;0.0;0.00;0;0;0;0;0;0;0;10;0;0;
199333249;35705358;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;21.1;;0.0;0.00;0;0;0;0;0;0;0;5;0;0;
262192043;35698419;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;35.8;;10.8;0.00;0;0;0;0;0;0;0;11;0;13;10
216429870;35697812;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;25.3;;0.3;0.00;0;0;0;0;0;0;0;3;0;0;
199334799;35705358;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;9.71;21.3;;0.0;0.00;0;0;0;0;0;0;0;9;0;5;6
199333216;35698882;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;28.8;;3.8;0.00;0;0;0;0;0;0;0;3;0;0;
192567257;35697894;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;42.3;;17.3;0.00;0;0;0;0;0;0;0;13;0;0;
199332102;35703851;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;30.8;;5.8;0.00;0;0;0;0;0;0;0;5;0;0;
199332153;35699209;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;19.1;;0.0;0.00;0;0;0;0;0;0;0;0;0;0;
199566571;35282079;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;21.2;;0.0;0.00;0;0;0;0;0;0;1;17;0;1;
209733979;35704140;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;11.72;39.3;;14.3;0.00;0;0;0;0;0;0;0;29;0;0;
199572345;35701146;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;27.9;;2.9;0.00;0;0;0;0;0;0;0;80;0;0;
199570507;35700930;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;31.0;;6.0;0.00;0;0;0;0;0;0;0;6;0;0;
216361369;35700551;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;21.3;;0.0;0.00;0;0;0;0;0;0;0;8;0;0;
199572582;35700930;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;10.68;35.2;;10.2;0.00;0;0;0;0;0;0;0;3;0;0;
216458920;35277369;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;35.7;;10.7;0.00;0;0;0;0;0;0;0;45;0;0;
192567741;35697951;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;14.18;52.8;;27.8;0.00;0;0;0;0;0;0;1;3;0;2;3
199334944;35698292;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;14.18;24.4;;0.0;0.00;0;0;0;0;0;0;0;5;0;1;
199333443;35699129;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;8.83;36.2;;11.2;0.00;0;0;0;0;0;0;0;10;0;0;
200167611;35703547;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;38.3;;13.3;0.00;0;0;0;0;0;0;0;0;0;0;
180064280;35282981;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;29.7;;4.7;0.00;0;0;0;0;0;0;0;21;0;0;
964756840;36876897;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;36.5;;11.5;0.00;0;0;0;0;0;0;0;0;0;0;
263820406;35277369;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;35.2;;10.2;0.00;0;0;0;0;0;0;0;30;0;3;18
326848488;35699129;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;23.6;;0.0;0.00;0;0;0;0;0;0;0;5;0;2;
199331183;35706311;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;13.19;22.7;;0.0;0.00;0;0;0;0;0;0;0;3;0;4;
199569574;35408957;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;34.7;;9.7;0.00;0;0;0;0;0;0;0;6;0;0;
208143076;35703547;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;28.7;;3.7;0.00;0;0;0;0;0;0;0;6;0;0;
200165436;35282447;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;36.1;;11.1;0.00;0;0;0;0;0;0;0;0;0;0;
437224954;35700300;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;38.3;;13.3;0.00;0;0;0;0;0;0;0;2;0;1;5
216355680;35699209;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;10.68;26.8;;1.8;0.00;0;0;0;0;0;0;0;5;0;0;
199331186;35706311;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;13.19;18.9;;0.0;0.00;0;0;0;0;0;0;0;11;0;3;
285287048;35699209;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;38.3;;13.3;0.00;0;0;0;0;0;0;0;4;0;0;
181095496;35706004;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;13.19;35.9;;10.9;0.00;0;0;0;0;0;0;0;34;0;0;
262192245;35408957;🟡 жёлтый;держим;в KPI, заказов нет — наблюдаем;13.19;45.5;;20.5;25.18;0;0;0;0;0;1;1;99;2;4;10
180944663;35278992;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;31.5;;6.5;0.00;0;0;0;0;0;0;0;45;0;1;
181115920;35278992;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;49.9;;24.9;0.00;0;0;0;0;0;0;0;18;0;1;2
253913048;35697812;🟡 жёлтый;держим;в KPI, заказов нет — наблюдаем;13.19;49.2;;24.2;69.98;0;0;0;0;0;1;2;145;6;20;8
181115928;35278992;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;40.4;;15.4;0.00;0;0;0;0;0;0;0;18;0;1;2
267444426;35277369;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;41.1;;16.1;0.00;0;0;0;0;0;0;0;22;0;0;
199331205;35706311;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;32.6;;7.6;0.00;0;0;0;0;0;0;0;28;0;0;
199331208;35706311;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;17.7;;0.0;0.00;0;0;0;0;0;0;0;6;0;0;
199331747;35706311;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;21.1;;0.0;0.00;0;0;0;0;0;0;0;12;0;0;
181096297;35704644;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;13.19;41.2;;16.2;0.00;0;0;0;0;0;0;0;39;0;1;2
209732205;35704644;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;13.19;32.2;;7.2;0.00;0;0;0;0;0;0;0;104;0;0;
209755597;35704644;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;13.19;33.7;;8.7;0.00;0;0;0;0;0;0;0;5;0;0;
216460611;35697812;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;35.7;;10.7;0.00;0;0;0;0;0;0;0;100;0;4;
216448628;35697812;🟡 жёлтый;держим;в KPI, заказов нет — наблюдаем;7.30;40.0;;15.0;47.40;0;0;0;0;0;0;1;151;6;10;5
199332746;35706004;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;28.9;;3.9;0.00;0;0;0;0;0;0;0;8;0;1;1
209758860;35704644;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;37.5;;12.5;0.00;0;0;0;0;0;0;0;11;0;0;
199332219;35706311;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;23.9;;0.0;0.00;0;0;0;0;0;0;0;2;0;0;
199332651;35706311;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;13.19;24.7;;0.0;0.00;0;0;0;0;0;0;0;36;0;1;1
199332658;35706311;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;13.19;35.0;;10.0;0.00;0;0;0;0;0;0;0;11;0;1;5
199332699;35706311;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;33.5;;8.5;0.00;0;0;0;0;0;0;0;6;0;0;
199332704;35706311;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;30.6;;5.6;0.00;0;0;0;0;0;0;0;7;0;2;4
209755822;35704644;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;13.19;41.8;;16.8;0.00;0;0;0;0;0;0;0;16;0;0;
199332708;35706311;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;27.4;;2.4;0.00;0;0;0;0;0;0;0;6;0;1;1
209763046;35704644;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;13.19;43.8;;18.8;0.00;0;0;0;0;0;0;0;24;0;0;
215239481;35282447;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;20.8;;0.0;0.00;0;0;0;0;0;1;0;35;0;0;
215240041;35282447;🟡 жёлтый;держим;в KPI, заказов нет — наблюдаем;12.93;47.8;;22.8;71.90;0;0;0;0;0;1;1;111;6;17;15
216453801;35282447;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;36.1;;11.1;0.00;0;0;0;0;0;0;0;2;0;4;22
326847910;35282447;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;54.8;;29.8;0.00;0;0;0;0;0;0;0;43;0;0;
257945576;35697812;🟡 жёлтый;держим;в KPI, заказов нет — наблюдаем;13.19;51.6;;26.6;26.38;0;0;0;0;0;0;1;74;2;10;7
349950541;35282447;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;27.8;;2.8;0.00;0;0;0;0;0;0;0;13;0;0;
257945544;35698968;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;13.19;26.6;;1.6;0.00;0;0;0;0;0;3;0;63;0;5;7
256206881;35698927;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;32.3;;7.3;0.00;0;0;0;0;0;0;0;39;0;2;46
199569613;35705677;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;18.3;;0.0;0.00;0;0;0;0;0;0;0;4;0;0;
263821705;35697812;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;13.19;44.5;;19.5;0.00;0;0;0;0;0;0;0;61;0;0;
199570095;35705677;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;17.0;;0.0;0.00;0;0;0;0;0;0;0;11;0;0;
847868126;35697812;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;13.19;34.8;;9.8;0.00;0;0;0;0;0;0;0;210;0;0;
439981918;35282447;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;55.7;;30.7;0.00;0;0;0;0;0;0;0;20;0;0;
181116060;35706004;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;14.18;32.0;;7.0;0.00;0;0;0;0;0;0;0;1;0;3;
192228221;35706004;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;11.75;19.3;;0.0;0.00;0;0;0;0;0;0;0;15;0;1;2
199565551;35706004;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;29.1;;4.1;0.00;0;0;0;0;0;0;0;7;0;0;
199565591;35706004;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;21.2;;0.0;0.00;0;0;0;0;0;0;0;17;0;0;
209729646;35697951;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;27.7;;2.7;0.00;0;0;0;0;0;0;1;1;0;7;3
199565875;35697812;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;13.19;36.3;;11.3;0.00;0;0;0;0;0;0;0;41;0;0;
181095678;35704972;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;35.9;;10.9;0.00;0;0;0;0;0;0;0;35;0;0;
209758318;35704972;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;21.1;;0.0;0.00;0;0;0;0;0;0;0;6;0;0;
215239432;35704972;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;35.6;;10.6;0.00;0;0;0;0;0;0;0;35;0;0;
215239534;35704972;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;29.5;;4.5;0.00;0;0;0;0;0;0;0;9;0;0;
263820443;35699064;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;40.0;;15.0;0.00;0;0;0;0;0;0;0;17;0;0;
199330938;35699129;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;35.6;;10.6;0.00;0;0;0;0;0;0;0;14;0;0;
265275839;35699129;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;31.2;;6.2;0.00;0;0;0;0;0;0;0;17;0;1;
326846207;35699129;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;40.2;;15.2;0.00;0;0;0;0;0;0;0;22;0;1;7
397270283;35699129;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;37.5;;12.5;0.00;0;0;0;0;0;0;0;20;0;0;
199572585;35281617;🟡 жёлтый;держим;в KPI, заказов нет — наблюдаем;14.18;25.2;;0.2;12.89;0;0;0;0;0;0;1;11;1;1;1
199574592;35281617;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;20.7;;0.0;0.00;0;0;0;0;0;0;0;15;0;0;
199574695;35281617;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;18.1;;0.0;0.00;0;0;0;0;0;0;0;56;0;0;
200167242;35281617;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;41.4;;16.4;0.00;0;0;0;0;0;0;0;5;0;0;
200167252;35281617;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;42.1;;17.1;0.00;0;0;0;0;0;0;0;29;0;0;
200166204;35701146;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;33.6;;8.6;0.00;0;0;0;0;0;0;0;16;0;0;
181105014;35706311;🟡 жёлтый;держим;в KPI, заказов нет — наблюдаем;7.30;40.6;;15.6;33.65;0;0;0;0;0;0;1;37;4;4;10
216401150;35278992;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;9.71;32.1;;7.1;0.00;0;0;0;0;0;0;1;20;0;2;
181097500;35706311;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;32.5;;7.5;0.00;0;0;0;0;0;0;0;22;0;1;
181116704;35706311;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;37.1;;12.1;0.00;0;0;0;0;0;0;0;41;0;2;6
199330896;35706311;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;26.2;;1.2;0.00;0;0;0;0;0;0;0;14;0;0;
199331190;35706311;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;17.8;;0.0;0.00;0;0;0;0;0;0;0;42;0;0;
200166520;35697812;🟡 жёлтый;держим;в KPI, заказов нет — наблюдаем;13.19;30.5;;5.5;9.70;0;0;0;0;0;0;1;34;1;4;1
397270448;35699129;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;9.68;39.3;;14.3;0.00;0;0;0;0;0;0;0;0;0;0;
200167374;35281617;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;20.9;;0.0;0.00;0;0;0;0;0;0;0;10;0;0;
209751740;35281617;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;21.7;;0.0;0.00;0;0;0;0;0;0;0;2;0;0;
181105105;39087266;🟡 жёлтый;держим;в KPI, заказов нет — наблюдаем;13.19;54.1;;29.1;50.47;0;0;0;0;0;1;1;54;4;18;3
199565475;39087266;🟡 жёлтый;держим;в KPI, заказов нет — наблюдаем;13.19;28.1;;3.1;22.89;0;0;0;0;0;2;1;55;2;2;4
265275992;39087266;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;13.19;21.6;;0.0;0.00;0;0;0;0;0;1;0;26;0;3;
267893574;35699209;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;13.19;42.6;;17.6;0.00;0;0;0;0;0;1;0;13;0;1;
181095499;35704972;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;35.6;;10.6;0.00;0;0;0;0;0;0;0;34;0;0;
199574332;35699129;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;39.5;;14.5;0.00;0;0;0;0;0;0;0;8;0;0;
261996671;35699129;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;40.4;;15.4;0.00;0;0;0;0;0;0;0;23;0;1;2
261996713;35281617;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;37.4;;12.4;0.00;0;0;0;0;0;0;0;55;0;1;
434640076;35281617;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;17.17;32.5;;7.5;0.00;0;0;0;0;0;0;0;14;0;1;
471272618;35281617;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;35.4;;10.4;0.00;0;0;0;0;0;0;0;56;0;0;
497146353;35281617;🟡 жёлтый;держим;в KPI, заказов нет — наблюдаем;12.93;33.2;;8.2;77.01;0;0;0;0;0;0;4;35;7;8;9
192567749;35698510;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;52.3;;27.3;0.00;0;0;0;0;0;1;0;6;0;4;
192567875;35698510;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;14.18;51.1;;26.1;0.00;0;0;0;0;0;0;0;17;0;2;
192628490;35698510;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;47.3;;22.3;0.00;0;0;0;0;0;0;0;6;0;2;25
200166545;35703066;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;11.75;33.8;;8.8;0.00;0;0;0;0;0;0;0;13;0;0;
200163463;35282079;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;34.3;;9.3;0.00;0;0;0;0;0;0;0;1;0;1;
322983083;35698419;🟡 жёлтый;держим;в KPI, заказов нет — наблюдаем;12.93;42.1;;17.1;21.36;0;0;0;0;0;0;1;61;2;3;6
507535863;35698419;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;54.5;;29.5;0.00;0;0;0;0;0;0;0;33;0;0;
209713828;35697951;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;21.5;;0.0;0.00;0;0;0;0;0;0;0;2;0;3;
209751906;35282079;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;18.7;;0.0;0.00;0;0;0;0;0;0;0;13;0;0;
236322621;35277054;🟡 жёлтый;держим;в KPI, заказов нет — наблюдаем;7.30;31.7;;6.7;19.05;0;0;0;0;0;0;1;43;2;6;11
431869123;35700057;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;34.5;;9.5;0.00;0;0;0;0;0;0;0;26;0;0;
200166330;35701344;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;33.6;;8.6;0.00;0;0;0;0;0;0;0;32;0;3;6
200166028;35697812;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;30.1;;5.1;0.00;0;0;0;0;0;0;0;34;0;1;
200166045;35697812;🟡 жёлтый;держим;в KPI, заказов нет — наблюдаем;12.93;29.0;;4.0;45.93;0;0;0;0;0;0;1;45;4;5;2
181052386;35706311;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;13.19;20.8;;0.0;0.00;0;0;0;0;0;0;0;14;0;2;3
200166142;35697812;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;27.7;;2.7;0.00;0;0;0;0;0;0;0;30;0;0;
215240040;35277054;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;16.8;;0.0;0.00;0;0;0;0;0;0;0;51;0;2;15
216361966;35277054;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;33.2;;8.2;0.00;0;0;0;0;0;0;0;31;0;1;
547250791;35698419;🟡 жёлтый;держим;в KPI, заказов нет — наблюдаем;12.93;32.1;;7.1;11.75;0;0;0;0;0;0;1;76;1;3;3
253957609;35277054;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;43.1;;18.1;0.00;0;0;0;0;0;0;0;64;0;7;11
551257400;35698419;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;12.93;17.7;;0.0;0.00;0;0;0;0;0;0;0;24;0;1;
