# oz_acc2: неделя 10.08–16.08 против 03.08–09.08; органика — неделя 03.08 (лаг Ozon); шаг ±10 %, ДРР-предел 15.0 %, пол 6.0 ₽
tier,action,sku,offer_id,name,camp,bid,bid_new,d_bid,ceiling,headroom,margin_safe,our_price,cr_used,cr_src,w_views,w_clicks,w_spend,w_orders,w_rev,cpc,ctr,drr,p_clicks,p_spend,p_orders,p_cpc,o_pos,op_pos,d_pos,o_views,d_org_views,o_gmv,o_demand,ph_best,ph_top10,ph_n,qty_w,rev_w,qty_p,qty_all,c_clicks,c_spend,c_orders,ms_stock,free_fbo,reason
watch,hold,1873179459,1487EMCWGT24,"Картридж DS PGI-2400XLBK для принтеров Canon MAXIFY iB4040, iB4140, MB5040, MB5140 черный",Все,8.0,8.0,0.0,12.2,4.2,17.6,1943.0,0.05,справочная,3,0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,100.0000000000000000,67.0000000000000000,33.0,19,1,0,3409,16,0,15,0,0,0,0,0,0.0,0.0,0,0,"кликов за неделю 0 (за всё время 0), расход 0 ₽ (накоплено 0 ₽) — судить не о чем, наблюдаем"
watch,hold,1873179459,1487EMCWGT24,"Картридж DS PGI-2400XLBK для принтеров Canon MAXIFY iB4040, iB4140, MB5040, MB5140 черный",от 0 до 3000,12.0,12.0,0.0,12.2,0.2,17.6,1943.0,0.05,справочная,15,0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,100.0000000000000000,67.0000000000000000,33.0,19,1,0,3409,16,0,15,0,0,0,0,0,0.0,0.0,0,0,"кликов за неделю 0 (за всё время 0), расход 0 ₽ (накоплено 0 ₽) — судить не о чем, наблюдаем"
watch,hold,1873179807,0992NWJBJKPG,"Картридж DS 44469809 для принтеров OKI C310dn, c310n, c330, C330dn, C331, c331dn, C510, C511 c511dn C530 C531 c531dn mc351 MC351dn MC352dn MC561dn MC562dn черный",Все,10.0,10.0,0.0,15.0,5.0,17.7,2957.0,0.04,справочная,21,0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,51.0000000000000000,58.0000000000000000,-7.0,39,7,0,583,12,0,8,0,0,0,3,0,0.0,0.0,0,0,"кликов за неделю 0 (за всё время 0), расход 0 ₽ (накоплено 0 ₽) — судить не о чем, наблюдаем"
watch,hold,1873179189,3958MH49U5P2,"Картридж DS CF259X для принтеров HP LaserJet M406, LJ Pro M304, LJ Pro M404 черный",Все,8.0,8.0,0.0,20.6,12.6,15.7,4810.0,0.04,справочная,15,0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,237.0000000000000000,124.0000000000000000,113.0,7,5,0,7,52,0,7,0,0,0,0,0,0.0,0.0,0,0,"кликов за неделю 0 (за всё время 0), расход 0 ₽ (накоплено 0 ₽) — судить не о чем, наблюдаем"
watch,hold,1873179171,0946L366OFZE,"Картриджи DS T0540-T0549 для принтеров Epson Stylus Photo R1800, Stylus Photo R800",Все,8.0,8.0,0.0,22.9,14.9,13.6,8892.0,0.03,справочная,22,0,0.0,0.0,0.0,,0.0,,0,0,0,,,104.0000000000000000,,0,-26,0,0,,0,0,0,0,0,0,0,0.0,0.0,0,0,"кликов за неделю 0 (за всё время 0), расход 0 ₽ (накоплено 0 ₽) — судить не о чем, наблюдаем"
watch,hold,1873179055,3907GHECQQD1,"Картридж DS W1106A для принтеров HP Laser 107A, Laser107R черный",Все,8.0,8.0,0.0,12.3,4.3,15.6,2911.0,0.04,справочная,42,0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,107.0000000000000000,188.0000000000000000,-81.0,6,-2,0,12,50,0,6,0,0,0,1,0,0.0,0.0,0,0,"кликов за неделю 0 (за всё время 0), расход 0 ₽ (накоплено 0 ₽) — судить не о чем, наблюдаем"
watch,hold,1873179055,3907GHECQQD1,"Картридж DS W1106A для принтеров HP Laser 107A, Laser107R черный",от 0 до 3000,12.0,12.0,0.0,12.3,0.3,15.6,2911.0,0.04,справочная,0,0,0,0,0,,,,0,0,0,,107.0000000000000000,188.0000000000000000,-81.0,6,-2,0,12,50,0,6,0,0,0,1,0,0.0,0.0,0,0,"кликов за неделю 0 (за всё время 0), расход 0 ₽ (накоплено 0 ₽) — судить не о чем, наблюдаем"
watch,hold,1873178866,2633HBTEMKAQ,"Картридж DS TN-221K для принтеров Konica Minolta Bizhub C227, Bizhub C287 черный",Все,8.0,8.0,0.0,15.3,7.3,14.0,5662.0,0.03,справочная,12,0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,113.0000000000000000,135.0000000000000000,-22.0,15,2,0,6627,9,2,12,0,0,0,1,1,6.04,0.0,0,0,"кликов за неделю 0 (за всё время 1), расход 0 ₽ (накоплено 6 ₽) — судить не о чем, наблюдаем"
watch,hold,1873179576,0682D79INDD0,"Картридж DS 1230D для принтеров Ricoh Aficio 2000LN, 2015, 2016, 2020, MP1500, MP1600 черный",Все,8.0,8.0,0.0,6.1,-1.9,11.8,1790.0,0.05,справочная,12,0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,148.0000000000000000,33.0000000000000000,115.0,14,1,0,1108,15,0,4,0,0,0,0,0,0.0,0.0,0,0,"кликов за неделю 0 (за всё время 0), расход 0 ₽ (накоплено 0 ₽) — судить не о чем, наблюдаем"
watch,hold,1873179576,0682D79INDD0,"Картридж DS 1230D для принтеров Ricoh Aficio 2000LN, 2015, 2016, 2020, MP1500, MP1600 черный",от 0 до 3000,12.0,12.0,0.0,6.1,-5.9,11.8,1790.0,0.05,справочная,11,0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,148.0000000000000000,33.0000000000000000,115.0,14,1,0,1108,15,0,4,0,0,0,0,0,0.0,0.0,0,0,"кликов за неделю 0 (за всё время 0), расход 0 ₽ (накоплено 0 ₽) — судить не о чем, наблюдаем"
watch,hold,1873179821,3826ERTJP5VS,"Картриджи DS SJIC22P для принтеров Epson ColorWorks C3500, TM-C3500",Все,9.0,9.0,0.0,18.3,9.3,12.5,12220.0,0.02,справочная,19,0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,,24.0000000000000000,,0,-21,0,0,,0,0,0,0,0,2,0,0.0,0.0,0,0,"кликов за неделю 0 (за всё время 0), расход 0 ₽ (накоплено 0 ₽) — судить не о чем, наблюдаем"
watch,hold,1873179541,0814M56EB57H,"Картридж DS CE322A для принтеров HP LJ Pro Color CM1415fn, LJ Pro Color CP1525n желтый",Все,8.0,8.0,0.0,18.3,10.3,17.0,3822.0,0.04,справочная,9,0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,124.0000000000000000,129.0000000000000000,-5.0,7,4,0,9,21,0,6,0,0,0,0,0,0.0,0.0,0,0,"кликов за неделю 0 (за всё время 0), расход 0 ₽ (накоплено 0 ₽) — судить не о чем, наблюдаем"
watch,hold,1873179489,1226J21A9UIR,"Картридж DS LC563Y для принтеров Brother MFC-J2310, MFC J2510 желтый",Все,8.0,8.0,0.0,5.2,-2.8,14.4,1109.0,0.05,справочная,21,0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,94.0000000000000000,55.0000000000000000,39.0,9,5,0,20,41,0,9,0,0,0,0,0,0.0,0.0,0,0,"кликов за неделю 0 (за всё время 0), расход 0 ₽ (накоплено 0 ₽) — судить не о чем, наблюдаем"
watch,hold,1873178981,1170SH7QYPPN,"Картридж DS TN-1075 для принтеров Brother DCP-1510, DCP1512, HL-1110, HL1112, HL1210WR, HL 1212WR, MFC-1810, MFC 1815 черный",Все,8.0,8.0,0.0,8.3,0.3,14.6,1734.0,0.05,справочная,63,0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,76.0000000000000000,86.0000000000000000,-10.0,52,27,0,3474,3,1,15,0,0,0,1,0,0.0,0.0,0,0,"кликов за неделю 0 (за всё время 0), расход 0 ₽ (накоплено 0 ₽) — судить не о чем, наблюдаем"
watch,hold,1873178981,1170SH7QYPPN,"Картридж DS TN-1075 для принтеров Brother DCP-1510, DCP1512, HL-1110, HL1112, HL1210WR, HL 1212WR, MFC-1810, MFC 1815 черный",от 0 до 3000,10.0,10.0,0.0,8.3,-1.7,14.6,1734.0,0.05,справочная,3,0,0.0,0.0,0.0,,0.0,,0,0,0,,76.0000000000000000,86.0000000000000000,-10.0,52,27,0,3474,3,1,15,0,0,0,1,0,0.0,0.0,0,0,"кликов за неделю 0 (за всё время 0), расход 0 ₽ (накоплено 0 ₽) — судить не о чем, наблюдаем"
watch,hold,1873179503,1274ILWYGHA1,"Картриджи DS LC567XL-LC565XL для принтеров Brother MFC-J2310, MFC-J2510",от 0 до 3000,13.0,13.0,0.0,19.0,6.0,18.4,3538.0,0.04,справочная,6,0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,,67.0000000000000000,,0,-15,0,0,,0,0,0,0,0,0,0,0.0,0.0,0,0,"кликов за неделю 0 (за всё время 0), расход 0 ₽ (накоплено 0 ₽) — судить не о чем, наблюдаем"
watch,hold,1873179583,4824GMMUPLMK,"Фотобарабан DS A7U40TD для принтеров Konica Minolta Bizhub 308, Bizhub 458 цветной",Все,8.0,8.0,0.0,20.5,12.5,10.8,17682.0,0.02,справочная,45,0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,20.0000000000000000,49.0000000000000000,-29.0,14,-7,0,24,4,2,3,0,0,0,0,0,0.0,0.0,0,0,"кликов за неделю 0 (за всё время 0), расход 0 ₽ (накоплено 0 ₽) — судить не о чем, наблюдаем"
watch,hold,1873179872,3263VGN0RWJE,"Фотобарабан DS DL-420 XL DU для принтеров M6700D, M6800FDW, M7100DN, M7200FD, P3010D, P3300DN черный",от 0 до 3000,13.0,13.0,0.0,12.1,-0.9,15.0,3024.0,0.04,справочная,9,0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,133.0000000000000000,85.0000000000000000,48.0,25,8,0,140,39,0,4,0,0,0,0,0,0.0,0.0,0,0,"кликов за неделю 0 (за всё время 0), расход 0 ₽ (накоплено 0 ₽) — судить не о чем, наблюдаем"
watch,hold,1873179653,5369VQ2BDSVI,"Картридж DS TK-1170 для принтеров Kyocera EcoSys M2040dn, M2540dn, M2640idw черный",Все,8.0,8.0,0.0,8.3,0.3,13.9,2326.0,0.04,справочная,22,0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,72.0000000000000000,101.0000000000000000,-29.0,27,-4,0,3423,5,2,15,0,0,0,0,0,0.0,0.0,0,0,"кликов за неделю 0 (за всё время 0), расход 0 ₽ (накоплено 0 ₽) — судить не о чем, наблюдаем"
watch,hold,1873179653,5369VQ2BDSVI,"Картридж DS TK-1170 для принтеров Kyocera EcoSys M2040dn, M2540dn, M2640idw черный",от 0 до 3000,13.0,13.0,0.0,8.3,-4.7,13.9,2326.0,0.04,справочная,17,0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,72.0000000000000000,101.0000000000000000,-29.0,27,-4,0,3423,5,2,15,0,0,0,0,0,0.0,0.0,0,0,"кликов за неделю 0 (за всё время 0), расход 0 ₽ (накоплено 0 ₽) — судить не о чем, наблюдаем"
watch,hold,1873179417,5494U45MDXR9,"Картридж DS W1490X для принтеров HP LaserJet Pro 4002, LJ Pro 4102 MFP черный",Все,8.0,8.0,0.0,14.2,6.2,14.3,5102.0,0.03,справочная,15,0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,140.0000000000000000,10.0000000000000000,130.0,3,-1,0,3,,0,0,0,0,0,0,0,0.0,0.0,0,0,"кликов за неделю 0 (за всё время 0), расход 0 ₽ (накоплено 0 ₽) — судить не о чем, наблюдаем"
watch,hold,1873179323,2109FC8IQMHG,"Картридж DS AR-208T для принтеров Sharp AR-203E, AR 208, AR5420, M200, M201 черный",Все,8.0,8.0,0.0,44.9,36.9,20.6,9594.0,0.03,справочная,30,0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,44.0000000000000000,75.0000000000000000,-31.0,7,-24,0,6,3,1,7,0,0,0,0,1,11.97,0.0,0,0,"кликов за неделю 0 (за всё время 1), расход 0 ₽ (накоплено 12 ₽) — судить не о чем, наблюдаем"
watch,hold,1873179260,5495SW2CQ3DI,"Картридж DS W1540A для принтеров HP LaserJet Tank 1502w, LJ Tank 2502dw черный",от 0 до 3000,12.0,12.0,0.0,0.0,-12.0,-7.2,1382.0,0.05,справочная,22,0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,41.0000000000000000,59.0000000000000000,-18.0,30,5,0,221,23,0,3,0,0,0,0,0,0.0,0.0,0,0,"кликов за неделю 0 (за всё время 0), расход 0 ₽ (накоплено 0 ₽) — судить не о чем, наблюдаем"
watch,hold,1873179506,2451WH5YNQGK,"Фотобарабан DS 50F0Z00 для принтеров Lexmark LaserPrinter MS317, MS310, MS410, MS415, MS510, MS511, MS610, MS617 MX317 MX410 MX417 MX510 MX511 MX611 MX617 черный",5000-10000,12.0,12.0,0.0,31.6,19.6,18.7,11546.0,0.02,справочная,0,0,0,0,0,,,,0,0,0,,39.0000000000000000,33.0000000000000000,6.0,98,-54,0,250,7,1,12,1,3874.0000,0,9,0,0,0,0,0,"кликов за неделю 0 (за всё время 0), расход 0 ₽ (накоплено 0 ₽) — судить не о чем, наблюдаем"
watch,hold,1873180030,0813HZL16615,"Картридж DS CE321A для принтеров HP LJ Pro Color CM1415fn, LJ Pro Color CP1525n голубой",Все,8.0,8.0,0.0,18.3,10.3,17.0,3822.0,0.04,справочная,14,0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,102.0000000000000000,81.0000000000000000,21.0,8,3,0,10,15,0,8,0,0,0,0,0,0.0,0.0,0,0,"кликов за неделю 0 (за всё время 0), расход 0 ₽ (накоплено 0 ₽) — судить не о чем, наблюдаем"
watch,hold,1873179632,0894HM2PG07T,"Картридж DS 655BK для принтеров HP DeskJet Ink Advantage 4625, DJ 3525, DJ 4615, DJ 5525, DJ 6525 черный",от 0 до 3000,10.0,10.0,0.0,3.6,-6.4,11.9,870.0,0.06,справочная,28,0,0.0,0.0,0.0,,0.0,,1,10.94,0.0,10.9,113.0000000000000000,218.0000000000000000,-105.0,40,15,0,67,6,1,15,0,0,0,0,1,10.94,0.0,0,0,"кликов за неделю 0 (за всё время 1), расход 0 ₽ (накоплено 11 ₽) — судить не о чем, наблюдаем"
watch,hold,1873179787,2319W1T4V3R0,"Картридж DS 51B5000 для принтеров Lexmark LaserPrinter MS317dn, LP MS417, LP MS517 черный",Все,8.0,8.0,0.0,11.5,3.5,14.8,2937.0,0.04,справочная,20,0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,106.0000000000000000,111.0000000000000000,-5.0,36,12,0,189,7,1,14,0,0,0,0,0,0.0,0.0,0,0,"кликов за неделю 0 (за всё время 0), расход 0 ₽ (накоплено 0 ₽) — судить не о чем, наблюдаем"
watch,hold,1873179787,2319W1T4V3R0,"Картридж DS 51B5000 для принтеров Lexmark LaserPrinter MS317dn, LP MS417, LP MS517 черный",от 0 до 3000,12.0,12.0,0.0,11.5,-0.5,14.8,2937.0,0.04,справочная,27,0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,106.0000000000000000,111.0000000000000000,-5.0,36,12,0,189,7,1,14,0,0,0,0,0,0.0,0.0,0,0,"кликов за неделю 0 (за всё время 0), расход 0 ₽ (накоплено 0 ₽) — судить не о чем, наблюдаем"
watch,hold,1873179883,4226Z0HDNVV9,"Фотобарабан DS DR-241CL DU для принтеров Brother DCP-9020cdw, HL-3140cw, HL 3150, HL3170CDW, MFC-9140, MFC-9330 цветной",Все,8.0,8.0,0.0,17.7,9.7,17.4,3560.0,0.04,справочная,31,0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,121.0000000000000000,94.0000000000000000,27.0,30,9,0,29,30,0,2,0,0,0,6,0,0.0,0.0,0,0,"кликов за неделю 0 (за всё время 0), расход 0 ₽ (накоплено 0 ₽) — судить не о чем, наблюдаем"
watch,hold,1873180019,0927X13JJGYZ,"Картридж DS T2621XL для принтеров Epson Expression XP-510, XP 600, XP605, XP-700, XP710, XP 800, XP 820 черный",Все,7.0,7.0,0.0,0.9,-6.1,6.8,803.0,0.06,справочная,59,0,0.0,0.0,0.0,,0.0,,1,24.23,0.0,24.2,45.0000000000000000,56.0000000000000000,-11.0,112,-2,0,161,4,1,9,0,0,1,21,1,24.23,0.0,0,0,"кликов за неделю 0 (за всё время 1), расход 0 ₽ (накоплено 24 ₽) — судить не о чем, наблюдаем"
watch,hold,1873180019,0927X13JJGYZ,"Картридж DS T2621XL для принтеров Epson Expression XP-510, XP 600, XP605, XP-700, XP710, XP 800, XP 820 черный",от 0 до 3000,15.0,15.0,0.0,0.9,-14.1,6.8,803.0,0.06,справочная,77,0,0.0,0.0,0.0,,0.0,,3,68.06,1.0,22.7,45.0000000000000000,56.0000000000000000,-11.0,112,-2,0,161,4,1,9,0,0,1,21,5,92.27,1.0,0,0,"кликов за неделю 0 (за всё время 5), расход 0 ₽ (накоплено 92 ₽) — судить не о чем, наблюдаем"
watch,hold,1873179846,3912HGFFHTWO,"Картридж DS W2033A для принтеров HP Color LaserJet M454dn, LJ Pro M454dw, M480f, M479dw, M479fdw пурпурный",Все,8.0,8.0,0.0,18.2,10.2,16.8,3863.0,0.04,справочная,17,0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,62.0000000000000000,36.0000000000000000,26.0,6,5,0,14,43,0,4,0,0,0,0,0,0.0,0.0,0,0,"кликов за неделю 0 (за всё время 0), расход 0 ₽ (накоплено 0 ₽) — судить не о чем, наблюдаем"
watch,hold,1873179638,2439SRUD4YBH,"Картридж DS C-EXV49Bk для принтеров Canon iR Advance C3320, iR Advance C3325 черный",Все,8.0,8.0,0.0,17.8,9.8,14.4,6312.0,0.03,справочная,18,0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,119.0000000000000000,69.0000000000000000,50.0,10,6,0,11,50,0,8,0,0,0,0,0,0.0,0.0,0,0,"кликов за неделю 0 (за всё время 0), расход 0 ₽ (накоплено 0 ₽) — судить не о чем, наблюдаем"
watch,hold,1873180353,3229I2SUPT13,"Картридж DS W1106A для принтеров HP Laser 107A, Laser107R черный",Все,8.0,8.0,0.0,13.2,5.2,13.6,5102.0,0.03,справочная,7,0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,,139.0000000000000000,,0,-6,0,0,,0,0,0,0,0,0,0,0.0,0.0,0,0,"кликов за неделю 0 (за всё время 0), расход 0 ₽ (накоплено 0 ₽) — судить не о чем, наблюдаем"
watch,hold,1873180353,3229I2SUPT13,"Картридж DS W1106A для принтеров HP Laser 107A, Laser107R черный",от 0 до 3000,12.0,12.0,0.0,13.2,1.2,13.6,5102.0,0.03,справочная,2,0,0.0,0.0,0.0,,0.0,,0,0,0,,,139.0000000000000000,,0,-6,0,0,,0,0,0,0,0,0,0,0.0,0.0,0,0,"кликов за неделю 0 (за всё время 0), расход 0 ₽ (накоплено 0 ₽) — судить не о чем, наблюдаем"
watch,hold,1873179839,5238AEKJH3LI,"Картриджи DS 069 для принтеров Canon i-SENSYS LBP673Cdw, MF752Cdw, MF754Cdw",Все,8.0,8.0,0.0,12.4,4.4,9.5,9193.0,0.03,справочная,19,0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,,53.0000000000000000,,0,-8,0,0,,0,0,0,0,0,0,0,0.0,0.0,0,0,"кликов за неделю 0 (за всё время 0), расход 0 ₽ (накоплено 0 ₽) — судить не о чем, наблюдаем"
watch,hold,1873179839,5238AEKJH3LI,"Картриджи DS 069 для принтеров Canon i-SENSYS LBP673Cdw, MF752Cdw, MF754Cdw",5000-10000,12.0,12.0,0.0,12.4,0.4,9.5,9193.0,0.03,справочная,2,0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,,53.0000000000000000,,0,-8,0,0,,0,0,0,0,0,0,0,0.0,0.0,0,0,"кликов за неделю 0 (за всё время 0), расход 0 ₽ (накоплено 0 ₽) — судить не о чем, наблюдаем"
watch,hold,1873180346,1230FAR4N90B,"Картридж DS LC565XLY для принтеров Brother MFC-J2310, MFC J2510 желтый",Все,8.0,8.0,0.0,4.1,-3.9,13.0,1030.0,0.05,справочная,20,0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,77.0000000000000000,82.0000000000000000,-5.0,13,4,0,19,12,0,5,0,0,0,0,0,0.0,0.0,0,0,"кликов за неделю 0 (за всё время 0), расход 0 ₽ (накоплено 0 ₽) — судить не о чем, наблюдаем"
watch,hold,1873180127,0683VT0MA2DL,"Картридж DS 2320D для принтеров Ricoh Aficio 1022, 1027, 1032, 2022, 2027, 2032, 3025, 3030 MP2352 MP2510 MP3010 MP3053 черный",Все,8.0,8.0,0.0,12.8,4.8,15.7,2980.0,0.04,справочная,20,0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,109.0000000000000000,52.0000000000000000,57.0,5,2,0,7,26,0,5,0,0,0,0,0,0.0,0.0,0,0,"кликов за неделю 0 (за всё время 0), расход 0 ₽ (накоплено 0 ₽) — судить не о чем, наблюдаем"
watch,hold,1873180127,0683VT0MA2DL,"Картридж DS 2320D для принтеров Ricoh Aficio 1022, 1027, 1032, 2022, 2027, 2032, 3025, 3030 MP2352 MP2510 MP3010 MP3053 черный",от 0 до 3000,12.0,12.0,0.0,12.8,0.8,15.7,2980.0,0.04,справочная,8,0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,109.0000000000000000,52.0000000000000000,57.0,5,2,0,7,26,0,5,0,0,0,0,0,0.0,0.0,0,0,"кликов за неделю 0 (за всё время 0), расход 0 ₽ (накоплено 0 ₽) — судить не о чем, наблюдаем"
watch,hold,1873180169,0850B4WDXAEU,"Картриджи DS LC-900 для принтеров Brother DCP-110C, DCP 115C, FAX-1835C, FAX1840C, MFC-210C, MFC 215C",Все,8.0,8.0,0.0,14.3,6.3,18.9,2565.0,0.04,справочная,18,0,0.0,0.0,0.0,,0.0,,1,7.29,0.0,7.3,,43.0000000000000000,,0,-22,0,0,,0,0,0,0,0,2,3,15.65,0.0,0,0,"кликов за неделю 0 (за всё время 3), расход 0 ₽ (накоплено 16 ₽) — судить не о чем, наблюдаем"
watch,hold,1873179855,0815I6NC1ENB,"Картридж DS CE323A для принтеров HP LJ Pro Color CM1415fn, LJ Pro Color CP1525n пурпурный",Все,8.0,8.0,0.0,18.3,10.3,17.0,3822.0,0.04,справочная,29,0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,240.0000000000000000,48.0000000000000000,192.0,4,2,0,6,18,0,4,0,0,0,0,0,0.0,0.0,0,0,"кликов за неделю 0 (за всё время 0), расход 0 ₽ (накоплено 0 ₽) — судить не о чем, наблюдаем"
watch,hold,1873180679,1380J789BERY,"Картридж DS CF233A для принтеров HP LaserJet Ultra M106w, LJ Ultra M134a черный",Все,8.0,8.0,0.0,3.2,-4.8,8.7,1733.0,0.05,справочная,38,0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,90.0000000000000000,41.0000000000000000,49.0,11,5,0,1031,8,1,11,0,0,0,0,0,0.0,0.0,0,0,"кликов за неделю 0 (за всё время 0), расход 0 ₽ (накоплено 0 ₽) — судить не о чем, наблюдаем"
watch,hold,1873180679,1380J789BERY,"Картридж DS CF233A для принтеров HP LaserJet Ultra M106w, LJ Ultra M134a черный",от 0 до 3000,12.0,12.0,0.0,3.2,-8.8,8.7,1733.0,0.05,справочная,2,0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,90.0000000000000000,41.0000000000000000,49.0,11,5,0,1031,8,1,11,0,0,0,0,0,0.0,0.0,0,0,"кликов за неделю 0 (за всё время 0), расход 0 ₽ (накоплено 0 ₽) — судить не о чем, наблюдаем"
watch,hold,1873180457,5419GEEB2CZ5,"Картридж DS 067H C для принтеров Canon i-SENSYS LBP631CW, LBP633Cdw, MF651Cw, MF655Cdw голубой",Все,8.0,8.0,0.0,26.9,18.9,21.2,4146.0,0.04,справочная,32,0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,94.0000000000000000,122.0000000000000000,-28.0,16,-1,0,24,9,1,15,0,0,0,1,0,0.0,0.0,0,0,"кликов за неделю 0 (за всё время 0), расход 0 ₽ (накоплено 0 ₽) — судить не о чем, наблюдаем"
watch,hold,1873180244,2636AHR23Z29,"Картридж DS TN-221Y для принтеров Konica Minolta Bizhub C227, Bizhub C287 желтый",Все,8.0,8.0,0.0,18.6,10.6,14.9,4693.0,0.04,справочная,18,0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,142.0000000000000000,229.0000000000000000,-87.0,9,3,0,3401,169,0,2,0,0,0,0,0,0.0,0.0,0,0,"кликов за неделю 0 (за всё время 0), расход 0 ₽ (накоплено 0 ₽) — судить не о чем, наблюдаем"
watch,hold,1873179986,2729SO85KJ46,"Картриджи DS 46508733-46508736 для принтеров OKI C332dn, MC363dn",Все,8.0,8.0,0.0,11.7,3.7,10.1,11460.0,0.02,справочная,13,0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,106.0000000000000000,52.0000000000000000,54.0,8,2,0,3405,53,0,3,0,0,0,0,0,0.0,0.0,0,0,"кликов за неделю 0 (за всё время 0), расход 0 ₽ (накоплено 0 ₽) — судить не о чем, наблюдаем"
watch,hold,1873179986,2729SO85KJ46,"Картриджи DS 46508733-46508736 для принтеров OKI C332dn, MC363dn",10000-500000,12.0,12.0,0.0,11.7,-0.3,10.1,11460.0,0.02,справочная,4,0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,106.0000000000000000,52.0000000000000000,54.0,8,2,0,3405,53,0,3,0,0,0,0,0,0.0,0.0,0,0,"кликов за неделю 0 (за всё время 0), расход 0 ₽ (накоплено 0 ₽) — судить не о чем, наблюдаем"
watch,hold,1873180111,0823NJK859NR,"Картридж DS PGI-450PGBK для принтеров Canon Pixma iP7240, Pixma iP8740 черный",Все,6.0,6.0,0.0,4.3,-1.7,13.5,841.0,0.06,справочная,39,0,0.0,0.0,0.0,,0.0,,1,6.17,0.0,6.2,77.0000000000000000,45.0000000000000000,32.0,37,-7,0,41,16,0,13,0,0,0,1,1,6.17,0.0,0,0,"кликов за неделю 0 (за всё время 1), расход 0 ₽ (накоплено 6 ₽) — судить не о чем, наблюдаем"
watch,hold,1873180111,0823NJK859NR,"Картридж DS PGI-450PGBK для принтеров Canon Pixma iP7240, Pixma iP8740 черный",от 0 до 3000,11.0,11.0,0.0,4.3,-6.7,13.5,841.0,0.06,справочная,42,0,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,77.0000000000000000,45.0000000000000000,32.0,37,-7,0,41,16,0,13,0,0,0,1,1,7.75,0.0,0,0,"кликов за неделю 0 (за всё время 1), расход 0 ₽ (накоплено 8 ₽) — судить не о чем, наблюдаем"
watch,hold,1873180698,0952VCI85O6Q,"Картриджи DS 951XL для принтеров HP OfficeJet Pro 251, OfficeJet Pro 276 dw",от 0 до 3000,12.0,12.0,0.0,20.5,8.5,18.1,3905.0,0.04,справочная,13,0,0.0,0.0,0.0,,0.0,,1,12.13,0.0,12.1,195.0000000000000000,62.0000000000000000,133.0,6,3,0,6,,0,0,0,0,0,0,1,12.13,0.0,0,0,"кликов за неделю 0 (за всё время 1), расход 0 ₽ (накоплено 12 ₽) — судить не о чем, наблюдаем"
bordeaux,floor,1873179982,5519VHBVR9K0,"Картридж DS W1420A для принтеров HP LaserJet M110w, LJ-M110we, LJ MFP M140w, LJ MFP M140we черный",Все,8.0,6.0,-2.0,16.4,8.4,17.1,3386.0,0.04,справочная,66,0,0.0,0.0,0.0,,0.0,,3,23.68,0.0,7.9,60.0000000000000000,119.0000000000000000,-59.0,20,-5,0,6643,10,2,11,0,0,0,0,9,78.15,0.0,0,0,"ни одной продажи за всю доступную историю (не только реклама): 9 кликов, 78 ₽ рекламы впустую. В пол и на снятие"
