nm_id;vendor_code;buyer_price_0709;buyer_price_live;margin_0709;margin_live;stock_live;cpc
546318860;6615;2288;2288;-26.7;-26.7;2;
878640681;2176;2294;2294;-0.0;-0.0;20;
