nm_id;артикул;название;бренд;предмет;рекл_показы;клики;расход_₽;цена_покупателя;чистая_₽;маржа_%
1002452412;019234;Картридж для HP DeskJet F4292;Цифровой квадрат;Картриджи для принтеров;22;0;0.00;3314.0;1136.14;28.87
996789206;6985;Картридж 067M для Canon LBP631CW, LBP633Cdw пурпурный;Цифровой квадрат;Картриджи для принтеров;22;0;0.00;4172.0;1884.15;38.03
263821629;2587;Картридж T0601 для Epson Stylus C68, Stylus C88 черный;Цифровой квадрат;Картриджи для принтеров;22;0;0.00;450.0;140.73;31.28
967331832;14467;Картридж для Canon Pixma TS9040;Цифровой квадрат;Картриджи для принтеров;22;0;0.00;719.0;227.57;31.65
262632000;5414;Чернила GI-41C для Canon Pixma G1420, Pixma G2420 голубой;Цифровой квадрат;Чернила для принтера;22;0;0.00;819.0;350.35;42.78
209714357;23127;Картридж для HP DeskJet Ink Advantage 2645;Цифровой квадрат;Картриджи для принтеров;22;0;0.00;3266.0;1288.63;33.21
216457905;239313;Комплект картриджей для Canon SELPHY CP710;Цифровой квадрат;Картриджи для принтеров;22;0;0.00;7088.0;3310.5;36.99
209729897;4137;Картридж W1120A для HP Laser 150a, Laser 178nw черный;Цифровой квадрат;Картриджи для принтеров;22;0;0.00;4111.0;1413.02;27.22
964236329;00023;Картридж для HP LaserJet 1015;Цифровой квадрат;Картриджи для принтеров;22;0;0.00;1635.0;413.99;23.59
199331196;2163;Картридж TK-1160 для Kyocera P2040dn, P2040dw черный;Цифровой квадрат;Картриджи для принтеров;22;0;0.00;1446.0;208.97;13.47
264450156;5228;Чернила 112 для Epson L6490, M-15140, L6490, M-15140, L6490;Цифровой квадрат;Чернила для принтера;22;0;0.00;2608.0;1072.44;34.62
1002465715;020254;Картридж для HP ENVY 5539;Цифровой квадрат;Картриджи для принтеров;22;0;0.00;4803.0;2527.7;41.68
1002527924;032830;Картридж для HP PhotoSmart Pro B8550;Цифровой квадрат;Картриджи для принтеров;22;0;0.00;899.0;318.34;35.41
181097417;0901;Картридж LC-1240BK для Brother DCP-J525W, DCP-J725DW черный;Цифровой квадрат;Картриджи для принтеров;22;0;0.00;1280.0;321.8;25.14
200166089;23153;Картридж для Brother HL-1202;Цифровой квадрат;Картриджи для принтеров;22;0;0.00;1452.0;441.8;28.36
199566490;07813;Картридж для Kyocera FS-1120MFP;Цифровой квадрат;Картриджи для принтеров;22;0;0.00;1425.0;480.85;33.73
1002452895;019244;Картридж для HP PhotoSmart C4795;Цифровой квадрат;Картриджи для принтеров;22;0;0.00;3314.0;1136.14;28.87
1003611049;53051;Тонер для Samsung SL-M2020;Цифровой квадрат;Картриджи для принтеров;21;0;0.00;1598.0;650.19;37.92
200163178;01923;Картридж для HP DeskJet D2530;Цифровой квадрат;Картриджи для принтеров;21;0;0.00;3314.0;1136.14;28.87
216458517;23933;Комплект картриджей для Canon SELPHY CP200;Цифровой квадрат;Картриджи для принтеров;21;0;0.00;7088.0;3310.5;36.99
964372950;01308;Картридж для Canon Pixma MP630;Цифровой квадрат;Картриджи для принтеров;21;0;0.00;709.0;271.24;38.26
199331102;1395;Картридж MLT-D707L для Samsung MX SL-K2200, SL-K2200 черный;Цифровой квадрат;Картриджи для принтеров;21;0;0.00;3116.0;1246.05;33.66
257945550;5377;Картридж 069H для Canon LBP673Cdw, MF752Cdw желтый;Цифровой квадрат;Картриджи для принтеров;21;0;0.00;2424.0;693.43;24.08
200166011;08512;Картридж для Brother HL-L2340DWR;Цифровой квадрат;Картриджи для принтеров;21;0;0.00;1858.0;631.13;31.66
1004593104;7009;Фотобарабан + картридж DL-5120+TL-5120H для BP5100DN черный;Цифровой квадрат;Картриджи для принтеров;21;0;0.00;3707.0;708.56;16.09
397270218;5976;Лента C53S655014 для Epson LW 1000P, LW 600P, LW 700;Цифровой квадрат;Картриджи для принтеров;21;0;0.00;2052.0;;
209665540;1724;Картридж 12S0300 для Lexmark E220, E321, E323 черный;Цифровой квадрат;Картриджи для принтеров;21;0;0.00;3913.0;944.59;20.33
1003697544;63832;Картридж для BP2300;Цифровой квадрат;Картриджи для принтеров;21;0;0.00;5278.0;2133.04;32.01
964375439;15257;Тонер-картридж для Canon iR-C3080;Цифровой квадрат;Картриджи для принтеров;21;0;0.00;5580.0;1735.93;24.64
215239432;0961;Картридж 711Y для HP DJ T520 ePrinter, DJ T520 желтый;Цифровой квадрат;Картриджи для принтеров;21;0;0.00;1187.0;428.64;36.1
1002468188;02833;Картридж для Canon MP450;Цифровой квадрат;Картриджи для принтеров;21;0;0.00;4006.0;1718.28;36.11
192228533;0597;Картридж LC-1100M для Brother DCP-377CW, DCP-385C пурпурный;Цифровой квадрат;Картриджи для принтеров;21;0;0.00;779.0;306.54;39.35
200167103;5359;Картридж CB435X для HP LJ P1005, LJ P1006, LJ P1007 черный;Цифровой квадрат;Картриджи для принтеров;21;0;0.00;2061.0;823.93;33.66
432503653;39582;Картридж для HP LaserJet Pro M430f;Цифровой квадрат;Картриджи для принтеров;21;0;0.00;2850.0;969.08;28.63
964483199;01044;Картридж для HP Color LaserJet CM2320nf;Цифровой квадрат;Картриджи для принтеров;21;0;0.00;2479.0;846.53;28.75
967359650;25871;Картридж для Epson Stylus C68;Цифровой квадрат;Картриджи для принтеров;21;0;0.00;450.0;140.73;31.28
964920213;4377;Картриджи №651 для HP DJ 5575, DJ 5645, OfficeJet 202;Цифровой квадрат;Картриджи для принтеров;21;0;0.00;8466.0;2995.94;28.38
964474072;12441;Картридж для Epson Stylus Photo 2100;Цифровой квадрат;Картриджи для принтеров;21;0;0.00;450.0;140.73;31.28
199331791;0238;Картридж TK-1100 для Kyocera FS-1024MFP, FS-1110 черный;Цифровой квадрат;Картриджи для принтеров;21;0;0.00;1238.0;341.62;27.59
850432352;6814;Картридж W1500A для HP LJ M111, LJ M141 черный;Цифровой квадрат;Картриджи для принтеров;21;0;0.00;1850.0;347.01;17.48
996788703;6984;Картридж 067C для Canon LBP631CW, LBP633Cdw голубой;Цифровой квадрат;Картриджи для принтеров;21;0;0.00;4172.0;1884.15;38.03
216401191;13253;Картридж для Ricoh Aficio SP150W;Цифровой квадрат;Картриджи для принтеров;21;0;0.00;3453.0;1368.41;33.37
285168186;5742;Картридж THM247 для Катюша M247, Р247 черный;Цифровой квадрат;Картриджи для принтеров;21;0;0.00;6049.0;2677.24;35.05
199574590;53402;Картридж для Xerox Phaser 3122;Цифровой квадрат;Картриджи для принтеров;21;0;0.00;1847.0;454.35;20.71
1002465651;020252;Картридж для HP ENVY 5534;Цифровой квадрат;Картриджи для принтеров;21;0;0.00;4803.0;2527.7;41.68
200166330;02742;Картридж для Samsung ML-2165;Цифровой квадрат;Картриджи для принтеров;21;0;0.00;2222.0;899.01;34.06
327898981;05011;Картридж для Lexmark E120;Цифровой квадрат;Картриджи для принтеров;20;1;12.93;2722.0;789.07;24.41
967472477;46113;Лента для принтера для Dymo Label Manager 150;Цифровой квадрат;Картриджи для принтеров;20;0;0.00;1398.0;603.6;40.22
236322693;5341;Картридж MLT-D119S для Samsung ML-1610, ML-1615 черный;Цифровой квадрат;Картриджи для принтеров;20;0;0.00;1710.0;284.08;13.98
215243523;239510;Картридж для Canon Pixma MG2240;Цифровой квадрат;Картриджи для принтеров;20;0;0.00;3006.0;853.1;23.9
964520188;01922;Картридж для HP DeskJet D2500;Цифровой квадрат;Картриджи для принтеров;20;0;0.00;3314.0;1136.14;28.87
1002466014;020259;Картридж для HP OfficeJet 4635;Цифровой квадрат;Картриджи для принтеров;20;0;0.00;4803.0;2527.7;41.68
199572465;11684;Картридж для Canon i-SENSYS MF217w;Цифровой квадрат;Картриджи для принтеров;20;0;0.00;1470.0;155.69;10.59
216360999;4821;Картридж TL-420Е для M6700D, M6700DW, M6800FDW черный;Цифровой квадрат;Картриджи для принтеров;20;0;0.00;2358.0;1080.83;38.58
216422450;02483;Картридж для Brother DCP-7057WR;Цифровой квадрат;Картриджи для принтеров;20;0;0.00;1824.0;730.87;33.73
199565856;02453;Картридж для Brother DCP-7055WR;Цифровой квадрат;Картриджи для принтеров;20;0;0.00;1720.0;449.92;24.37
1001420974;01048;Картридж для HP Color LaserJet CM2320fx;Цифровой квадрат;Картриджи для принтеров;20;0;0.00;2479.0;846.53;28.75
209734024;4837;Картридж 3ED71A для HP DJ T630, DJ T650 черный;Цифровой квадрат;Картриджи для принтеров;20;0;0.00;4204.0;1126.53;22.56
216448724;239326;Комплект картриджей для Canon SELPHY CP910;Цифровой квадрат;Картриджи для принтеров;20;0;0.00;7088.0;3310.5;36.99
216356781;45995;Лента для принтера для Epson LQ-630;Цифровой квадрат;Картриджи для принтеров;20;0;0.00;1400.0;501.08;35.79
1002452797;019242;Картридж для HP DeskJet F4488;Цифровой квадрат;Картриджи для принтеров;20;0;0.00;3314.0;1136.14;28.87
200165843;32014;Картридж для HP Neverstop Laser 1200w;Цифровой квадрат;Картриджи для принтеров;20;0;0.00;1219.0;236.65;19.4
1002464339;020216;Картридж для HP DeskJet 1011;Цифровой квадрат;Картриджи для принтеров;20;0;0.00;4803.0;2527.7;41.68
