nm_id;advert_id;цвет;действие;причина;ставка_₽;маржа_live_%;ДРР_факт_%;ДРР_потолок_%;показы;клики;расход_₽;выручка_₽;закз_реклама;закз_органика;орг_корзина;орг_открытий;орг_позиция
216448553;35697812;🟢 зелёный;+10%;заказы есть, расхода нет — потолок 13.2% свободен;13.19;38.2;;13.2;347;22;260.62;0.00;0;1;5;21;2
200166364;35697812;🟢 зелёный;+10%;заказы есть, ДРР 5.9% при потолке 12.5%;13.19;37.5;5.9;12.5;123;13;179.55;3034.00;1;1;2;14;10
964953109;36879576;🟢 зелёный;+10%;заказы есть, ДРР 4.5% при потолке 15.6%;17.16;40.6;4.5;15.6;132;11;166.34;3684.00;2;2;6;10;13
216422241;35697812;🟢 зелёный;+10%;заказы есть, ДРР 2.6% при потолке 4.7%;13.19;29.7;2.6;4.7;64;11;126.33;4842.00;2;3;2;10;5
497233585;35698099;🟢 зелёный;+10%;заказы есть, расхода нет — потолок 9.4% свободен;13.19;34.4;;9.4;68;8;94.07;0.00;0;1;2;10;5
180944674;36877586;🟢 зелёный;+10%;заказы есть, ДРР 2.2% при потолке 3.4%;13.19;28.4;2.2;3.4;95;6;79.14;3602.00;1;1;2;6;5
263821899;35698099;🟢 зелёный;+10%;заказы есть, ДРР 8.6% при потолке 15.0%;11.75;40.0;8.6;15.0;125;5;55.64;648.00;1;1;4;4;14
216422201;35697812;🟢 зелёный;+10%;заказы есть, ДРР 1.9% при потолке 6.0%;13.19;31.0;1.9;6.0;106;4;50.36;2643.00;1;1;1;4;10
270394778;35282981;🟢 зелёный;+10%;заказы есть, ДРР 3.8% при потолке 12.7%;12.93;37.7;3.8;12.7;45;4;49.36;1287.00;1;0;1;6;2
192228659;35281617;🟢 зелёный;+10%;заказы есть, расхода нет — потолок 21.2% свободен;12.93;46.2;;21.2;13;4;46.14;0.00;0;1;3;7;3
326848543;35277369;🟢 зелёный;+10%;заказы есть, ДРР 1.3% при потолке 13.0%;12.93;38.0;1.3;13.0;84;4;45.93;3439.00;1;0;2;4;11
326847167;35699129;🟢 зелёный;+10%;заказы есть, ДРР 2.9% при потолке 7.1%;13.19;32.1;2.9;7.1;47;4;45.67;1587.00;1;1;3;19;7
257945613;35699026;🟢 зелёный;+10%;заказы есть, ДРР 1.2% при потолке 11.6%;13.19;36.6;1.2;11.6;58;4;42.29;3654.00;2;2;2;3;8
437221664;35697812;🟢 зелёный;+10%;заказы есть, расхода нет — потолок 9.3% свободен;13.19;34.3;;9.3;58;3;39.99;0.00;0;1;1;4;2
209663659;35697951;🟢 зелёный;+10%;заказы есть, ДРР 5.7% при потолке 6.4%;13.19;31.4;5.7;6.4;93;3;37.17;647.00;1;1;1;3;6
200166276;35697812;🟢 зелёный;+10%;заказы есть, ДРР 1.4% при потолке 7.7%;12.93;32.7;1.4;7.7;85;3;36.54;2645.00;1;2;2;5;5
181104959;35697812;🟢 зелёный;+10%;заказы есть, ДРР 1.8% при потолке 28.4%;12.93;53.4;1.8;28.4;24;3;35.57;1942.00;1;1;1;5;13
1003224475;36873788;🟢 зелёный;+10%;заказы есть, ДРР 1.0% при потолке 4.9%;12.93;29.9;1.0;4.9;73;2;25.86;2630.00;1;1;1;1;5
200166660;35282079;🟢 зелёный;+10%;заказы есть, ДРР 0.4% при потолке 6.6%;12.93;31.6;0.4;6.6;68;2;25.86;7251.00;3;2;2;6;2
192567932;35277054;🟢 зелёный;+10%;заказы есть, ДРР 0.1% при потолке 25.8%;14.18;50.8;0.1;25.8;28;2;25.78;17220.00;3;1;3;2;1
216341330;35697812;🟢 зелёный;+10%;заказы есть, ДРР 1.7% при потолке 9.5%;13.19;34.5;1.7;9.5;26;2;25.18;1504.00;1;2;1;3;3
859952878;36874308;🟢 зелёный;+10%;заказы есть, ДРР 0.7% при потолке 8.1%;13.19;33.1;0.7;8.1;51;2;23.98;3672.00;1;1;1;1;1
192228101;35282981;🟢 зелёный;+10%;заказы есть, ДРР 2.7% при потолке 19.8%;12.93;44.8;2.7;19.8;34;2;23.61;879.00;1;1;1;4;3
181105237;35698510;🟢 зелёный;+10%;заказы есть, ДРР 0.2% при потолке 28.9%;12.93;53.9;0.2;28.9;38;2;23.50;11956.00;5;5;5;1;14
199572586;36874914;🟢 зелёный;+10%;заказы есть, ДРР 0.5% при потолке 8.6%;7.30;33.6;0.5;8.6;39;3;21.90;4106.00;1;1;1;3;7
200166019;35701344;🟢 зелёный;+10%;заказы есть, ДРР 1.4% при потолке 4.0%;12.93;29.0;1.4;4.0;43;2;21.36;1511.00;1;1;2;3;5
192569274;35698453;🟢 зелёный;+10%;заказы есть, расхода нет — потолок 21.6% свободен;15.64;46.6;;21.6;28;1;15.64;0.00;0;1;1;5;6
267893229;35408957;🟢 зелёный;+10%;заказы есть, ДРР 0.6% при потолке 14.3%;12.93;39.3;0.6;14.3;27;1;12.93;2194.00;1;1;1;0;2
192228130;35706311;🟢 зелёный;+10%;заказы есть, ДРР 1.2% при потолке 11.8%;12.93;36.8;1.2;11.8;29;1;12.93;1080.00;1;1;1;1;8
200166009;36879576;🟢 зелёный;+10%;заказы есть, ДРР 0.6% при потолке 10.6%;12.93;35.6;0.6;10.6;35;1;11.75;1936.00;1;1;1;1;8
181104916;35700300;🟢 зелёный;+10%;заказы есть, расхода нет — потолок 8.1% свободен;7.30;33.1;;8.1;56;1;11.75;0.00;0;1;1;1;11
440332162;35698292;🟢 зелёный;+10%;заказы есть, расхода нет — потолок 26.7% свободен;12.93;51.7;;26.7;19;1;11.75;0.00;0;1;0;1;9
199565782;35706004;🟢 зелёный;+10%;заказы есть, ДРР 1.9% при потолке 4.4%;15.64;29.4;1.9;4.4;81;1;11.75;629.00;1;1;1;1;1
192567975;35408957;🟢 зелёный;+10%;заказы есть, расхода нет — потолок 29.8% свободен;13.19;54.8;;29.8;39;1;10.90;0.00;0;1;1;5;6
200166187;35278992;🟢 зелёный;+10%;заказы есть, ДРР 0.7% при потолке 12.7%;13.19;37.7;0.7;12.7;37;1;10.90;1669.00;1;1;2;3;3
964952647;36879576;🟢 зелёный;+10%;заказы есть, ДРР 0.6% при потолке 13.3%;13.19;38.3;0.6;13.3;69;1;10.90;1842.00;1;1;0;1;27
199332649;35700300;🟢 зелёный;+10%;заказы есть, ДРР 0.2% при потолке 6.8%;13.19;31.8;0.2;6.8;5;1;10.90;6734.00;1;1;1;3;15
1003627246;36873716;🟢 зелёный;+10%;заказы есть, расхода нет — потолок 0.3% свободен;13.19;25.3;;0.3;8;1;10.90;0.00;0;1;1;4;2
181116638;35706311;🟢 зелёный;+10%;заказы есть, ДРР 0.3% при потолке 11.4%;7.30;36.4;0.3;11.4;9;1;10.68;3080.00;2;2;2;4;3
551305803;35698366;🟢 зелёный;+10%;заказы есть, расхода нет — потолок 8.6% свободен;10.68;33.6;;8.6;5;0;0.00;0.00;0;1;1;0;7
199335424;35282981;🟢 зелёный;+10%;заказы есть, расхода нет — потолок 16.1% свободен;12.93;41.1;;16.1;4;0;0.00;0.00;0;1;1;2;3
192228649;35277054;🟢 зелёный;+10%;заказы есть, расхода нет — потолок 15.2% свободен;10.68;40.2;;15.2;17;0;0.00;0.00;0;4;2;1;3
209753786;35282079;🟢 зелёный;+10%;заказы есть, расхода нет — потолок 13.9% свободен;14.18;38.9;;13.9;3;0;0.00;0.00;0;1;1;2;2
847860230;35282447;🟢 зелёный;+10%;заказы есть, расхода нет — потолок 2.7% свободен;13.19;27.7;;2.7;13;0;0.00;0.00;0;1;1;3;4
192567280;35698453;🟢 зелёный;+10%;заказы есть, расхода нет — потолок 28.2% свободен;7.30;53.2;;28.2;16;0;0.00;0.00;0;1;1;1;31
200165560;35701344;🟢 зелёный;+10%;заказы есть, расхода нет — потолок 11.1% свободен;13.19;36.1;;11.1;50;0;0.00;0.00;0;1;0;0;
181115822;35706311;🟢 зелёный;+10%;заказы есть, ДРР 0.0% при потолке 13.7%;11.99;38.7;0.0;13.7;7;0;0.00;1064.00;1;1;0;4;1
327898986;35697812;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;11.99;26.3;;1.3;114;15;158.81;0.00;0;0;2;17;2
181105136;35698510;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;13.19;38.4;;13.4;86;8;93.85;0.00;0;0;2;9;10
497146353;35281617;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;12.93;33.2;;8.2;35;7;77.01;0.00;0;0;4;8;9
253913048;35697812;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;13.19;49.2;;24.2;145;6;69.98;0.00;0;0;1;6;8
850505172;35698159;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;13.19;31.3;;6.3;96;5;64.75;0.00;0;0;2;4;16
566797602;35282447;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;17.16;51.7;;26.7;75;4;61.12;0.00;0;0;1;5;12
199566256;35278992;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;17.17;27.8;;2.8;30;4;59.60;0.00;0;0;2;4;11
326853446;35698099;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;12.93;50.9;;25.9;61;5;58.75;0.00;0;0;1;5;6
967422151;36874066;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;13.19;35.4;;10.4;37;5;56.79;0.00;0;0;1;5;2
199572575;35277369;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;12.93;25.2;;0.2;46;5;56.61;0.00;0;0;2;4;6
967521773;36877167;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;12.93;31.1;;6.1;54;5;55.65;0.00;0;0;1;4;5
216454486;35282079;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;12.93;48.2;;23.2;135;5;55.54;0.00;0;0;2;7;4
435739881;35277369;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;13.19;27.4;;2.4;28;4;51.56;0.00;0;0;1;3;12
964953034;36879576;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;17.16;39.9;;14.9;92;3;51.48;0.00;0;0;1;3;7
263821977;35698099;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;13.19;33.1;;8.1;66;4;48.07;0.00;0;0;1;6;15
216448628;35697812;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;7.30;40.0;;15.0;151;6;47.40;0.00;0;0;1;7;5
200164956;35282981;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;12.93;29.4;;4.4;70;4;47.00;0.00;0;0;1;3;2
199566531;35697812;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;12.93;33.8;;8.8;56;4;47.00;0.00;0;0;2;5;2
199574754;35282079;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;15.60;39.1;;14.1;46;3;46.80;0.00;0;0;1;2;2
199334822;35277054;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;12.93;38.6;;13.6;71;4;45.93;0.00;0;0;1;3;2
200166045;35697812;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;12.93;29.0;;4.0;45;4;45.93;0.00;0;0;1;4;2
192228655;35277369;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;13.19;54.3;;29.3;10;4;45.78;0.00;0;0;1;9;108
199569593;35705677;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;7.30;31.2;;6.2;64;5;44.79;0.00;0;0;1;5;21
216459877;35698882;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;13.19;25.5;;0.5;139;3;39.57;0.00;0;0;1;2;4
199572440;35282981;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;12.93;26.2;;1.2;20;3;38.79;0.00;0;0;2;3;2
964396617;36879025;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;13.19;32.3;;7.3;90;3;38.37;0.00;0;0;1;3;6
200163014;39087266;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;13.19;41.9;;16.9;111;3;38.37;0.00;0;0;1;4;16
199335367;35705358;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;12.93;36.7;;11.7;30;3;36.43;0.00;0;0;2;2;14
199565216;35705677;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;7.30;34.9;;9.9;42;4;36.40;0.00;0;0;1;4;2
192568115;35698187;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;12.93;26.6;;1.6;20;3;35.25;0.00;0;0;1;3;2
216448532;35698099;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;7.30;41.0;;16.0;14;4;34.02;0.00;0;0;1;6;5
215239328;35703547;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;11.99;35.7;;10.7;21;3;33.79;0.00;0;0;1;2;4
181105014;35706311;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;7.30;40.6;;15.6;37;4;33.65;0.00;0;0;1;4;10
440334909;35697812;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;7.30;26.6;;1.6;15;4;32.58;0.00;0;0;1;3;5
209664600;35703066;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;7.30;28.5;;3.5;26;4;32.58;0.00;0;0;1;2;4
400980499;35700300;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;7.30;27.6;;2.6;31;3;32.04;0.00;0;0;1;5;5
192567677;35698510;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;15.64;54.2;;29.2;22;2;29.86;0.00;0;0;4;5;13
257945576;35697812;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;13.19;51.6;;26.6;74;2;26.38;0.00;0;0;1;5;7
216460971;35698927;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;13.19;35.7;;10.7;87;2;26.38;0.00;0;0;1;1;10
964520040;36877686;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;13.19;28.6;;3.6;37;2;26.38;0.00;0;0;1;1;2
745493984;35700551;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;12.93;36.3;;11.3;58;2;25.86;0.00;0;0;1;2;13
262192245;35408957;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;13.19;45.5;;20.5;99;2;25.18;0.00;0;0;1;3;10
850496190;35698099;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;13.19;42.1;;17.1;119;2;25.18;0.00;0;0;1;3;18
181116150;35697812;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;12.93;41.5;;16.5;31;2;24.68;0.00;0;0;1;3;3
200163010;35282079;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;13.19;26.7;;1.7;61;2;24.09;0.00;0;0;1;5;5
247994781;35282447;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;13.19;38.6;;13.6;130;2;24.09;0.00;0;0;1;7;11
263820478;35699026;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;13.19;33.1;;8.1;62;2;23.98;0.00;0;0;1;2;8
1002554128;36873922;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;14.22;27.6;;2.6;36;2;23.50;0.00;0;0;1;3;1
208143050;35277054;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;12.93;35.7;;10.7;42;2;23.50;0.00;0;0;1;4;4
199565475;39087266;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;13.19;28.1;;3.1;55;2;22.89;0.00;0;0;1;2;4
200165092;35701344;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;13.19;36.3;;11.3;44;2;22.89;0.00;0;0;1;7;4
200164778;35278992;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;7.30;36.5;;11.5;44;2;21.80;0.00;0;0;1;4;7
200163191;35699209;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;12.93;40.0;;15.0;14;2;21.36;0.00;0;0;1;7;2
215240293;35700300;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;12.93;30.6;;5.6;31;2;21.36;0.00;0;0;1;2;2
322983083;35698419;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;12.93;42.1;;17.1;61;2;21.36;0.00;0;0;1;3;6
200167530;35697812;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;12.93;37.0;;12.0;40;2;21.36;0.00;0;0;1;4;2
272510418;35281617;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;12.93;38.0;;13.0;62;2;21.36;0.00;0;0;1;3;9
216452043;35698099;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;11.75;39.7;;14.7;26;2;20.39;0.00;0;0;1;2;3
181105073;35277369;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;13.19;43.4;;18.4;66;2;19.29;0.00;0;0;1;5;9
216352765;35408957;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;7.30;36.0;;11.0;44;2;16.99;0.00;0;0;1;2;9
216422439;35700718;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;17.16;37.2;;12.2;44;1;15.60;0.00;0;0;3;2;47
199572492;35697812;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;12.93;31.2;;6.2;29;1;12.93;0.00;0;0;1;1;3
199572585;35281617;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;14.18;25.2;;0.2;11;1;12.89;0.00;0;0;1;1;1
216360074;35282981;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;13.19;25.4;;0.4;14;1;11.99;0.00;0;0;1;0;2
546177835;35698419;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;11.99;25.4;;0.4;25;1;11.99;0.00;0;0;1;1;4
192567642;35698187;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;13.19;38.0;;13.0;16;1;11.99;0.00;0;0;1;4;9
199570373;35701146;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;13.19;29.8;;4.8;7;1;11.99;0.00;0;0;1;0;2
681317388;35698011;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;12.93;30.9;;5.9;65;1;11.75;0.00;0;0;1;1;1
416660077;35697812;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;12.93;33.2;;8.2;23;1;11.75;0.00;0;0;1;1;16
263820179;35698882;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;12.93;27.6;;2.6;68;1;11.75;0.00;0;0;1;1;6
261171451;35408957;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;13.19;30.2;;5.2;57;1;10.90;0.00;0;0;1;2;9
216425261;35282079;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;13.19;27.8;;2.8;17;1;10.90;0.00;0;0;1;1;2
199334770;35698882;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;13.19;38.8;;13.8;26;1;10.90;0.00;0;0;1;2;17
261996677;35699026;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;13.19;40.2;;15.2;15;1;10.90;0.00;0;0;1;3;19
1003227793;36873788;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;13.19;27.8;;2.8;9;1;10.90;0.00;0;0;1;0;9
200165195;35698011;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;13.19;31.0;;6.0;10;1;10.90;0.00;0;0;1;0;4
268379620;35698419;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;12.93;51.2;;26.2;43;1;10.68;0.00;0;0;1;5;2
215239468;35282981;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;12.93;25.1;;0.1;43;1;10.68;0.00;0;0;1;0;3
967516852;36877586;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;12.93;37.0;;12.0;51;1;10.68;0.00;0;0;1;0;16
967514152;36877686;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;12.93;26.3;;1.3;27;1;10.68;0.00;0;0;1;2;16
216341512;35277369;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;12.93;49.4;;24.4;38;1;10.68;0.00;0;0;1;4;10
181116627;35277369;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;12.93;52.1;;27.1;9;1;10.68;0.00;0;0;1;1;3
393838438;35698099;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;12.93;41.8;;16.8;99;1;9.71;0.00;0;0;1;2;9
200166520;35697812;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;13.19;30.5;;5.5;34;1;9.70;0.00;0;0;1;1;1
261996711;35278992;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;7.30;29.4;;4.4;49;1;7.30;0.00;0;0;1;0;7
209663654;35699209;🟡 жёлтый;держим;в KPI, но заказов нет — наблюдаем;13.19;31.6;;6.6;22;1;7.30;0.00;0;0;1;0;27
967308323;36873966;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет — вопрос к карточке, не к ставке;15.64;27.4;;2.4;18;0;0.00;0.00;0;0;0;0;
967521865;36877167;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет — вопрос к карточке, не к ставке;14.22;35.7;;10.7;58;0;0.00;0.00;0;0;0;0;
181115492;35282447;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет — вопрос к карточке, не к ставке;12.93;20.8;;0.0;126;0;0.00;0.00;0;0;0;0;
181116622;35282981;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет — вопрос к карточке, не к ставке;12.93;36.2;;11.2;1;0;0.00;0.00;0;0;0;0;
199330647;35698593;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет — вопрос к карточке, не к ставке;12.93;34.0;;9.0;5;0;0.00;0.00;0;0;0;0;
216354316;35700718;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет — вопрос к карточке, не к ставке;14.22;35.6;;10.6;3;0;0.00;0.00;0;0;0;0;
216360252;35700551;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет — вопрос к карточке, не к ставке;15.60;32.2;;7.2;48;0;0.00;0.00;0;0;0;0;
192228352;35277369;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет — вопрос к карточке, не к ставке;11.75;32.2;;7.2;42;0;0.00;0.00;0;0;0;1;8
216360584;35700551;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет — вопрос к карточке, не к ставке;14.22;17.8;;0.0;4;0;0.00;0.00;0;0;0;0;
199573366;35700930;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет — вопрос к карточке, не к ставке;14.22;20.5;;0.0;13;0;0.00;0.00;0;0;0;0;
181116340;35698510;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет — вопрос к карточке, не к ставке;15.64;24.7;;0.0;79;0;0.00;0.00;0;0;0;0;
181095495;35282981;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет — вопрос к карточке, не к ставке;12.93;29.2;;4.2;40;0;0.00;0.00;0;0;0;0;
216360541;35700718;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет — вопрос к карточке, не к ставке;11.75;29.7;;4.7;20;0;0.00;0.00;0;0;0;0;
200166375;35277054;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет — вопрос к карточке, не к ставке;14.22;22.1;;0.0;59;0;0.00;0.00;0;0;0;0;
200163181;35699209;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет — вопрос к карточке, не к ставке;7.30;40.6;;15.6;69;0;0.00;0.00;0;0;0;1;1
216432155;35698927;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет — вопрос к карточке, не к ставке;17.16;29.3;;4.3;10;0;0.00;0.00;0;0;0;0;
967509843;36877433;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет — вопрос к карточке, не к ставке;14.22;23.3;;0.0;29;0;0.00;0.00;0;0;0;1;5
216429650;35281617;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет — вопрос к карточке, не к ставке;11.75;42.4;;17.4;14;0;0.00;0.00;0;0;0;0;
199573043;35282981;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет — вопрос к карточке, не к ставке;13.19;18.4;;0.0;7;0;0.00;0.00;0;0;0;2;1
181115945;35282981;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет — вопрос к карточке, не к ставке;12.93;41.5;;16.5;17;0;0.00;0.00;0;0;0;0;
200163897;35282981;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет — вопрос к карточке, не к ставке;13.19;34.7;;9.7;1;0;0.00;0.00;0;0;0;0;
200165559;35282981;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет — вопрос к карточке, не к ставке;13.19;36.1;;11.1;4;0;0.00;0.00;0;0;0;0;
200166239;35282981;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет — вопрос к карточке, не к ставке;12.93;32.6;;7.6;5;0;0.00;0.00;0;0;0;0;
254005244;35282079;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет — вопрос к карточке, не к ставке;11.75;39.0;;14.0;28;0;0.00;0.00;0;0;0;0;
200166485;35282981;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет — вопрос к карточке, не к ставке;12.93;37.5;;12.5;3;0;0.00;0.00;0;0;0;0;
209664427;35698453;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет — вопрос к карточке, не к ставке;7.30;47.4;;22.4;20;0;0.00;0.00;0;0;0;1;1
192568590;35698453;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет — вопрос к карточке, не к ставке;7.30;45.6;;20.6;9;0;0.00;0.00;0;0;0;0;
192228142;35282981;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет — вопрос к карточке, не к ставке;12.93;36.8;;11.8;26;0;0.00;0.00;0;0;0;0;
192228155;35282981;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет — вопрос к карточке, не к ставке;12.93;33.2;;8.2;116;0;0.00;0.00;0;0;0;0;
192228160;35282981;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет — вопрос к карточке, не к ставке;12.93;36.7;;11.7;37;0;0.00;0.00;0;0;0;0;
192568649;35282981;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет — вопрос к карточке, не к ставке;12.93;43.7;;18.7;14;0;0.00;0.00;0;0;0;0;
181123524;35700392;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет — вопрос к карточке, не к ставке;12.93;29.1;;4.1;28;0;0.00;0.00;0;0;0;0;
216360325;35700392;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет — вопрос к карточке, не к ставке;12.93;33.1;;8.1;7;0;0.00;0.00;0;0;0;0;
181116658;35698453;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет — вопрос к карточке, не к ставке;12.93;49.3;;24.3;5;0;0.00;0.00;0;0;1;1;5
192567282;35698453;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет — вопрос к карточке, не к ставке;12.93;47.5;;22.5;13;0;0.00;0.00;0;0;0;1;36
192568817;35698453;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет — вопрос к карточке, не к ставке;12.93;15.6;;0.0;12;0;0.00;0.00;0;0;0;0;
192568861;35698453;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет — вопрос к карточке, не к ставке;12.93;52.3;;27.3;21;0;0.00;0.00;0;0;0;0;
181115768;35700551;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет — вопрос к карточке, не к ставке;12.93;38.2;;13.2;67;0;0.00;0.00;0;0;0;0;
209663325;35698453;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет — вопрос к карточке, не к ставке;12.93;54.0;;29.0;8;0;0.00;0.00;0;0;0;2;3
