nm_id;advert_id;цвет;действие;причина;ставка_₽;маржа_live_%;ДРР_факт_%;ДРР_потолок_%;показы;клики;расход_₽;выручка_₽;закз_реклама;закз_органика;орг_корзина;орг_открытий;орг_позиция
181118884;35698882;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;37.2;;12.2;105;3;33.79;0.00;0;0;0;3;21
209712743;35704140;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;39.6;;14.6;78;3;33.16;0.00;0;0;0;3;3
200167551;35698453;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;50.1;;25.1;142;4;32.80;0.00;0;0;0;5;20
192228701;35706311;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;34.6;;9.6;46;4;32.80;0.00;0;0;0;7;8
511077811;35278992;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;51.9;;26.9;25;4;32.58;0.00;0;0;0;5;15
257807831;35408957;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;29.3;;4.3;49;3;32.10;0.00;0;0;0;3;2
964953201;36879576;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;17.16;41.0;;16.0;117;2;31.34;0.00;0;0;0;2;77
216361042;35697894;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;45.2;;20.2;25;3;31.28;0.00;0;0;0;3;13
192228203;35282981;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;15.60;38.4;;13.4;5;2;31.20;0.00;0;0;0;2;3
192255559;35698510;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;52.3;;27.3;30;3;30.74;0.00;0;0;0;4;5
850444046;35697894;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;35.4;;10.4;80;3;30.19;0.00;0;0;0;3;24
209665087;35703851;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;40.9;;15.9;36;3;29.10;0.00;0;0;0;3;2
199573287;35282981;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;27.0;;2.0;37;2;26.38;0.00;0;0;0;2;17
850505415;35698159;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;31.8;;6.8;156;2;26.38;0.00;0;0;0;2;12
1003381839;36873788;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;29.2;;4.2;174;2;26.38;0.00;0;0;0;2;21
199566488;35697951;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;34.9;;9.9;18;2;26.38;0.00;0;0;0;2;17
967515977;36873622;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;30.8;;5.8;83;2;26.38;0.00;0;0;0;3;14
181105204;35282447;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;51.2;;26.2;25;2;26.38;0.00;0;0;0;2;6
199574175;35277054;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;25.7;;0.7;108;2;25.86;0.00;0;0;0;2;2
181095434;35697812;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;40.0;;15.0;77;2;25.18;0.00;0;0;0;3;2
209761556;35705358;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;27.2;;2.2;78;2;25.18;0.00;0;0;0;2;24
181105106;35698510;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;32.9;;7.9;30;2;24.61;0.00;0;0;0;3;4
263821903;35698099;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;34.8;;9.8;104;2;23.98;0.00;0;0;0;2;43
261996782;35698159;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;28.3;;3.3;7;2;23.98;0.00;0;0;0;2;13
209655401;35699209;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;28.1;;3.1;16;2;23.98;0.00;0;0;0;3;4
216341419;35697812;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;12.93;42.8;;17.8;20;2;23.61;0.00;0;0;0;3;4
216355960;35699209;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;12.93;34.1;;9.1;32;2;23.50;0.00;0;0;0;2;2
216401212;35700718;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;12.93;25.5;;0.5;59;2;23.50;0.00;0;0;0;2;7
263821935;35408957;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;30.2;;5.2;66;2;23.50;0.00;0;0;0;2;3
263819889;35699064;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;12.93;37.7;;12.7;45;2;23.50;0.00;0;0;0;3;10
292510369;35698099;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;11.75;44.1;;19.1;119;2;23.50;0.00;0;0;0;3;23
967319399;36877686;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;38.0;;13.0;37;2;22.89;0.00;0;0;0;2;7
268379700;35698419;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;12.93;45.3;;20.3;28;2;22.43;0.00;0;0;0;2;20
439260714;35282079;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;53.2;;28.2;73;3;21.90;0.00;0;0;0;3;17
209728963;35704140;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;29.2;;4.2;24;2;21.80;0.00;0;0;0;2;11
964647367;36873596;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;33.4;;8.4;9;2;21.80;0.00;0;0;0;2;5
498770580;35700057;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;37.5;;12.5;42;2;21.80;0.00;0;0;0;2;5
859991118;35698099;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;31.6;;6.6;71;2;21.80;0.00;0;0;0;2;1
440336201;35282447;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;39.2;;14.2;91;2;21.52;0.00;0;0;0;2;17
192567421;35281617;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;54.7;;29.7;69;2;21.48;0.00;0;0;0;4;13
199565899;35277054;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;32.6;;7.6;44;2;21.36;0.00;0;0;0;3;1
267893036;35282447;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;55.2;;30.2;40;2;21.36;0.00;0;0;0;2;8
252726452;35698882;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;33.7;;8.7;46;2;21.36;0.00;0;0;0;2;25
199330543;35698011;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;32.8;;7.8;31;2;21.36;0.00;0;0;0;6;1
199566514;35278992;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;30.4;;5.4;22;2;20.39;0.00;0;0;0;1;3
199570218;39087266;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;37.6;;12.6;51;2;19.29;0.00;0;0;0;9;11
209663349;35703547;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;38.8;;13.8;108;2;18.20;0.00;0;0;0;2;7
967324489;36877433;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;29.1;;4.1;8;2;18.20;0.00;0;0;0;2;47
199331668;35698593;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;29.2;;4.2;55;2;18.20;0.00;0;0;0;2;8
262192282;36873563;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;36.9;;11.9;135;2;17.98;0.00;0;0;0;2;8
209664330;35698099;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;49.7;;24.7;98;2;17.98;0.00;0;0;0;4;8
563826116;36873563;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;36.9;;11.9;120;2;17.98;0.00;0;0;0;6;10
209664310;35703066;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;30.5;;5.5;108;2;17.98;0.00;0;0;0;3;15
292614708;35281617;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;48.3;;23.3;55;2;17.98;0.00;0;0;0;2;8
474526695;35408957;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;34.4;;9.4;27;2;17.98;0.00;0;0;0;2;3
199335387;35699129;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;15.64;33.9;;8.9;19;1;15.64;0.00;0;0;0;4;3
850447922;35282079;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;26.7;;1.7;7;2;14.60;0.00;0;0;0;2;3
216355834;35699129;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;30.5;;5.5;23;2;14.60;0.00;0;0;0;2;3
262192274;36873563;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;41.0;;16.0;59;2;14.60;0.00;0;0;0;2;8
192227968;35697812;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;14.18;31.3;;6.3;55;1;14.18;0.00;0;0;0;2;3
267893014;35698419;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;57.9;;32.9;12;1;14.18;0.00;0;0;0;1;2
267444471;35408957;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;34.3;;9.3;19;1;14.18;0.00;0;0;0;1;1
209780056;35282981;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;54.0;;29.0;94;1;13.19;0.00;0;0;0;1;17
199565627;35408957;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;25.6;;0.6;15;1;13.19;0.00;0;0;0;1;7
264243248;35699064;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;39.6;;14.6;30;1;13.19;0.00;0;0;0;1;6
181115512;35699129;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;27.9;;2.9;133;1;13.19;0.00;0;0;0;1;12
267893031;35699129;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;40.9;;15.9;51;1;13.19;0.00;0;0;0;1;1
294145463;35699129;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;27.0;;2.0;17;1;13.19;0.00;0;0;0;1;2
199330823;35281617;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;29.4;;4.4;82;1;13.19;0.00;0;0;0;1;3
199334849;35705358;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;31.5;;6.5;18;1;13.19;0.00;0;0;0;1;12
209714713;35703851;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;31.2;;6.2;13;1;13.19;0.00;0;0;0;1;6
209731529;39087266;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;36.6;;11.6;153;1;13.19;0.00;0;0;0;2;6
200164837;35701344;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;33.7;;8.7;25;1;13.19;0.00;0;0;0;1;89
209664186;35703547;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;28.9;;3.9;193;1;13.19;0.00;0;0;0;1;1
215243509;35704972;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;38.8;;13.8;72;1;13.19;0.00;0;0;0;1;2
948409587;36879025;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;41.7;;16.7;55;1;13.19;0.00;0;0;0;3;56
804817300;36880441;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;37.2;;12.2;63;1;13.19;0.00;0;0;0;1;4
267893136;35697852;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;37.6;;12.6;46;1;13.19;0.00;0;0;0;1;7
964389242;36873563;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;27.6;;2.6;51;1;13.19;0.00;0;0;0;1;2
850504875;35698159;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;33.1;;8.1;24;1;13.19;0.00;0;0;0;2;11
964378826;36879110;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;41.7;;16.7;15;1;13.19;0.00;0;0;0;1;3
967521658;36877167;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;40.4;;15.4;37;1;13.19;0.00;0;0;0;1;3
199569588;35282079;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;26.9;;1.9;11;1;13.19;0.00;0;0;0;1;3
216429083;35698882;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;35.8;;10.8;31;1;13.19;0.00;0;0;0;1;7
192228121;35699026;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;33.1;;8.1;25;1;13.19;0.00;0;0;0;1;24
262192306;35698099;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;42.3;;17.3;69;1;13.19;0.00;0;0;0;2;17
209779250;35277054;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;36.3;;11.3;61;1;13.19;0.00;0;0;0;1;8
847828377;35697894;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;39.3;;14.3;25;1;13.19;0.00;0;0;0;1;138
967325219;36877433;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;40.3;;15.3;13;1;13.19;0.00;0;0;0;1;52
200165997;35699209;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;25.3;;0.3;31;1;13.19;0.00;0;0;0;2;7
216461559;35698882;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;27.1;;2.1;118;1;13.19;0.00;0;0;0;1;3
216459685;35698927;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;36.0;;11.0;46;1;13.19;0.00;0;0;0;1;11
216453663;35698453;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;51.1;;26.1;42;1;12.93;0.00;0;0;0;4;8
200166885;35408957;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;15.64;34.0;;9.0;5;1;12.93;0.00;0;0;0;1;3
964953068;36879576;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;29.5;;4.5;84;1;12.93;0.00;0;0;0;1;31
676785479;35700551;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;12.93;35.8;;10.8;12;1;12.93;0.00;0;0;0;1;9
200164319;35282981;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;42.1;;17.1;48;1;12.93;0.00;0;0;0;1;5
199335504;35697812;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;12.93;43.3;;18.3;103;1;12.93;0.00;0;0;0;2;23
216459979;35697894;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;12.93;35.7;;10.7;54;1;12.93;0.00;0;0;0;1;12
215240022;35700718;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;12.93;27.8;;2.8;69;1;12.93;0.00;0;0;0;1;19
181105081;35706004;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;12.93;41.3;;16.3;35;1;12.93;0.00;0;0;0;1;12
199571922;35701146;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;12.93;29.9;;4.9;26;1;12.93;0.00;0;0;0;1;12
199331788;35706311;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;12.93;29.1;;4.1;9;1;12.93;0.00;0;0;0;1;1
327898894;35282447;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;12.93;41.4;;16.4;10;1;12.93;0.00;0;0;0;1;1
200167553;35698292;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;12.93;41.2;;16.2;25;1;12.93;0.00;0;0;0;1;12
199565810;35705677;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;12.93;33.3;;8.3;23;1;12.93;0.00;0;0;0;1;2
200166032;35701344;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;12.93;38.0;;13.0;27;1;12.93;0.00;0;0;0;1;2
967519003;36875125;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;12.93;26.7;;1.7;11;1;12.93;0.00;0;0;0;1;121
322511352;35278992;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;12.93;38.9;;13.9;45;1;12.93;0.00;0;0;0;1;27
327898194;35278992;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;12.93;26.0;;1.0;55;1;12.93;0.00;0;0;0;1;10
262192304;35698099;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;12.93;37.1;;12.1;115;1;12.93;0.00;0;0;0;1;13
199570101;35698011;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;12.93;32.5;;7.5;34;1;12.93;0.00;0;0;0;1;3
967521611;36877433;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;44.0;;19.0;15;1;12.89;0.00;0;0;0;1;46
192567444;35698187;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;41.5;;16.5;18;1;12.89;0.00;0;0;0;9;9
216422218;39087266;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;37.9;;12.9;43;1;11.99;0.00;0;0;0;1;4
209664870;35278992;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;38.2;;13.2;81;1;11.99;0.00;0;0;0;3;8
216461848;35277369;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;28.6;;3.6;82;1;11.99;0.00;0;0;0;1;12
209713914;35697894;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;25.9;;0.9;463;1;11.99;0.00;0;0;0;1;12
905284891;35697894;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;41.4;;16.4;155;1;11.99;0.00;0;0;0;1;23
257807840;35698292;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;38.7;;13.7;15;1;11.99;0.00;0;0;0;1;8
209663327;36879025;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;53.2;;28.2;381;1;11.99;0.00;0;0;0;2;118
209728964;35704140;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;32.7;;7.7;34;1;11.99;0.00;0;0;0;1;6
267893240;35699209;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;43.9;;18.9;19;1;11.99;0.00;0;0;0;1;6
964439496;36878508;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;36.5;;11.5;26;1;11.99;0.00;0;0;0;2;6
967325678;36873563;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;27.6;;2.6;54;1;11.99;0.00;0;0;0;1;6
192228177;35697812;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;29.3;;4.3;13;1;11.99;0.00;0;0;0;4;12
199334609;35277369;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;25.5;;0.5;31;1;11.99;0.00;0;0;0;1;1
285287059;35698419;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;46.5;;21.5;5;1;11.99;0.00;0;0;0;1;2
192569092;39087266;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;50.9;;25.9;17;1;11.99;0.00;0;0;0;1;14
199335605;39087266;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;32.5;;7.5;102;1;11.99;0.00;0;0;0;1;11
192569253;35277054;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;48.5;;23.5;15;1;11.99;0.00;0;0;0;1;24
199569941;35705677;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;34.7;;9.7;14;1;11.99;0.00;0;0;0;1;2
199572251;35700930;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;11.99;35.5;;10.5;30;1;11.99;0.00;0;0;0;1;29
200162877;35701146;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;37.5;;12.5;27;1;11.99;0.00;0;0;0;1;1
200163811;35697812;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;40.0;;15.0;9;1;11.75;0.00;0;0;0;1;9
200166325;35282981;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;12.93;30.6;;5.6;54;1;11.75;0.00;0;0;0;2;2
209665330;35698453;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;12.93;45.2;;20.2;19;1;11.75;0.00;0;0;0;1;177
209664995;35282981;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;41.2;;16.2;178;1;11.75;0.00;0;0;0;1;4
200166118;35282981;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;12.93;28.0;;3.0;58;1;11.75;0.00;0;0;0;1;6
181115937;35698968;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;12.93;39.6;;14.6;47;1;11.75;0.00;0;0;0;2;24
181104988;35698419;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;12.93;38.5;;13.5;29;1;11.75;0.00;0;0;0;1;107
199570317;35700930;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;40.6;;15.6;33;1;11.75;0.00;0;0;0;1;7
967514301;36877433;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;26.6;;1.6;10;1;11.75;0.00;0;0;0;1;3
216356781;35700718;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;12.93;35.5;;10.5;10;1;11.75;0.00;0;0;0;1;9
216354472;35700300;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;26.3;;1.3;3;1;11.75;0.00;0;0;0;1;3
888371013;35697951;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;12.93;25.6;;0.6;28;1;11.75;0.00;0;0;0;1;10
1001406882;36873966;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;12.93;30.6;;5.6;30;1;11.75;0.00;0;0;0;1;2
967514517;36877433;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;25.4;;0.4;5;1;11.75;0.00;0;0;0;2;10
192228643;35706311;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;12.93;28.1;;3.1;2;1;11.75;0.00;0;0;0;1;19
262192152;35699064;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;12.93;36.8;;11.8;11;1;11.75;0.00;0;0;0;2;8
216360694;35698927;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;25.5;;0.5;304;1;11.75;0.00;0;0;0;1;9
263820422;35277369;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;48.1;;23.1;11;1;11.75;0.00;0;0;0;1;29
200166191;35697812;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;29.5;;4.5;44;1;11.75;0.00;0;0;0;1;1
215239840;35277054;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;12.93;26.8;;1.8;52;1;11.75;0.00;0;0;0;1;17
547250791;35698419;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;12.93;32.1;;7.1;76;1;11.75;0.00;0;0;0;2;3
192567449;35698510;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;12.93;39.0;;14.0;22;1;11.75;0.00;0;0;0;1;1
192567564;35698510;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;12.93;50.8;;25.8;15;1;11.75;0.00;0;0;0;2;5
199569532;35705677;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;33.2;;8.2;25;1;11.75;0.00;0;0;0;1;12
209663808;35699064;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;12.93;41.3;;16.3;10;1;11.75;0.00;0;0;0;2;23
199572984;35698292;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;33.8;;8.8;19;1;11.75;0.00;0;0;0;1;19
257807190;35408957;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;44.9;;19.9;44;1;11.75;0.00;0;0;0;1;20
180939063;35698011;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;12.93;34.6;;9.6;23;1;11.75;0.00;0;0;0;1;7
199565916;35706004;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;12.93;31.3;;6.3;6;1;11.75;0.00;0;0;0;2;3
216429750;35698968;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;31.6;;6.6;8;1;11.72;0.00;0;0;0;1;3
216429575;35698927;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;33.1;;8.1;19;1;11.72;0.00;0;0;0;2;2
181116308;35698510;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;55.5;;30.5;30;1;11.72;0.00;0;0;0;1;21
568092926;35698510;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;50.5;;25.5;9;1;10.90;0.00;0;0;0;1;19
181105033;35698510;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;32.7;;7.7;16;1;10.90;0.00;0;0;0;2;5
199331777;39087266;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;32.3;;7.3;45;1;10.90;0.00;0;0;0;1;3
181116509;35698453;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;25.7;;0.7;14;1;10.90;0.00;0;0;0;1;4
199335373;35282079;🟤 бордовый;на пол;ноль по всем трём сигналам при расходе;13.19;26.5;;1.5;59;1;10.90;0.00;0;0;0;1;3
199335428;35705677;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;29.3;;4.3;43;1;10.90;0.00;0;0;0;1;1
209655407;35703066;🟤 бордовый;убрать из рекламы;мёртв уже на полу — дешевле присутствия нет, остаётся вывод;7.30;30.7;;5.7;116;1;10.90;0.00;0;0;0;1;23
