sku,offer_id,name,campaign,bid_now,qty_180d,revenue_180d,qty_90d,ad_spend_july,ad_revenue_july,organic_pct,reason
2493620667,6273,"Картриджи 76C0HK0-76C0HY0 для принтеров Lexmark CS921de, CS9",Эксперимент1,8.0,1,38280,0,5,0,,продажи 90-180 дн назад
2493620667,6273,"Картриджи 76C0HK0-76C0HY0 для принтеров Lexmark CS921de, CS9",от 10000 до 500 тыс,12.0,1,38280,0,0,0,,продажи 90-180 дн назад
930637839,2239,"Картриджи TN-325 для принтеров Brother DCP-9055, DCP 9270, H",Эксперимент1,11.0,4,36591,0,8,0,,продажи 90-180 дн назад
930637839,2239,"Картриджи TN-325 для принтеров Brother DCP-9055, DCP 9270, H",от 5000 до 10000,15.0,4,36591,0,0,0,,продажи 90-180 дн назад
864225496,1099,Картриджи 106R01601-106R01604 для принтеров Xerox Phaser 650,от 2000 до 5000,14.0,10,36171,0,17,0,,продажи 90-180 дн назад
864225823,1307,"Картридж 50F5U00 для принтеров Lexmark MS510dn, MS610de, MS6",от 2000 до 5000,12.0,9,35732,0,0,0,,продажи 90-180 дн назад
930608896,2425,"Картриджи MPC3503 для принтеров Ricoh Aficio MP C3003SP, MPC",от 10000 до 500 тыс,12.0,1,35647,0,0,0,,продажи 90-180 дн назад
873313192,3616,Фотобарабан 113R00779 DU для принтеров Xerox VersaLink B7025,от 10000 до 500 тыс,13.0,2,35528,0,61,0,,продажи 90-180 дн назад
3558718258,6202,"Картридж TK-1060 для принтеров Avision AM5630i, AM5640i, AM7",Эксперимент1,8.0,6,35118,0,47,0,,продажи 90-180 дн назад
1999631953,6042,"Фотобарабан DK-8505 для принтеров Kyocera TASKalfa 3050ci, T",Вне РК — спрос без рекламы (08.08),15.0,1,34982,0,0,0,,продажи 90-180 дн назад
2728924277,6485,"Фотобарабаны 44064009-44064012 для принтеров OKI C 810, C 82",Вне РК — спрос без рекламы (08.08),15.0,1,33586,0,0,0,,продажи 90-180 дн назад
864225733,1222,"Картриджи LC529XL-LC525XL для принтеров brother dcp-j100, dc",Вне РК — спрос без рекламы (08.08),15.0,18,33436,0,0,0,,продажи 90-180 дн назад
1692376623,5508,Блок проявки DV-512C для принтеров Konica Minolta Bizhub 224,Эксперимент1,8.0,2,32683,0,7,0,,продажи 90-180 дн назад
1220706417,5236,"Картридж 069 для принтеров Canon i-SENSYS LBP673Cdw, MF752Cd",Эксперимент1,8.0,10,30982,0,8,0,,продажи 90-180 дн назад
1692377098,5509,Блок проявки DV-512M для принтеров Konica Minolta Bizhub 224,Эксперимент1,8.0,2,30782,0,16,0,,продажи 90-180 дн назад
1153456939,1454,Картридж PFI-703MBk для принтеров Canon и iPF iPF810 черный ,Пустые РК,13.0,1,30170,0,0,0,,продажи 90-180 дн назад
1143060134,5162,Картридж SP-8400E для принтеров Ricoh и Aficio SP-8400 черны,Эксперимент1,9.0,3,30121,0,0,0,,продажи 90-180 дн назад
930614199,1761,"Фотобарабан 44574307 DU для принтеров OKI B401dn, MB441dn, M",Эксперимент1,8.0,5,29739,0,0,0,,продажи 90-180 дн назад
873313904,3501,"Картридж PFI-1700GY для принтеров Canon и iPF PRO 2000, iPF ",Эксперимент1,9.0,2,29332,0,19,0,,продажи 90-180 дн назад
864225273,1053del,"Картриджи CLT-504S для принтеров Samsung C1810W Xpress, CLP-",от 10000 до 500 тыс,12.0,2,29238,0,0,0,,продажи 90-180 дн назад
1163041002,1935,"Картридж T6943 для принтеров Epson SureColor SC-SC-T7200, SC",от 10000 до 500 тыс,14.3,2,29071,0,65,0,,продажи 90-180 дн назад
1153722453,1934,"Картридж T6942 для принтеров Epson SureColor SC-SC-T7200, SC",Эксперимент1,9.9,2,29071,0,22,0,,продажи 90-180 дн назад
863389220,0177,"Картриджи 44318621-44318624 для принтеров OKI C710, C711",Эксперимент1,8.0,1,29008,0,14,0,,продажи 90-180 дн назад
863389220,0177,"Картриджи 44318621-44318624 для принтеров OKI C710, C711",от 10000 до 500 тыс,12.0,1,29008,0,0,0,,продажи 90-180 дн назад
1999376047,5953,Картридж THM348 для принтеров Катюша М348 черный,от 5000 до 10000,13.0,5,28629,0,62,0,,продажи 90-180 дн назад
1897483918,5868,"Картриджи 842506-842509 для принтеров Ricoh IM C3010, IM C35",от 10000 до 500 тыс,13.0,1,28054,0,0,0,,продажи 90-180 дн назад
1897483918,5868,"Картриджи 842506-842509 для принтеров Ricoh IM C3010, IM C35",Эксперимент1,8.0,1,28054,0,32,0,,продажи 90-180 дн назад
873319961,3866,"Картриджи MPC406 для принтеров Ricoh Aficio MPC306, MPC307",от 10000 до 500 тыс,12.0,2,27957,0,0,0,,продажи 90-180 дн назад
873319961,3866,"Картриджи MPC406 для принтеров Ricoh Aficio MPC306, MPC307",Эксперимент1,10.0,2,27957,0,7,0,,продажи 90-180 дн назад
1153800028,2892,"Фотобарабан B0392214 DU для принтеров Ricoh Aficio 1015, 101",от 10000 до 500 тыс,13.0,1,27566,0,44,0,,продажи 90-180 дн назад
1744145404,5730,"Картридж W1520X для принтеров HP LaserJet 4104fdw, LJ Pro 40",Эксперимент1,10.0,5,26769,0,22,0,,продажи 90-180 дн назад
904483588,3658,"Картридж C2500HM для принтеров Ricoh IM C2500, IM-C2000 пурп",Эксперимент1,8.0,7,26678,0,7,0,,продажи 90-180 дн назад
873320573,3754del,"Картриджи 46861324-46861321 для принтеров OKI C834, C844",от 10000 до 500 тыс,12.0,1,26437,0,0,0,,продажи 90-180 дн назад
930615586,0774,"Картридж C9732A для принтеров HP и Color LaserJet 5500, LJ 5",Эксперимент1,8.0,2,26372,0,0,0,,продажи 90-180 дн назад
870872246,2314,"Картриджи 650 для принтеров HP DeskJet 1515, DeskJet 2545, D",Эксперимент1,8.0,4,25096,0,39,0,,продажи 90-180 дн назад
2928910892,6728,Фотобарабан + картридж MLT-R707 DU+MLT-D707L для принтеров S,от 10000 до 500 тыс,12.0,1,25023,0,0,0,,продажи 90-180 дн назад
984583314,4716,"Фотобарабан 108R01121 BK DU для принтеров Xerox Phaser 6600,",от 10000 до 500 тыс,13.0,2,24997,0,23,0,,продажи 90-180 дн назад
1220704750,5234,"Картридж 069 для принтеров Canon i-SENSYS LBP673Cdw, MF752Cd",Эксперимент1,9.0,8,24700,0,0,0,,продажи 90-180 дн назад
2917433925,6646,Фотобарабан + картридж 55B0ZA0+55B0XA0/ 55B5X00/ 55B5X0E для,от 10000 до 500 тыс,12.0,1,24591,0,11,0,,продажи 90-180 дн назад
1220702233,5235,"Картридж 069 для принтеров Canon i-SENSYS LBP673Cdw, MF752Cd",Эксперимент1,9.0,7,24532,0,16,0,,продажи 90-180 дн назад
864225853,1288,"Картридж C-EXV32 для принтеров Canon ImageRunner 2786, iR253",от 2000 до 5000,14.3,4,24113,0,0,0,,продажи 90-180 дн назад
874374305,4343,"Картридж MK-4105 для принтеров Kyocera TASKalfa 1800, TASKal",Эксперимент1,8.0,1,24063,0,23,0,,продажи 90-180 дн назад
874374305,4343,"Картридж MK-4105 для принтеров Kyocera TASKalfa 1800, TASKal",от 10000 до 500 тыс,12.0,1,24063,0,1,0,,продажи 90-180 дн назад
2129695492,6130,"Фотобарабан DR-B020 для принтеров Brother DCP-B7500D, DCP B7",Эксперимент1,8.8,4,24028,0,9,0,,продажи 90-180 дн назад
873313686,3644,"Картридж C-EXV51Bk для принтеров Canon и iR Advance C5535, i",Эксперимент1,8.0,2,23931,0,0,0,,продажи 90-180 дн назад
873320606,3771,"Фотобарабан 101R00582 DU для принтеров Xerox VersaLink B600,",Эксперимент1,8.0,1,22430,0,0,0,,продажи 90-180 дн назад
3651550683,6930,"Фотобарабан 46438004 для принтеров OKI Data C823, Data C833 ",от 10000 до 500 тыс,12.0,1,21905,0,0,0,,продажи 90-180 дн назад
2928768335,6726,Фотобарабан + картридж W2004A+W2000A для принтеров HP Color ,Пустые РК,12.0,1,21890,0,34,0,,продажи 90-180 дн назад
1869842194,5594,Картридж M210-750-595 для принтеров Brady M210 черный,Эксперимент1,8.0,4,21848,0,28,0,,продажи 90-180 дн назад
873313146,3640,"Блок проявки DV-1200 DU для принтеров Kyocera EcoSys M2235, ",от 10000 до 500 тыс,12.0,1,21829,0,1,0,,продажи 90-180 дн назад
2792815616,6576,"Картриджи 131-135 для принтеров HP DeskJet 460, DeskJet460c,",от 2000 до 5000,12.0,6,21659,0,25,0,,продажи 90-180 дн назад
864225643,1077,Картриджи 006R01449-006R01452 для принтеров Xerox DocuColor ,Эксперимент1,8.0,1,21292,0,11,0,,продажи 90-180 дн назад
864225643,1077,Картриджи 006R01449-006R01452 для принтеров Xerox DocuColor ,от 10000 до 500 тыс,14.0,1,21292,0,0,0,,продажи 90-180 дн назад
1434681877,4897,"Картридж 56F5X0E для принтеров Lexmark LaserPrinter MS421, L",Эксперимент1,8.0,1,20711,0,31,0,,продажи 90-180 дн назад
1434681877,4897,"Картридж 56F5X0E для принтеров Lexmark LaserPrinter MS421, L",от 10000 до 500 тыс,13.0,1,20711,0,40,0,,продажи 90-180 дн назад
864225896,1330,"Картридж CLT-Y404S для принтеров Samsung SL-C430, SL C430W, ",Эксперимент1,9.0,7,20293,0,32,0,,продажи 90-180 дн назад
866442746,1343,"Картридж 006R01463 для принтеров Xerox WorkCentre 7120, WC-7",Эксперимент1,8.0,4,20098,0,0,0,,продажи 90-180 дн назад
901559421,3570,"Картридж CF289Y для принтеров HP LaserJet M507, LJ M528 черн",от 2000 до 5000,14.0,4,20005,0,12,0,,продажи 90-180 дн назад
930626943,0867,"Картридж TK-580K для принтеров Kyocera и FS-C5150DN, ECOSYS ",Эксперимент1,11.0,7,19903,0,10,0,,продажи 90-180 дн назад
870872612,2654,Картриджи SPC250 для принтеров Ricoh Aficio SPC250DN,Эксперимент1,9.0,1,19669,0,0,0,,продажи 90-180 дн назад
870872612,2654,Картриджи SPC250 для принтеров Ricoh Aficio SPC250DN,от 10000 до 500 тыс,13.0,1,19669,0,0,0,,продажи 90-180 дн назад
1548617454,5437,"Картридж 006R01831 для принтеров Xerox VersaLink C7120, Vers",Эксперимент1,8.0,2,19378,0,7,0,,продажи 90-180 дн назад
863385774,3383,"Фотобарабан C-EXV42 DU для принтеров Canon iR-2202, iR-2204 ",Эксперимент1,8.0,3,19192,0,21,0,,продажи 90-180 дн назад
864225281,0963,"Картридж 72 PBK для принтеров HP и DesignJet T120, DJ T1708,",от 2000 до 5000,13.0,6,18566,0,0,0,,продажи 90-180 дн назад
864225281,0963,"Картридж 72 PBK для принтеров HP и DesignJet T120, DJ T1708,",Эксперимент1,14.0,6,18566,0,17,0,,продажи 90-180 дн назад
873313746,3656,"Картридж C2500HBk для принтеров Ricoh IM C2500, IM-C2000 чер",Эксперимент1,8.0,6,18540,0,0,0,,продажи 90-180 дн назад
873313746,3656,"Картридж C2500HBk для принтеров Ricoh IM C2500, IM-C2000 чер",от 2000 до 5000,13.0,6,18540,0,0,0,,продажи 90-180 дн назад
2740529326,6525,"Картриджи 44643001-44643004 для принтеров OKI C801, C821",от 10000 до 500 тыс,12.0,1,18392,0,0,0,,продажи 90-180 дн назад
1156701906,2959,"Фотобарабан C-EXV32 DU для принтеров Canon ImageRunner 2520,",от 10000 до 500 тыс,13.2,3,18084,0,0,0,,продажи 90-180 дн назад
3557210540,6841,"Картридж CF289Y для принтеров HP LaserJet M507, LJ M528 черн",Эксперимент1,8.0,3,17729,0,0,0,,продажи 90-180 дн назад
3497821460,4143-del,"Картридж №963XL для принтеров HP OfficeJet Pro 9010, OfficeJ",от 2000 до 5000,12.0,6,17584,0,0,0,,продажи 90-180 дн назад
1277712086,4653,Картридж с термотрансферной лентой DS M21-1500427 Brady черн,от 2000 до 5000,12.0,4,17563,0,24,0,,продажи 90-180 дн назад
874374830,4436,"Картридж T01D2 для принтеров Epson WorkForce Pro C529R, WF P",Эксперимент1,9.0,1,17557,0,5,0,,продажи 90-180 дн назад
874376169,4438,"Картридж T01D4 для принтеров Epson WorkForce Pro C529R, WF P",Эксперимент1,9.0,1,17557,0,0,0,,продажи 90-180 дн назад
874376043,4435,"Картридж T01D1 для принтеров Epson WorkForce Pro C529R, WF P",Эксперимент1,9.0,1,17557,0,18,0,,продажи 90-180 дн назад
874376043,4435,"Картридж T01D1 для принтеров Epson WorkForce Pro C529R, WF P",от 10000 до 500 тыс,13.0,1,17557,0,8,0,,продажи 90-180 дн назад
874377241,4165,"Фотобарабан 013R00664 DU для принтеров Xerox Color 570, DCP-",Эксперимент1,9.0,1,17537,0,0,0,,продажи 90-180 дн назад
874377241,4165,"Фотобарабан 013R00664 DU для принтеров Xerox Color 570, DCP-",от 10000 до 500 тыс,13.0,1,17537,0,0,0,,продажи 90-180 дн назад
863431169,0338,"Картриджи 121XL для принтеров HP DeskJet D1660, DeskJetD1663",от 5000 до 10000,12.0,2,17306,0,162,0,,продажи 90-180 дн назад
1719302433,5703,"Фотобарабан DK-1240 для принтеров Kyocera MA2000, MA2001 чер",Эксперимент1,8.0,5,16922,0,0,0,,продажи 90-180 дн назад
1910266948,5844,"Картридж 56F5X00 для принтеров Lexmark MS421dw, MS521dn, MS6",от 10000 до 500 тыс,12.0,1,16645,0,17,0,,продажи 90-180 дн назад
4504236109,239330del1,Картридж для фотопринтера Canon SELPHY CP1500 (KP-108in / RP,от 5000 до 10000,12.0,2,16353,0,272,0,,продажи 90-180 дн назад
4504236109,239330del1,Картридж для фотопринтера Canon SELPHY CP1500 (KP-108in / RP,Эксперимент1,8.0,2,16353,0,135,0,,продажи 90-180 дн назад
874377687,4354,"Картридж 653 для принтеров HP DJ Ink Advantage 6000, DJ 6075",Эксперимент1,8.0,3,16231,0,18,0,,продажи 90-180 дн назад
1999553855,6071,Картридж TK-6110 Азия для принтеров Kyocera Ecosys M4125idn ,от 2000 до 5000,13.0,4,16152,0,25,0,,продажи 90-180 дн назад
1999553855,6071,Картридж TK-6110 Азия для принтеров Kyocera Ecosys M4125idn ,Эксперимент1,8.0,4,16152,0,0,0,,продажи 90-180 дн назад
863422768,4230,"Картридж 006R01646 XL для принтеров Xerox Versant 180, Versa",от 10000 до 500 тыс,13.0,2,16132,0,0,0,,продажи 90-180 дн назад
652609044,2970,"Картридж 047 для принтеров Canon i-SENSYS LBP-110, LBP113, M",Эксперимент1,8.0,9,15989,0,9,0,,продажи 90-180 дн назад
2923457960,6679,Фотобарабан + картридж 44844408 DU+44844616 для принтеров OK,Эксперимент1,9.0,1,15509,0,0,0,,продажи 90-180 дн назад
1999529482,6067,"Картридж 006R04380 для принтеров Xerox B305, B310, B315 черн",Эксперимент1,8.0,1,15443,0,0,0,,продажи 90-180 дн назад
1999529482,6067,"Картридж 006R04380 для принтеров Xerox B305, B310, B315 черн",от 10000 до 500 тыс,12.0,1,15443,0,17,0,,продажи 90-180 дн назад
873313549,3500,"Картридж PFI-1700PM для принтеров Canon и iPF PRO 2000, iPF ",от 10000 до 500 тыс,12.0,2,15320,0,0,0,,продажи 90-180 дн назад
873313306,3496,"Картридж PFI-1700C для принтеров Canon и iPF PRO 2000, iPF P",от 10000 до 500 тыс,12.0,2,15320,0,0,0,,продажи 90-180 дн назад
873313558,3495,"Картридж PFI-1700PBK для принтеров Canon и iPF PRO 2000, iPF",от 10000 до 500 тыс,12.0,1,15320,0,3,0,,продажи 90-180 дн назад
1897483833,5848,"Картридж W1580X для принтеров HP LaserJet Tank 1020w, LJ Tan",от 1000-2000,11.0,10,15198,0,15,0,,продажи 90-180 дн назад
653303144,13243,"Картридж для Ricoh Aficio SP111SU, SP111",от 2000 до 5000,12.0,6,15166,0,199,5092,,продажи 90-180 дн назад
653128299,3700,"Фотобарабан DR-213CL для принтеров Brother DCP-L3550CDW, HL-",Эксперимент1,8.0,6,15010,0,7,0,,продажи 90-180 дн назад
873313025,3359,"Картридж №991XL для принтеров HP PageWide 755dn, PW 779dn, P",от 10000 до 500 тыс,13.0,1,14988,0,0,0,,продажи 90-180 дн назад
866442889,1342,"Картридж 006R01462 для принтеров Xerox WorkCentre 7120, WC-7",Эксперимент1,8.0,3,14871,0,1,0,,продажи 90-180 дн назад
3557209592,6383,Картридж TL-C2310H для принтеров BM2300 черный,Эксперимент1,8.0,2,14684,0,43,0,,продажи 90-180 дн назад
3557209592,6383,Картридж TL-C2310H для принтеров BM2300 черный,от 5000 до 10000,12.0,2,14684,0,153,0,,продажи 90-180 дн назад
864225144,0967,"Картридж 72GY для принтеров HP и Designjet T1100, DJ T1200, ",Эксперимент1,8.0,5,14430,0,0,0,,продажи 90-180 дн назад
3006447532,1847del1,Фотобарабан 013R00657 DU для принтеров Xerox WorkCentre 7120,Пустые РК,12.0,1,14348,0,12,0,,продажи 90-180 дн назад
1261462713,4699,"Картридж №761 для принтеров HP и DesignJet T7100, DJ T7200 ж",от 10000 до 500 тыс,12.0,1,14317,0,0,0,,продажи 90-180 дн назад
2999084930,1086,Фотобарабан 101R00432 DU для принтеров Xerox WorkCentre 5016,Эксперимент1,8.0,1,14260,0,13,0,,продажи 90-180 дн назад
1153419535,1452,Картридж PFI-703C для принтеров Canon и iPF iPF810 голубой,Эксперимент1,8.0,1,14137,0,13,0,,продажи 90-180 дн назад
930623493,1430,Картридж SP311HE для принтеров Ricoh Aficio SP311DN черный,от 2000 до 5000,12.0,5,14130,0,1,0,,продажи 90-180 дн назад
651918320,1285,Картридж TN-3480 для принтеров Brother MFC-L5750dw MFC L6700,Эксперимент1,9.0,6,13989,0,7,0,,продажи 90-180 дн назад
653327626,0276,"Картридж MLT-D105L для принтеров Samsung ML-2540R, ML-2580n,",от 2000 до 5000,13.2,5,13707,0,13,0,,продажи 90-180 дн назад
653327626,0276,"Картридж MLT-D105L для принтеров Samsung ML-2540R, ML-2580n,",Эксперимент1,9.9,5,13707,0,0,0,,продажи 90-180 дн назад
874374467,4473,"Картридж 730BK для принтеров HP DesignJet T1700, DJ T1700dr ",Вне РК — спрос без рекламы (08.08),15.0,1,13608,0,0,0,,продажи 90-180 дн назад
1220701371,5228,"Чернила 112 для принтеров Epson EcoTank L-11160, L 15150, L1",Эксперимент1,8.0,5,13560,0,0,0,,продажи 90-180 дн назад
930624154,1961,Картридж C-EXV29Bk для принтеров Canon ImageRunner Advance C,от 5000 до 10000,12.0,1,13373,0,0,0,,продажи 90-180 дн назад
1692606006,5602,"Картридж D320T24KK для принтеров Катюша D320, D330 черный",Эксперимент1,8.0,2,13302,0,7,0,,продажи 90-180 дн назад
2912670083,6629,Фотобарабан + картридж CLT-R404 DU+CLT-404S для принтеров Sa,Эксперимент1,8.0,1,13222,0,19,0,,продажи 90-180 дн назад
930622451,2451,Фотобарабан 50F0Z00 для принтеров Lexmark LaserPrinter MS317,от 5000 до 10000,12.0,2,13201,0,27,0,,продажи 90-180 дн назад
874373940,4440,Картридж T2661 для принтеров Epson WorkForce WF-100W черный,Эксперимент1,8.0,10,13082,0,0,0,,продажи 90-180 дн назад
1220192459,5231,"Картридж 067H для принтеров Canon i-SENSYS LBP631CW, LBP633,",Эксперимент1,8.0,5,13066,0,10,0,,продажи 90-180 дн назад
873320112,3861,"Картриджи 46490632-46490629 для принтеров OKI Data C532, Dat",от 10000 до 500 тыс,12.0,1,12797,0,0,0,,продажи 90-180 дн назад
1220200132,5232,"Картридж 067H для принтеров Canon i-SENSYS LBP631CW, LBP633,",Эксперимент1,8.0,5,12776,0,0,0,,продажи 90-180 дн назад
1153742679,2096,Картридж SPC820Bk для принтеров Ricoh Aficio SPC820 черный,Эксперимент1,8.0,1,12629,0,0,0,,продажи 90-180 дн назад
1153742679,2096,Картридж SPC820Bk для принтеров Ricoh Aficio SPC820 черный,от 10000 до 500 тыс,12.0,1,12629,0,0,0,,продажи 90-180 дн назад
