# oz_acc2: реклама 2026-07-27..2026-08-17 (22 дн), поиск 4 нед с 2026-07-13, продажи вся история, маржа: margin_safe = margin_own_live - 5.0 п.п.; построено 2026-08-18 — кандидаты на подъём ставки
sku,offer_id,name,in_ads,bid,n_camp,camp_titles,ad_views,ad_clicks,ctr,cpc,ad_spend,spend_30d,ad_orders,ad_rev,ad_drr,ad_cr,ad_days_shown,clicks14,spend14,ad_orders14,ad_rev14,s_demand,s_views,s_orders,s_gmv,pos_avg,pos_best,s_views_all,s_orders_all,s_demand_all,s_weeks,qty30,rev30,qty90,rev90,qty_all,rev_all,n_post,canc,cancel_share,last_sale,days_since_sale,free_fbo,our_price,buyer_price,margin_own_live,margin_safe,net_live,cr_bucket,ceiling_live,ceiling_safe,headroom,segment,tier,note
2681828516,6404SF5GNJ65,"Картриджи DS W2300A-W2303A для принтеров HP Color LaserJet Pro 4203cdn, 4303dw",True,12.0,3,10000-500000 / 5000-10000 / Все,1928,60,3.11,6.0,359.58,490,5.0,63266.0,0.6,8.33,22,43,227.42,3.0,38606.0,50731,889,0,26577,28.6666666666666667,24,1862,0,100499,6,10,130013.0000,23,280866.0000,27,326174.0000,28,2,7.1,2026-08-10,8,0,14634.0,,22.28,17.3,3260.37,0.031,78.5,55.9,43.9,bid_up,A,реклама окупается (ДРР 0.6 %); сам продаёт 280 866 ₽/90 дн; позиция 29 при спросе 50 731
2241666785,5771YHAVW2FU,"Картриджи DS W2300X-W2303X для принтеров HP Color LaserJet Pro 4203cdn, 4303dw",True,13.0,2,10000-500000 / Все,1554,55,3.54,10.6,582.92,795,2.0,40409.0,1.4,3.64,22,38,423.18,1.0,21215.0,111013,1141,0,21083,33.0000000000000000,24,1718,0,147915,7,4,79734.0000,11,202744.0000,12,220369.0000,12,0,0.0,2026-08-10,8,0,21049.0,,22.27,17.3,4688.32,0.031,112.8,80.3,67.3,bid_up,A,реклама окупается (ДРР 1.4 %); сам продаёт 202 744 ₽/90 дн
1873140453,5422YHSC5BIR,"Картриджи DS 067H для принтеров Canon i-SENSYS LBP631CW, LBP633Cdw, MF651Cw, MF655Cdw",True,13.0,2,10000-500000 / Все,1538,46,2.99,11.0,505.15,689,2.0,23231.0,2.2,4.35,22,35,407.69,2.0,23231.0,17435,741,0,10645,42.7500000000000000,30,1558,0,29145,7,6,66505.0000,19,204389.0000,23,245850.0000,23,0,0.0,2026-08-14,4,0,10750.0,,24.1,19.1,2590.46,0.031,63.7,47.0,34.0,bid_up,A,реклама окупается (ДРР 2.2 %); сам продаёт 204 389 ₽/90 дн
1873190028,5243S2O54ZIU,"Картриджи DS 069H для принтеров Canon i-SENSYS LBP-673Cdw, MF752Cdw, MF754Cdw",True,17.0,3,10000-500000 / 5000-10000 / Все,843,20,2.37,13.4,268.32,366,1.0,13770.0,1.9,5.0,20,10,153.04,1.0,13770.0,32854,293,0,15022,58.6666666666666667,44,717,0,38664,6,6,84588.0000,11,148420.0000,15,199283.0000,14,0,0.0,2026-08-14,4,0,14748.0,,32.07,27.1,4729.35,0.031,123.9,101.2,84.2,bid_up,A,реклама окупается (ДРР 1.9 %); сам продаёт 148 420 ₽/90 дн
1873143362,4838OO2XNCXV,"Картриджи DS 712 для принтеров HP DesignJet Studio, DJ Studio Steel, DJ T210, DJ T230",True,12.0,2,10000-500000 / Все,336,6,1.79,8.4,50.61,69,2.0,41412.0,0.1,33.33,20,5,42.73,2.0,41412.0,1267,131,0,0,67.0000000000000000,28,407,0,4331,6,2,41412.0000,4,72837.0000,4,72837.0000,4,0,0.0,2026-08-10,8,0,24195.0,,22.73,17.7,5498.58,0.031,133.1,95.4,83.4,bid_up,A,реклама окупается (ДРР 0.1 %); сам продаёт 72 837 ₽/90 дн
1888949338,4794GBA7UK0X,"Картриджи DS W2120A-W2123A для принтеров HP Color LaserJet M554, LJ-M555, LJ M578",True,8.0,1,Все,278,9,3.24,8.4,75.19,103,2.0,45396.0,0.2,22.22,20,2,12.19,0.0,0.0,10137,106,0,11555,88.6666666666666667,16,131,0,10184,6,2,45396.0000,2,45396.0000,2,45396.0000,2,0,0.0,2026-08-03,15,0,24402.0,,23.11,18.1,5639.67,0.031,137.1,99.2,91.2,bid_up,A,реклама окупается (ДРР 0.2 %); сам продаёт 45 396 ₽/90 дн
2698086971,6409ZEMQ4799,Картридж DS TK-5450B для принтеров Kyocera ECOSYS MA2600cfx черный,True,13.0,1,от 0 до 3000,161,6,3.73,8.8,52.65,72,1.0,3618.0,1.5,16.67,22,6,52.65,1.0,3618.0,246,186,0,0,38.0000000000000000,26,611,0,15045,7,5,34602.0000,14,84695.0000,18,109153.0000,10,0,0.0,2026-08-12,6,0,3910.0,,26.78,21.8,1046.94,0.0281,23.9,18.5,5.5,bid_up,A,реклама окупается (ДРР 1.5 %); сам продаёт 84 695 ₽/90 дн
1873179620,0898BJH5U125,"Картриджи DS 655 для принтеров HP DeskJet Ink Advantage 4625, DJ 3525, DJ 4615, DJ 5525, DJ 6525",True,11.0,1,Все,2114,65,3.07,10.4,675.72,921,4.0,9482.0,7.1,6.15,22,45,459.63,3.0,7092.0,67608,1405,0,8214,36.0000000000000000,33,2495,0,89779,7,8,18964.0000,20,49287.0000,21,52115.0000,22,1,4.5,2026-08-12,6,0,2803.0,,34.21,29.2,958.86,0.0281,23.0,19.1,8.1,bid_up,A,реклама окупается (ДРР 7.1 %); сам продаёт 49 287 ₽/90 дн
2681730433,6400WSWJYDDR,"Картридж DS W2300A для принтеров HP Color LaserJet Pro 4203cdn, 4303dw черный",True,9.0,1,Все,538,9,1.67,8.5,76.70,105,2.0,7126.0,1.1,22.22,22,9,76.70,1.0,3553.0,8127,181,0,5176,88.5000000000000000,46,373,0,11111,7,4,14272.0000,12,41899.0000,12,41899.0000,12,1,8.3,2026-08-10,8,0,4373.0,,28.04,23.0,1226.37,0.0281,28.3,22.1,13.1,bid_up,A,реклама окупается (ДРР 1.1 %); сам продаёт 41 899 ₽/90 дн
1883106519,2187VWKJBIQI,"Картриджи DS №953XL для принтеров HP OfficeJet Pro 7720, OfficeJet Pro 7730",True,8.0,1,Все,1695,51,3.01,8.2,420.14,573,1.0,4246.0,9.9,1.96,22,36,291.91,0.0,0.0,19553,678,0,2494,37.2500000000000000,31,1127,0,28176,7,4,19318.0000,9,41440.0000,10,45945.0000,13,3,23.1,2026-08-17,1,0,5180.0,,27.26,22.3,1411.97,0.019,22.0,17.1,9.1,bid_up,A,реклама окупается (ДРР 9.9 %); сам продаёт 41 440 ₽/90 дн
