account,sku,offer_id,name,campaign,bid_now,bid_new,ceiling,margin_pct,qty_90d,revenue_90d
oz_acc1,2790290326,6575,"Картриджи PGI-35Bk-CLI-36 для принтеров Canon Pixma iP100, P",Эксперимент1,8.0,24,97.1,37.5,5,9243
oz_acc2,1822591692,0006YXQCZJWS,"Картриджи DS 731 для принтеров Canon i-SENSYS LBP-7100Cn, LB",Все,8.0,24,187.6,25.6,1,9242
oz_acc2,1822591692,0006YXQCZJWS,"Картриджи DS 731 для принтеров Canon i-SENSYS LBP-7100Cn, LB",5000-10000,12.0,36,187.6,25.6,1,9242
oz_acc1,4527395867,55871,Картридж для HP LaserJet Pro MFP 4104dw,от 5000 до 10000,12.0,29,82.8,27.4,1,9240
oz_acc1,4527395867,55871,Картридж для HP LaserJet Pro MFP 4104dw,Эксперимент1,8.0,24,82.8,27.4,1,9240
oz_acc1,1261466769,4749,"Картридж W1470X для принтеров HP LaserJet M610dn, M611dn, M6",от 5000 до 10000,13.0,33,95.0,29.5,1,9215
oz_acc1,1261466769,4749,"Картридж W1470X для принтеров HP LaserJet M610dn, M611dn, M6",Эксперимент1,9.0,27,95.0,29.5,1,9215
oz_acc1,3557209600,6441,Картридж C-EXV64 для принтеров Canon imageRUNNER ADVANCE C39,от 5000 до 10000,12.0,34,98.2,28.8,1,9214
oz_acc2,1883232223,1384BECBUKD6,"Картридж DS 731H для принтеров Canon i-SENSYS LBP-7100Cn, LB",Все,8.0,17,49.3,29.3,3,9202
oz_acc2,1883232223,1384BECBUKD6,"Картридж DS 731H для принтеров Canon i-SENSYS LBP-7100Cn, LB",от 0 до 3000,12.0,17,49.3,29.3,3,9202
oz_acc1,1155649247,0765,Картридж CB380A для принтеров HP Color LaserJet CP6015N черн,от 5000 до 10000,12.0,36,206.7,27.7,1,9124
oz_acc1,4480825167,08601,Картридж для Kyocera TASKalfa 3500i,от 5000 до 10000,12.0,31,88.4,28.1,1,9102
oz_acc1,4480825167,08601,Картридж для Kyocera TASKalfa 3500i,Эксперимент1,8.0,24,88.4,28.1,1,9102
oz_acc2,2054446984,5767C5CCNO1A,Картридж DS W2300X для принтеров HP Color LaserJet Pro 4203c,3000-5000,12.0,17,48.8,31.0,2,9078
oz_acc2,1882827759,3762RAYGQ2NL,"Картридж DS TN-14 для принтеров Brother DCP-L2551dn, HL-L237",Все,8.0,11,31.9,30.2,4,9064
oz_acc1,1153410168,1242,"Картридж PFI-102MBK для принтеров Canon iPF 650, iPF500 черн",Эксперимент1,9.0,23,64.9,33.6,2,9042
oz_acc1,1153736828,1982,"Картридж 006R01223 для принтеров Xerox DC240, DC250, WC7655,",Эксперимент1,8.0,24,215.2,27.3,1,9036
oz_acc1,3199375091,3741,"Чернила GT51-GT52 для принтеров HP DeskJet GT5810, DeskJetGT",от 1000-2000,12.0,24,69.1,38.4,5,8965
oz_acc1,1153731408,1995,Фотобарабан DR-311C DU для принтеров Konica Minolta Bizhub C,от 5000 до 10000,12.0,36,230.8,28.4,1,8919
oz_acc1,874374365,4244,"Картридж 006R01532 для принтеров Xerox и ColorDCP-550, Color",Эксперимент1,8.0,24,200.4,29.1,1,8872
oz_acc1,873320543,3801,"Картридж №913A BK для принтеров HP PageWide 377, PW Color 35",от 2000 до 5000,13.0,21,60.9,32.0,2,8845
oz_acc1,1261464561,4830,"Фотобарабан W1104A для принтеров HP Neverstop 1200 a, 1000a ",от 5000 до 10000,12.0,30,86.4,27.3,1,8831
oz_acc1,4493509040,21352,Картридж для Kyocera Ecosys M5526cdw,Эксперимент1,8.0,24,79.4,34.9,4,8816
oz_acc1,4527388317,52877,Картридж для Deli M2500ADNW,от 2000 до 5000,12.0,36,112.4,30.2,2,8812
oz_acc1,4527388317,52877,Картридж для Deli M2500ADNW,Эксперимент1,8.0,24,112.4,30.2,2,8812
oz_acc2,3223305600,6791APS96UGD,"Картриджи DS 067H для принтеров Canon i-SENSYS LBP-631CW, LB",Все,8.0,24,182.2,25.5,1,8786
oz_acc2,1873179228,0932O0F43R0Z,Картриджи DS T2621XL-T2634XL для принтеров Epson Expression ,Все,7.0,21,78.2,33.0,4,8702
oz_acc2,1873179228,0932O0F43R0Z,Картриджи DS T2621XL-T2634XL для принтеров Epson Expression ,от 0 до 3000,12.0,27,78.2,33.0,4,8702
oz_acc2,1822891345,0068RHS52FUP,Картриджи DS 934XL-935XL для принтеров HP OfficeJet Pro 6230,Все,8.0,24,115.9,30.7,2,8662
oz_acc2,1822891345,0068RHS52FUP,Картриджи DS 934XL-935XL для принтеров HP OfficeJet Pro 6230,от 0 до 3000,12.0,36,115.9,30.7,2,8662
oz_acc1,930626406,3056,"Картридж CF451A C для принтеров HP и Color LJ M652, LJ-M653,",Эксперимент1,8.0,24,220.1,28.3,1,8648
oz_acc2,1883150746,3770QCT7GIIR,Картриджи DS W2070X-W2073X для принтеров HP Color Laser 150a,Все,10.0,16,44.4,25.6,1,8604
oz_acc1,873320481,3745,"Картридж 408184 для принтеров Ricoh Aficio SPC360, SPC361 че",от 2000 до 5000,13.0,39,133.5,31.6,2,8564
oz_acc1,930633557,1195,Картридж CF301A для принтеров HP и Color LJ Flow M880z голуб,Эксперимент1,8.0,24,93.0,28.4,1,8542
oz_acc1,1261503614,4722,Картридж MPC2503 для принтеров Ricoh Aficio MPC2003 пурпурны,от 5000 до 10000,12.0,36,176.6,29.5,1,8523
oz_acc2,1999165699,5892AIOMGWL8,Картридж DS PFI-030MBK для принтеров Canon imagePROGRAF TM-2,Все,8.0,16,46.5,26.2,1,8521
oz_acc1,2203344720,3608,"Картриджи 045 для принтеров Canon i-SENSYS LBP-611, LBP613, ",от 5000 до 10000,12.0,30,84.6,27.6,1,8517
oz_acc2,1883152786,5587RK09J8DU,"Картридж DS W1520A для принтеров HP LaserJet 4004, LJ 4104fd",Все,8.0,17,49.3,25.9,1,8465
oz_acc1,1129396126,4641,Картридж TNP-51K для принтеров Konica Minolta Bizhub C3110 ч,Эксперимент1,8.0,24,79.5,30.1,1,8441
oz_acc1,1153395894,0832,"Фотобарабан C-EXV14 DU для принтеров Canon iR 2318L, iR 2320",Эксперимент1,8.0,24,186.9,28.8,1,8400
oz_acc2,2838965241,6278RTT063C4,"Картридж DS PFI-030M для принтеров Canon imagePROGRAF TA-20,",Все,8.0,18,52.1,30.2,1,8394
oz_acc1,866443377,1608,"Картридж CLT-Y609S для принтеров Samsung CLP-770, CLP 770ND ",Эксперимент1,8.0,24,90.0,29.4,1,8383
oz_acc1,984583830,4638,"Картридж 652XL Bk для принтеров HP и DeskJet 3636, DeskJet 3",Эксперимент1,8.0,20,57.9,31.7,2,8359
oz_acc1,3152787996,5376,"Картридж 069H для принтеров Canon i-SENSYS LBP-673Cdw, MF752",от 2000 до 5000,15.0,45,129.3,31.9,2,8304
oz_acc1,930617704,2427,Картридж MPC2503C для принтеров Ricoh Aficio MPC2003 голубой,Эксперимент1,9.0,13,38.2,29.8,2,8298
oz_acc1,3656357998,6886,"Картридж TK-1245 Азия для принтеров Kyocera MA2000, MA2001 ч",от 1000-2000,14.0,24,69.0,33.1,4,8273
oz_acc1,3656357998,6886,"Картридж TK-1245 Азия для принтеров Kyocera MA2000, MA2001 ч",Эксперимент1,8.0,24,69.0,33.1,4,8273
oz_acc2,1873186748,5241SSMF1NB9,"Картридж DS 069H для принтеров Canon i-SENSYS LBP673Cdw, MF7",Все,9.0,27,130.7,31.4,2,8269
oz_acc1,1586847014,5499,"Картридж 842454 для принтеров Ricoh IM C2500, IM-C2000 черны",от 2000 до 5000,12.0,23,64.8,34.5,2,8266
oz_acc1,1586847014,5499,"Картридж 842454 для принтеров Ricoh IM C2500, IM-C2000 черны",Эксперимент1,8.0,23,64.8,34.5,2,8266
oz_acc1,1153751605,2188,"Картридж 973XLBK для принтеров HP PageWide Pro 452dw, PW P55",Эксперимент1,8.0,24,197.3,28.9,1,8161
oz_acc1,1556487343,5447,"Картридж TK-3440 для принтеров Kyocera и ECOSYS MA6000ifx, P",Эксперимент1,8.0,24,83.2,29.3,1,8089
oz_acc1,4504236193,239327,Комплект картриджей для Canon SELPHY CP1000,от 5000 до 10000,12.0,35,101.3,31.5,1,8080
oz_acc1,4504236193,239327,Комплект картриджей для Canon SELPHY CP1000,Эксперимент1,8.0,24,101.3,31.5,1,8080
oz_acc1,1261505490,4721,Картридж MPC2503 для принтеров Ricoh Aficio MPC2003 желтый,Эксперимент1,8.0,24,73.4,29.4,1,8076
oz_acc1,873319916,3876,"Картридж C250 Y для принтеров Ricoh и M-C250FWB, P-C300W жел",Эксперимент1,8.0,24,179.4,28.4,1,8032
oz_acc1,1163041193,2113,"Картридж MX23GTMA для принтеров Sharp MX-1810U, MX 2010U, MX",Эксперимент1,8.0,24,77.6,28.1,1,7985
oz_acc1,4480825295,08602,Картридж для Kyocera TASKalfa 3501i,Эксперимент1,8.0,24,88.4,28.1,1,7943
oz_acc1,4543080042,63832,Картридж для BP2300,Эксперимент1,8.0,24,93.4,32.1,1,7934
oz_acc1,864225394,0981,"Фотобарабан 44574302 DU для принтеров OKI Data-B411, Data B4",от 5000 до 10000,12.0,28,79.9,30.2,1,7917
oz_acc1,873313750,3617,"Фотобарабан 101R00664 DU для принтеров Xerox B-205, B 210, B",от 2000 до 5000,18.0,31,88.4,34.2,4,7910
oz_acc1,873313750,3617,"Фотобарабан 101R00664 DU для принтеров Xerox B-205, B 210, B",Эксперимент1,8.0,24,88.4,34.2,4,7910
oz_acc1,653119669,0859,"Картридж TN-245Y для принтеров Brother DCP-9020cdw, HL-3140c",Эксперимент1,9.0,27,77.0,32.9,3,7896
oz_acc1,904483826,3875,"Картридж C250 M для принтеров Ricoh и M-C250FWB, P-C300W пур",Эксперимент1,8.0,24,84.3,29.5,1,7883
oz_acc1,1716069449,4646,Картридж TK-8545K для принтеров Kyocera TASKalfa 4054ci черн,от 10000 до 500 тыс,13.0,39,271.5,29.0,1,7880
oz_acc2,2681743534,6402KZREKLRR,Картридж DS W2302A для принтеров HP Color LaserJet Pro 4203c,Все,8.0,24,125.1,29.9,2,7847
oz_acc1,3735008554,6941,Бункер отработанного тонера 008R13061 для принтеров Xerox Wo,Эксперимент1,8.0,24,71.7,32.2,1,7824
oz_acc1,1261564116,5280,Картриджи 378XL-478XL для принтеров Epson Expression XP 1500,Эксперимент1,8.0,24,81.7,30.2,1,7822
oz_acc2,2681735081,6401OUYKSFHU,Картридж DS W2301A для принтеров HP Color LaserJet Pro 4203c,Все,8.0,24,125.0,29.9,2,7719
oz_acc1,2916222439,6640,Фотобарабан + картридж KX-FAD93A DU+KX-FAT92A для принтеров ,Эксперимент1,8.0,24,82.8,27.0,1,7713
oz_acc1,1155648923,0264,Картридж 106R01413 для принтеров Xerox WorkCentre 5222 черны,от 2000 до 5000,13.0,39,118.5,32.5,2,7690
oz_acc1,652488017,3227,"Картридж W2033X для принтеров HP Color LaserJet M454dn, LJ P",Эксперимент1,9.0,27,108.8,29.8,2,7679
oz_acc1,652468931,3226,"Картридж W2032X для принтеров HP Color LaserJet M454dn, LJ P",Эксперимент1,9.0,27,105.4,29.6,2,7657
oz_acc2,1885402063,1310KN9ZKD6V,"Картридж DS 52D5H00 для принтеров Lexmark MS810de, MS810dn ч",Все,9.0,14,40.7,30.2,1,7633
oz_acc2,1888908099,3743W1DRDAJ5,Фотобарабан DS 113R00782 DU для принтеров Xerox VersaLink C7,Все,8.0,24,141.5,28.0,1,7576
oz_acc2,1888908099,3743W1DRDAJ5,Фотобарабан DS 113R00782 DU для принтеров Xerox VersaLink C7,5000-10000,12.0,36,141.5,28.0,1,7576
oz_acc1,4451994850,02774,Картридж для Samsung ML-2950NDR,от 2000 до 5000,12.0,36,106.7,33.1,2,7572
oz_acc1,4451994850,02774,Картридж для Samsung ML-2950NDR,Эксперимент1,8.0,24,106.7,33.1,2,7572
oz_acc2,1888929025,4770GICB01QJ,"Картридж DS M21-750499 для принтеров Brady BMP 21-LAB, BMP 2",Все,9.0,27,103.5,30.9,2,7546
oz_acc1,4543081216,64093,Картридж для Kyocera ECOSYS MA2600cfx,Эксперимент1,8.0,24,111.4,34.2,1,7541
oz_acc2,1888929362,4771I1OM9Z2L,"Картридж DS M21-750595WT для принтеров Brady BMP 21-LAB, BMP",Все,9.0,27,97.9,32.0,3,7518
oz_acc1,870872628,2426,Картридж MPC2503K для принтеров Ricoh Aficio MPC2003 черный,от 2000 до 5000,14.0,37,104.3,29.8,2,7508
oz_acc2,2681761215,6403M833D4CN,Картридж DS W2303A для принтеров HP Color LaserJet Pro 4203c,Все,8.0,24,125.1,29.9,2,7488
oz_acc1,866442949,1416,"Фотобарабан FAD422A DU для принтеров Panasonic KX-2270, KX 2",от 5000 до 10000,13.0,39,187.0,29.1,1,7472
oz_acc1,3557211044,6515,Картриджи TK-5430 для принтеров Kyocera ECOSYS MA2100cwfx,Эксперимент1,8.0,24,75.7,31.0,1,7470
oz_acc1,930630822,2225,"Картридж MLT-D709S для принтеров Samsung SCX-8123ND, SCX-812",от 5000 до 10000,12.0,36,209.3,27.4,1,7462
oz_acc2,1873148187,4745KUX7HNVA,"Картридж DS CL-461XL для принтеров Canon Pixma MG5740, Pixma",Все,8.0,19,55.0,31.6,1,7442
oz_acc2,1873148187,4745KUX7HNVA,"Картридж DS CL-461XL для принтеров Canon Pixma MG5740, Pixma",3000-5000,12.0,19,55.0,31.6,1,7442
oz_acc2,2138962079,6205K4NSYG96,"Картридж DS №62XL для принтеров HP Envy 5540, Envy5541, Offi",Все,8.0,19,54.9,30.6,1,7406
oz_acc1,3350077611,0916,Картриджи T0870-T0879 для принтеров Epson Stylus Photo R1900,от 2000 до 5000,12.0,36,116.3,32.6,2,7326
oz_acc1,1155649313,1268,Картриджи T0591-T0598 для принтеров Epson Stylus Photo R2400,от 5000 до 10000,13.0,39,204.7,31.2,1,7320
oz_acc1,1719285984,5720,"Картридж 006R04370 для принтеров Xerox C310, C315 пурпурный",от 2000 до 5000,13.0,39,134.0,34.5,2,7310
oz_acc2,1916282014,3854QQD7C3IF,"Чернила DS №101 для принтеров Epson L 4160, L-4167, L 6170, ",Все,9.0,22,63.7,32.2,4,7296
oz_acc2,1916282014,3854QQD7C3IF,"Чернила DS №101 для принтеров Epson L 4160, L-4167, L 6170, ",от 0 до 3000,12.0,22,63.7,32.2,4,7296
oz_acc1,653325369,1328,"Картридж CLT-K404S для принтеров Samsung SL-C480W, SL-C430, ",Эксперимент1,9.0,27,95.4,36.5,3,7286
oz_acc2,2241950954,4368I15TU58O,Картриджи DS №46 для принтеров HP DeskJet Ink Advantage Ultr,Все,8.0,19,54.9,27.9,1,7270
oz_acc2,2241950954,4368I15TU58O,Картриджи DS №46 для принтеров HP DeskJet Ink Advantage Ultr,5000-10000,12.0,19,54.9,27.9,1,7270
oz_acc1,1719288406,5721,"Картридж 006R04371 для принтеров Xerox C310, C315 желтый",от 2000 до 5000,12.0,36,139.1,34.5,2,7240
oz_acc2,1873179807,0992NWJBJKPG,"Картридж DS 44469809 для принтеров OKI C310dn, c310n, c330, ",Все,10.0,29,81.9,31.8,3,7220
oz_acc2,1873179807,0992NWJBJKPG,"Картридж DS 44469809 для принтеров OKI C310dn, c310n, c330, ",от 0 до 3000,14.0,29,81.9,31.8,3,7220
oz_acc1,4527409163,57673,Картридж для HP Color LaserJet Pro 4203dn,от 2000 до 5000,12.0,29,81.5,32.7,1,7116
oz_acc1,4527409163,57673,Картридж для HP Color LaserJet Pro 4203dn,Эксперимент1,8.0,24,81.5,32.7,1,7116
oz_acc2,1873140805,1435DOH4EJVO,"Картриджи DS LC-1280XL для принтеров Brother MFC-J5910DW, MF",Все,8.0,24,88.1,33.9,3,7102
oz_acc1,3556714395,4770,"Картридж M21-750499 для принтеров Brady BMP 21-LAB, BMP 21-P",от 2000 до 5000,12.0,36,106.6,33.1,2,7096
oz_acc1,3556714395,4770,"Картридж M21-750499 для принтеров Brady BMP 21-LAB, BMP 21-P",Эксперимент1,8.0,24,106.6,33.1,2,7096
oz_acc1,4527401999,56181,Тонер-картридж для Kyocera ECOSYS MA4500ifx,от 2000 до 5000,12.0,35,101.4,31.9,2,7094
oz_acc1,4527401999,56181,Тонер-картридж для Kyocera ECOSYS MA4500ifx,Эксперимент1,8.0,24,101.4,31.9,2,7094
oz_acc1,3199344922,3076,"Картридж №727 для принтеров HP DesignJet T1500, DJ-T1530, DJ",от 5000 до 10000,12.0,32,92.3,31.3,1,7079
oz_acc1,930640391,0714,"Картридж 718 BK для принтеров Canon i-SENSYS MF8580Cdw, LBP7",Эксперимент1,10.0,30,107.3,32.8,2,7018
oz_acc1,1165086536,2780,Картридж 46507520 для принтеров OKI и C612 черный,Эксперимент1,8.0,24,259.0,28.6,1,6965
oz_acc2,1916256253,2986FYFYBLUB,"Фотобарабан DS CLT-R406 DU для принтеров Samsung CLP-360, CL",Все,8.0,15,44.0,28.2,1,6935
oz_acc1,4492324288,20554,Картридж для Ricoh Aficio MP4002,Эксперимент1,8.0,24,68.7,29.3,1,6917
oz_acc2,1873228571,4265NLY0MYE4,"Картридж DS 006R01702 для принтеров Xerox AltaLink C8030, C8",Все,8.0,16,46.8,29.3,1,6912
oz_acc2,1873228571,4265NLY0MYE4,"Картридж DS 006R01702 для принтеров Xerox AltaLink C8030, C8",3000-5000,12.0,16,46.8,29.3,1,6912
oz_acc1,1650449623,5520,"Картридж 071 для принтеров Canon i-SENSYS LBP120, LBP122dw, ",от 2000 до 5000,13.0,34,97.1,33.7,3,6831
oz_acc1,1650449623,5520,"Картридж 071 для принтеров Canon i-SENSYS LBP120, LBP122dw, ",Эксперимент1,8.0,24,97.1,33.7,3,6831
oz_acc2,2241869185,5602DRLNNC9U,"Картридж DS D320T24KK для принтеров Катюша D320, D330 черный",Все,8.0,16,46.2,29.0,1,6814
oz_acc2,2241869185,5602DRLNNC9U,"Картридж DS D320T24KK для принтеров Катюша D320, D330 черный",10000-500000,12.0,16,46.2,29.0,1,6814
oz_acc1,4527387470,53395,Картридж для HP LaserJet M2727nf,от 2000 до 5000,12.0,36,103.6,33.8,2,6807
oz_acc1,4527387470,53395,Картридж для HP LaserJet M2727nf,Эксперимент1,8.0,24,103.6,33.8,2,6807
oz_acc1,3681683401,3015,"Картридж 51B5H00 для принтеров Lexmark MS417dn, MS517dn, MS6",Эксперимент1,8.0,24,117.0,32.4,2,6770
oz_acc2,2615779506,6383U0DH5KU6,Картридж DS TL-C2310H для принтеров BM2300 черный,Все,8.0,20,57.7,31.3,1,6750
oz_acc2,1885401826,4648SEV1D4NU,Картридж DS TK-8545M для принтеров Kyocera TASKalfa 4054ci п,Все,9.0,18,52.1,27.6,1,6727
oz_acc1,4527409650,57675,Картридж для HP Color LaserJet Pro MFP 4303dw,от 2000 до 5000,12.0,27,77.8,31.4,1,6670
oz_acc1,4527409650,57675,Картридж для HP Color LaserJet Pro MFP 4303dw,Эксперимент1,8.0,24,77.8,31.4,1,6670
oz_acc1,930613025,0607,Картридж 106R01415 для принтеров Xerox Phaser 3435 черный,от 2000 до 5000,12.0,36,102.2,29.0,1,6626
oz_acc1,1268514030,4746,"Картридж PG-460XL для принтеров Canon Pixma MG5740, Pixma MG",Эксперимент1,8.0,24,80.0,31.9,1,6575
oz_acc1,4515704911,33831,Фотобарабан для Canon iR-2204,Эксперимент1,8.0,24,89.8,30.3,1,6573
oz_acc2,1873181625,5343U734GKWN,Картридж DS ML-1520 для принтеров Samsung ML-1510 черный,Все,8.0,24,110.2,32.5,2,6567
oz_acc2,3574082881,6858HSIK9JR0,"Картридж DS TK-1200L для принтеров Kyocera EcoSys M2235, M27",Все,9.0,13,36.8,28.9,2,6556
oz_acc2,2129696478,6120B7DYH9BV,"Фотобарабан DS DR-2405 для принтеров Brother DCP-L2535DW, DC",Все,8.0,24,90.5,28.7,2,6489
oz_acc1,4458672358,03063,Картридж для HP DeskJet 940,Эксперимент1,8.0,24,79.3,33.6,1,6475
oz_acc1,1220115348,3818,"Картридж SPC250HC для принтеров Ricoh и MC250FW, PC301W голу",Эксперимент1,9.0,27,191.3,29.3,1,6435
oz_acc1,1153791237,2787,"Картридж 45862850 для принтеров OKI и MC 873, MC853 пурпурны",Эксперимент1,9.0,27,233.2,27.7,1,6411
oz_acc2,1822893294,0099B4APSS79,"Картриджи DS 56-57 для принтеров HP DeskJet 450cbi, DeskJet4",Все,8.0,16,44.5,31.2,1,6404
oz_acc1,2912312752,6625,Фотобарабан + картридж DR-12 DU+TN-14 для принтеров Brother ,от 2000 до 5000,12.0,36,105.9,28.7,2,6392
oz_acc1,4451927942,01191,Картридж для Kyocera FS-1028MFP,от 1000-2000,12.0,19,54.8,31.2,3,6366
oz_acc1,4451927942,01191,Картридж для Kyocera FS-1028MFP,Эксперимент1,8.0,19,54.8,31.2,3,6366
oz_acc1,1692352035,5288,"Картридж T2 для принтеров Deli M2000DW, P2000DW черный",от 2000 до 5000,13.0,39,126.9,32.5,2,6362
oz_acc1,1692352035,5288,"Картридж T2 для принтеров Deli M2000DW, P2000DW черный",Эксперимент1,9.0,27,126.9,32.5,2,6362
oz_acc2,1873143469,3898VI3V3HR7,"Картридж DS №912XL Bk для принтеров HP OfficeJet 8012, Offic",Все,8.0,24,82.1,33.1,3,6348
oz_acc2,1873143469,3898VI3V3HR7,"Картридж DS №912XL Bk для принтеров HP OfficeJet 8012, Offic",от 0 до 3000,12.0,29,82.1,33.1,3,6348
oz_acc1,930625454,0752,"Картридж CE250X для принтеров HP Color LaserJet CM3530, LJ C",Эксперимент1,8.0,21,60.8,30.1,1,6340
oz_acc2,1822894279,0155IGU5PRMX,"Картриджи DS T0731-T0734 для принтеров Epson Stylus C110, St",Все,7.0,21,59.2,30.8,2,6335
oz_acc1,652454564,0052,"Картридж CB540A для принтеров HP и Color LaserJet CM1300, LJ",Эксперимент1,8.0,24,115.3,34.0,2,6323
oz_acc2,1883217101,2337TU5A3ZJ7,"Фотобарабан DS DR-3400 DU для принтеров Brother DCP-L5500, D",от 0 до 3000,12.0,34,96.7,29.3,2,6302
oz_acc1,4451994911,02773,Картридж для Samsung ML-2950ND,Эксперимент1,8.0,24,115.9,35.5,2,6300
oz_acc1,870872386,2343,"Картридж 106R03488 для принтеров Xerox Phaser 6510, WC 6515 ",Эксперимент1,8.0,24,81.7,31.3,3,6297
oz_acc2,2558114613,6308AUNHMHK7,"Картридж DS TN-2455 для принтеров Brother DCP-L2550DW, HL L2",Все,8.0,15,43.6,30.1,3,6297
oz_acc2,2558114613,6308AUNHMHK7,"Картридж DS TN-2455 для принтеров Brother DCP-L2550DW, HL L2",от 0 до 3000,12.0,15,43.6,30.1,3,6297
oz_acc2,1883154245,3532Y06YBLDP,"Картриджи DS 106R04349 (2 шт.) для принтеров Xerox B-205, B ",Все,8.0,17,47.4,28.4,1,6292
oz_acc2,1873178508,2139UYK2L22O,"Картриджи DS TK-5240 для принтеров Kyocera Ecosys M5526cdn, ",Все,8.0,14,39.2,25.5,1,6287
oz_acc1,4527395045,55215,Картридж для Canon i-SENSYS MF275dw,от 2000 до 5000,12.0,36,103.9,34.0,2,6245
oz_acc1,4527395045,55215,Картридж для Canon i-SENSYS MF275dw,Эксперимент1,8.0,24,103.9,34.0,2,6245
oz_acc1,864225908,1312,"Картридж 60F5H00 для принтеров Lexmark MX310dn, MX410de, MX5",от 2000 до 5000,14.0,36,102.0,31.3,2,6230
oz_acc1,864225908,1312,"Картридж 60F5H00 для принтеров Lexmark MX310dn, MX410de, MX5",Эксперимент1,10.0,30,102.0,31.3,2,6230
oz_acc2,1873187020,0962N7EUJNS1,"Картриджи DS 711 для принтеров HP DesignJet T120, DJ-T125, D",Все,11.0,33,110.2,31.2,2,6222
oz_acc1,4515703504,32621,Картридж для M6550NW,Эксперимент1,8.0,24,91.4,33.4,2,6171
oz_acc1,3557211049,6787,"Картридж 067H для принтеров Canon i-SENSYS LBP-631CW, LBP633",от 2000 до 5000,12.0,36,106.7,34.0,2,6150
oz_acc2,1883150157,4971Q60JNSBM,Картриджи DS CLI-42 для принтеров Canon Pixma PRO-100 набор ,Все,8.0,16,45.5,28.4,1,6101
oz_acc2,1883150157,4971Q60JNSBM,Картриджи DS CLI-42 для принтеров Canon Pixma PRO-100 набор ,5000-10000,12.0,16,45.5,28.4,1,6101
oz_acc1,2909671248,6618,Фотобарабан + картридж CE314A+CE310A-CE313A черный,от 5000 до 10000,12.0,27,77.7,29.0,1,6095
oz_acc1,1547263851,4573,"Картридж LK5WBN для принтеров Epson LabelWorks 1000P, LW 400",Эксперимент1,8.0,24,99.0,34.9,2,6050
oz_acc1,4543086814,69492,Картридж для BM1800W,от 5000 до 10000,12.0,29,82.8,31.1,1,6049
oz_acc1,4543086814,69492,Картридж для BM1800W,Эксперимент1,8.0,24,82.8,31.1,1,6049
oz_acc1,904484060,3970,"Картридж 47095708 для принтеров OKI Data C824, Data C834 чер",Эксперимент1,8.0,24,84.6,30.7,1,6042
oz_acc1,4451990235,02521,Картридж для Xerox Phaser 3100,от 2000 до 5000,12.0,20,58.2,29.6,1,6040
oz_acc1,1897483981,5884,"Картридж T-2323E для принтеров Toshiba e Studio 2329, eStudi",от 2000 до 5000,12.0,35,100.4,32.8,2,6006
oz_acc1,4450870372,001812,Картридж для Canon FC-208,от 2000 до 5000,12.0,27,76.6,35.6,1,5974
oz_acc1,4450870372,001812,Картридж для Canon FC-208,Эксперимент1,8.0,24,76.6,35.6,1,5974
oz_acc1,1153798915,2884,"Картридж C-EXV49C для принтеров Canon iR Advance C3320, iR A",от 2000 до 5000,12.0,36,151.5,32.8,1,5951
oz_acc1,904483591,3116,"Картридж LC-665XLM для принтеров Brother MFC-J2320, MFC-J272",Эксперимент1,7.0,21,66.2,36.0,3,5882
oz_acc1,4543090802,68474,Картридж для HP LaserJet Managed E42540,Эксперимент1,8.0,22,62.2,31.5,1,5865
oz_acc1,930634144,0207,"Картридж CE390X для принтеров HP LaserJet M4555, M602dn, M60",Эксперимент1,8.0,24,158.2,28.7,1,5864
oz_acc1,1744145207,5734,"Картридж BPGT20CA для принтеров Sharp и C-CUBE-BP10Р 20EU, B",от 2000 до 5000,12.0,36,251.9,31.0,1,5859
oz_acc1,900989003,0429,"Картридж C4129X для принтеров HP LaserJet 5000, LJ 5100 черн",от 5000 до 10000,12.0,27,77.7,30.8,1,5850
oz_acc1,1153745137,2112,"Картридж MX23GTCA для принтеров Sharp MX-1810U, MX 2010U, MX",Эксперимент1,8.0,24,82.8,28.3,1,5824
oz_acc1,866442967,1412,"Картридж TK-8305Bk для принтеров Kyocera TASKalfa 3050i, TAS",Эксперимент1,8.0,24,91.7,31.3,1,5797
oz_acc1,863387569,2178,"Картридж 040H C для принтеров Canon i-SENSYS LBP-710CX, LBP7",Эксперимент1,9.0,27,84.1,31.0,1,5783
oz_acc1,1163041012,2114,"Картридж MX23GTYA для принтеров Sharp MX-1810U, MX 2010U, MX",Эксперимент1,8.0,24,70.6,29.7,1,5774
oz_acc1,906495720,1262,"Картридж T0791 для принтеров Epson Stylus Photo PX830FWD, St",Эксперимент1,8.0,12,34.8,45.3,8,5756
oz_acc1,863431275,02471,Картридж для Brother HL-2035R,Эксперимент1,8.0,24,86.4,35.6,3,5724
oz_acc1,1692505542,5618,"Картридж TK-3300 для принтеров Kyocera и ECOSYS MA4500ifx, M",от 2000 до 5000,12.0,36,107.3,33.5,2,5716
oz_acc1,904479374,2611,"Чернила T664 для принтеров Epson L100, L110, L130, L1300, L2",от 1000-2000,12.0,23,64.4,34.2,3,5709
oz_acc2,1873144736,1285ULYEZMOV,"Картридж DS TN-3480 для принтеров Brother DCP-L5500dn, DCP L",Все,9.0,27,87.3,30.8,2,5684
