account,sku,offer_id,name,campaign,bid_now,bid_new,ceiling,margin_pct,qty_90d,revenue_90d
oz_acc2,1873140750,5309AEW585GM,"Тонер DS TN-420H для принтеров M6700D, M6800FDW, M7100DN, M7",Все,8.0,11,30.7,32.2,9,17257
oz_acc1,1692502756,5625,Картридж TK-5380C для принтеров Kyocera ECOSYS MA4000cifx го,Эксперимент1,8.0,18,50.4,29.0,4,17194
oz_acc1,930642100,0173,Картриджи 106R01335-106R01338 для принтеров Xerox Phaser 612,от 2000 до 5000,12.0,18,52.0,26.7,3,17151
oz_acc2,1888965641,5441HW08W5Z2,"Картридж DS LC-472XL M для принтеров Brother MFC-J2340DW, MF",Все,9.0,27,134.1,31.8,4,17151
oz_acc2,1888965641,5441HW08W5Z2,"Картридж DS LC-472XL M для принтеров Brother MFC-J2340DW, MF",3000-5000,14.0,42,134.1,31.8,4,17151
oz_acc2,1873143660,2156I4L1FU2Y,Картриджи DS CF540A-CF543A для принтеров HP LaserJet Pro Col,Все,8.0,15,43.1,25.2,2,17042
oz_acc1,866443531,1604,"Картридж CLT-K609S для принтеров Samsung и CLP-770, CLP 770N",Эксперимент1,10.0,30,90.7,29.1,2,17005
oz_acc1,2723036342,6483,"Картриджи MX-23GT для принтеров Sharp MX-1810U, MX 2010U, MX",от 10000 до 500 тыс,14.0,42,634.4,28.7,1,16953
oz_acc1,2723036342,6483,"Картриджи MX-23GT для принтеров Sharp MX-1810U, MX 2010U, MX",Эксперимент1,8.0,24,634.4,28.7,1,16953
oz_acc2,1873185027,4267HXSEKQY7,"Картридж DS 006R01704 для принтеров Xerox AltaLink C8030, C8",Все,10.0,17,48.0,29.9,3,16731
oz_acc1,2695197286,6428,"Картриджи TN-512 для принтеров Konica Minolta Bizhub C454, B",от 10000 до 500 тыс,12.0,36,376.4,26.2,1,16598
oz_acc1,2695197286,6428,"Картриджи TN-512 для принтеров Konica Minolta Bizhub C454, B",Эксперимент1,8.0,24,376.4,26.2,1,16598
oz_acc1,4527402621,54392,Картридж для Brother MFC-J2340DW,от 2000 до 5000,12.0,36,151.3,35.7,4,16524
oz_acc1,4527402621,54392,Картридж для Brother MFC-J2340DW,Эксперимент1,8.0,19,53.1,35.7,4,16524
oz_acc1,1999437759,5969,"Картридж TN-2510XL для принтеров Brother DCP-L2620DWR, DCP L",от 2000 до 5000,12.0,31,87.7,34.5,8,16518
oz_acc1,930641567,0833,"Фотобарабан C-EXV18 DU для принтеров Canon IR-1018, iR 1020,",от 5000 до 10000,12.0,32,92.4,29.9,2,16346
oz_acc2,1873180915,2642V1D4GNHP,Картриджи DS TN-324 для принтеров Konica Minolta Bizhub C258,10000-500000,12.0,36,378.4,25.8,1,16346
oz_acc2,1883150321,4474WSJD4YMH,"Картридж DS 730GY для принтеров HP DesignJet T1700, DJ T1700",Все,8.0,24,343.3,25.3,1,16291
oz_acc1,873320128,3751,"Картридж 46861323 для принтеров OKI C834, C844 голубой",Эксперимент1,9.0,27,97.7,31.8,2,16264
oz_acc2,1883159538,4660H4AQOH6I,"Картридж DS M21-750423 для принтеров Brady BMP 21-LAB, BMP 2",Все,8.0,21,59.1,31.3,8,16231
oz_acc1,2708833398,6472,Фотобарабаны DR-512 для принтеров Konica Minolta Bizhub C224,от 10000 до 500 тыс,13.0,39,371.4,26.9,1,16160
oz_acc1,652558295,2293,"Картридж CF530A для принтеров HP Color LJ Pro M154 a, LJ Pro",Эксперимент1,10.0,30,111.4,37.5,6,16107
oz_acc1,3557210660,6850,"Картридж 40STB06 для принтеров F+ Imaging M40adn, M40adn20, ",Эксперимент1,8.0,24,341.5,27.1,1,16101
oz_acc2,1873179506,2451WH5YNQGK,Фотобарабан DS 50F0Z00 для принтеров Lexmark LaserPrinter MS,3000-5000,12.0,36,284.5,32.8,4,15775
oz_acc2,1873179506,2451WH5YNQGK,Фотобарабан DS 50F0Z00 для принтеров Lexmark LaserPrinter MS,5000-10000,12.0,36,284.5,32.8,4,15775
oz_acc1,1716069464,4647,Картридж TK-8545C для принтеров Kyocera TASKalfa 4054ci голу,Пустые РК,12.0,36,102.2,32.1,2,15639
oz_acc1,930621328,0871,"Картридж TK-590K для принтеров Kyocera EcoSys M6026cdn, M652",Эксперимент1,9.0,27,94.9,25.5,5,15636
oz_acc1,1692378464,5510,Блок проявки DV-512Y для принтеров Konica Minolta Bizhub 224,от 10000 до 500 тыс,13.0,39,383.0,27.2,1,15600
oz_acc1,874373782,4475,"Картридж 730PBK для принтеров HP DesignJet T1700, DJ T1700dr",Эксперимент1,8.0,24,392.9,27.7,1,15572
oz_acc2,1883148432,1876KJD3IDON,"Картридж DS PFI-107MBK для принтеров Canon iPF-670, iPF680 ч",Все,10.0,16,46.2,29.4,3,15536
oz_acc2,1883148432,1876KJD3IDON,"Картридж DS PFI-107MBK для принтеров Canon iPF-670, iPF680 ч",3000-5000,13.0,16,46.2,29.4,3,15536
oz_acc2,1883229918,1444M5NHQ8DJ,"Картриджи DS CLI-471XL для принтеров Canon Pixma MG5740, Pix",Все,8.0,24,78.8,32.5,7,15456
oz_acc1,1339737079,5344,Картридж SCX-4100 для принтеров Samsung и SCX-4100 черный,Эксперимент1,9.0,27,176.3,51.5,5,15345
oz_acc1,3785889196,6600,Картриджи TK-5480 для принтеров Kyocera ECOSYS MA2101cfx,Эксперимент1,8.0,24,118.8,27.1,1,15273
oz_acc1,1999169975,5892,"Картридж PFI-030MBK для принтеров Canon imagePROGRAF TM-240,",от 5000 до 10000,13.0,30,86.7,30.2,2,15257
oz_acc2,2695196915,6428VAH1RI8A,Картриджи DS TN-512 для принтеров Konica Minolta Bizhub C454,Все,8.0,24,355.2,25.4,1,15144
oz_acc2,2695196915,6428VAH1RI8A,Картриджи DS TN-512 для принтеров Konica Minolta Bizhub C454,10000-500000,12.0,36,355.2,25.4,1,15144
oz_acc2,1873140168,2287TTIQKQ4K,"Картриджи DS CLT-406S для принтеров Samsung CLP-360, CLP 362",Все,8.0,15,43.7,25.8,2,14952
oz_acc1,1897483846,5878,"Картридж B240HA0 для принтеров Lexmark LaserPrinter B2442, L",от 10000 до 500 тыс,13.0,39,366.2,27.5,1,14743
oz_acc1,1897483846,5878,"Картридж B240HA0 для принтеров Lexmark LaserPrinter B2442, L",Эксперимент1,8.0,24,366.2,27.5,1,14743
oz_acc1,1999321262,5940,"Картридж W1107XL для принтеров HP Laser 107A, Laser107R черн",Эксперимент1,21.0,35,100.6,34.2,6,14734
oz_acc1,653145679,0857,"Картридж TN-245C для принтеров Brother DCP-9020cdw, HL-3140c",Эксперимент1,10.0,28,78.9,34.1,6,14705
oz_acc1,1851950392,5832,Картридж W2003X для принтеров HP Color LJ M751 пурпурный,Эксперимент1,8.0,24,310.2,27.0,1,14664
oz_acc1,2031645654,6077,"Картридж TK-410 для принтеров Kyocera KM-1620, KM 1635, KM16",от 2000 до 5000,14.0,40,113.9,33.0,4,14621
oz_acc1,930631083,1151,"Картридж CF360A для принтеров HP Color LJ M552dn, LJ-M553dn,",Эксперимент1,8.0,24,73.0,32.1,3,14574
oz_acc1,1261463336,4836,"Картридж 3ED69A для принтеров HP и DesignJet Studio, DJ Stud",от 2000 до 5000,13.0,29,82.8,33.8,3,14476
oz_acc2,1888904705,3837QBSXGYR4,"Картридж DS MX-315GT для принтеров Sharp MX-M265, MX M266, M",Все,8.0,24,253.6,25.4,1,14361
oz_acc1,2909441637,6613,Фотобарабан + картридж SP-4500 DU+SP-4500HE для принтеров Ri,Эксперимент1,8.0,24,320.3,28.8,1,14249
oz_acc1,864225664,1080,"Картридж 006R01519 для принтеров Xerox и WorkCentre 7525, WC",от 2000 до 5000,14.0,20,58.3,31.0,4,14189
oz_acc2,1883137436,1053WOYE0U27,"Картриджи DS CLT-504S для принтеров Samsung C1810W Xpress, C",Все,8.0,24,284.1,25.2,1,14092
oz_acc2,1883163579,4730E8BX008P,Картридж DS TN-227K для принтеров Konica Minolta Bizhub C257,Все,8.0,24,104.3,26.2,3,14073
oz_acc2,1883149300,4271ITZG1M6L,"Фотобарабан DS 108R01419 DU для принтеров Xerox Phaser 6510,",Все,8.0,24,264.5,25.1,1,13966
oz_acc2,2241736434,5621VZV6FPEI,Картридж DS TK-5370K для принтеров Kyocera ECOSYS MA3500cifx,Все,9.0,27,136.2,34.3,3,13877
oz_acc1,2209356933,0370,Картриджи CE310A-CE313A,от 2000 до 5000,12.0,24,68.4,31.3,3,13805
oz_acc1,2209356933,0370,Картриджи CE310A-CE313A,Эксперимент1,8.0,24,68.4,31.3,3,13805
oz_acc1,1155651311,3911,"Картридж W2032A для принтеров HP Color LaserJet M454dn, LJ P",Эксперимент1,8.0,24,98.9,33.8,5,13787
oz_acc1,1129396152,4642,Картридж TNP-51Y для принтеров Konica Minolta Bizhub C3110 ж,Эксперимент1,8.0,24,76.3,32.0,2,13770
oz_acc1,2919802361,6652,Фотобарабан + картридж PCM247+THM247 черный,Эксперимент1,8.0,24,277.7,26.7,1,13705
oz_acc1,863431234,0263,Фотобарабан 101R00434 DU для принтеров Xerox WorkCentre 5222,от 10000 до 500 тыс,13.0,39,323.1,27.3,1,13652
oz_acc1,863431234,0263,Фотобарабан 101R00434 DU для принтеров Xerox WorkCentre 5222,Эксперимент1,9.0,27,323.1,27.3,1,13652
oz_acc1,1744145428,5724,"Фотобарабан PCM247 для принтеров Катюша M247, Р247 черный",от 5000 до 10000,13.0,30,86.9,30.7,2,13644
oz_acc1,1744145428,5724,"Фотобарабан PCM247 для принтеров Катюша M247, Р247 черный",Эксперимент1,10.0,30,86.9,30.7,2,13644
oz_acc1,1261574043,5249,"Картридж TK-1200XL для принтеров Kyocera EcoSys M2235, M2735",от 2000 до 5000,12.0,32,90.1,29.6,4,13624
oz_acc1,3557210956,6583,"Картридж PFI-707MBK для принтеров Canon imagePROGRAF iPF830,",Эксперимент1,8.0,24,154.2,27.6,1,13548
oz_acc1,1771581290,5719,"Картридж 006R04368 для принтеров Xerox C315, C310",от 2000 до 5000,12.0,22,62.4,35.0,3,13452
oz_acc1,1771581290,5719,"Картридж 006R04368 для принтеров Xerox C315, C310",Эксперимент1,9.0,22,62.4,35.0,3,13452
oz_acc1,864225853,1288,"Картридж C-EXV32 для принтеров Canon ImageRunner 2786, iR253",от 2000 до 5000,13.0,20,57.4,30.7,4,13364
oz_acc2,2589875867,6328QX1HH83P,"Картридж DS TK-1130XL для принтеров Kyocera EcoSys M2030, M2",Все,9.0,11,32.7,29.7,3,13311
oz_acc1,1153669013,1797,"Фотобарабан 44064011 DU для принтеров OKI C 810, C 821, C 83",Эксперимент1,8.0,24,165.6,27.4,1,13280
oz_acc1,870872126,2247,Картриджи CF380A-CF383A для принтеров HP Color LaserJet Pro ,от 5000 до 10000,12.0,36,287.9,27.1,1,13245
oz_acc2,1886464134,2060NSHL8FUS,Картридж DS MPC2551EBk для принтеров Ricoh Aficio MPC2051 че,Все,8.0,20,55.8,29.0,2,13220
oz_acc1,2463097845,6265,"Картриджи 067 для принтеров Canon i-SENSYS LBP-631CW, LBP633",от 10000 до 500 тыс,12.0,36,231.5,27.7,1,13156
oz_acc1,1153671602,1796,"Фотобарабан 44064012 DU для принтеров OKI C 810, C 821, C 83",от 10000 до 500 тыс,12.0,36,298.2,27.9,1,13078
oz_acc1,4480267466,07135,Картридж для HP LaserJet 9050,Эксперимент1,8.0,24,305.6,28.8,1,12825
oz_acc2,1873145832,4264Z4QN2FOC,"Картридж DS 006R01701 для принтеров Xerox AltaLink C8030, C8",Все,10.0,18,50.7,28.5,2,12718
oz_acc1,930612458,0516,"Картридж 44574906 для принтеров OKI B431, MB461dn, MB471dnw ",от 2000 до 5000,12.0,26,75.2,33.9,5,12567
oz_acc1,930612458,0516,"Картридж 44574906 для принтеров OKI B431, MB461dn, MB471dnw ",Эксперимент1,8.0,24,75.2,33.9,5,12567
oz_acc1,1692497601,5628,Картридж TK-5380Y для принтеров Kyocera ECOSYS MA4000cifx же,Эксперимент1,9.0,26,73.2,29.5,3,12547
oz_acc1,652550539,2183,"Картридж 953XLBK для принтеров HP OfficeJet Pro 7720, Office",от 1000-2000,12.0,22,63.4,35.4,7,12456
oz_acc1,652550539,2183,"Картридж 953XLBK для принтеров HP OfficeJet Pro 7720, Office",Эксперимент1,8.0,22,63.4,35.4,7,12456
oz_acc1,2920257674,6655,Фотобарабан + картридж DR-512K DU+TN-512K для принтеров Koni,Эксперимент1,8.0,24,273.2,25.4,1,12441
oz_acc1,1692502062,5627,Картридж TK-5380M для принтеров Kyocera ECOSYS MA4000cifx пу,Эксперимент1,8.0,24,73.2,29.5,3,12419
oz_acc1,874374199,4272,"Фотобарабан 108R01420 DU для принтеров Xerox Phaser 6510, WC",от 10000 до 500 тыс,13.0,39,317.2,28.7,1,12335
oz_acc1,3557209872,6419,"Фотобарабан DR-1071H для принтеров Avision AM40, AP40 черный",от 2000 до 5000,12.0,36,130.8,32.3,3,12259
oz_acc1,3557209872,6419,"Фотобарабан DR-1071H для принтеров Avision AM40, AP40 черный",Эксперимент1,8.0,24,130.8,32.3,3,12259
oz_acc1,873312923,3639,"Картриджи TK-5195 для принтеров Kyocera TASKalfa 306, TASKal",от 10000 до 500 тыс,13.0,39,311.2,27.8,1,12254
oz_acc1,1143061121,5191,"Картридж T-2802E для принтеров Toshiba e-Studio 2802AF, e-St",от 2000 до 5000,13.0,20,58.3,30.9,3,12253
oz_acc1,1143061121,5191,"Картридж T-2802E для принтеров Toshiba e-Studio 2802AF, e-St",Эксперимент1,10.0,20,58.3,30.9,3,12253
oz_acc1,1143061121,5191,"Картридж T-2802E для принтеров Toshiba e-Studio 2802AF, e-St",Пустые РК,14.0,20,58.3,30.9,3,12253
oz_acc1,1153792143,2786,"Картридж 45862851 для принтеров OKI и MC 873, MC853 голубой",Эксперимент1,8.0,24,240.3,28.4,1,12211
oz_acc2,1873185664,4480FA6W01RV,"Картридж DS W9025MC для принтеров HP LaserJet E72425, LJ E72",Все,9.0,27,288.3,26.6,1,12188
oz_acc2,1873185664,4480FA6W01RV,"Картридж DS W9025MC для принтеров HP LaserJet E72425, LJ E72",10000-500000,13.0,39,288.3,26.6,1,12188
oz_acc2,1883139956,3862M4DB12AO,"Картридж DS MPC406Bk для принтеров Ricoh Aficio MPC306, MPC3",Все,8.0,16,45.7,28.8,2,12164
oz_acc1,864225065,0905,"Картриджи LC-1240 для принтеров Brother DCP-J525W, DCP J725D",Эксперимент1,9.0,27,109.4,33.3,6,12163
oz_acc1,3953680419,6762,"Картридж PG-745XL для принтеров Canon iP2870, iP2872, MG2470",от 5000 до 10000,12.0,36,164.0,31.8,2,12152
oz_acc1,1659447088,5529,"Картридж W1490A для принтеров HP LaserJet Pro 4002, LJ Pro 4",от 2000 до 5000,12.0,36,107.9,30.6,3,12084
oz_acc1,4493556240,23127,Картридж для HP DeskJet Ink Advantage 2645,от 2000 до 5000,12.0,20,56.8,32.2,3,12079
oz_acc1,2138962068,6205,"Картридж №62XL для принтеров HP Envy 5540, Envy5541, Officej",Пустые РК,12.0,31,88.6,31.2,2,12042
oz_acc2,1822913370,0310USIWY3CE,"Картридж DS 134 для принтеров HP DeskJet 5743, DeskJet 5943,",Все,8.0,24,113.6,33.2,4,11980
oz_acc2,1822913370,0310USIWY3CE,"Картридж DS 134 для принтеров HP DeskJet 5743, DeskJet 5943,",от 0 до 3000,12.0,36,113.6,33.2,4,11980
oz_acc1,1510949677,5384,"Картридж 055H BK для принтеров Canon i-SENSYS MF 741, MF 743",от 2000 до 5000,15.0,44,125.0,32.3,3,11964
oz_acc1,1510949677,5384,"Картридж 055H BK для принтеров Canon i-SENSYS MF 741, MF 743",Эксперимент1,11.0,33,125.0,32.3,3,11964
oz_acc1,2129695492,6130,"Фотобарабан DR-B020 для принтеров Brother DCP-B7500D, DCP B7",Эксперимент1,8.0,24,89.0,30.5,2,11964
oz_acc1,653324138,0792,"Картридж CLT-K406S для принтеров Samsung CLX-3305FW, CLP-360",Эксперимент1,9.0,27,81.5,32.2,6,11951
oz_acc2,1885401984,4646HFB2VR6N,Картридж DS TK-8545K для принтеров Kyocera TASKalfa 4054ci ч,Все,8.0,24,244.9,27.0,1,11941
oz_acc2,1885401984,4646HFB2VR6N,Картридж DS TK-8545K для принтеров Kyocera TASKalfa 4054ci ч,5000-10000,12.0,36,244.9,27.0,1,11941
oz_acc1,864225529,1001,"Картриджи 44469810-44469752 для принтеров OKI C510, C511, C5",от 10000 до 500 тыс,13.0,39,588.2,27.1,1,11917
oz_acc1,653348091,3264,"Картридж TL-420X для Pantum M6700DW, M6800FDW, M7100DN, M720",Эксперимент1,13.0,25,70.5,31.8,5,11780
oz_acc1,651935900,38981,Картридж для HP OfficeJet 8013,от 1000-2000,12.0,29,83.9,35.2,6,11716
oz_acc1,930616580,0755,"Картридж CE273A для принтеров HP Color LaserJet CP5520, LJ-C",Эксперимент1,8.0,24,280.4,27.6,1,11676
oz_acc1,1692504126,5622,Картридж TK-5370M для принтеров Kyocera ECOSYS MA3500cifx пу,Эксперимент1,10.0,30,107.1,36.6,3,11585
oz_acc2,1883225346,4052EXM6UBL0,"Картридж DS PFI-320Y для принтеров Canon iPF TM-200, iPF TM ",Все,8.0,24,273.1,26.8,1,11528
oz_acc2,1883225984,4051MULNRP4B,"Картридж DS PFI-320M для принтеров Canon iPF TM-200, iPF TM ",Все,8.0,24,273.1,26.8,1,11528
oz_acc1,930625417,2223,Картридж MLT-D704S для принтеров Samsung MultiXpress K3250NR,от 5000 до 10000,12.0,24,68.7,30.5,2,11476
oz_acc1,930625417,2223,Картридж MLT-D704S для принтеров Samsung MultiXpress K3250NR,Эксперимент1,9.0,24,68.7,30.5,2,11476
oz_acc1,4493619395,22335,Картридж для Konica Minolta Bizhub 368,от 2000 до 5000,12.0,36,116.9,32.6,3,11406
oz_acc1,4493619395,22335,Картридж для Konica Minolta Bizhub 368,Эксперимент1,8.0,24,116.9,32.6,3,11406
oz_acc2,3260738902,6813D94RAMOP,"Картриджи DS 055H для принтеров HP Color LaserJet M454dn, LJ",Все,8.0,24,139.7,26.0,1,11405
oz_acc2,1822916318,0341PT73861A,"Картриджи DS 940XL для принтеров HP OfficeJet Pro 8000, Offi",Все,9.0,27,106.7,28.4,3,11333
oz_acc1,1744145180,5736,"Картридж BPGT20YA для принтеров Sharp и C-CUBE-BP10Р 20EU, B",Эксперимент1,9.0,27,251.8,30.9,2,11140
oz_acc1,1510949009,5387,"Картридж 055H Y для принтеров Canon и i-SENSYS MF 741, MF 74",Эксперимент1,9.0,27,126.7,33.9,3,11084
oz_acc1,1153738147,1984,"Картридж 006R01225 для принтеров Xerox DC240, DC250, WC7655,",Пустые РК,12.0,36,237.2,27.4,1,11074
oz_acc2,1873179609,5634F20OMUL2,Картриджи DS TK-5440 для принтеров Kyocera ECOSYS MA2100cfx,Все,8.0,16,46.3,32.6,2,11056
oz_acc2,1822914746,0335ZJVZ0A3N,"Картриджи DS 45-78 для принтеров HP Color Copier 110, Copier",5000-10000,12.0,36,218.6,26.7,1,11034
oz_acc2,1883139564,4144L08J8M5P,"Картридж DS №963XL для принтеров HP OfficeJet Pro 9010, Offi",Все,8.0,13,36.9,31.5,3,11032
oz_acc1,863387594,0060,"Картридж для Canon i-SENSYS MF-411dw, MF-416dw, MF 418x, MF4",от 2000 до 5000,12.0,36,165.3,52.6,4,10942
oz_acc1,930631215,1194,Картридж CF300A для принтеров HP Color LJ Flow M880z черный,Эксперимент1,8.0,24,290.8,28.6,1,10939
oz_acc2,1873191075,0979HTWPSCKR,Картриджи DS №970XL-971XL для принтеров HP Officejet Pro X45,Все,8.0,24,277.8,28.8,1,10922
oz_acc1,904485783,4213,"Картридж W2210X для принтеров HP LaserJet Pro Color M282 nw,",от 2000 до 5000,13.0,39,113.7,33.6,3,10918
oz_acc1,904485783,4213,"Картридж W2210X для принтеров HP LaserJet Pro Color M282 nw,",Эксперимент1,10.0,30,113.7,33.6,3,10918
oz_acc1,1692503307,5623,Картридж TK-5370Y для принтеров Kyocera ECOSYS MA3500cifx же,Эксперимент1,9.0,27,106.7,36.5,3,10907
oz_acc1,1261508830,4654,Картридж с термотрансферной лентой DS M21-250C342 Brady черн,Эксперимент1,8.0,22,61.5,31.0,2,10798
oz_acc1,904484199,3966,"Картридж 46471107 для принтеров OKI Data C823, Data C833 гол",Эксперимент1,8.0,24,78.6,30.8,1,10758
oz_acc2,1885396372,1996CPL9PU7Q,Фотобарабан DS DR-311K DU для принтеров Konica Minolta Bizhu,Все,8.0,24,114.3,25.8,1,10722
oz_acc1,1692504857,5620,Картридж TK-5370C для принтеров Kyocera ECOSYS MA3500cifx го,Эксперимент1,9.0,27,134.7,35.8,3,10679
oz_acc2,2699068044,6461R2LC52BY,"Чернила DS 115 для принтеров Epson EcoTank L8160, EcoTank L8",Все,9.0,27,83.7,32.5,4,10660
oz_acc2,2699068044,6461R2LC52BY,"Чернила DS 115 для принтеров Epson EcoTank L8160, EcoTank L8",3000-5000,13.0,29,83.7,32.5,4,10660
oz_acc1,652564576,3442,"Картридж T9661 для принтеров Epson WorkForce Pro M5298, WF P",от 5000 до 10000,14.0,28,78.7,33.4,2,10614
oz_acc1,3557211110,6786,"Картридж 070H для принтеров Canon i-SENSYS LBP243dw, LBP246d",от 2000 до 5000,12.0,36,131.4,35.9,3,10574
oz_acc1,3557211110,6786,"Картридж 070H для принтеров Canon i-SENSYS LBP243dw, LBP246d",Эксперимент1,8.0,24,131.4,35.9,3,10574
oz_acc2,1873184675,2785RFTI6PCU,"Картридж DS 45862852 для принтеров OKI MC 873, MC853 черный",Все,8.0,24,236.9,26.1,1,10549
oz_acc2,1873182165,5439JIWXCJWW,"Картридж DS LC-472XL BK для принтеров Brother MFC-J2340DW, M",Все,8.0,23,64.9,31.7,3,10503
oz_acc2,1873182165,5439JIWXCJWW,"Картридж DS LC-472XL BK для принтеров Brother MFC-J2340DW, M",3000-5000,12.0,23,64.9,31.7,3,10503
oz_acc2,1916279573,5364MC4EHYNL,"Картриджи DS 729 для принтеров Canon i-SENSYS LBP7010C, LBP7",Все,8.0,12,33.8,25.4,2,10310
oz_acc1,1851961796,5825,"Фотобарабан 013R00690 для принтеров Xerox B305, B310, B315 ч",Эксперимент1,8.0,24,67.9,30.8,2,10286
oz_acc1,3535729644,6414,Картридж TK-5490B для принтеров Kyocera ECOSYS MA2101cfx чер,Эксперимент1,8.0,24,73.6,31.8,2,10282
oz_acc1,4527378721,45429,Картридж для HP Laser 137FNW MFP,Эксперимент1,8.0,24,99.5,34.4,4,10282
oz_acc2,2624153959,6351EGSNP0LK,"Картридж DS 006R01561 для принтеров Xerox D110, D125, D136, ",Все,8.0,24,124.4,25.9,1,10256
oz_acc1,4489627017,13164,Фотобарабан для Panasonic KX-MB2137RU,Эксперимент1,8.0,24,313.2,28.8,1,10202
oz_acc1,904484400,4355,"Картридж 653 для принтеров HP DJ Ink Advantage 6000, DJ 6075",от 2000 до 5000,13.0,39,165.6,32.4,2,10185
oz_acc1,904484400,4355,"Картридж 653 для принтеров HP DJ Ink Advantage 6000, DJ 6075",Эксперимент1,9.0,27,165.6,32.4,2,10185
oz_acc1,4480825283,08512,Картридж для Brother HL-L2340DWR,Эксперимент1,8.0,22,61.5,35.2,6,10140
oz_acc2,1873181823,1425D6DH9C5E,"Картридж DS 45807120 для принтеров OKI B412, Data B432, B432",Все,8.0,24,110.6,29.8,3,10130
oz_acc2,1883220940,3895YFGXA249,"Картриджи DS LC-3239XL для принтеров Brother HL-J6000DW, MFC",Все,9.0,27,256.2,25.5,1,9940
oz_acc2,1883202808,3645BX535B1Z,"Картридж DS C-EXV51C для принтеров Canon iR Advance C5535, i",Все,8.0,24,214.3,25.9,1,9935
oz_acc1,3557209843,6452,"Чернила GI-46PGBK для принтеров Canon MAXIFY GX5040, GX6040,",от 1000-2000,12.0,28,81.2,32.4,6,9919
oz_acc1,3557209843,6452,"Чернила GI-46PGBK для принтеров Canon MAXIFY GX5040, GX6040,",Эксперимент1,8.0,24,81.2,32.4,6,9919
oz_acc1,2262639321,6251,"Картридж W2221A для принтеров HP Color LaserJet Pro 3203, LJ",Эксперимент1,8.0,24,91.5,29.3,1,9862
oz_acc1,2262640363,6252,"Картридж W2222A для принтеров HP Color LaserJet Pro 3203, LJ",Эксперимент1,8.0,24,91.5,29.3,1,9862
oz_acc1,2262641011,6253,"Картридж W2223A для принтеров HP Color LaserJet Pro 3203, LJ",от 5000 до 10000,12.0,32,91.5,29.3,1,9862
oz_acc2,1873146254,2306Q094R1C1,"Картриджи DS 045H для принтеров Canon i-SENSYS LBP-611, LBP6",Все,8.0,21,61.0,28.4,1,9829
oz_acc2,1873146254,2306Q094R1C1,"Картриджи DS 045H для принтеров Canon i-SENSYS LBP-611, LBP6",3000-5000,13.0,21,61.0,28.4,1,9829
oz_acc2,1873146254,2306Q094R1C1,"Картриджи DS 045H для принтеров Canon i-SENSYS LBP-611, LBP6",5000-10000,12.0,21,61.0,28.4,1,9829
oz_acc2,2241827854,5429AN7XWFH0,Картридж DS TK-1178 Азия для принтеров Kyocera EcoSys M2040d,Все,7.0,21,68.7,33.0,5,9800
oz_acc2,1883145408,5631CGT9KFKI,Картридж DS TK-5440K для принтеров Kyocera ECOSYS MA2100cfx ,Все,7.0,21,68.8,33.9,5,9774
oz_acc2,1883145408,5631CGT9KFKI,Картридж DS TK-5440K для принтеров Kyocera ECOSYS MA2100cfx ,от 0 до 3000,12.0,24,68.8,33.9,5,9774
oz_acc1,653452954,2413,"Картридж TK-8115M для принтеров Kyocera и Ecosys M8124cidn, ",Эксперимент1,10.0,30,112.0,33.3,3,9747
oz_acc2,3415441920,6820NU0H3UQG,"Фотобарабан DS 0IU40R4 для принтеров F+ Imaging M40adn, P40d",Все,9.0,17,47.6,27.2,1,9705
oz_acc1,984583930,4733,Картридж TN-227C для принтеров Konica Minolta Bizhub C257i г,Эксперимент1,8.0,24,148.4,31.8,2,9704
oz_acc2,3784896107,6615XE9E0BF8,Фотобарабан + картридж DS DO-428+TL-428X для принтеров M7108,Все,8.0,24,111.0,27.7,2,9648
oz_acc2,1916259629,1081XZSAP0YV,"Картридж DS 006R01520 для принтеров Xerox WorkCentre 7525, W",Все,8.0,11,32.5,27.8,2,9598
oz_acc1,1153657157,1670,Фотобарабан 4519313 DU для принтеров Konica Minolta PagePro ,от 5000 до 10000,12.0,36,181.0,27.6,1,9594
oz_acc1,1855280127,5808,Блок проявки IUP-34 для принтеров Konica Minolta Bizhub 4000,от 5000 до 10000,12.0,30,84.4,28.4,1,9566
oz_acc1,906874407,5360,"Картридж 729 для принтеров Canon i-SENSYS LBP7010C, LBP7018C",от 1000-2000,15.0,24,69.0,36.0,5,9489
oz_acc1,906874407,5360,"Картридж 729 для принтеров Canon i-SENSYS LBP7010C, LBP7018C",Эксперимент1,16.0,24,69.0,36.0,5,9489
oz_acc1,864225062,0974,"Картриджи 88XL для принтеров HP OfficeJet Pro K5400, OfficeJ",от 2000 до 5000,13.0,39,111.7,33.4,3,9444
oz_acc2,1873141605,5521EITOE2S6,"Картридж DS 071H для принтеров Canon i-SENSYS LBP120, LBP122",Все,9.0,27,101.6,31.9,3,9430
oz_acc1,1261504774,4693,"Картридж №912BK для принтеров HP OfficeJet 8010, OfficeJet80",Эксперимент1,8.0,24,96.0,33.1,3,9396
oz_acc1,4451994028,02772,Картридж для Samsung ML-2950,Эксперимент1,8.0,24,117.7,36.0,3,9389
oz_acc1,3557209902,6360,"Картридж MX-560GT для принтеров Sharp MX-560GT, MX M364, MXM",от 5000 до 10000,12.0,36,240.4,28.7,1,9376
oz_acc2,1873187447,1214D6TE6V9M,"Картриджи DS TK-895 для принтеров Kyocera FS-C8020MFP, FS C8",5000-10000,12.0,36,268.5,26.7,1,9269
