# oz_acc1: неделя 31.08–06.09 против 24.08–30.08; органика — неделя 24.08 (лаг Ozon); шаг ±10 %, ДРР-предел 15.0 %, пол 6.0 ₽
tier,action,sku,offer_id,name,camp,bid,bid_new,d_bid,ceiling,headroom,margin_safe,our_price,cr_used,cr_src,w_views,w_clicks,w_spend,w_orders,w_rev,cpc,ctr,drr,p_clicks,p_spend,p_orders,p_cpc,o_pos,op_pos,d_pos,o_views,d_org_views,o_gmv,o_demand,ph_best,ph_top10,ph_n,qty_w,rev_w,qty_p,qty_all,c_clicks,c_spend,c_orders,ms_stock,free_fbo,reason
bordeaux,floor,863431169,0338,"Картриджи 121XL для принтеров HP DeskJet D1660, DeskJetD1663, DJF4435, DJ-F4440, ENVY 100 e, NVY 110 e-All-in-One, ENVY 120 e AllinOne, PhotoSmart C4640 PhotoSmart C4650",от 5000 до 10000,12.0,6.0,-6.0,20.4,8.4,14.9,10289.0,0.02,справочная,184,6,66.95,0.0,0.0,11.2,3.26,,3,20.47,0.0,6.8,55.0000000000000000,95.0000000000000000,-40.0,161,118,0,189,5,1,11,0,0,0,0,12,103.62,0.0,0,0,"6 кликов, 67 ₽ и ни одного заказа за неделю (за всё время 0 заказ(ов) при 104 ₽). Ставка в пол, показы оставляем"
bordeaux,floor,870872394,2287,"Картриджи CLT-406S для принтеров samsung clp-360, samsung clx-3305, samsung clp 365, samsung clx-3300, samsung clx 3305fw",Эксперимент1,8.0,6.0,-2.0,,,,,,справочная,257,7,64.94,0.0,0.0,9.3,2.72,,5,41.85,0.0,8.4,75.0000000000000000,76.0000000000000000,-1.0,34,11,0,4969,12,0,7,0,0,0,5,22,227.29,0.0,0,0,"7 кликов, 65 ₽ и ни одного заказа за неделю (за всё время 0 заказ(ов) при 227 ₽). Ставка в пол, показы оставляем"
bordeaux,floor,1759807965,5767,"Картридж для HP Color LaserJet Pro MFP 4303fdw, 4303dw, 4203cdn",Эксперимент1,24.16,6.0,-18.2,30.6,6.4,19.4,7084.0,0.03,справочная,229,3,63.84,0.0,0.0,21.3,1.31,,4,45.62,0.0,11.4,26.0000000000000000,32.0000000000000000,-6.0,210,30,0,25665,10,1,8,1,5937.0000,1,28,13,223.16,0.0,0,0,"3 кликов, 64 ₽ и ни одного заказа за неделю (за всё время 0 заказ(ов) при 223 ₽). Ставка в пол, показы оставляем"
bordeaux,floor,652626682,1458,"Картридж PGI-470XLBk для принтеров Canon Pixma MG5740, Pixma MG6840 черный",от 0 до 1000,13.0,6.0,-7.0,,,,,,справочная,156,5,63.81,0.0,0.0,12.8,3.21,,2,32.08,1.0,16.0,64.0000000000000000,68.0000000000000000,-4.0,72,-21,355,281,27,0,8,1,716.0000,1,8,9,124.15,1.0,25.0,1,"5 кликов, 64 ₽ и ни одного заказа за неделю (за всё время 1 заказ(ов) при 124 ₽). Ставка в пол, показы оставляем"
bordeaux,floor,1797535964,5779,Лента M210-750595WT для принтеров Brady и M210 белый,Эксперимент1,8.0,6.0,-2.0,21.8,13.8,22.1,3186.0,0.04,справочная,156,8,63.45,0.0,0.0,7.9,5.13,,9,68.29,0.0,7.6,22.0000000000000000,20.0000000000000000,2.0,102,71,0,202,3,6,15,0,0,0,1,23,179.91,1.0,0,0,"8 кликов, 63 ₽ и ни одного заказа за неделю (за всё время 1 заказ(ов) при 180 ₽). Ставка в пол, показы оставляем"
bordeaux,floor,4504237446,239329,"Картридж для фотопринтера Canon Selphy CP1300(KP-108in / RP-108) и CP1500, cp1000, cp400, cp520, cp1200, cp530, cp720",от 5000 до 10000,12.0,6.0,-6.0,30.4,18.4,16.0,9197.0,0.03,справочная,353,3,61.56,0.0,0.0,20.5,0.85,,6,70.27,0.0,11.7,68.0000000000000000,76.0000000000000000,-8.0,363,226,0,13310,28,0,15,0,0,0,0,16,207.93,0.0,0,0,"3 кликов, 62 ₽ и ни одного заказа за неделю (за всё время 0 заказ(ов) при 208 ₽). Ставка в пол, показы оставляем"
bordeaux,floor,1719304223,5698,"Картридж 070H для принтеров LBP243dw, LBP246dw, MF461dw, MF465dw, MF463dw",Эксперимент1,17.71,6.0,-11.7,24.3,6.6,17.4,4896.0,0.04,справочная,208,3,60.27,0.0,0.0,20.1,1.44,,6,112.05,0.0,18.7,55.0000000000000000,66.0000000000000000,-11.0,89,3,0,6750,24,0,14,0,0,0,16,16,247.03,1.0,0,0,"3 кликов, 60 ₽ и ни одного заказа за неделю (за всё время 1 заказ(ов) при 247 ₽). Ставка в пол, показы оставляем"
bordeaux,floor,3260315536,6803,"Картриджи PFI-030-PFI-031M для принтеров Canon imagePROGRAF TM-240, TM 250, TM255, IPF ТМ-340, TM-350, TM355",от 10000 до 500 тыс,12.0,6.0,-6.0,65.7,53.7,13.8,37334.0,0.02,справочная,155,3,59.05,0.0,0.0,19.7,1.94,,4,46.30,0.0,11.6,43.0000000000000000,28.0000000000000000,15.0,76,48,0,5513,1,2,12,0,0,0,1,26,327.94,0.0,0,0,"3 кликов, 59 ₽ и ни одного заказа за неделю (за всё время 0 заказ(ов) при 328 ₽). Ставка в пол, показы оставляем"
bordeaux,floor,863394277,0038,"Картриджи PGI-2400XL для принтеров Canon MAXIFY iB4040, iB4140, MB5040, MB5140",от 2000 до 5000,14.0,6.0,-8.0,,,,,,справочная,158,4,58.89,0.0,0.0,14.7,2.53,,3,24.65,0.0,8.2,161.0000000000000000,63.0000000000000000,98.0,58,-21,0,4955,7,2,14,1,4382.0000,0,13,13,158.11,0.0,0,0,"4 кликов, 59 ₽ и ни одного заказа за неделю (за всё время 0 заказ(ов) при 158 ₽). Ставка в пол, показы оставляем"
bordeaux,floor,900987382,2312,"Картридж 650 для принтеров HP Ink Advantage 2545 All-in-One, DJ 3545, DeskJet 2515, DeskJet 1516, DeskJet 2540, DeskJet2541, DJ 1015, DJ-2516, DJ 3545, DJ 4515, DJ 4645",от 2000 до 5000,14.0,6.0,-8.0,21.5,7.5,19.3,5020.0,0.03,справочная,107,2,56.97,0.0,0.0,28.5,1.87,,2,5.0,0.0,2.5,80.0000000000000000,87.0000000000000000,-7.0,130,28,0,11162,9,1,15,0,0,0,10,11,131.40,0.0,0,0,"2 кликов, 57 ₽ и ни одного заказа за неделю (за всё время 0 заказ(ов) при 131 ₽). Ставка в пол, показы оставляем"
bordeaux,floor,653139621,0856,"Картридж TN-241BK для принтеров Brother и DCP-9020cdw, HL-3140cw, HL 3150, HL3170CDW, MFC-9140, MFC-9330 черный",Эксперимент1,22.54,6.0,-16.5,24.7,2.2,29.8,2485.0,0.04,справочная,267,2,55.92,0.0,0.0,28.0,0.75,,5,131.46,1.0,26.3,42.0000000000000000,43.0000000000000000,-1.0,180,71,1445,15775,29,0,15,0,0,0,12,14,313.23,2.0,0,0,"2 кликов, 56 ₽ и ни одного заказа за неделю (за всё время 2 заказ(ов) при 313 ₽). Ставка в пол, показы оставляем"
bordeaux,floor,904483716,3520,"Картридж T9443 для принтеров Epson и WorkForce Pro C5210, WF Pro C5215 пурпурный",от 2000 до 5000,12.0,6.0,-6.0,,,,,,справочная,29,2,54.95,0.0,0.0,27.5,6.9,,1,14.06,0.0,14.1,60.0000000000000000,213.0000000000000000,-153.0,25,13,0,28,7,4,15,0,0,0,0,3,69.01,0.0,0,0,"2 кликов, 55 ₽ и ни одного заказа за неделю (за всё время 0 заказ(ов) при 69 ₽). Ставка в пол, показы оставляем"
bordeaux,floor,866443900,2139,"Картриджи TK-5240 для принтеров Kyocera Ecosys M5526cdn, P5026cdn",Эксперимент1,9.0,6.0,-3.0,,,,,,справочная,743,6,53.36,0.0,0.0,8.9,0.81,,8,84.07,1.0,10.5,54.0000000000000000,79.0000000000000000,-25.0,71,32,0,93,8,2,15,0,0,1,7,17,171.39,1.0,0,0,"6 кликов, 53 ₽ и ни одного заказа за неделю (за всё время 1 заказ(ов) при 171 ₽). Ставка в пол, показы оставляем"
bordeaux,floor,1153754272,2215,"Картридж ML182 для принтеров OKI ML-182, ML 192, ML280, ML-320, ML3311, ML 3320, ML 3390, ML3391 черный",от 0 до 1000,11.0,6.0,-5.0,5.1,-5.9,13.6,995.0,0.06,справочная,56,2,53.26,0.0,0.0,26.6,3.57,,0,0.0,0.0,,36.0000000000000000,25.0000000000000000,11.0,40,12,0,49,3,1,15,0,0,0,1,3,68.38,0.0,0,0,"2 кликов, 53 ₽ и ни одного заказа за неделю (за всё время 0 заказ(ов) при 68 ₽). Ставка в пол, показы оставляем"
bordeaux,floor,2226424621,0305,"Картридж 45 для принтеров HP DesignJet 750, Copier 110/120, DJ 700/750/755, DeskJet 1100/1120, OfficeJet G55/G85,Officejet pro 1170c, PhotoSmart 1000/1115",Эксперимент1,9.0,6.0,-3.0,26.4,17.4,18.9,6322.0,0.03,справочная,181,5,52.81,0.0,0.0,10.6,2.76,,4,28.12,0.0,7.0,72.0000000000000000,63.0000000000000000,9.0,141,33,0,392,2,3,14,0,0,0,4,16,169.32,1.0,0,0,"5 кликов, 53 ₽ и ни одного заказа за неделю (за всё время 1 заказ(ов) при 169 ₽). Ставка в пол, показы оставляем"
bordeaux,floor,651911555,0194,"Картридж 56 для принтеров HP DeskJet 5150, DeskJet 450cbi, PSC-2175, PSC-2210, DeskJet450wbt, Digital Copier 410, OfficeJet4105, OfficeJet 4110, PhotoSmart 7150, PhotoSmart 7260, PSC-1100 PSC1110",от 2000 до 5000,13.0,6.0,-7.0,,,,,,справочная,169,4,51.11,0.0,0.0,12.8,2.37,,2,37.33,0.0,18.7,97.0000000000000000,86.0000000000000000,11.0,80,-9,0,5117,24,0,13,0,0,1,3,10,130.99,0.0,0,0,"4 кликов, 51 ₽ и ни одного заказа за неделю (за всё время 0 заказ(ов) при 131 ₽). Ставка в пол, показы оставляем"
bordeaux,floor,864225106,0992,"Картридж 44469809 для принтеров OKI C511, C310dn, C310n, C330, C330dn, C331, C331dn, C510, C511, C511dn C530 C531 C531dn MC351 MC351dn MC352dn MC561dn MC562dn",Эксперимент1,12.89,6.0,-6.9,,,,,,справочная,122,5,51.09,0.0,0.0,10.2,4.1,,3,19.3,1.0,6.4,27.0000000000000000,40.0000000000000000,-13.0,113,15,1718,444,2,3,9,1,2872.0000,1,4,14,135.73,3.0,0,0,"5 кликов, 51 ₽ и ни одного заказа за неделю (за всё время 3 заказ(ов) при 136 ₽). Ставка в пол, показы оставляем"
bordeaux,floor,2999103654,3087,"Картриджи 903XL для принтеров HP OfficeJet 6950, OfficeJet Pro 6960",Пустые РК,12.0,6.0,-6.0,28.2,16.2,20.1,6230.0,0.03,справочная,77,4,51.06,0.0,0.0,12.8,5.19,,1,9.56,0.0,9.6,62.0000000000000000,88.0000000000000000,-26.0,24,-2,0,193,44,0,4,0,0,0,2,8,127.67,0.0,0,0,"4 кликов, 51 ₽ и ни одного заказа за неделю (за всё время 0 заказ(ов) при 128 ₽). Ставка в пол, показы оставляем"
bordeaux,floor,5284623615,6202X6,"Комплект тонер-картриджей TK-1060 (6 шт.) на 120000 страниц для принтеров Avision AM5630i, AM5640i, AM7630i, AM7640i",Бандлы x2/x6 — старт (08.08),15.0,6.0,-9.0,252.6,237.6,34.5,42811.0,0.02,справочная,136,2,50.96,0.0,0.0,25.5,1.47,,0,0.0,0.0,,19.0000000000000000,14.0000000000000000,5.0,95,35,0,185,10,2,15,0,0,0,0,2,50.96,0.0,0,0,"2 кликов, 51 ₽ и ни одного заказа за неделю (за всё время 0 заказ(ов) при 51 ₽). Ставка в пол, показы оставляем"
bordeaux,floor,2928910892,6728,Фотобарабан + картридж MLT-R707 DU+MLT-D707L для принтеров Samsung MultiXpress SL-K2200 черный,от 10000 до 500 тыс,12.0,6.0,-6.0,,,,48476.0,0.02,справочная,51,4,50.75,0.0,0.0,12.7,7.84,,0,0.0,0.0,,14.0000000000000000,,,15,15,0,3092,43,0,3,0,0,0,0,4,50.75,0.0,0,0,"4 кликов, 51 ₽ и ни одного заказа за неделю (за всё время 0 заказ(ов) при 51 ₽). Ставка в пол, показы оставляем"
bordeaux,floor,3557211110,6786,"Картридж 070H для принтеров Canon i-SENSYS LBP243dw, LBP246dw, MF461dw, MF463dw черный",от 2000 до 5000,19.33,6.0,-13.3,28.5,9.2,21.8,4235.0,0.04,справочная,105,3,50.54,0.0,0.0,16.8,2.86,,0,0.0,0.0,,65.0000000000000000,66.0000000000000000,-1.0,114,50,0,5068,10,1,9,0,0,0,4,6,88.04,2.0,0,0,"3 кликов, 51 ₽ и ни одного заказа за неделю (за всё время 2 заказ(ов) при 88 ₽). Ставка в пол, показы оставляем"
bordeaux,floor,2524669171,6262,"Картридж 55B5H0E для принтеров Lexmark MS331dn, MS431dn, MS431dw, MX331adn, MX431adn, MX431adw черный",от 10000 до 500 тыс,12.0,6.0,-6.0,34.3,22.3,13.5,20197.0,0.02,справочная,183,7,50.53,0.0,0.0,7.2,3.83,,5,78.33,0.0,15.7,29.0000000000000000,25.0000000000000000,4.0,111,53,0,108,2,12,15,0,0,0,0,15,135.98,0.0,0,0,"7 кликов, 51 ₽ и ни одного заказа за неделю (за всё время 0 заказ(ов) при 136 ₽). Ставка в пол, показы оставляем"
bordeaux,floor,873314311,3660,"Картриджи C2500H для принтеров Ricoh IM C2500, IM-C2000",Эксперимент1,14.5,6.0,-8.5,,,,,,справочная,166,4,50.33,0.0,0.0,12.6,2.41,,0,0.0,0.0,,30.0000000000000000,70.0000000000000000,-40.0,139,39,0,21887,8,2,12,0,0,0,5,7,87.80,0.0,0,0,"4 кликов, 50 ₽ и ни одного заказа за неделю (за всё время 0 заказ(ов) при 88 ₽). Ставка в пол, показы оставляем"
bordeaux,floor,3006517349,5375,"Картридж 069H для принтеров Canon i-SENSYS LBP673Cdw, MF752Cdw, MF754Cdw голубой",Вне РК — спрос без рекламы (08.08),15.0,6.0,-9.0,27.3,12.3,18.8,4952.0,0.04,справочная,119,5,50.24,0.0,0.0,10.0,4.2,,2,27.27,0.0,13.6,64.0000000000000000,99.0000000000000000,-35.0,103,50,0,5111,10,1,13,0,0,0,6,7,77.51,0.0,0,0,"5 кликов, 50 ₽ и ни одного заказа за неделю (за всё время 0 заказ(ов) при 78 ₽). Ставка в пол, показы оставляем"
bordeaux,floor,1769027288,5764,"Чернила 108/ 008 для принтеров Epson EcoTank L18050, EcoTank L8050, L6490 набор cmyk lclm",Эксперимент1,8.0,6.0,-2.0,20.7,12.7,20.2,3399.0,0.04,справочная,258,9,50.13,0.0,0.0,5.6,3.49,,4,31.97,1.0,8.0,118.0000000000000000,114.0000000000000000,4.0,96,56,1914,904,25,0,11,0,0,1,1,15,105.83,1.0,0,0,"9 кликов, 50 ₽ и ни одного заказа за неделю (за всё время 1 заказ(ов) при 106 ₽). Ставка в пол, показы оставляем"
bordeaux,floor,3199419252,5043,"Печатающая головка C9384A для принтеров HP Designjet T1100, DJ-T1120, DJ T1200, DJ T1300",от 10000 до 500 тыс,12.0,6.0,-6.0,38.4,26.4,13.6,22340.0,0.02,справочная,240,7,48.7,0.0,0.0,7.0,2.92,,8,76.74,0.0,9.6,47.0000000000000000,80.0000000000000000,-33.0,204,115,0,498,6,1,10,0,0,0,1,19,197.90,0.0,0,0,"7 кликов, 49 ₽ и ни одного заказа за неделю (за всё время 0 заказ(ов) при 198 ₽). Ставка в пол, показы оставляем"
bordeaux,floor,2509753251,6282,"Картриджи C-EXV65 для принтеров Canon imageRUNNER C3326, iR C3326i",Эксперимент1,19.33,6.0,-13.3,48.6,29.3,15.8,22487.0,0.02,справочная,377,3,47.43,0.0,0.0,15.8,0.8,,6,100.10,0.0,16.7,32.0000000000000000,33.0000000000000000,-1.0,333,67,9333,2473,3,2,14,1,22238.0000,2,69,31,431.71,0.0,0,0,"3 кликов, 47 ₽ и ни одного заказа за неделю (за всё время 0 заказ(ов) при 432 ₽). Ставка в пол, показы оставляем. 4-я неделя в полу без заказов — можно выносить на снятие, но только отдельным решением"
bordeaux,floor,1716763459,4650,Картриджи TK-8545 для принтеров Kyocera TASKalfa 4054ci,от 10000 до 500 тыс,19.33,6.0,-13.3,59.4,40.1,13.5,34966.0,0.02,справочная,93,3,44.37,0.0,0.0,14.8,3.23,,3,4.35,0.0,1.4,57.0000000000000000,51.0000000000000000,6.0,114,99,0,13530,4,3,15,0,0,0,6,17,159.44,1.0,0,0,"3 кликов, 44 ₽ и ни одного заказа за неделю (за всё время 1 заказ(ов) при 159 ₽). Ставка в пол, показы оставляем"
bordeaux,floor,1548617449,5439,"Картридж LC-472XL BK для принтеров Brother MFC-J2340DW, MFC J3540DW черный",от 2000 до 5000,23.0,6.0,-17.0,35.4,12.4,23.7,4727.0,0.04,справочная,143,1,35.51,0.0,0.0,35.5,0.7,,2,3.64,0.0,1.8,22.0000000000000000,22.0000000000000000,0.0,121,15,0,9890,7,5,13,1,1457.0000,0,32,21,580.74,2.0,0,0,"1 кликов, 36 ₽ и ни одного заказа за неделю (за всё время 2 заказ(ов) при 581 ₽). Ставка в пол, показы оставляем"
bordeaux,floor,4515704364,326210,Картридж для P2516,Эксперимент1,8.0,6.0,-2.0,18.1,10.1,19.1,3212.0,0.04,справочная,257,5,27.62,0.0,0.0,5.5,1.95,,7,49.98,0.0,7.1,97.0000000000000000,92.0000000000000000,5.0,178,26,0,1082,25,0,15,0,0,0,1,37,256.87,0.0,0,0,"5 кликов, 28 ₽ и ни одного заказа за неделю (за всё время 0 заказ(ов) при 257 ₽). Ставка в пол, показы оставляем. 4-я неделя в полу без заказов — можно выносить на снятие, но только отдельным решением"
bordeaux,floor,863390563,0034,"Картриджи PGI-1400XL для принтеров Canon MAXIFY MB2040, MB2050",от 2000 до 5000,12.0,6.0,-6.0,,,,,,справочная,144,4,27.45,0.0,0.0,6.9,2.78,,6,108.33,0.0,18.1,139.0000000000000000,86.0000000000000000,53.0,88,39,0,10459,4,4,15,0,0,2,8,15,195.09,0.0,0,0,"4 кликов, 27 ₽ и ни одного заказа за неделю (за всё время 0 заказ(ов) при 195 ₽). Ставка в пол, показы оставляем"
bordeaux,floor,1999321262,5940,"Картридж W1107XL для принтеров HP Laser 107A, Laser107R черный",Эксперимент1,21.0,6.0,-15.0,20.7,-0.3,20.1,3429.0,0.04,справочная,63,1,25.42,0.0,0.0,25.4,1.59,,0,0.0,0.0,,63.0000000000000000,66.0000000000000000,-3.0,34,-15,0,53,18,0,14,0,0,0,7,7,181.59,0.0,0,0,"1 кликов, 25 ₽ и ни одного заказа за неделю (за всё время 0 заказ(ов) при 182 ₽). Ставка в пол, показы оставляем"
bordeaux,floor,1277712112,4656,"Картридж M21-375595YL для принтеров Brady BMP 21-LAB, BMP 21-PLUS",Эксперимент1,8.0,6.0,-2.0,17.7,9.7,19.2,3109.0,0.04,справочная,48,3,24.03,0.0,0.0,8.0,6.25,,3,24.79,0.0,8.3,58.0000000000000000,93.0000000000000000,-35.0,43,26,0,4853,6,3,15,0,0,0,1,18,143.00,0.0,0,0,"3 кликов, 24 ₽ и ни одного заказа за неделю (за всё время 0 заказ(ов) при 143 ₽). Ставка в пол, показы оставляем"
bordeaux,floor,3735014796,6454,"Чернила GI-46 для принтеров Canon MAXIFY GX5040, GX6040, GX7040",Эксперимент1,8.0,6.0,-2.0,28.9,20.9,16.9,8104.0,0.03,справочная,112,2,21.22,0.0,0.0,10.6,1.79,,0,0.0,0.0,,51.0000000000000000,48.0000000000000000,3.0,32,-4,0,10132,8,1,13,0,0,0,5,17,152.74,0.0,0,0,"2 кликов, 21 ₽ и ни одного заказа за неделю (за всё время 0 заказ(ов) при 153 ₽). Ставка в пол, показы оставляем"
bordeaux,floor,930625989,2642,"Картриджи TN-324 для принтеров Konica Minolta Bizhub C258, Bizhub C308",от 10000 до 500 тыс,15.0,6.0,-9.0,18.4,3.4,9.6,20044.0,0.02,справочная,34,1,17.62,0.0,0.0,17.6,2.94,,1,9.58,0.0,9.6,75.0000000000000000,26.0000000000000000,49.0,52,-17,0,6398,3,5,15,0,0,0,15,14,198.46,0.0,0,0,"1 кликов, 18 ₽ и ни одного заказа за неделю (за всё время 0 заказ(ов) при 198 ₽). Ставка в пол, показы оставляем"
bordeaux,floor,1339739383,5364,"Картриджи 729 для принтеров Canon i-SENSYS LBP7010C, LBP7018C",от 2000 до 5000,15.0,6.0,-9.0,15.2,0.2,13.1,6263.0,0.03,справочная,121,2,14.99,0.0,0.0,7.5,1.65,,5,68.21,0.0,13.6,51.0000000000000000,42.0000000000000000,9.0,200,35,0,4991,7,1,15,1,6049.0000,1,25,25,320.94,2.0,0,0,"2 кликов, 15 ₽ и ни одного заказа за неделю (за всё время 2 заказ(ов) при 321 ₽). Ставка в пол, показы оставляем"
bordeaux,floor,4527387470,53395,Картридж для HP LaserJet M2727nf,от 2000 до 5000,12.0,6.0,-6.0,21.1,9.1,19.7,3581.0,0.04,справочная,70,3,12.68,0.0,0.0,4.2,4.29,,4,40.48,0.0,10.1,51.0000000000000000,44.0000000000000000,7.0,98,-19,0,131,5,5,14,2,6074.0000,0,4,18,177.66,0.0,0,0,"3 кликов, 13 ₽ и ни одного заказа за неделю (за всё время 0 заказ(ов) при 178 ₽). Ставка в пол, показы оставляем"
bordeaux,floor,1771578083,5723,"Картриджи 006R04368-006R04371 для принтеров Xerox C310, C315",от 10000 до 500 тыс,16.0,6.0,-10.0,30.2,14.2,15.3,14654.0,0.02,справочная,50,1,9.74,0.0,0.0,9.7,2.0,,3,37.58,0.0,12.5,44.0000000000000000,19.0000000000000000,25.0,85,52,0,6017,4,2,13,1,14501.0000,0,18,14,150.96,0.0,0,0,"1 кликов, 10 ₽ и ни одного заказа за неделю (за всё время 0 заказ(ов) при 151 ₽). Ставка в пол, показы оставляем"
bordeaux,floor,873312718,3075,"Картриджи 728XL для принтеров HP DesignJet T730, DJ T830",от 10000 до 500 тыс,12.0,6.0,-6.0,,,,,,справочная,59,1,9.03,0.0,0.0,9.0,1.69,,0,0.0,0.0,,60.0000000000000000,39.0000000000000000,21.0,24,16,0,30,16,0,4,0,0,0,2,13,219.13,0.0,0,0,"1 кликов, 9 ₽ и ни одного заказа за неделю (за всё время 0 заказ(ов) при 219 ₽). Ставка в пол, показы оставляем. 4-я неделя в полу без заказов — можно выносить на снятие, но только отдельным решением"
bordeaux,floor,4451944923,015124,Картридж для Epson Stylus TX210,Эксперимент1,8.0,6.0,-2.0,6.8,-1.2,20.5,729.0,0.06,справочная,7,1,8.06,0.0,0.0,8.1,14.29,,1,8.09,0.0,8.1,42.0000000000000000,60.0000000000000000,-18.0,159,126,0,5257,25,0,10,0,0,0,1,16,127.61,0.0,0,0,"1 кликов, 8 ₽ и ни одного заказа за неделю (за всё время 0 заказ(ов) при 128 ₽). Ставка в пол, показы оставляем"
bordeaux,floor,1261499947,4660,"Картридж M21-750423 для принтеров Brady BMP 21-LAB, BMP 21-PLUS",Эксперимент1,8.0,6.0,-2.0,12.9,4.9,20.2,2125.0,0.04,справочная,108,1,7.75,0.0,0.0,7.8,0.93,,6,47.05,0.0,7.8,52.0000000000000000,38.0000000000000000,14.0,55,-8,0,182,8,1,15,0,0,0,0,37,307.63,0.0,0,0,"1 кликов, 8 ₽ и ни одного заказа за неделю (за всё время 0 заказ(ов) при 308 ₽). Ставка в пол, показы оставляем. 4-я неделя в полу без заказов — можно выносить на снятие, но только отдельным решением"
bordeaux,floor,652592274,0758,"Картридж CLI-8PM для принтеров Canon Pixma iP6600D, Pixma ip6700D, Pro9000 Mark II фото-пурпурный",Эксперимент1,6.0,6.0,0.0,,,,,,справочная,116,2,2.0,0.0,0.0,1.0,1.72,,5,18.46,0.0,3.7,44.0000000000000000,37.0000000000000000,7.0,88,-41,0,705,1,3,14,1,387.0000,2,9,23,106.52,1.0,0,0,"2 кликов, 2 ₽ и ни одного заказа за неделю (за всё время 1 заказ(ов) при 107 ₽). Ставка в пол, показы оставляем"
bordeaux,floor,3556714395,4770,"Картридж M21-750499 для принтеров Brady BMP 21-LAB, BMP 21-PLUS",от 2000 до 5000,12.0,6.0,-6.0,21.2,9.2,19.0,3780.0,0.04,справочная,61,1,1.0,0.0,0.0,1.0,1.64,,2,53.67,0.0,26.8,32.0000000000000000,33.0000000000000000,-1.0,79,15,0,204,7,2,12,0,0,0,3,12,197.15,0.0,0,0,"1 кликов, 1 ₽ и ни одного заказа за неделю (за всё время 0 заказ(ов) при 197 ₽). Ставка в пол, показы оставляем"
bordeaux,floor,906874687,0494,"Картридж T0472 для принтеров Epson Stylus C63, Stylus C65 голубой",от 0 до 1000,10.0,6.0,-4.0,0.0,-10.0,-1.9,419.0,0.06,справочная,117,1,1.0,0.0,0.0,1.0,0.85,,4,45.69,0.0,11.4,28.0000000000000000,49.0000000000000000,-21.0,101,-11,0,11742,13,0,12,0,0,0,3,21,143.21,2.0,0,0,"1 кликов, 1 ₽ и ни одного заказа за неделю (за всё время 2 заказ(ов) при 143 ₽). Ставка в пол, показы оставляем"
bordeaux,floor,863385935,3709,"Картриджи TN-321 для принтеров Konica Minolta Bizhub C224, Bizhub C284",от 10000 до 500 тыс,13.0,6.0,-7.0,,,,,,справочная,55,1,1.0,0.0,0.0,1.0,1.82,,6,78.38,0.0,13.1,45.0000000000000000,17.0000000000000000,28.0,116,-48,0,4786,2,10,15,1,19286.0000,0,6,23,240.48,1.0,0,0,"1 кликов, 1 ₽ и ни одного заказа за неделю (за всё время 1 заказ(ов) при 240 ₽). Ставка в пол, показы оставляем"
bordeaux,floor,652550539,2183,"Картридж 953XLBK для принтеров HP OfficeJet Pro 7720, OfficeJet Pro 7730 черный",Эксперимент1,8.0,6.0,-2.0,13.5,5.5,21.3,2078.0,0.04,справочная,13,0,0.0,0.0,0.0,,0.0,,1,8.03,0.0,8.0,80.0000000000000000,49.0000000000000000,31.0,62,3,1262,10641,21,0,15,0,0,1,8,17,156.80,0.0,0,0,"0 кликов, 0 ₽ и ни одного заказа за неделю (за всё время 0 заказ(ов) при 157 ₽). Ставка в пол, показы оставляем"
bordeaux,floor,1469084054,5418,"Картридж 067H Bk для принтеров Canon i-SENSYS LBP633Cdw, LBP631CW, MF651Cw, MF655Cdw, MF657Cdw",Эксперимент1,15.0,6.0,-9.0,27.2,12.2,22.3,3936.0,0.04,справочная,124,0,0.0,0.0,0.0,,0.0,,3,44.24,0.0,14.7,54.0000000000000000,96.0000000000000000,-42.0,167,48,0,25532,14,0,15,5,18772.0000,4,55,11,199.55,0.0,0,0,"0 кликов, 0 ₽ и ни одного заказа за неделю (за всё время 0 заказ(ов) при 200 ₽). Ставка в пол, показы оставляем"
bordeaux,floor,1469084054,5418,"Картридж 067H Bk для принтеров Canon i-SENSYS LBP633Cdw, LBP631CW, MF651Cw, MF655Cdw, MF657Cdw",от 2000 до 5000,22.0,6.0,-16.0,27.2,5.2,22.3,3936.0,0.04,справочная,114,0,0.0,0.0,0.0,,0.0,,1,38.16,0.0,38.2,54.0000000000000000,96.0000000000000000,-42.0,167,48,0,25532,14,0,15,5,18772.0000,4,55,5,176.70,0.0,0,0,"0 кликов, 0 ₽ и ни одного заказа за неделю (за всё время 0 заказ(ов) при 177 ₽). Ставка в пол, показы оставляем"
bordeaux,floor,1547263981,5422,"Картриджи 067H с чипом для принтеров Canon LBP631CW, LBP633Cdw, MF651Cw, MF655Cdw, MF657Cdw",от 10000 до 500 тыс,22.0,6.0,-16.0,24.9,2.9,16.9,10445.0,0.02,справочная,0,0,0,0,0,,,,0,0.0,0.0,,11.0000000000000000,14.0000000000000000,-3.0,944,339,33178,21967,5,5,15,16,178625.0000,15,115,39,829.59,1.0,0,0,"0 кликов, 0 ₽ и ни одного заказа за неделю (за всё время 1 заказ(ов) при 830 ₽). Ставка в пол, показы оставляем"
