# oz_acc2: реклама 2026-07-27..2026-08-17 (22 дн), поиск 4 нед с 2026-07-13, продажи вся история, маржа: margin_safe = margin_own_live - 10.6 п.п.; построено 2026-08-18 — трафика нет и не было
sku,offer_id,name,in_ads,bid,n_camp,camp_titles,ad_views,ad_clicks,ctr,cpc,ad_spend,spend_30d,ad_orders,ad_rev,ad_drr,ad_cr,ad_days_shown,clicks14,spend14,ad_orders14,ad_rev14,s_demand,s_views,s_orders,s_gmv,pos_avg,pos_best,s_views_all,s_orders_all,s_demand_all,s_weeks,qty30,rev30,qty90,rev90,qty_all,rev_all,n_post,canc,cancel_share,last_sale,days_since_sale,free_fbo,our_price,buyer_price,margin_own_live,margin_safe,net_live,cr_bucket,ceiling_live,ceiling_safe,headroom,segment,tier,note
1822888566,0077BT6QU2GW,"Картриджи DS BCI-5/ BCI-6 для принтеров Canon Pixma i9100, Pixma i950 набор cmyk lclm",False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,2877.0,,,,,0.0281,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1822889650,0076XKA26NII,"Картриджи DS BCI-6 для принтеров Canon BJC-i560, BJ i865, IP4000, IP5000, Pixma MP750, PixmaMP760",False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,3176.0,,,,,0.0281,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1822889775,0094T0R2I0AI,"Картриджи DS T013-T014 для принтеров Epson Stylus Color 480, Stylus 580",False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1416.0,,,,,0.0386,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1822889798,0083D9NYC7L6,"Картриджи DS T026-T027 для принтеров Epson Stylus c50, Stylus Photo 810",False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,15000.0,,,,,0.031,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1822889816,0085ICE0HVPK,"Картриджи DS T040-T041 для принтеров Epson Stylus C62, Stylus CX3200",False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,15000.0,,,,,0.031,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1822890023,0097Z62X0E0Q,"Картриджи DS T0461-T0474 для принтеров Epson Stylus C63, Stylus C65",True,8.0,1,Все,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,4572.0,,,,,0.0281,,,,no_traffic,,"в рекламе, показов нет; спроса по фразам тоже нет"
1822890242,0071ZGQ5S5M1,"Картриджи DS 70 для принтеров HP DesignJet Z2100, DJ Z3100, DJ Z3200 набор cmyk lclm",True,12.0,2,10000-500000 / Все,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,20372.0,,,,,0.031,,,,no_traffic,,"в рекламе, показов нет; спроса по фразам тоже нет"
1822890303,0095P1M35QKD,Картриджи DS T066-T067 для принтеров Epson Stylus C48,False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,15000.0,,,,,0.031,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1822890945,0069PHSMBPL0,"Картриджи DS 80 для принтеров HP DesignJet 1000, DJ 1050C, DJ-1055CM",False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,29965.0,,,,,0.031,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1822891354,0096IB18EP57,"Картриджи DS T0441-T0444 для принтеров Epson Stylus C64, Stylus C66",False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,15000.0,,,,,0.031,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1822891805,0143DV8HNSW6,"Картридж DS T038 для принтеров Epson Stylus C41, StylusC41SX черный",False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,22500.0,,,,,0.031,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1822892558,0124ONJUV8H8,"Лента DS KX-FA52A для принтеров Panasonic KX-FC225, KX FC226, KXFC228 черный",False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,3156.0,,,,,0.0281,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1822892611,0125X7USUR9R,"Лента DS KX-FA136A для принтеров Panasonic KX-F1010BX, KX F1015, KXF1016 черный",False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1592.0,,,,,0.0386,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1822892731,0108LYUM9G6H,"Картридж DS NPG-28 для принтеров Canon iR-1600, iR 1610F, iR2000, iR-2010F, iR2016, iR 2030i черный",False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,45000.0,,,,,0.031,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1822893527,0100L1TSOXDV,"Картриджи DS 56-57-58 для принтеров HP DeskJet 3620, DeskJet 3645, Digital Copier 410, OfficeJet4105, OfficeJet 4110, PhotoSmart 100, PhotoSmart 130, PSC-1100 PSC1110",False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,22863.0,,,,,0.031,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1822893661,0145EMBVFT50,"Картриджи DS T038-T039 для принтеров Epson Stylus C41, StylusC41SX",False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,15000.0,,,,,0.031,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1822894984,0123IFBHFI7Z,"Лента DS KX-FA57A для принтеров Panasonic KX-FB423, KX FHD331, KXFHD332 черный",True,10.0,2,Все / от 0 до 3000,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1705.0,,,,,0.0386,,,,no_traffic,,"в рекламе, показов нет; спроса по фразам тоже нет"
1822903993,0175YL7CXFNP,"Картриджи DS 80D2951-18CX033E для принтеров Lexmark P4350, P6250, P6350, P915, X3330, X3350, X5250, X5270 X5470 X7170 X7350 X8350 Z815 Z816 черный",False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,15000.0,,,,,0.031,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1822904219,0178EH3OQDOG,"Картриджи DS CLT-508L для принтеров Samsung CLP-615, CLP 620ND, CLX-6220FX, CLX6250FX",False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,36310.0,,,,,0.031,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1822904351,0171EN6YDENO,"Картриджи DS CLP-300 для принтеров Samsung CLP-300N, CLX-2160, CLX 3160FN",True,8.0,1,Все,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,9357.0,,22.74,12.1,2128.19,0.019,31.6,12.7,4.7,no_traffic,,"в рекламе, показов нет; спроса по фразам тоже нет"
1822904512,0170G4NL25VR,Картриджи DS Q6460A-Q6463A для принтеров HP Color LaserJet 4730,False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,117328.0,,,,,0.031,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1822906905,0176FVEZJDUX,"Картриджи DS 18C0034E-18C0035E для принтеров Lexmark Z810, Z812, Z845, P4350, P6250, P6350, P915, X2500 X2530",False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,15000.0,,,,,0.031,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1822907067,0228HNHDQ6BY,Картридж DS S050166 для принтеров Epson EPL 6200 черный,False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,4283.0,,,,,0.0281,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1822911381,0281EMOANKTH,"Картридж DS 92274A для принтеров HP LaserJet 4L, LJ 4ML, LJ 4MP черный",False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,22500.0,,,,,0.031,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1822912141,0282SYMCTECN,"Картридж DS BCI-3EBK для принтеров Canon BJC-3000, BJC 6000, BJ i850, BJ i865, BJ S400, BJ S450 черный",False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,848.0,,,,,0.0323,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1822913316,0290L3CYCGLJ,"Картридж DS T008 для принтеров Epson Stylus Photo 790, Stylus Photo 870",True,10.0,1,от 0 до 3000,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,412.0,,,,,0.0323,,,,no_traffic,,"в рекламе, показов нет; спроса по фразам тоже нет"
1822914141,0289LDJO2CHR,"Картридж DS T007 для принтеров Epson Stylus Photo 1270, Stylus Photo 1290 черный",False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,15000.0,,,,,0.031,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1822918471,0389FR2RC5DS,Картридж DS Q2681A для принтеров HP Color LaserJet 3700 голубой,False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,22500.0,,,,,0.031,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1822918602,0355N8E6B95C,Картриджи DS Q2681A-Q2683A для принтеров HP Color LaserJet 3700,False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,15000.0,,,,,0.031,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1822918718,0390U7JXE8Q9,Картридж DS Q2682A для принтеров HP Color LaserJet 3700 желтый,False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,22500.0,,,,,0.031,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1822922348,0391ZTJMPOJ4,Картридж DS Q2683A для принтеров HP Color LaserJet 3700 пурпурный,False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,22500.0,,,,,0.031,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1822936532,0419PW3F7MEE,"Картридж DS 92298X для принтеров Canon EP-E, EX, LBP 1260, LJ 4, LJ 4M черный",False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,22500.0,,,,,0.031,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1822937608,0415TSN0TNFI,"Картридж DS C3903A для принтеров HP LaserJet 5MP, LJ 5P, LJ 6MP, LJ 6P черный",False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,5917.0,,,,,0.019,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1822937693,0420QHHV7823,"Картридж DS C4191A для принтеров HP LaserJet 4500, LJ 4550 черный",False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,22500.0,,,,,0.031,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1822937718,0421XY5319BB,"Картридж DS C4192A для принтеров HP LaserJet 4500, LJ 4550 голубой",False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,22500.0,,,,,0.031,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1822937976,0422FE3YIAGS,"Картридж DS C4193A для принтеров HP LaserJet 4500, LJ 4550 пурпурный",False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,22500.0,,,,,0.031,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1822938018,0425JVIQDH4T,"Картридж DS 58 для принтеров HP DeskJet 3620, DeskJet 3645, Digital Copier 410, OfficeJet 4212, OfficeJet-4215, PhotoSmart 7150, PhotoSmart 7260, PSC-1310 PSC-1311 фото-черный",False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,8898.0,,,,,0.019,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1822938384,0427MU6WK6PJ,"Картридж DS 20 для принтеров HP APOLLO P2100, APOLLO P2200, Deskjet 600, Deskjet 610c, FAX-1020, FAX 925xi черный",False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,15000.0,,,,,0.031,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1822938389,0428C0Q35TSS,"Картридж DS 29 для принтеров HP Deskjet 690c, Deskjet 691c, Officejet 500, Officejet 590 черный",False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,22500.0,,,,,0.031,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1822938464,0423L177OBV9,"Картридж DS C4194A для принтеров HP LaserJet 4500, LJ 4550 желтый",False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,15000.0,,,,,0.031,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1822939438,0445OS05E5H2,"Картридж DS 8955A001 для принтеров Canon PC-D300, PC D320, PCD323, PC-D340, PCD383, PC Fax L400 черный",False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,15000.0,,,,,0.031,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1822939695,0451FA434470,"Картридж DS BCI-6BK для принтеров Canon BJ-F850, BJ F860, BJF870, BJ-F870PD, BJF890, BJ F9000, BJC-8200 черный",True,12.0,1,от 0 до 3000,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,655.0,,,,,0.0323,,,,no_traffic,,"в рекламе, показов нет; спроса по фразам тоже нет"
1822940537,0468H9TMYYPD,"Картридж DS S050190 для принтеров Epson AcuLaser C1100, CX11N, CX11NF черный",False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,4856.0,,,,,0.0281,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1822941182,0478QGNGXZ4S,"Картридж DS T018 для принтеров Epson Stylus Color 1000ICS, Stylus 680 цветной",True,12.0,2,Все / от 0 до 3000,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1515.0,,,,,0.0386,,,,no_traffic,,"в рекламе, показов нет; спроса по фразам тоже нет"
1822941199,0479TQIBM3AF,"Картридж DS T026 для принтеров Epson Stylus c50, Stylus Photo 810 черный",False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,518.0,,,,,0.0323,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1822941275,0480ZHPHMLP0,"Картридж DS T027 для принтеров Epson Stylus c50, Stylus Photo 810 цветной",False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,15000.0,,,,,0.031,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1822941448,0483LHMBKNDI,"Картридж DS T040 для принтеров Epson Stylus C62, Stylus CX3200 черный",False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,22500.0,,,,,0.031,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1822941544,0482MJ1SP351,"Картридж DS T037 для принтеров Epson Stylus C42 C42S, StylusC42SX цветной",True,10.0,1,от 0 до 3000,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1455.0,,,,,0.0386,,,,no_traffic,,"в рекламе, показов нет; спроса по фразам тоже нет"
1822941555,0484YZ43WF1O,"Картридж DS T041 для принтеров Epson Stylus C62, Stylus CX3200 цветной",False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,22500.0,,,,,0.031,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1822941586,0485NFQV9YRZ,"Картридж DS T013 для принтеров Epson Stylus Color 480, Stylus 580 черный",False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,490.0,,,,,0.0323,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1822941944,0488TBBRYD4G,Картридж DS T067 для принтеров Epson Stylus C48 цветной,False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,22500.0,,,,,0.031,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1822941960,0493JIKVLIX5,"Картридж DS T0461 для принтеров Epson Stylus C63, Stylus C65 черный",True,7.0,1,Все,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1144.0,,,,,0.0386,,,,no_traffic,,"в рекламе, показов нет; спроса по фразам тоже нет"
1822941985,0487BLD5DBRW,Картридж DS T066 для принтеров Epson Stylus C48 черный,True,10.0,1,от 0 до 3000,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,467.0,,,,,0.0323,,,,no_traffic,,"в рекламе, показов нет; спроса по фразам тоже нет"
1822942136,0491BV8CN47O,"Картридж DS T0443 для принтеров Epson Stylus C64, Stylus C66 пурпурный",False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,22500.0,,,,,0.031,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1822942875,0504ZBJDL2OR,"Картридж DS 12A8400 для принтеров Lexmark E230, E232, E240, E332n, OptraE232T черный",False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,15000.0,,,,,0.031,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1873147774,0528YULHOW18,"Картридж DS KX-FA85A для принтеров Panasonic KX-FLB801, KX FLB802, KXFLB803 черный",False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,3560.0,,,,,0.0281,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1873148652,0707AA10KG5D,Картридж DS MLT-D106S для принтеров Samsung ML-2245 черный,False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,3743.0,,,,,0.0281,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1873177904,5233FK84UYDU,"Картриджи DS 067H для принтеров Canon i-SENSYS LBP631CW, LBP633, MF651, MF651Cw",True,14.0,2,5000-10000 / Все,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,8692.0,,,,,0.019,,,,no_traffic,,"в рекламе, показов нет; спроса по фразам тоже нет"
1873178115,1753Q7YO64N6,"Картридж DS X203A11G для принтеров Lexmark X203, X204 черный",False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,4296.0,,,,,0.0281,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1873178575,4204O8ZFRI26,"Картридж DS 006R01683 для принтеров Xerox AltaLink B8045, B8055 черный",True,8.0,1,Все,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,15187.0,,,,,0.031,,,,no_traffic,,"в рекламе, показов нет; спроса по фразам тоже нет"
1873178764,3350OW1PE12A,"Картридж DS PC-310H для принтеров P3100D, P3105D, P3200D, P3205D черный",True,8.0,1,Все,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,4946.0,,,,,0.0281,,,,no_traffic,,"в рекламе, показов нет; спроса по фразам тоже нет"
1873178964,3626MCHZ971A,"Картриджи DS №140-141 для принтеров HP DeskJet D4260, DeskJetD4263, OfficeJet J5730",False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,6372.0,,,,,0.019,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
1873179870,1723E28NPV1T,"Фотобарабан DS 12A8302 DU для принтеров Lexmark E230, E232, E240, OptraE234, Optra E330 черный",False,,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,7901.0,,,,,0.019,,,,no_traffic,,вне рекламы; спроса по фразам тоже нет
