тир;подтверждение;кабинет;артикул;nmID;тип;тек_ВБ_ДхШхВ;тек_объём_л;нов_ДхШхВ;нов_объём_л;занижение_раз;дельта_л;источник;название
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;6215;432696367;мать;4x14x27;1.51;35x12x17;7.14;4.72;5.63;поставщик;Картридж C13S020450 для Epson PP-100, PP-100AP пурпурный
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;6215V6GDWT2T;432696378;ребёнок;4x14x27;1.51;35x12x17;7.14;4.72;5.63;наследование от 6215 (поставщик);Картридж DS C13S020450 для Epson PP-100, PP-100AP пурпурный
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;6214;432695363;мать;4x14x27;1.51;35x12x17;7.14;4.72;5.63;поставщик;Картридж C13S020449 для Epson PP-100 светло-пурпурный
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;6214O2N9TQ85;432695372;ребёнок;4x14x27;1.51;35x12x17;7.14;4.72;5.63;наследование от 6214 (поставщик);Картридж DS C13S020449 для Epson PP-100 светло-пурпурный
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;6212;432692600;мать;4x14x27;1.51;35x12x17;7.14;4.72;5.63;поставщик;Картридж C13S020447 для Epson PP-100, PP-100AP голубой
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;6212G0FMB2YY;432692613;ребёнок;4x14x27;1.51;35x12x17;7.14;4.72;5.63;наследование от 6212 (поставщик);Картридж DS C13S020447 для Epson PP-100, PP-100AP голубой
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;1543;209722498;мать;8x10x5;0.4;12x27x5.8;1.88;4.7;1.48;поставщик;Картридж T964 для Epson Stylus Photo R2880 желтый
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;1543QJ8HAPS1;313216419;ребёнок;8x10x5;0.4;12x27x5.8;1.88;4.7;1.48;наследование от 1543 (поставщик);Картридж DS T964 для Epson Stylus Photo R2880 желтый
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;4064;987912357;мать;10x10x8;0.8;11.5x35x9;3.62;4.53;2.82;solutionsprint;Картридж PFI-701R для Canon iPF8000, iPF8000s красный
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;4063;967312616;мать;10x10x8;0.8;11.5x35x9;3.62;4.53;2.82;solutionsprint;Картридж PFI-701PGY для Canon iPF8000, iPF8000s фото-серый
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;4060;967312579;мать;10x10x8;0.8;11.5x35x9;3.62;4.53;2.82;solutionsprint;Картридж PFI-701PC для Canon iPF8000, iPF8000s фото-голубой
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;4059;967312463;мать;10x10x8;0.8;11.5x35x9;3.62;4.53;2.82;solutionsprint;Картридж PFI-701MBk для Canon iPF8000 черный матовый
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;4057;209729805;мать;10x10x8;0.8;11.5x35x9;3.62;4.53;2.82;solutionsprint;Картридж PFI-701Y для Canon iPF8000, iPF8000s желтый
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;4061;209729827;мать;10x10x8;0.8;11.5x35x9;3.62;4.53;2.82;solutionsprint;Картридж PFI-701PM для Canon iPF8000 фото-пурпурный
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;4056;209729802;мать;10x10x8;0.8;11.5x35x9;3.62;4.53;2.82;solutionsprint;Картридж PFI-701M для Canon iPF8000, iPF8000s пурпурный
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;4062;209729828;мать;10x10x8;0.8;11.5x35x9;3.62;4.53;2.82;solutionsprint;Картридж PFI-701GY для Canon iPF8000, iPF8000s серый
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;4065;964343917;мать;10x10x8;0.8;11.5x35x9;3.62;4.53;2.82;solutionsprint;Картридж PFI-701G для Canon iPF8000, iPF8000s зеленый
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;4055;209729800;мать;10x10x8;0.8;11.5x35x9;3.62;4.53;2.82;solutionsprint;Картридж PFI-701C для Canon iPF8000, iPF8000s голубой
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;4058;209729814;мать;10x10x8;0.8;11.5x35x9;3.62;4.53;2.82;solutionsprint;Картридж PFI-701Bk для Canon iPF8000, iPF8000s черный
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;4066;964341469;мать;10x10x8;0.8;11.5x35x9;3.62;4.53;2.82;solutionsprint;Картридж PFI-701B для Canon iPF8000, iPF8000s синий
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;40584;964343746;ребёнок;10x10x8;0.8;11.5x35x9;3.62;4.53;2.82;solutionsprint;Картридж для Canon iPF-9000
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;40586;209762799;ребёнок;10x10x8;0.8;11.5x35x9;3.62;4.53;2.82;solutionsprint;Картридж для Canon iPF-9100
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;40582;964342461;ребёнок;10x10x8;0.8;11.5x35x9;3.62;4.53;2.82;solutionsprint;Картридж для Canon iPF-8000s
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;40583;964343626;ребёнок;10x10x8;0.8;11.5x35x9;3.62;4.53;2.82;solutionsprint;Картридж для Canon iPF-8100
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;40585;964343824;ребёнок;10x10x8;0.8;11.5x35x9;3.62;4.53;2.82;solutionsprint;Картридж для Canon iPF-9000s
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;40581;964342333;ребёнок;10x10x8;0.8;11.5x35x9;3.62;4.53;2.82;solutionsprint;Картридж для Canon iPF-8000
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;4057CVBT8XGJ;323142591;ребёнок;10x10x8;0.8;11.5x35x9;3.62;4.53;2.82;solutionsprint;Картридж DS PFI-701Y для Canon iPF8000, iPF8000s желтый
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;4061K6CYCV5U;323142496;ребёнок;10x10x8;0.8;11.5x35x9;3.62;4.53;2.82;solutionsprint;Картридж DS PFI-701PM для Canon iPF8000 фото-пурпурный
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;4063C230WSMH;323142474;ребёнок;10x10x8;0.8;11.5x35x9;3.62;4.53;2.82;solutionsprint;Картридж DS PFI-701PGY для Canon iPF8000 фото-серый
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;4064QY9PEHUH;323142529;ребёнок;10x10x8;0.8;11.5x35x9;3.62;4.53;2.82;solutionsprint;Картридж DS PFI-701R для Canon iPF8000, iPF8000s красный
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;4059U41GSLN5;323142359;ребёнок;10x10x8;0.8;11.5x35x9;3.62;4.53;2.82;solutionsprint;Картридж DS PFI-701MBk для Canon iPF8000 черный матовый
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;4060PGC8P6U5;323142387;ребёнок;10x10x8;0.8;11.5x35x9;3.62;4.53;2.82;solutionsprint;Картридж DS PFI-701PC для Canon iPF8000 фото-голубой
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;4056E7D3WDF4;323142349;ребёнок;10x10x8;0.8;11.5x35x9;3.62;4.53;2.82;solutionsprint;Картридж DS PFI-701M для Canon iPF8000, iPF8000s пурпурный
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;4062ACBZW33V;323142281;ребёнок;10x10x8;0.8;11.5x35x9;3.62;4.53;2.82;solutionsprint;Картридж DS PFI-701GY для Canon iPF8000, iPF8000s серый
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;4065C0UDIU68;323142181;ребёнок;10x10x8;0.8;11.5x35x9;3.62;4.53;2.82;solutionsprint;Картридж DS PFI-701G для Canon iPF8000, iPF8000s зеленый
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;4055CLU11AM0;323142101;ребёнок;10x10x8;0.8;11.5x35x9;3.62;4.53;2.82;solutionsprint;Картридж DS PFI-701C для Canon iPF8000, iPF8000s голубой
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;4058P418QA6I;323142045;ребёнок;10x10x8;0.8;11.5x35x9;3.62;4.53;2.82;solutionsprint;Картридж DS PFI-701Bk для Canon iPF8000, iPF8000s черный
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;4066NVLQU99R;323142000;ребёнок;10x10x8;0.8;11.5x35x9;3.62;4.53;2.82;solutionsprint;Картридж DS PFI-701B для Canon iPF8000, iPF8000s синий
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;3494;264243371;мать;8x10x5;0.4;30x4.5x13;1.75;4.39;1.35;поставщик;Картридж PFI-1700MBK черный матовый
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;34943DQQLFYR;885527749;ребёнок;8x10x5;0.4;30x4.5x13;1.75;4.39;1.35;наследование от 3494 (поставщик);Картридж для Canon iPF PRO 4000S
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;34945G998QMR;885543344;ребёнок;8x10x5;0.4;30x4.5x13;1.75;4.39;1.35;наследование от 3494 (поставщик);Картридж для Canon iPF PRO 6000S
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;34944;967344003;ребёнок;8x10x5;0.4;30x4.5x13;1.75;4.39;1.35;наследование от 3494 (поставщик);Картридж для Canon iPF PRO 6000
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;34942;967343729;ребёнок;8x10x5;0.4;30x4.5x13;1.75;4.39;1.35;наследование от 3494 (поставщик);Картридж для Canon iPF PRO 4000
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;34944WGTIA0D;885532854;ребёнок;8x10x5;0.4;30x4.5x13;1.75;4.39;1.35;наследование от 3494 (поставщик);Картридж для Canon iPF PRO 6000
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;34943;967343971;ребёнок;8x10x5;0.4;30x4.5x13;1.75;4.39;1.35;наследование от 3494 (поставщик);Картридж для Canon iPF PRO 4000S
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;34945;967344055;ребёнок;8x10x5;0.4;30x4.5x13;1.75;4.39;1.35;наследование от 3494 (поставщик);Картридж для Canon iPF PRO 6000S
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;34941JEA4IBF;885523300;ребёнок;8x10x5;0.4;30x4.5x13;1.75;4.39;1.35;наследование от 3494 (поставщик);Картридж для Canon iPF PRO 2000
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;34942P926DOU;885525957;ребёнок;8x10x5;0.4;30x4.5x13;1.75;4.39;1.35;наследование от 3494 (поставщик);Картридж для Canon iPF PRO 4000
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;3494ACGRNAKG;323156956;ребёнок;8x10x5;0.4;30x4.5x13;1.75;4.39;1.35;наследование от 3494 (поставщик);Картридж DS PFI-1700MBK черный матовый
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;34941;967343407;ребёнок;8x10x5;0.4;30x4.5x13;1.75;4.39;1.35;наследование от 3494 (поставщик);Картридж для Canon iPF PRO 2000
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;3498;264243373;мать;8x10x5;0.4;30x4.5x13;1.75;4.39;1.35;поставщик;Картридж PFI-1700Y желтый
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;3498SSN83ZCA;323158073;ребёнок;8x10x5;0.4;30x4.5x13;1.75;4.39;1.35;наследование от 3498 (поставщик);Картридж DS PFI-1700Y желтый
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;3503;209728399;мать;8x10x5;0.4;30x4.5x13;1.75;4.39;1.35;поставщик;Картридж PFI-1700R красный
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;3503O28T63V3;323158044;ребёнок;8x10x5;0.4;30x4.5x13;1.75;4.39;1.35;наследование от 3503 (поставщик);Картридж DS PFI-1700R красный
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;3500;264243377;мать;8x10x5;0.4;30x4.5x13;1.75;4.39;1.35;поставщик;Картридж PFI-1700PM фото-пурпурный
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;3500X1ZKF2SY;323158011;ребёнок;8x10x5;0.4;30x4.5x13;1.75;4.39;1.35;наследование от 3500 (поставщик);Картридж DS PFI-1700PM фото-пурпурный
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;3502;264243382;мать;8x10x5;0.4;30x4.5x13;1.75;4.39;1.35;поставщик;Картридж PFI-1700PGY фото-серый
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;3502E7XBVLFJ;323157997;ребёнок;8x10x5;0.4;30x4.5x13;1.75;4.39;1.35;наследование от 3502 (поставщик);Картридж DS PFI-1700PGY фото-серый
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;3499;257807238;мать;8x10x5;0.4;30x4.5x13;1.75;4.39;1.35;поставщик;Картридж PFI-1700PC фото-голубой
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;3499NKW4PAL3;323157934;ребёнок;8x10x5;0.4;30x4.5x13;1.75;4.39;1.35;наследование от 3499 (поставщик);Картридж DS PFI-1700PC фото-голубой
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;3497;257807235;мать;8x10x5;0.4;30x4.5x13;1.75;4.39;1.35;поставщик;Картридж PFI-1700M пурпурный
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;3497BE27KXVH;323157844;ребёнок;8x10x5;0.4;30x4.5x13;1.75;4.39;1.35;наследование от 3497 (поставщик);Картридж DS PFI-1700M пурпурный
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;3495;257807236;мать;8x10x5;0.4;30x4.5x13;1.75;4.39;1.35;поставщик;Картридж PFI-1700PBK фото-черный
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;3495JMNICFIW;323157888;ребёнок;8x10x5;0.4;30x4.5x13;1.75;4.39;1.35;наследование от 3495 (поставщик);Картридж DS PFI-1700PBK фото-черный
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;3501;257807234;мать;8x10x5;0.4;30x4.5x13;1.75;4.39;1.35;поставщик;Картридж PFI-1700GY серый
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;3501KFZD7MMC;323157837;ребёнок;8x10x5;0.4;30x4.5x13;1.75;4.39;1.35;наследование от 3501 (поставщик);Картридж DS PFI-1700GY серый
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;3496;257807212;мать;8x10x5;0.4;30x4.5x13;1.75;4.39;1.35;поставщик;Картридж PFI-1700C голубой
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;3496XYM7MGE0;323157764;ребёнок;8x10x5;0.4;30x4.5x13;1.75;4.39;1.35;наследование от 3496 (поставщик);Картридж DS PFI-1700C голубой
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;3505;257807214;мать;8x10x5;0.4;30x4.5x13;1.75;4.39;1.35;поставщик;Картридж PFI-1700CO усилитель глянца
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;3505U2LTL4XF;323157790;ребёнок;8x10x5;0.4;30x4.5x13;1.75;4.39;1.35;наследование от 3505 (поставщик);Картридж DS PFI-1700CO усилитель глянца
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;3504;209728406;мать;8x10x5;0.4;30x4.5x13;1.75;4.39;1.35;поставщик;Картридж PFI-1700B синий
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;3504AT1ONOHZ;323157752;ребёнок;8x10x5;0.4;30x4.5x13;1.75;4.39;1.35;наследование от 3504 (поставщик);Картридж DS PFI-1700B синий
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;4325;257807807;мать;30x2x19;1.14;55x9.5x9.5;4.96;4.35;3.82;cactus;Картридж TN-516 для Konica Minolta 458e, 558e, 658e черный
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;43253;967376708;ребёнок;30x2x19;1.14;55x9.5x9.5;4.96;4.35;3.82;cactus;Картридж для Konica Minolta Bizhub 658e
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;43252;964696876;ребёнок;30x2x19;1.14;55x9.5x9.5;4.96;4.35;3.82;cactus;Картридж для Konica Minolta Bizhub 558e
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;43251;964696341;ребёнок;30x2x19;1.14;55x9.5x9.5;4.96;4.35;3.82;cactus;Картридж для Konica Minolta Bizhub 458e
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;43253NK74NOH;865481650;ребёнок;30x2x19;1.14;55x9.5x9.5;4.96;4.35;3.82;cactus;Картридж для Konica Minolta Bizhub 658e 31200 страниц
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;43252HL1BM01;865478957;ребёнок;30x2x19;1.14;55x9.5x9.5;4.96;4.35;3.82;cactus;Картридж для Konica Minolta Bizhub 558e 31200 страниц
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;43251XI18NNI;865475759;ребёнок;30x2x19;1.14;55x9.5x9.5;4.96;4.35;3.82;cactus;Картридж для Konica Minolta Bizhub 458e 31200 страниц
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;4325SMOUV45U;323239050;ребёнок;30x2x19;1.14;55x9.5x9.5;4.96;4.35;3.82;cactus;Картридж DS TN-516 для Konica Minolta 458e, 558e черный
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;3682;209712415;мать;4x5x15;0.3;28.5x12.5x3.5;1.25;4.16;0.95;cactus;Картридж T01C1 для Epson WF Pro C529, WF Pro C579 черный
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;36822;964420364;ребёнок;4x5x15;0.3;28.5x12.5x3.5;1.25;4.16;0.95;cactus;Картридж для Epson WorkForce Pro C579
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;36821;967346980;ребёнок;4x5x15;0.3;28.5x12.5x3.5;1.25;4.16;0.95;cactus;Картридж для Epson WorkForce Pro C529
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;36822M77NFF6;886348560;ребёнок;4x5x15;0.3;28.5x12.5x3.5;1.25;4.16;0.95;cactus;Картридж для Epson WorkForce Pro C579 10000 страниц
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;36821J7GGSUH;886348256;ребёнок;4x5x15;0.3;28.5x12.5x3.5;1.25;4.16;0.95;cactus;Картридж для Epson WorkForce Pro C529 10000 страниц
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;3682I4HWGJB3;323164362;ребёнок;4x5x15;0.3;28.5x12.5x3.5;1.25;4.16;0.95;cactus;Картридж DS T01C1 для Epson WF Pro C529, WF Pro C579 черный
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);набор (расчёт из компонентов);Цифровой квадрат;2311;209724610;набор;10x10x10;1.0;27x11x14;4.16;4.16;3.16;набор:согласовано;Картриджи T1571-T1579 для Epson набор cmyk lclm
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);набор (расчёт из компонентов);Дисквэр;2311YGOR2OQX;323341768;набор;10x10x10;1.0;27x11x14;4.16;4.16;3.16;набор:согласовано;Картриджи DS T1571-T1579 для Epson набор cmyk lclm
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;5885;349937864;мать;4x5x15;0.3;12.5x28.5x3.5;1.25;4.16;0.95;поставщик;Чернила GI-43Y для Canon Pixma G540, Pixma G640 желтый
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;5885Y8QFQC63;355715345;ребёнок;4x5x15;0.3;12.5x28.5x3.5;1.25;4.16;0.95;наследование от 5885 (поставщик);Чернила DS GI-43Y для Canon Pixma G540, Pixma G640 желтый
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);набор (расчёт из компонентов);Цифровой квадрат;3511;209728427;набор;10x10x10;1.0;12x23x15;4.14;4.14;3.14;набор:согласовано;Картриджи T9071-T9074 для Epson WF Pro 6090, WF Pro 6590
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);набор (расчёт из компонентов);Дисквэр;3511QW9FGRNX;323344557;набор;10x10x10;1.0;12x23x15;4.14;4.14;3.14;набор:согласовано;Картриджи DS T9071-T9074 для Epson WF Pro 6090, WF Pro 6590
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);набор (расчёт из компонентов);Цифровой квадрат;0899;209665125;набор;10x10x10;1.0;20x20x10;4.0;4.0;3.0;набор:согласовано;Картриджи T7011-T7014 для Epson WP-4595DNF, WP-4595DNF
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);набор (расчёт из компонентов);Дисквэр;0899P40HWC4U;323115205;набор;10x10x10;1.0;20x20x10;4.0;4.0;3.0;набор:согласовано;Картриджи DS T7011-T7014
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);набор (расчёт из компонентов);Цифровой квадрат;2866;257945488;набор;10x10x10;1.0;11x20x18;3.96;3.96;2.96;набор:согласовано;Картриджи №727 для HP DJ T930, DJ T930, DJ T930
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);набор (расчёт из компонентов);Дисквэр;2866VXWO51ZS;323343191;набор;10x10x10;1.0;11x20x18;3.96;3.96;2.96;набор:согласовано;Картриджи DS №727
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;0896;192228031;мать;8x10x15;1.2;55x9.3x9.3;4.76;3.96;3.56;поставщик;Картридж 655M для HP DJ 4615, DJ 4615, DJ 4615 пурпурный
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;0896V86NCYIF;323221520;ребёнок;8x10x15;1.2;55x9.3x9.3;4.76;3.96;3.56;наследование от 0896 (поставщик);Картридж DS 655M пурпурный
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;0897;192228028;мать;8x10x15;1.2;55x9.3x9.3;4.76;3.96;3.56;поставщик;Картридж 655Y для HP DJ 5525, DJ 5525, DJ 5525 желтый
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;0897I7JYZCA5;323221557;ребёнок;8x10x15;1.2;55x9.3x9.3;4.76;3.96;3.56;наследование от 0897 (поставщик);Картридж DS 655Y желтый
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;0895;192227937;мать;8x10x15;1.2;55x9.3x9.3;4.76;3.96;3.56;поставщик;Картридж 655C для HP DJ 3525, DJ 3525, DJ 3525 голубой
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;0895P4DWT54I;323115164;ребёнок;8x10x15;1.2;55x9.3x9.3;4.76;3.96;3.56;наследование от 0895 (поставщик);Картридж DS 655C голубой
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);набор (расчёт из компонентов);Цифровой квадрат;1274;192567942;набор;10x10x10;1.0;20x11.5x17;3.91;3.91;2.91;набор:согласовано;Картриджи LC567XL-LC565XL для Brother MFC-J2310, MFC-J2510
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);набор (расчёт из компонентов);Дисквэр;1274ILWYGHA1;313190103;набор;10x10x10;1.0;20x11.5x17;3.91;3.91;2.91;набор:согласовано;Картриджи DS LC567XL-LC565XL для Brother MFC-J2310
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;4435;257807646;мать;5x15x16;1.2;27.5x37.5x4.5;4.64;3.87;3.44;cactus;Картридж T01D1 для Epson WF Pro C529R, WF Pro C579R черный
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;44352;1003402165;ребёнок;5x15x16;1.2;27.5x37.5x4.5;4.64;3.87;3.44;cactus;Картридж для Epson WorkForce Pro C579R
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;44351;1003402125;ребёнок;5x15x16;1.2;27.5x37.5x4.5;4.64;3.87;3.44;cactus;Картридж для Epson WorkForce Pro C529R
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;44351YMG6KS0;912913554;ребёнок;5x15x16;1.2;27.5x37.5x4.5;4.64;3.87;3.44;cactus;Картридж для Epson WorkForce Pro C529R 50000 страниц
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;4435U8WOSBMI;323169038;ребёнок;5x15x16;1.2;27.5x37.5x4.5;4.64;3.87;3.44;cactus;Картридж DS T01D1 для Epson WF Pro C529R черный
