sku,группа,действия,связок,применено_связок,действие_применено,нет_baseline,нет_карточки,нет_остатка,в_обеих_группах,в_оценке_ITT
1883157903,control,e2_control,1,0,по_замыслу_нет,0,0,1,0,1
1883158272,control,e2_control,1,0,по_замыслу_нет,0,0,1,0,1
1883158529,treatment,remove,1,1,1,0,0,1,0,1
1883158617,treatment,remove,1,1,1,0,0,1,0,1
1883158678,treatment,remove,1,1,1,0,0,1,0,1
1883158822,treatment,remove,1,1,1,0,0,1,0,1
1883158978,treatment,remove,2,2,1,1,0,1,0,1
1883159505,treatment,bid_down,1,1,1,0,0,1,0,1
1883159676,treatment,remove,1,1,1,1,0,1,0,1
1883160267,treatment,remove,1,1,1,0,0,1,0,1
1883160866,control,e2_control,1,0,по_замыслу_нет,0,0,1,0,1
1883160973,treatment,remove,1,1,1,0,0,1,0,1
1883161255,treatment,remove,1,1,1,0,0,1,0,1
1883161463,treatment,remove,1,1,1,0,0,1,0,1
1883161532,treatment,remove,2,2,1,0,0,1,0,1
1883161540,treatment,remove,1,1,1,0,0,1,0,1
1883161929,treatment,remove,1,1,1,0,0,1,0,1
1883162547,treatment,remove,1,1,1,0,0,1,0,1
1883163535,treatment,remove,2,2,1,0,0,1,0,1
1883163576,treatment,remove,1,1,1,0,0,1,0,1
1883163795,treatment,remove,1,1,1,0,0,1,0,1
1883164107,treatment,remove,1,1,1,0,0,1,0,1
1883164429,treatment,remove,2,2,1,0,0,1,0,1
1883164477,treatment,remove,1,1,1,0,0,1,0,1
1883165314,treatment,remove,1,1,1,0,0,1,0,1
1883166445,treatment,remove,2,2,1,0,0,1,0,1
1883166786,treatment,remove,2,2,1,0,0,1,0,1
1883167346,treatment,remove,1,1,1,0,0,1,0,1
1883168055,treatment,remove,1,1,1,0,0,1,0,1
1883168327,treatment,bid_down,2,1,1,0,0,1,0,1
1883168518,treatment,remove,1,1,1,0,0,1,0,1
1883168940,treatment,remove,1,1,1,0,0,1,0,1
1883169377,treatment,remove,1,1,1,0,0,1,0,1
1883170609,treatment,bid_down,2,1,1,0,0,1,0,1
1883171810,treatment,remove,1,1,1,0,0,1,0,1
1883172489,treatment,remove,1,1,1,0,0,1,0,1
1883172495,treatment,remove,1,1,1,0,0,1,0,1
1883175402,treatment,remove,1,1,1,0,0,1,0,1
1883176071,treatment,remove,1,1,1,0,0,1,0,1
1883176101,treatment,remove,1,1,1,0,0,1,0,1
1883176161,control,e2_control,2,0,по_замыслу_нет,0,0,1,0,1
1883177383,treatment,remove,2,2,1,0,0,1,0,1
1883177589,treatment,remove,1,1,1,0,0,1,0,1
1883184024,treatment,remove,1,1,1,0,0,1,0,1
1883184250,treatment,remove,1,1,1,0,0,1,0,1
1883188381,treatment,remove,2,2,1,0,0,1,0,1
1883188538,treatment,remove,1,1,1,0,0,1,0,1
1883188557,treatment,remove,1,1,1,0,0,1,0,1
1883188659,treatment,remove,1,1,1,0,0,1,0,1
1883188724,treatment,bid_down,1,0,0,0,0,1,0,1
1883188782,treatment,remove,1,1,1,0,0,1,0,1
1883188787,treatment,remove,1,1,1,0,0,1,0,1
1883190610,treatment,bid_down,2,1,1,0,0,1,0,1
1883192008,treatment,remove,1,1,1,0,0,1,0,1
1883193688,treatment,remove,1,1,1,0,0,1,0,1
1883196358,treatment,remove,1,1,1,0,0,1,0,1
1883202808,treatment,bid_down,1,0,0,0,0,1,0,1
1883204471,treatment,remove,1,1,1,1,0,1,0,1
1883209219,treatment,remove,1,1,1,0,0,1,0,1
1883210950,treatment,remove,1,1,1,0,0,1,0,1
1883211075,treatment,remove,2,2,1,0,0,1,0,1
1883212152,treatment,remove,2,2,1,0,0,1,0,1
1883212285,treatment,remove,1,1,1,0,0,1,0,1
1883212658,treatment,remove,2,2,1,0,0,1,0,1
1883212782,treatment,remove,1,1,1,0,0,1,0,1
1883213940,treatment,remove,1,1,1,0,0,1,0,1
1883213956,treatment,remove,1,1,1,0,0,1,0,1
1883215675,treatment,remove,1,1,1,1,0,1,0,1
1883216891,treatment,remove,1,1,1,0,0,1,0,1
1883216928,treatment,remove,1,1,1,0,0,1,0,1
1883217031,treatment,remove,1,1,1,0,0,1,0,1
1883217064,treatment,remove,1,1,1,0,0,1,0,1
1883217624,treatment,remove,1,1,1,0,0,1,0,1
1883218021,treatment,bid_down,1,1,1,0,0,1,0,1
1883218074,treatment,remove,1,1,1,0,0,1,0,1
1883218727,treatment,remove,1,1,1,0,0,1,0,1
1883218752,treatment,remove,1,1,1,0,0,1,0,1
1883219363,treatment,remove,2,2,1,0,0,1,0,1
1883219452,treatment,remove,2,2,1,0,0,1,0,1
1883219505,treatment,remove,1,1,1,0,0,1,0,1
1883219715,control,e2_control,1,0,по_замыслу_нет,0,0,1,0,1
1883220923,treatment,remove,2,2,1,0,0,1,0,1
1883220940,treatment,bid_down,1,1,1,0,0,1,0,1
1883222168,treatment,remove,1,1,1,1,0,1,0,1
1883222584,treatment,remove,1,1,1,0,0,1,0,1
1883222798,treatment,bid_down,2,0,0,0,0,1,0,1
1883223020,treatment,remove,1,1,1,0,0,1,0,1
1883223040,treatment,remove,1,1,1,0,0,1,0,1
1883223390,treatment,remove,2,2,1,0,0,1,0,1
1883223475,treatment,remove,2,2,1,0,0,1,0,1
1883223657,treatment,bid_down,1,0,0,0,0,1,0,1
1883223912,treatment,remove,1,1,1,0,0,1,0,1
1883225309,control,e2_control,1,0,по_замыслу_нет,0,0,1,0,1
1883225908,treatment,remove,1,1,1,0,0,1,0,1
1883226234,treatment,remove,1,1,1,0,0,1,0,1
1883226532,treatment,remove,1,1,1,0,0,1,0,1
1883226949,treatment,remove,1,1,1,0,0,1,0,1
1883227637,treatment,remove,1,1,1,0,0,1,0,1
1883227897,treatment,remove,2,2,1,0,0,1,0,1
1883227951,treatment,remove,1,1,1,0,0,1,0,1
1883228008,treatment,remove,1,1,1,0,0,1,0,1
1883229129,treatment,remove,1,1,1,0,0,1,0,1
1883229457,treatment,remove,1,1,1,0,0,1,0,1
1883229813,control,e2_control,2,0,по_замыслу_нет,0,0,1,0,1
1883230202,control,e2_control,1,0,по_замыслу_нет,0,0,1,0,1
1883230435,control,e2_control,1,0,по_замыслу_нет,0,0,1,0,1
1883230732,treatment,remove,1,1,1,0,0,1,0,1
1883230825,treatment,remove,1,1,1,0,0,1,0,1
1883231031,control,e2_control,2,0,по_замыслу_нет,0,0,1,0,1
1883231101,treatment,remove,1,1,1,0,0,1,0,1
1883231240,treatment,remove,1,1,1,0,0,1,0,1
1883231878,control,e2_control,1,0,по_замыслу_нет,0,0,1,0,1
1883232025,treatment,remove,1,1,1,0,0,1,0,1
1883232135,treatment,remove,1,1,1,0,0,1,0,1
1883232380,treatment,bid_down,1,1,1,0,0,1,0,1
1883233352,treatment,remove,2,2,1,0,0,1,0,1
1883233402,treatment,bid_down,2,2,1,0,0,1,0,1
1883233691,treatment,remove,2,2,1,0,0,1,0,1
1883234431,treatment,remove,1,1,1,0,0,1,0,1
1883235246,control,e2_control,2,0,по_замыслу_нет,0,0,1,0,1
1883235371,treatment,remove,1,1,1,0,0,1,0,1
1883235589,treatment,remove,1,1,1,0,0,1,0,1
1883235975,control,e2_control,2,0,по_замыслу_нет,0,0,1,0,1
1883236945,treatment,remove,2,2,1,0,0,1,0,1
1883237026,treatment,remove,1,1,1,0,0,1,0,1
1883237407,treatment,remove,1,1,1,0,0,1,0,1
1883238931,treatment,remove,1,1,1,0,0,1,0,1
1883239771,treatment,remove,1,1,1,0,0,1,0,1
1883240094,treatment,remove,1,1,1,0,0,1,0,1
1883240165,treatment,remove,1,1,1,0,0,1,0,1
1883240201,treatment,remove,1,1,1,0,0,1,0,1
1883240417,treatment,remove,1,1,1,0,0,1,0,1
1883240853,treatment,remove,1,1,1,0,0,1,0,1
1883243990,treatment,remove,1,1,1,0,0,1,0,1
1883244841,treatment,remove,2,2,1,0,0,1,0,1
1883245614,treatment,remove,2,2,1,0,0,1,0,1
1883248153,treatment,remove,1,1,1,0,0,1,0,1
1883250960,treatment,remove,2,2,1,0,0,1,0,1
1883255986,treatment,remove,1,1,1,0,0,1,0,1
1883257721,treatment,remove,1,1,1,0,0,1,0,1
1883262295,treatment,remove,2,2,1,0,0,1,0,1
1883265169,control,e2_control,2,0,по_замыслу_нет,0,0,1,0,1
1883268314,treatment,remove,1,1,1,0,0,1,0,1
1883268405,treatment,remove,1,1,1,0,0,1,0,1
1883269116,treatment,remove,2,2,1,0,0,1,0,1
1883346313,treatment,remove,1,1,1,0,0,1,0,1
1883346702,treatment,remove,1,1,1,0,0,1,0,1
1883347337,treatment,remove,1,1,1,0,0,1,0,1
1883348943,treatment,remove,1,1,1,0,0,1,0,1
1883350197,treatment,remove,2,2,1,0,0,1,0,1
1883350310,treatment,remove,2,2,1,0,0,1,0,1
1883351078,treatment,remove,1,1,1,0,0,1,0,1
1883351742,treatment,remove,1,1,1,0,0,1,0,1
1883352108,treatment,remove,2,2,1,0,0,1,0,1
1883352573,treatment,remove,1,1,1,0,0,1,0,1
1883352932,treatment,remove,1,1,1,0,0,1,0,1
1883353498,treatment,remove,1,1,1,0,0,1,0,1
1883353556,treatment,remove,1,1,1,0,0,1,0,1
1883354029,treatment,remove,1,1,1,0,0,1,0,1
1883354048,treatment,remove,1,1,1,0,0,1,0,1
1883354329,treatment,remove,1,1,1,0,0,1,0,1
1883354435,treatment,remove,2,2,1,0,0,1,0,1
1883355363,treatment,remove,1,1,1,0,0,1,0,1
1883355860,treatment,remove,2,2,1,0,0,1,0,1
1883356304,treatment,remove,2,2,1,0,0,1,0,1
1883356335,treatment,remove,1,1,1,0,0,1,0,1
1883356796,treatment,remove,1,1,1,0,0,1,0,1
1883357420,control,e2_control,1,0,по_замыслу_нет,0,0,1,0,1
1883357600,treatment,remove,1,1,1,0,0,1,0,1
1883357911,treatment,remove,1,1,1,0,0,1,0,1
1883358391,treatment,remove,1,1,1,0,0,1,0,1
1883358516,treatment,remove,1,1,1,0,0,1,0,1
1883358839,treatment,remove,1,1,1,0,0,1,0,1
1883359358,treatment,remove,1,1,1,0,0,1,0,1
1883359882,treatment,remove,1,1,1,0,0,1,0,1
1883359885,treatment,remove,1,1,1,0,0,1,0,1
1883361007,treatment,remove,1,1,1,0,0,1,0,1
1883361020,control,e2_control,1,0,по_замыслу_нет,0,0,1,0,1
1883361257,treatment,remove,1,1,1,0,0,1,0,1
1883361285,treatment,remove,1,1,1,0,0,1,0,1
1883361352,treatment,remove,1,1,1,0,0,1,0,1
1883361392,treatment,remove,2,2,1,0,0,1,0,1
1883361399,treatment,remove,1,1,1,0,0,1,0,1
1883361496,treatment,remove,2,2,1,0,0,1,0,1
1883361893,treatment,remove,1,1,1,0,0,1,0,1
1883362178,treatment,remove,2,2,1,0,0,1,0,1
1883362226,treatment,remove,1,1,1,0,0,1,0,1
1883362328,treatment,remove,1,1,1,0,0,1,0,1
1883362448,treatment,remove,2,2,1,0,0,1,0,1
1883363883,treatment,remove,1,1,1,0,0,1,0,1
1883364247,treatment,remove,1,1,1,0,0,1,0,1
1883364656,treatment,remove,1,1,1,0,0,1,0,1
1883364700,treatment,remove,1,1,1,0,0,1,0,1
1883365013,treatment,remove,1,1,1,0,0,1,0,1
1883365818,treatment,remove,1,1,1,0,0,1,0,1
1885381502,treatment,remove,1,1,1,0,0,1,0,1
1885381762,treatment,remove,1,1,1,0,0,1,0,1
1885381908,treatment,remove,1,1,1,0,0,1,0,1
1885381910,treatment,remove,2,2,1,0,0,1,0,1
1885382037,treatment,remove,1,1,1,0,0,1,0,1
1885382254,treatment,remove,1,1,1,0,0,1,0,1
1885382708,treatment,remove,1,1,1,0,0,1,0,1
1885382950,treatment,remove,2,2,1,0,0,1,0,1
1885383165,treatment,remove,2,2,1,0,0,1,0,1
1885383247,treatment,remove,1,1,1,0,0,1,0,1
1885383395,treatment,remove,1,1,1,0,0,1,0,1
1885383491,treatment,remove,2,2,1,0,0,1,0,1
1885383745,treatment,remove,1,1,1,0,0,1,0,1
1885383753,treatment,remove,1,1,1,0,0,1,0,1
1885383763,treatment,remove,1,1,1,0,0,1,0,1
1885383829,treatment,remove,1,1,1,0,0,1,0,1
1885384150,control,e2_control,2,0,по_замыслу_нет,0,0,1,0,1
1885384364,treatment,remove,2,2,1,0,0,1,0,1
1885384443,treatment,remove,1,1,1,0,0,1,0,1
1885384695,treatment,remove,1,1,1,0,0,1,0,1
1885384881,treatment,remove,2,2,1,0,0,1,0,1
1885385120,treatment,remove,2,2,1,0,0,1,0,1
1885385286,treatment,remove,1,1,1,0,0,1,0,1
1885385467,treatment,remove,1,1,1,0,0,1,0,1
1885385539,treatment,remove,2,2,1,0,0,1,0,1
1885385792,treatment,remove,2,2,1,0,0,1,0,1
1885385872,treatment,remove,1,1,1,0,0,1,0,1
1885386018,treatment,remove,1,1,1,0,0,1,0,1
1885386249,treatment,remove,1,1,1,0,0,1,0,1
1885386850,treatment,remove,1,1,1,0,0,1,0,1
1885387708,treatment,remove,1,1,1,0,0,1,0,1
1885387952,treatment,remove,1,1,1,0,0,1,0,1
1885388804,treatment,remove,1,1,1,0,0,1,0,1
1885388867,treatment,remove,1,1,1,0,0,1,0,1
1885388913,treatment,bid_down,2,0,0,0,0,1,0,1
1885389139,treatment,remove,1,1,1,0,0,1,0,1
1885389167,treatment,remove,1,1,1,0,0,1,0,1
1885389431,treatment,remove,1,1,1,0,0,1,0,1
1885389434,treatment,remove,1,1,1,0,0,1,0,1
1885389520,treatment,remove,1,1,1,0,0,1,0,1
1885389925,treatment,remove,1,1,1,0,0,1,0,1
1885390111,treatment,remove,1,1,1,0,0,1,0,1
1885390201,treatment,remove,1,1,1,0,0,1,0,1
1885390477,treatment,remove,2,2,1,0,0,1,0,1
1885390665,treatment,remove,1,1,1,0,0,1,0,1
1885390838,treatment,remove,1,1,1,0,0,1,0,1
1885390984,treatment,remove,1,1,1,0,0,1,0,1
1885391065,treatment,remove,1,1,1,0,0,1,0,1
1885391082,treatment,remove,1,1,1,0,0,1,0,1
1885391146,treatment,remove,1,1,1,0,0,1,0,1
1885391161,treatment,remove,2,2,1,0,0,1,0,1
1885391246,treatment,remove,1,1,1,0,0,1,0,1
1885391283,treatment,remove,1,1,1,0,0,1,0,1
1885391430,treatment,remove,1,1,1,0,0,1,0,1
1885391431,treatment,bid_down,2,1,1,0,0,1,0,1
1885391656,treatment,remove,1,1,1,0,0,1,0,1
1885391788,treatment,remove,1,1,1,0,0,1,0,1
1885391940,treatment,remove,1,1,1,0,0,1,0,1
1885392280,treatment,remove,1,1,1,0,0,1,0,1
1885392323,treatment,remove,1,1,1,0,0,1,0,1
1885392437,treatment,remove,2,2,1,0,0,1,0,1
1885392573,treatment,remove,1,1,1,0,0,1,0,1
1885392582,treatment,remove,1,1,1,0,0,1,0,1
1885392708,treatment,remove,1,1,1,0,0,1,0,1
1885392822,treatment,remove,1,1,1,0,0,1,0,1
1885392828,treatment,remove,1,1,1,0,0,1,0,1
1885393117,control,e2_control,1,0,по_замыслу_нет,0,0,1,0,1
1885394284,treatment,remove,1,1,1,0,0,1,0,1
1885394288,treatment,remove,1,1,1,0,0,1,0,1
1885394339,treatment,remove,1,1,1,0,0,1,0,1
1885394350,treatment,remove,1,1,1,0,0,1,0,1
1885394392,treatment,remove,2,2,1,0,0,1,0,1
1885394704,treatment,remove,1,1,1,0,0,1,0,1
1885394848,treatment,remove,1,1,1,0,0,1,0,1
1885395324,treatment,remove,1,1,1,0,0,1,0,1
1885395584,treatment,remove,1,1,1,0,0,1,0,1
1885395676,treatment,remove,1,1,1,0,0,1,0,1
1885395707,treatment,remove,2,2,1,0,0,1,0,1
1885395786,treatment,remove,2,2,1,0,0,1,0,1
1885395886,treatment,remove,1,1,1,0,0,1,0,1
1885395999,treatment,remove,1,1,1,0,0,1,0,1
1885396023,treatment,remove,1,1,1,0,0,1,0,1
1885396138,treatment,remove,1,1,1,0,0,1,0,1
1885396224,treatment,remove,1,1,1,0,0,1,0,1
1885396278,treatment,remove,1,1,1,0,0,1,0,1
1885396369,treatment,remove,2,2,1,0,0,1,0,1
1885396998,treatment,remove,1,1,1,0,0,1,0,1
1885397119,treatment,remove,1,1,1,0,0,1,0,1
1885397151,treatment,remove,1,1,1,0,0,1,0,1
1885397329,treatment,remove,1,1,1,0,0,1,0,1
1885397776,treatment,remove,1,1,1,0,0,1,0,1
1885397984,treatment,remove,1,1,1,0,0,1,0,1
1885398131,treatment,remove,1,1,1,0,0,1,0,1
1885398141,control,e2_control,2,0,по_замыслу_нет,0,0,1,0,1
1885398242,treatment,remove,1,1,1,0,0,1,0,1
1885398319,treatment,remove,1,1,1,0,0,1,0,1
1885398366,control,e2_control,1,0,по_замыслу_нет,0,0,1,0,1
1885398389,treatment,remove,1,1,1,0,0,1,0,1
1885398481,treatment,remove,2,2,1,0,0,1,0,1
1885398531,treatment,remove,1,1,1,0,0,1,0,1
1885398558,treatment,bid_down,2,2,1,0,0,1,0,1
1885398583,treatment,remove,1,1,1,0,0,1,0,1
1885398613,treatment,remove,1,1,1,0,0,1,0,1
1885398618,treatment,remove,1,1,1,0,0,1,0,1
1885399057,treatment,remove,1,1,1,0,0,1,0,1
1885399093,treatment,remove,1,1,1,0,0,1,0,1
1885399125,treatment,remove,1,1,1,0,0,1,0,1
1885399499,treatment,remove,2,2,1,0,0,1,0,1
1885399598,treatment,remove,1,1,1,0,0,1,0,1
1885399676,treatment,remove,1,1,1,0,0,1,0,1
1885399736,treatment,remove,1,1,1,0,0,1,0,1
1885399760,treatment,remove,1,1,1,0,0,1,0,1
1885399761,treatment,remove,2,2,1,0,0,1,0,1
1885399766,treatment,remove,1,1,1,0,0,1,0,1
1885399959,treatment,remove,1,1,1,0,0,1,0,1
1885400006,treatment,remove,2,2,1,0,0,1,0,1
1885400102,treatment,remove,1,1,1,0,0,1,0,1
1885400139,treatment,remove,1,1,1,0,0,1,0,1
1885400167,treatment,remove,1,1,1,0,0,1,0,1
1885400247,treatment,remove,1,1,1,0,0,1,0,1
1885400478,control,e2_control,1,0,по_замыслу_нет,0,0,1,0,1
1885401242,treatment,remove,1,1,1,0,0,1,0,1
1885401438,treatment,remove,1,1,1,0,0,1,0,1
1885401465,treatment,remove,1,1,1,0,0,1,0,1
1885401500,treatment,remove,1,1,1,0,0,1,0,1
1885401546,treatment,remove,1,1,1,0,0,1,0,1
1885401563,treatment,remove,1,1,1,0,0,1,0,1
1885401658,treatment,remove,1,1,1,0,0,1,0,1
1885401741,treatment,remove,2,2,1,0,0,1,0,1
1885401984,treatment,bid_down,2,0,0,0,0,1,0,1
1885402027,treatment,remove,1,1,1,0,0,1,0,1
1885402148,treatment,remove,2,2,1,0,0,1,0,1
1885402184,treatment,remove,2,2,1,0,0,1,0,1
1885402213,treatment,remove,1,1,1,0,0,1,0,1
1885402248,treatment,remove,1,1,1,0,0,1,0,1
1885402356,treatment,remove,1,1,1,0,0,1,0,1
1885402383,treatment,remove,2,2,1,0,0,1,0,1
1885402401,treatment,remove,1,1,1,0,0,1,0,1
1885402638,treatment,remove,1,1,1,0,0,1,0,1
1885402771,treatment,remove,1,1,1,0,0,1,0,1
1885403247,treatment,remove,1,1,1,0,0,1,0,1
1885403288,treatment,remove,1,1,1,0,0,1,0,1
1885403292,treatment,remove,1,1,1,0,0,1,0,1
1885403327,treatment,remove,1,1,1,0,0,1,0,1
1885403457,treatment,remove,1,1,1,0,0,1,0,1
1885404341,treatment,remove,1,1,1,0,0,1,0,1
1885404515,treatment,remove,1,1,1,0,0,1,0,1
1885404584,treatment,remove,1,1,1,0,0,1,0,1
1885404588,treatment,remove,1,1,1,0,0,1,0,1
1885404628,treatment,remove,1,1,1,0,0,1,0,1
1885404955,treatment,remove,1,1,1,0,0,1,0,1
1885405023,treatment,remove,2,2,1,0,0,1,0,1
1885405069,treatment,remove,1,1,1,0,0,1,0,1
1885405076,treatment,remove,1,1,1,0,0,1,0,1
1885405097,treatment,remove,2,2,1,0,0,1,0,1
1885405228,treatment,remove,2,2,1,0,0,1,0,1
1885405464,treatment,remove,1,1,1,0,0,1,0,1
1885405509,treatment,remove,1,1,1,0,0,1,0,1
1885405575,treatment,remove,1,1,1,0,0,1,0,1
1885405604,treatment,remove,1,1,1,0,0,1,0,1
1885405632,treatment,remove,1,1,1,0,0,1,0,1
1885405857,treatment,remove,1,1,1,0,0,1,0,1
1885405881,treatment,remove,1,1,1,0,0,1,0,1
1885406396,treatment,remove,1,1,1,0,0,1,0,1
1885406621,treatment,remove,1,1,1,0,0,1,0,1
1885407484,treatment,remove,1,1,1,0,0,1,0,1
1885407891,treatment,remove,1,1,1,0,0,1,0,1
1885409555,treatment,remove,1,1,1,0,0,1,0,1
1885409734,treatment,remove,2,2,1,0,0,1,0,1
1885410287,treatment,remove,2,2,1,0,0,1,0,1
1885410626,treatment,remove,1,1,1,0,0,1,0,1
1885410996,treatment,remove,2,2,1,0,0,1,0,1
1885411002,treatment,remove,1,1,1,0,0,1,0,1
1886462245,treatment,remove,1,1,1,0,0,1,0,1
1886463513,treatment,remove,1,1,1,0,0,1,0,1
1886465138,treatment,remove,2,2,1,0,0,1,0,1
1886465572,treatment,remove,1,1,1,0,0,1,0,1
1886465911,treatment,remove,1,1,1,0,0,1,0,1
1886465971,treatment,remove,1,1,1,0,0,1,0,1
1886467457,treatment,remove,1,1,1,0,0,1,0,1
1886467814,treatment,remove,2,2,1,0,0,1,0,1
1886467982,treatment,remove,1,1,1,0,0,1,0,1
1886468797,treatment,remove,1,1,1,0,0,1,0,1
1886469641,treatment,bid_down,1,0,0,0,0,1,0,1
1886471184,treatment,remove,1,1,1,0,0,1,0,1
1886472795,treatment,remove,1,1,1,0,0,1,0,1
1886473332,treatment,remove,1,1,1,0,0,1,0,1
1886473334,treatment,remove,1,1,1,0,0,1,0,1
1886473833,treatment,remove,1,1,1,0,0,1,0,1
1886473908,treatment,remove,1,1,1,0,0,1,0,1
1886476167,treatment,remove,1,1,1,0,0,1,0,1
1886476685,treatment,remove,2,2,1,0,0,1,0,1
1886476692,treatment,remove,1,1,1,0,0,1,0,1
1886476864,treatment,remove,1,1,1,0,0,1,0,1
1886477743,treatment,remove,1,1,1,0,0,1,0,1
1886478069,treatment,remove,1,1,1,0,0,1,0,1
1886478239,treatment,remove,1,1,1,0,0,1,0,1
1886478638,treatment,remove,1,1,1,0,0,1,0,1
1886479041,treatment,remove,1,1,1,0,0,1,0,1
1886479211,treatment,remove,2,2,1,0,0,1,0,1
1886479508,treatment,remove,2,2,1,0,0,1,0,1
1886479558,treatment,remove,1,1,1,0,0,1,0,1
1886479707,treatment,remove,1,1,1,0,0,1,0,1
1886479842,treatment,remove,1,1,1,0,0,1,0,1
1886479991,treatment,remove,1,1,1,0,0,1,0,1
1886480381,treatment,remove,1,1,1,0,0,1,0,1
1886481046,treatment,remove,1,1,1,0,0,1,0,1
1886481416,treatment,remove,1,1,1,0,0,1,0,1
1886482445,treatment,remove,1,1,1,0,0,1,0,1
1886484513,treatment,remove,1,1,1,0,0,1,0,1
1886484557,treatment,remove,1,1,1,0,0,1,0,1
1886485333,treatment,remove,1,1,1,0,0,1,0,1
1886487969,treatment,remove,2,2,1,0,0,1,0,1
1886488103,treatment,remove,1,1,1,0,0,1,0,1
1886489164,treatment,remove,1,1,1,0,0,1,0,1
1886490257,treatment,remove,2,2,1,0,0,1,0,1
1886492763,treatment,remove,1,1,1,0,0,1,0,1
1886504065,treatment,remove,1,1,1,0,0,1,0,1
1886535061,treatment,remove,1,1,1,0,0,1,0,1
1888904705,control,e2_control,1,0,по_замыслу_нет,0,0,1,0,1
1888905121,treatment,remove,1,1,1,0,0,1,0,1
1888907082,treatment,remove,1,1,1,0,0,1,0,1
1888907200,treatment,remove,1,1,1,0,0,1,0,1
1888907551,treatment,remove,1,1,1,0,0,1,0,1
1888908099,control,e2_control,2,0,по_замыслу_нет,0,0,1,0,1
1888908230,treatment,remove,1,1,1,0,0,1,0,1
1888909256,treatment,remove,1,1,1,0,0,1,0,1
1888909568,treatment,remove,1,1,1,0,0,1,0,1
1888910184,treatment,remove,1,1,1,0,0,1,0,1
1888912914,treatment,remove,2,2,1,0,0,1,0,1
1888912951,treatment,remove,2,2,1,0,0,1,0,1
1888913284,treatment,remove,1,1,1,0,0,1,0,1
1888914778,treatment,remove,1,1,1,0,0,1,0,1
1888916738,treatment,remove,1,1,1,0,0,1,0,1
1888916847,treatment,remove,1,1,1,0,0,1,0,1
1888918907,treatment,remove,1,1,1,0,0,1,0,1
1888919349,treatment,remove,1,1,1,0,0,1,0,1
1888920755,treatment,remove,1,1,1,0,0,1,0,1
1888920884,treatment,remove,1,1,1,0,0,1,0,1
1888921609,treatment,remove,1,1,1,0,0,1,0,1
1888921740,treatment,bid_down,2,1,1,0,0,1,0,1
1888922777,treatment,remove,1,1,1,0,0,1,0,1
1888924640,treatment,remove,1,1,1,0,0,1,0,1
1888926621,treatment,remove,1,1,1,0,0,1,0,1
1888928244,treatment,remove,1,1,1,0,0,1,0,1
1888929362,control,e2_control,1,0,по_замыслу_нет,0,0,1,0,1
1888930572,treatment,remove,1,1,1,0,0,1,0,1
1888930686,treatment,remove,2,2,1,0,0,1,0,1
1888932163,treatment,remove,1,1,1,0,0,1,0,1
1888932248,treatment,remove,1,1,1,0,0,1,0,1
1888932824,treatment,remove,2,2,1,0,0,1,0,1
1888933050,treatment,remove,1,1,1,0,0,1,0,1
1888933370,treatment,remove,1,1,1,0,0,1,0,1
1888934945,treatment,remove,1,1,1,0,0,1,0,1
1888937457,treatment,remove,1,1,1,0,0,1,0,1
1888937896,treatment,remove,1,1,1,0,0,1,0,1
1888938817,treatment,remove,1,1,1,0,0,1,0,1
1888939371,treatment,remove,1,1,1,0,0,1,0,1
1888939501,treatment,remove,1,1,1,0,0,1,0,1
1888939770,treatment,remove,1,1,1,0,0,1,0,1
1888939974,treatment,remove,1,1,1,0,0,1,0,1
1888940889,treatment,remove,1,1,1,0,0,1,0,1
1888943408,treatment,remove,2,2,1,0,0,1,0,1
1888944683,treatment,remove,1,1,1,0,0,1,0,1
1888945522,treatment,remove,1,1,1,0,0,1,0,1
1888945876,treatment,remove,1,1,1,0,0,1,0,1
1888946058,control,e2_control,2,0,по_замыслу_нет,0,0,1,0,1
1888947821,treatment,remove,1,1,1,0,0,1,0,1
1888947945,treatment,remove,1,1,1,0,0,1,0,1
1888948623,treatment,remove,1,1,1,0,0,1,0,1
1888950567,treatment,remove,1,1,1,0,0,1,0,1
1888951115,treatment,remove,1,1,1,0,0,1,0,1
1888951906,treatment,remove,1,1,1,1,0,1,0,1
1888952358,treatment,remove,2,2,1,0,0,1,0,1
1888955481,treatment,remove,1,1,1,0,0,1,0,1
1888965641,control,e2_control,2,0,по_замыслу_нет,0,0,1,0,1
1888971290,treatment,remove,1,1,1,0,0,1,0,1
1888974710,treatment,remove,1,1,1,0,0,1,0,1
1888976833,treatment,remove,1,1,1,0,0,1,0,1
1888977697,treatment,remove,1,1,1,1,0,1,0,1
1903650705,treatment,bid_down,1,0,0,0,0,1,0,1
1903651482,treatment,remove,1,1,1,0,0,1,0,1
1903651917,treatment,remove,2,2,1,0,0,1,0,1
1903652100,treatment,remove,1,1,1,0,0,1,0,1
1903652109,treatment,remove,1,1,1,0,0,1,0,1
1903652112,treatment,remove,1,1,1,0,0,1,0,1
1903652149,treatment,bid_down,2,0,0,0,0,1,0,1
1903652218,treatment,remove,1,1,1,0,0,1,0,1
1903652279,treatment,remove,1,1,1,0,0,1,0,1
1903652419,treatment,remove,1,1,1,0,0,1,0,1
1903652508,treatment,remove,2,2,1,0,0,1,0,1
1903652549,treatment,remove,1,1,1,0,0,1,0,1
1903652663,control,e2_control,2,0,по_замыслу_нет,0,0,1,0,1
