заказ,дата_отгрузки_МС,месяц_отгрузки,себест_₽,статус,метод,дата_заказа_бизнес_API,статус_заказа,подстатус
55798095681,2026-04-07,2026-04,419.0,done,ms_fifo,,,
55841373635,2026-04-08,2026-04,715.22,done,ms_fifo,,,
55821220483,2026-04-08,2026-04,536.0,done,ms_fifo,,,
55820121793,2026-04-08,2026-04,6436.92,done,ms_fifo,,,
55923340225,2026-04-10,2026-04,251.08,done,ms_fifo,,,
55976264194,2026-04-13,2026-04,277.71,done,ms_fifo,,,
56044145539,2026-04-13,2026-04,898.94,done,ms_fifo,,,
55941888387,2026-04-13,2026-04,1617.32,done,ms_fifo,,,
56061781506,2026-04-14,2026-04,424.81,done,ms_fifo,,,
56045364033,2026-04-14,2026-04,349.62,done,ms_fifo,,,
56015629313,2026-04-14,2026-04,268.76,done,ms_fifo,,,
56030084995,2026-04-14,2026-04,419.0,done,ms_fifo,,,
56014922752,2026-04-14,2026-04,745.23,done,ms_fifo,,,
56082503873,2026-04-15,2026-04,1890.0,done,ms_fifo,,,
56044911105,2026-04-15,2026-04,900.07,done,ms_fifo,,,
56086566400,2026-04-15,2026-04,1924.0,done,ms_fifo,,,
56083813314,2026-04-16,2026-04,1232.0,done,ms_fifo,,,
56116744384,2026-04-17,2026-04,1309.0,done,ms_fifo,,,
56184525568,2026-04-20,2026-04,1948.0,done,ms_fifo,,,
56152702400,2026-04-20,2026-04,736.68,done,ms_fifo,,,
56173452482,2026-04-20,2026-04,736.68,done,ms_fifo,,,
56281017411,2026-04-21,2026-04,419.0,return_stock,ms_fifo,,,
56315084672,2026-04-23,2026-04,878.17,done,ms_fifo,,,
56265929921,2026-04-23,2026-04,1353.08,done,ms_fifo,,,
56379498755,2026-04-24,2026-04,285.16,return_stock,ms_fifo,,,
56481344963,2026-04-27,2026-04,349.62,done,ms_fifo,,,
56430489217,2026-04-27,2026-04,2178.47,done,ms_fifo,,,
56479173313,2026-04-27,2026-04,1515.25,done,ms_fifo,,,
56518421376,2026-04-28,2026-04,330.07,done,ms_fifo,,,
56512473923,2026-04-28,2026-04,341.73,done,ms_fifo,,,
56554875779,2026-04-30,2026-04,1722.0,done,ms_fifo,,,
56779600834,2026-05-06,2026-05,1023.0,done,ms_fifo,,,
56931238083,2026-05-12,2026-05,150.13,done,ms_fifo,,,
57037021122,2026-05-14,2026-05,271.32,done,ms_fifo,,,
57052208321,2026-05-15,2026-05,499.32,done,ms_fifo,,,
57075516160,2026-05-15,2026-05,462.0,done,ms_fifo,,,
57078923904,2026-05-15,2026-05,753.13,done,ms_fifo,,,
57069413123,2026-05-15,2026-05,419.25,done,ms_fifo,,,
57212651650,2026-05-18,2026-05,1767.0,done,ms_fifo,,,
57111655683,2026-05-18,2026-05,4871.59,done,ms_fifo,,,
57128755905,2026-05-19,2026-05,2559.37,done,ms_fifo,,,
57140262656,2026-05-19,2026-05,792.37,done,ms_fifo,,,
57212290370,2026-05-19,2026-05,140.1,done,ms_fifo,,,
57248171136,2026-05-20,2026-05,3774.0,done,ms_fifo,,,
57247186305,2026-05-20,2026-05,649.81,done,ms_fifo,,,
57327702915,2026-05-21,2026-05,285.16,done,ms_fifo,,,
57301503938,2026-05-22,2026-05,813.08,done,ms_fifo,,,
57397862784,2026-05-27,2026-05,425.93,done,ms_fifo,,,
57411946432,2026-05-27,2026-05,4701.44,return_defect,ms_fifo,,,
57463399041,2026-05-27,2026-05,956.5,done,ms_fifo,,,
57526670784,2026-05-28,2026-05,2508.4,done,ms_fifo,,,
57534827778,2026-05-28,2026-05,2929.92,done,ms_fifo,,,
57580145474,2026-05-29,2026-05,135.11,done,ms_fifo,,,
57689291073,2026-06-01,2026-06,628.5,done,ms_fifo,,,
57771795948,2026-06-03,2026-06,157.43,return_stock,ms_fifo,,,
58858010690,2026-07-06,2026-07,392.57,return_stock,ms_fifo,,,
58885028673,2026-07-09,2026-07,26699.1,done,ms_fifo,,,
58852323456,2026-07-09,2026-07,189.33,done,ms_fifo,,,
58914418818,2026-07-10,2026-07,363.4,done,ms_fifo,,,
59014327106,2026-07-13,2026-07,569.48,done,ms_fifo,,,
58988430402,2026-07-14,2026-07,988.0,done,ms_fifo,,,
58911269635,2026-07-14,2026-07,912.0,done,ms_fifo,,,
59143490370,2026-07-16,2026-07,1839.76,done,ms_fifo,,,
59337971778,2026-07-21,2026-07,666.39,done,ms_fifo,,,
59316119616,2026-07-21,2026-07,2785.94,done,ms_fifo,,,
59335717952,2026-07-21,2026-07,630.0,done,ms_fifo,,,
59329456962,2026-07-21,2026-07,920.0,done,ms_fifo,,,
59376669504,2026-07-22,2026-07,2987.92,done,ms_fifo,,,
59410055936,2026-07-22,2026-07,1563.96,done,ms_fifo,,,
59435563523,2026-07-23,2026-07,47.73,done,ms_fifo,,,
59387111168,2026-07-24,2026-07,192.57,done,ms_fifo,,,
59489554881,2026-07-29,2026-07,4115.44,done,ms_fifo,,,
59617848643,2026-07-30,2026-07,765.04,done,ms_fifo,,,
59736542144,2026-08-04,2026-08,195.76,done,ms_fifo,,,
59806919298-2,2026-08-05,2026-08,13162.23,done,ms_fifo,,,
59859373441,2026-08-06,2026-08,366.32,done,ms_fifo,,,
60038298499,2026-08-12,2026-08,44.85,done,ms_fifo,,,
60028694273,2026-08-12,2026-08,3353.06,done,ms_fifo,,,
