sku,offer_id,name,campaign,bid_now,qty_180d,revenue_180d,qty_90d,ad_spend_july,ad_revenue_july,organic_pct,ceiling,margin_pct,bid_new,group
1510953436,5421,"Картридж 067H Y для принтеров Canon i-SENSYS LBP631CW, LBP63",Эксперимент1,10.0,13,46098,6,27,0,100.0,115.5,34.2,30,B. продаёт сама
3350326076,2411,"Картридж TK-8115BK для принтеров Kyocera Ecosys M8124cidn, M",Эксперимент1,8.0,12,45902,7,14,0,100.0,111.5,31.3,24,B. продаёт сама
873320635,3777,"Фотобарабан 013R00679 DU для принтеров Xerox B 1025, B-1022 ",Вне РК — спрос без рекламы (08.08),15.0,3,45846,2,0,0,100.0,225.6,25.5,45,B. продаёт сама
864225065,0905,"Картриджи LC-1240 для принтеров Brother DCP-J525W, DCP J725D",Эксперимент1,9.9,24,45257,6,42,2518,0.0,105.2,32.2,30,A. реклама тянет
863431275,02471,Картридж для Brother HL-2035R,Эксперимент1,8.8,23,44867,1,16,0,,83.3,34.5,26,C. в июле не продавалась
3953684966,6962,Картриджи W2220X-W2223X для принтеров HP Color LaserJet Pro ,от 10000 до 500 тыс,13.2,1,44810,1,117,44810,0.0,759.4,24.2,40,A. реклама тянет
3953684966,6962,Картриджи W2220X-W2223X для принтеров HP Color LaserJet Pro ,Эксперимент1,8.8,1,44810,1,109,0,0.0,325.5,24.2,26,A. реклама тянет
1716069692,5287,Картридж T1A для принтеров Deli и M2500AD черный,Эксперимент1,9.9,12,44807,1,39,0,,111.2,29.9,30,C. в июле не продавалась
1716069692,5287,Картридж T1A для принтеров Deli и M2500AD черный,от 2000 до 5000,13.2,12,44807,1,39,0,,111.2,29.9,39,C. в июле не продавалась
984583619,4757,Картриджи W2010A-W2013A для принтеров HP Color LaserJet M776,от 10000 до 500 тыс,13.2,1,44349,1,51,44349,0.0,1156.3,27.6,40,A. реклама тянет
984583619,4757,Картриджи W2010A-W2013A для принтеров HP Color LaserJet M776,Эксперимент1,8.8,1,44349,1,21,0,0.0,1156.3,27.6,26,A. реклама тянет
3421671421,5146,"Фотобарабан 44844470 для принтеров OKI Data MC853, MC873 пур",Эксперимент1,8.8,2,44015,2,0,0,,494.5,28.4,26,C. в июле не продавалась
3421671421,5146,"Фотобарабан 44844470 для принтеров OKI Data MC853, MC873 пур",от 10000 до 500 тыс,14.3,2,44015,2,0,0,,494.5,28.4,43,C. в июле не продавалась
1153722890,1933,"Картридж T6941 для принтеров Epson SureColor SC-SC-T7200, SC",от 10000 до 500 тыс,14.3,3,43679,1,56,0,,380.4,26.7,43,C. в июле не продавалась
1153722890,1933,"Картридж T6941 для принтеров Epson SureColor SC-SC-T7200, SC",Эксперимент1,8.8,3,43679,1,0,0,,380.4,26.7,26,C. в июле не продавалась
1692503307,5623,Картридж TK-5370Y для принтеров Kyocera ECOSYS MA3500cifx же,Эксперимент1,9.9,12,43522,3,9,0,,103.0,35.4,30,C. в июле не продавалась
906875503,1766,"Картридж 45488802 для принтеров OKI и B 731, B721, MB 770, M",Пустые РК,12.0,1,43343,1,52,0,100.0,830.5,22.8,36,B. продаёт сама
906875503,1766,"Картридж 45488802 для принтеров OKI и B 731, B721, MB 770, M",от 10000 до 500 тыс,12.0,1,43343,1,0,0,100.0,830.5,22.8,36,B. продаёт сама
906875503,1766,"Картридж 45488802 для принтеров OKI и B 731, B721, MB 770, M",Эксперимент1,8.0,1,43343,1,0,0,100.0,830.5,22.8,24,B. продаёт сама
930622151,1835,"Картридж SP3500XE для Ricoh Aficio SP3500SF, SP3510DN, SP351",от 2000 до 5000,14.3,18,43277,4,45,2836,0.0,106.7,31.7,37,A. реклама тянет
930622151,1835,"Картридж SP3500XE для Ricoh Aficio SP3500SF, SP3510DN, SP351",Эксперимент1,9.9,18,43277,4,27,0,0.0,106.7,31.7,30,A. реклама тянет
3861471548,6389,Картриджи 006R01738-006R01741 для принтеров Xerox PrimeLink ,Эксперимент1,8.8,1,43110,1,17,0,,1020.9,23.8,26,C. в июле не продавалась
1261564116,5280,Картриджи 378XL-478XL для принтеров Epson Expression XP 1500,Эксперимент1,8.0,10,43103,1,60,0,100.0,78.1,29.1,24,B. продаёт сама
1155651351,2984,"Фотобарабан CLT-R407 DU для принтеров Samsung CLP-320, CLP 3",от 10000 до 500 тыс,13.2,5,43059,2,0,0,,243.2,27.6,40,C. в июле не продавалась
2606371992,6378,Картриджи C-EXV29 для принтеров Canon ImageRunner Advance C5,Эксперимент1,8.8,3,42128,1,8,0,,748.1,23.3,26,C. в июле не продавалась
2606371992,6378,Картриджи C-EXV29 для принтеров Canon ImageRunner Advance C5,от 10000 до 500 тыс,13.2,3,42128,1,0,0,,748.1,23.3,40,C. в июле не продавалась
906875601,1320,"Картридж 45807111/45807121 для принтеров OKI B412, B412dn, D",Вне РК — спрос без рекламы (08.08),15.0,12,42060,5,0,0,100.0,57.1,31.6,20,B. продаёт сама
906875590,1425,"Картридж 45807120 для принтеров OKI B412, Data B432, B432dn,",Вне РК — спрос без рекламы (08.08),15.0,17,41899,1,0,0,,54.3,30.8,19,C. в июле не продавалась
651929068,53354,Картридж для Canon i-SENSYS MF4018,Эксперимент1,11.0,27,41480,7,145,2318,0.0,60.4,31.4,21,A. реклама тянет
651929068,53354,Картридж для Canon i-SENSYS MF4018,от 1000-2000,13.2,27,41480,7,12,0,0.0,60.4,31.4,21,A. реклама тянет
1999501750,6058,"Картридж C-EXV65 C для принтеров Canon imageRUNNER C3326, iR",Эксперимент1,11.0,7,41306,6,30,19854,0.0,76.4,31.9,27,A. реклама тянет
983886007,4542,"Картридж W1106XL для принтеров HP Laser 135WR MFP, HP Laser ",от 2000 до 5000,14.3,16,41014,8,124,6972,0.0,107.2,36.7,38,A. реклама тянет
653452954,2413,"Картридж TK-8115M для принтеров Kyocera и Ecosys M8124cidn, ",Эксперимент1,10.0,13,40118,5,76,0,100.0,107.7,32.2,30,B. продаёт сама
870872528,2430,Картриджи MPC2503 для принтеров Ricoh Aficio MPC2003,Эксперимент1,11.0,4,40108,3,44,11846,0.0,260.0,27.6,33,A. реклама тянет
870872528,2430,Картриджи MPC2503 для принтеров Ricoh Aficio MPC2003,от 10000 до 500 тыс,16.5,4,40108,3,39,12627,0.0,260.0,27.6,50,A. реклама тянет
2921448193,6664,Фотобарабан + картридж CF257A+CF256X для принтеров HP LaserJ,от 10000 до 500 тыс,12.0,2,40060,2,15,0,100.0,527.6,24.3,36,B. продаёт сама
1220707028,5237,"Картридж 069 для принтеров Canon i-SENSYS LBP673Cdw, MF752Cd",Эксперимент1,11.0,13,39974,7,10,0,,84.1,31.8,29,C. в июле не продавалась
930626500,3176,Картриджи C-EXV54 для принтеров Canon ImageRunner C3025,Эксперимент1,8.8,5,39891,2,28,11675,0.0,248.0,26.8,26,A. реклама тянет
2138400247,0353,Картриджи CB400A-CB403A для принтеров HP Color LaserJet CP40,Эксперимент1,8.8,1,39484,1,21,0,,838.7,23.5,26,C. в июле не продавалась
1692504857,5620,Картридж TK-5370C для принтеров Kyocera ECOSYS MA3500cifx го,Эксперимент1,9.9,11,38646,3,12,0,,129.9,34.7,30,C. в июле не продавалась
930609637,0366,Картриджи CE250X-CE253A для принтеров HP Color LaserJet CM35,от 10000 до 500 тыс,12.0,2,38485,2,36,0,100.0,414.6,26.2,36,B. продаёт сама
930609637,0366,Картриджи CE250X-CE253A для принтеров HP Color LaserJet CM35,Эксперимент1,8.0,2,38485,2,8,0,100.0,414.6,26.2,24,B. продаёт сама
2704386883,6467,"Картриджи C-EXV34 для принтеров Canon iR Advance C2000, iR A",от 10000 до 500 тыс,13.2,2,38449,1,42,19491,0.0,418.7,25.9,40,A. реклама тянет
1510953548,5420,"Картридж 067H M для принтеров Canon i-SENSYS LBP631CW, LBP63",Эксперимент1,13.0,12,38280,10,116,0,100.0,116.5,34.5,39,B. продаёт сама
1999321262,5940,"Картридж W1107XL для принтеров HP Laser 107A, Laser107R черн",Эксперимент1,23.1,16,38132,6,292,0,,96.8,33.1,34,C. в июле не продавалась
863385787,2965,"Фотобарабан DK-1150 DU для принтеров Kyocera EcoSys M2040dn,",Эксперимент1,8.8,7,37530,1,117,5131,0.0,150.7,29.8,26,A. реклама тянет
930642100,0173,Картриджи 106R01335-106R01338 для принтеров Xerox Phaser 612,от 2000 до 5000,13.2,6,37411,3,71,11932,30.0,49.3,25.6,17,A. реклама тянет
2497455824,5946,"Картридж C-EXV65 Y для принтеров Canon imageRUNNER C3326, iR",Эксперимент1,11.0,6,37397,3,8,0,,166.8,63.3,33,C. в июле не продавалась
2912708427,6630,Фотобарабан + картридж CLT-R409 DU+CLT-409 для принтеров Sam,Эксперимент1,8.8,2,37224,2,156,18913,49.0,364.3,24.8,26,A. реклама тянет
3071403992,3623,"Картриджи 177 для принтеров HP PhotoSmart 3110, PhotoSmart 3",Эксперимент1,8.0,16,37094,12,173,0,100.0,91.6,31.3,24,B. продаёт сама
2741077079,6526,"Фотобарабаны 44844405-44844408 DU для принтеров OKI C 822, C",Эксперимент1,8.0,1,36988,1,75,0,100.0,318.2,23.4,24,B. продаёт сама
2741077079,6526,"Фотобарабаны 44844405-44844408 DU для принтеров OKI C 822, C",от 10000 до 500 тыс,12.0,1,36988,1,0,0,100.0,742.4,23.4,36,B. продаёт сама
863388244,0169,Картриджи CB540A-CB543A для принтеров HP Color LaserJet CM13,от 5000 до 10000,13.2,4,36644,2,63,0,,213.7,28.1,40,C. в июле не продавалась
873313130,3715,Картриджи 106R03887-106R03884 для принтеров Xerox VersaLink ,Эксперимент1,9.9,3,36634,2,16,0,,330.6,28.0,30,C. в июле не продавалась
874376004,4442,Картриджи T2661 - T2670 для принтеров Epson WorkForce WF-100,от 2000 до 5000,15.4,14,36262,7,116,12760,20.0,85.9,32.4,30,A. реклама тянет
874376004,4442,Картриджи T2661 - T2670 для принтеров Epson WorkForce WF-100,Эксперимент1,8.8,14,36262,7,22,0,20.0,85.9,32.4,26,A. реклама тянет
653139621,0856,"Картридж TN-241BK для принтеров Brother и DCP-9020cdw, HL-31",Эксперимент1,15.4,16,36127,9,69,2583,0.0,94.3,42.8,33,A. реклама тянет
906874091,3024,Фотобарабан C-EXV49 DU для принтеров Canon ImageRunner C3025,от 5000 до 10000,13.0,4,35996,2,73,0,100.0,211.1,27.3,39,B. продаёт сама
930621856,1198,Картриджи CF300A-CF303A для принтеров HP Color LJ Flow M880z,от 10000 до 500 тыс,13.2,1,35976,1,12,0,,809.7,26.7,40,C. в июле не продавалась
1011524372,4825,Фотобарабаны A7U40RD-A7U40TD для принтеров Konica Minolta Bi,от 10000 до 500 тыс,13.2,2,35717,1,15,0,,636.7,26.5,40,C. в июле не продавалась
864225254,0996,"Картриджи 44469809-44469714 для принтеров OKI C310dn, c310n,",от 5000 до 10000,13.2,5,35526,3,0,0,,77.1,28.8,27,C. в июле не продавалась
984584508,4730,Картридж TN-227K для принтеров Konica Minolta Bizhub C257i ч,Вне РК — спрос без рекламы (08.08),15.0,8,35281,8,0,0,,116.0,29.3,41,C. в июле не продавалась
653324142,0035,Картридж SCX-4200 для принтеров Samsung SCX-4200 черный,от 2000 до 5000,15.4,13,35199,8,272,0,,103.1,35.0,36,C. в июле не продавалась
863387594,0060,"Картридж для Canon i-SENSYS MF-411dw, MF-416dw, MF 418x, MF4",от 2000 до 5000,12.0,13,34968,4,11,0,100.0,161.5,51.5,36,B. продаёт сама
864225830,1279,"Картридж CF410A для принтеров HP LJ Color Pro M377dw, M452dn",от 2000 до 5000,17.6,12,34320,5,68,7348,31.0,101.7,34.4,36,A. реклама тянет
864225830,1279,"Картридж CF410A для принтеров HP LJ Color Pro M377dw, M452dn",Эксперимент1,9.9,12,34320,5,0,0,31.0,101.7,34.4,30,A. реклама тянет
653317629,3671,Картридж 106R03767 для принтеров Xerox VersaLink C7000 пурпу,от 2000 до 5000,13.0,8,34129,8,2,0,100.0,104.8,29.8,37,B. продаёт сама
930641556,2161,"Картриджи CF540X-CF543X для принтеров HP LaserJet M254dw, LJ",Вне РК — спрос без рекламы (08.08),15.0,4,34046,1,0,0,,110.6,27.4,39,C. в июле не продавалась
866443743,1876,"Картридж PFI-107MBK для принтеров Canon iPF-670, iPF680 черн",Вне РК — спрос без рекламы (08.08),15.0,5,33954,4,0,0,,89.3,30.0,31,C. в июле не продавалась
653076890,3431,"Картридж TN-217BK для принтеров Brother DCP-L3550CDW, HL-L32",Эксперимент1,12.1,16,33807,9,8,0,0.0,42.1,20.0,15,A. реклама тянет
2214347970,6231,"Картридж PC-212EV XL для принтеров M6502, M6552NW, P2502 чер",Эксперимент1,12.1,10,33514,9,0,0,,74.9,39.0,26,C. в июле не продавалась
2214347970,6231,"Картридж PC-212EV XL для принтеров M6502, M6552NW, P2502 чер",от 2000 до 5000,16.5,10,33514,9,11,0,,74.9,39.0,26,C. в июле не продавалась
1155648826,0068,"Картриджи 934XL-935XL для принтеров HP OfficeJet Pro 6230, O",Эксперимент1,8.0,15,33469,1,0,0,100.0,108.5,30.5,24,B. продаёт сама
1232572987,1999,Фотобарабан DR-512K DU для принтеров Konica Minolta Bizhub C,Эксперимент1,8.0,3,33462,1,34,0,100.0,231.8,27.6,24,B. продаёт сама
2695197286,6428,"Картриджи TN-512 для принтеров Konica Minolta Bizhub C454, B",от 10000 до 500 тыс,13.2,2,33350,1,0,0,,356.9,25.1,40,C. в июле не продавалась
2695197286,6428,"Картриджи TN-512 для принтеров Konica Minolta Bizhub C454, B",Эксперимент1,8.8,2,33350,1,48,0,,356.9,25.1,26,C. в июле не продавалась
930609708,0351,"Картриджи CE400X-CE403A для принтеров HP LJ M551dn, LJ-M551n",от 10000 до 500 тыс,13.2,2,33205,1,44,0,,459.2,26.4,40,C. в июле не продавалась
1692504126,5622,Картридж TK-5370M для принтеров Kyocera ECOSYS MA3500cifx пу,Эксперимент1,11.0,9,33204,3,0,0,,103.3,35.5,33,C. в июле не продавалась
874374035,4264,"Картридж 006R01701 для принтеров Xerox AltaLink C8045, C8030",Вне РК — спрос без рекламы (08.08),15.0,6,32969,6,0,0,,101.2,29.7,35,C. в июле не продавалась
1261466769,4749,"Картридж W1470X для принтеров HP LaserJet M610dn, M611dn, M6",Эксперимент1,9.9,4,32954,1,9,0,,90.8,28.4,30,C. в июле не продавалась
1261466769,4749,"Картридж W1470X для принтеров HP LaserJet M610dn, M611dn, M6",от 5000 до 10000,14.3,4,32954,1,0,0,,90.8,28.4,32,C. в июле не продавалась
4560667390,6517,"Картридж 006R04387 для принтеров Xerox C230, C235 черный",Вне РК — спрос без рекламы (08.08),15.0,2,32823,2,0,0,100.0,301.2,25.2,45,B. продаёт сама
652456524,0306,"Картридж 78 для принтеров HP DeskJet 1280 DeskJet 1220, Copi",Вне РК — спрос без рекламы (08.08),15.0,6,32738,4,0,0,100.0,82.9,29.9,29,B. продаёт сама
870872471,2283,Картриджи 106R02763-106R02760 для принтеров Xerox Phaser 602,от 2000 до 5000,13.2,6,32611,1,14,4070,0.0,123.8,30.1,40,A. реклама тянет
864225294,0966,"Картридж 72Y для принтеров HP и Designjet T1100, DJ T1200, D",Эксперимент1,10.0,11,32351,4,76,0,100.0,111.1,31.2,30,B. продаёт сама
652805228,02373,Картридж для Kyocera EcoSys M2035DN,Эксперимент1,15.4,20,32129,2,143,1117,,50.9,30.8,18,C. в июле не продавалась
653317967,3672,Картридж 106R03766 для принтеров Xerox VersaLink C7000 желты,Эксперимент1,10.0,8,32047,7,0,0,100.0,99.0,26.7,30,B. продаёт сама
1153807642,3108,"Картриджи CLT-506L для принтеров Samsung CLP-680ND, CLX-6260",Эксперимент1,8.0,2,31940,1,0,0,100.0,344.9,24.7,24,B. продаёт сама
1153807642,3108,"Картриджи CLT-506L для принтеров Samsung CLP-680ND, CLX-6260",от 10000 до 500 тыс,12.0,2,31940,1,0,0,100.0,344.9,24.7,36,B. продаёт сама
3582284204,4054,"Картридж PFI-320MBk для принтеров Canon iPF TM-200, iPF TM 2",Эксперимент1,8.8,5,31765,3,13,0,,294.3,28.0,26,C. в июле не продавалась
1692378464,5510,Блок проявки DV-512Y для принтеров Konica Minolta Bizhub 224,от 10000 до 500 тыс,14.3,2,31537,1,0,0,,364.0,26.1,43,C. в июле не продавалась
1716069464,4647,Картридж TK-8545C для принтеров Kyocera TASKalfa 4054ci голу,Пустые РК,13.2,4,31392,2,25,0,,98.1,31.0,34,C. в июле не продавалась
1775320318,5781,"Фотобарабан 013R00691 для принтеров Xerox B225, B230, B235 ч",от 2000 до 5000,14.3,7,31329,4,155,6972,0.0,57.2,28.8,20,A. реклама тянет
873319893,3914,Картридж 106R04054 для принтеров Xerox Versalink C8000 голуб,Эксперимент1,8.0,2,31307,1,26,0,100.0,462.4,26.4,24,B. продаёт сама
2752827910,6541,"Картриджи CF330X-CF333A для принтеров HP Color LJ M651, LJ-M",от 10000 до 500 тыс,12.0,1,31279,1,40,0,100.0,693.5,22.5,36,B. продаёт сама
1268514030,4746,"Картридж PG-460XL для принтеров Canon Pixma MG5740, Pixma MG",Эксперимент1,8.0,5,31170,1,43,0,100.0,76.7,30.8,24,B. продаёт сама
1760605509,5770,"Картридж W2303X для принтеров HP Color LaserJet Pro 4203cdn,",Вне РК — спрос без рекламы (08.08),15.0,5,30688,3,0,0,100.0,73.4,33.1,26,B. продаёт сама
1261464561,4830,"Фотобарабан W1104A для принтеров HP Neverstop 1200 a, 1000a ",от 5000 до 10000,13.2,5,30611,1,120,0,,82.2,26.2,29,C. в июле не продавалась
3557210660,6850,"Картридж 40STB06 для принтеров F+ Imaging M40adn, M40adn20, ",Эксперимент1,8.8,2,30572,1,78,16089,0.0,324.6,26.0,26,A. реклама тянет
930621124,2405,"Картридж TK-5280BK для принтеров Kyocera Ecosys M6235cidn, M",от 2000 до 5000,14.0,8,29797,3,5,0,100.0,110.7,30.3,39,B. продаёт сама
930621124,2405,"Картридж TK-5280BK для принтеров Kyocera Ecosys M6235cidn, M",Эксперимент1,10.0,8,29797,3,0,0,100.0,110.7,30.3,30,B. продаёт сама
1744145428,5724,"Фотобарабан PCM247 для принтеров Катюша M247, Р247 черный",от 5000 до 10000,14.3,4,29693,2,9,0,,83.2,29.6,29,C. в июле не продавалась
1744145428,5724,"Фотобарабан PCM247 для принтеров Катюша M247, Р247 черный",Эксперимент1,11.0,4,29693,2,15,0,,83.2,29.6,29,C. в июле не продавалась
874377484,4309,"Картридж TN-328K для принтеров Konica Minolta Bizhub C250i, ",Эксперимент1,9.9,5,29632,3,74,5898,0.0,196.4,32.9,30,A. реклама тянет
863390563,0034,"Картриджи PGI-1400XL для принтеров Canon MAXIFY MB2040, MB20",от 2000 до 5000,13.2,10,29390,5,147,2874,0.0,88.3,32.0,31,A. реклама тянет
1153803205,2986,"Фотобарабан CLT-R406 DU для принтеров Samsung CLP-360, CLP 3",Вне РК — спрос без рекламы (08.08),15.0,5,29381,2,0,0,,97.2,32.2,34,C. в июле не продавалась
1153755481,2388,"Картридж TN-423BK для принтеров Brother DCP-L8410CDW, HL-L82",Эксперимент1,9.9,13,29219,3,45,2634,0.0,84.4,32.4,30,A. реклама тянет
3681617451,3902,"Картриджи №912XL для принтеров HP OfficeJet 8012, OfficeJet8",Эксперимент1,8.8,6,29116,6,29,0,0.0,72.5,31.3,25,A. реклама тянет
3681617451,3902,"Картриджи №912XL для принтеров HP OfficeJet 8012, OfficeJet8",от 5000 до 10000,13.2,6,29116,6,54,5115,0.0,72.5,31.3,25,A. реклама тянет
873319973,3906,Картридж TK-7125 для принтеров Kyocera TASKalfa 3212i черный,от 2000 до 5000,14.3,8,29011,1,31,0,,123.2,29.9,43,C. в июле не продавалась
874373782,4475,"Картридж 730PBK для принтеров HP DesignJet T1700, DJ T1700dr",Эксперимент1,8.8,2,28860,1,0,0,,373.9,26.6,26,C. в июле не продавалась
1155651311,3911,"Картридж W2032A для принтеров HP Color LaserJet M454dn, LJ P",Эксперимент1,8.0,9,28857,5,0,0,100.0,95.2,32.7,24,B. продаёт сама
874373801,4474,"Картридж 730GY для принтеров HP DesignJet T1700, DJ T1700dr ",Эксперимент1,8.8,2,28822,1,0,0,,369.9,26.4,26,C. в июле не продавалась
2919802361,6652,Фотобарабан + картридж PCM247+THM247 черный,Эксперимент1,8.8,2,28588,1,0,0,,263.6,25.6,26,C. в июле не продавалась
3874205937,6532,Картриджи TK-8325 для принтеров Kyocera TASKalfa 2551ci,Эксперимент1,8.8,2,28582,2,187,0,,269.2,24.4,26,C. в июле не продавалась
873314423,3069,Картриджи T9451-T9454 для принтеров Epson WorkForce Pro C521,Вне РК — спрос без рекламы (08.08),15.0,3,28380,2,0,0,,128.7,27.5,45,C. в июле не продавалась
653450896,2412,"Картридж TK-8115C для принтеров Kyocera и Ecosys M8124cidn, ",от 2000 до 5000,13.2,10,28047,3,0,0,,105.8,31.8,37,C. в июле не продавалась
873313593,3615,"Картридж KX-FAT421A7 для принтеров Panasonic KX-MB2230, KX M",Эксперимент1,9.9,4,27728,2,39,0,,179.0,28.5,30,C. в июле не продавалась
930620562,2227,"Фотобарабан CF234A для принтеров HP LaserJet Ultra M106, LJ ",от 2000 до 5000,16.5,8,27626,5,68,3168,0.0,138.6,30.8,49,A. реклама тянет
930620562,2227,"Фотобарабан CF234A для принтеров HP LaserJet Ultra M106, LJ ",Эксперимент1,11.0,8,27626,5,31,4106,0.0,138.6,30.8,33,A. реклама тянет
864225664,1080,"Картридж 006R01519 для принтеров Xerox и WorkCentre 7525, WC",от 2000 до 5000,15.4,7,27569,4,0,0,,55.8,29.9,20,C. в июле не продавалась
1999169975,5892,"Картридж PFI-030MBK для принтеров Canon imagePROGRAF TM-240,",от 5000 до 10000,14.3,4,27567,2,61,0,,82.9,29.1,29,C. в июле не продавалась
930617023,2764,Картриджи TK-8335 для принтеров Kyocera TASKalfa 3252ci,от 10000 до 500 тыс,13.2,2,27486,2,0,0,,570.4,26.5,40,C. в июле не продавалась
1155651379,3912,"Картридж W2033A для принтеров HP Color LaserJet M454dn, LJ P",Эксперимент1,10.0,9,27326,5,9,0,100.0,95.4,32.3,30,B. продаёт сама
864225246,0968,"Картридж 72 MBK для принтеров HP Designjet T1100, DJ T1200, ",Эксперимент1,11.0,12,27067,4,29,0,,111.1,31.2,33,C. в июле не продавалась
1221421165,2398,Фотобарабан CF365M DU для принтеров HP Color LaserJet Enterp,Эксперимент1,8.0,1,26918,1,0,0,100.0,554.4,26.5,24,B. продаёт сама
864225529,1001,"Картриджи 44469810-44469752 для принтеров OKI C510, C511, C5",от 10000 до 500 тыс,14.3,2,26817,1,15,0,,558.9,26.0,43,C. в июле не продавалась
2999103654,3087,"Картриджи 903XL для принтеров HP OfficeJet 6950, OfficeJet P",Пустые РК,13.2,6,26781,1,39,0,,72.7,33.1,25,C. в июле не продавалась
1574458195,5488,"Картридж 069 BK для принтеров Canon и i-SENSYS LBP673Cdw, MF",Эксперимент1,12.1,7,26640,1,0,0,,126.2,31.8,36,C. в июле не продавалась
1574458195,5488,"Картридж 069 BK для принтеров Canon и i-SENSYS LBP673Cdw, MF",от 2000 до 5000,16.5,7,26640,1,0,0,,126.2,31.8,44,C. в июле не продавалась
864225186,1042,"Картридж MLT-D111S для принтеров Samsung Xpress SL-M2070W, X",Эксперимент1,9.9,12,26600,5,13,0,,62.4,31.6,22,C. в июле не продавалась
866443839,2152,"Картридж CF540A для принтеров HP LaserJet Pro Color M254dw, ",Эксперимент1,9.0,9,26497,7,21,0,100.0,72.5,31.7,25,B. продаёт сама
2923195813,6676,Фотобарабан + картридж DR-2175 DU+TN-2175 для принтеров Brot,Эксперимент1,9.9,7,26168,1,27,0,,100.9,27.0,30,C. в июле не продавалась
930615411,0830,"Картридж C-EXV33 для принтеров Canon IR2520, IR2525 черный",Эксперимент1,11.0,12,26134,1,4,0,,81.9,32.1,29,C. в июле не продавалась
874376143,4470,"Картридж 730C для принтеров HP DesignJet T1700, DJ T1700dr г",Эксперимент1,8.8,2,26112,1,17,0,,369.9,26.4,26,C. в июле не продавалась
873313750,3617,"Фотобарабан 101R00664 DU для принтеров Xerox B-205, B 210, B",от 2000 до 5000,19.8,13,26104,4,1,0,,85.0,33.1,30,C. в июле не продавалась
873313750,3617,"Фотобарабан 101R00664 DU для принтеров Xerox B-205, B 210, B",Эксперимент1,8.8,13,26104,4,0,0,,85.0,33.1,26,C. в июле не продавалась
1692502756,5625,Картридж TK-5380C для принтеров Kyocera ECOSYS MA4000cifx го,Эксперимент1,8.0,6,26066,4,52,0,100.0,48.1,27.9,17,B. продаёт сама
2790290326,6575,"Картриджи PGI-35Bk-CLI-36 для принтеров Canon Pixma iP100, P",Эксперимент1,8.8,17,25984,5,130,0,,93.8,36.4,26,C. в июле не продавалась
651935900,38981,Картридж для HP OfficeJet 8013,от 1000-2000,12.0,13,25823,1,86,0,100.0,80.8,34.1,28,B. продаёт сама
3557211128,6809,"Картридж 055H BK для принтеров HP Color LaserJet M454dn, LJ ",от 2000 до 5000,13.2,6,25752,5,103,12477,0.0,136.7,34.4,40,A. реклама тянет
1692505542,5618,"Картридж TK-3300 для принтеров Kyocera и ECOSYS MA4500ifx, M",от 2000 до 5000,13.2,9,25733,2,11,0,,103.2,32.4,36,C. в июле не продавалась
1129396118,4645,Картриджи TNP-51 для принтеров Konica Minolta Bizhub C3110,от 10000 до 500 тыс,13.2,1,25600,1,2,0,,469.6,26.5,40,C. в июле не продавалась
1261562784,5247,"Фотобарабан DR-321CL для принтеров Brother HL-L8250, HL L920",от 10000 до 500 тыс,13.2,1,25381,1,61,0,,495.8,25.6,40,C. в июле не продавалась
873319970,3895,"Картриджи LC-3239XL для принтеров Brother HL-J6000DW, MFC-J5",Эксперимент1,8.8,3,25269,4,8,0,0.0,290.4,27.9,26,A. реклама тянет
873319970,3895,"Картриджи LC-3239XL для принтеров Brother HL-J6000DW, MFC-J5",от 10000 до 500 тыс,14.3,3,25269,4,45,9663,0.0,290.4,27.9,43,A. реклама тянет
3152787996,5376,"Картридж 069H для принтеров Canon i-SENSYS LBP-673Cdw, MF752",от 2000 до 5000,16.5,5,25235,2,36,0,,124.0,30.8,43,C. в июле не продавалась
2334951385,6250,"Картридж W2220A для принтеров HP Color LaserJet Pro 3203, LJ",Эксперимент1,8.8,2,24959,2,46,24959,0.0,90.7,28.6,26,A. реклама тянет
2512878869,6285,"Картриджи TK-8505 для принтеров Kyocera TASKalfa 4550ci, TAS",от 10000 до 500 тыс,12.0,1,24863,1,0,0,100.0,449.8,24.8,36,B. продаёт сама
2512878869,6285,"Картриджи TK-8505 для принтеров Kyocera TASKalfa 4550ci, TAS",Эксперимент1,8.0,1,24863,1,0,0,100.0,449.8,24.8,24,B. продаёт сама
874374362,4468,"Картридж T41F540 для принтеров Epson SureColor SC-T3400, Sur",от 10000 до 500 тыс,13.2,1,24757,1,0,0,,566.3,26.7,40,C. в июле не продавалась
653122493,3534,"Картридж TN-910BK для принтеров Brother и HL-L9310, MFC-L957",от 2000 до 5000,17.6,10,24396,1,21,0,,88.7,34.7,31,C. в июле не продавалась
653122493,3534,"Картридж TN-910BK для принтеров Brother и HL-L9310, MFC-L957",Эксперимент1,15.4,10,24396,1,0,0,,88.7,34.7,31,C. в июле не продавалась
1143063200,5154,"Фотобарабан DO-428 для принтеров M7108DN, P3308DN черный",Эксперимент1,8.8,10,24361,3,19,0,,71.9,31.6,25,C. в июле не продавалась
1143063200,5154,"Фотобарабан DO-428 для принтеров M7108DN, P3308DN черный",от 2000 до 5000,13.2,10,24361,3,0,0,,71.9,31.6,25,C. в июле не продавалась
873319526,4053,"Картридж PFI-320Bk для принтеров Canon и iPF TM-200, iPF TM ",от 10000 до 500 тыс,14.3,2,24324,2,0,0,,294.8,28.1,43,C. в июле не продавалась
