nm_id;артикул;наша_цена_покупателя;цена_продающегося_родственника;отклонение_%;чистая_₽;маржа_%
964670755;436945;3967.0;2905.0;37;1629.72;34.59
964670939;436946;3967.0;2905.0;37;1629.72;34.59
964671042;436947;3967.0;2905.0;37;1629.72;34.59
964663178;436934;3967.0;2905.0;37;1629.72;34.59
964671375;436948;3967.0;2905.0;37;1629.72;34.59
964663425;436936;3967.0;2905.0;37;1629.72;34.59
964656064;43691;3967.0;2905.0;37;1629.72;34.59
964656247;436911;3967.0;2905.0;37;1629.72;34.59
964656333;436912;3967.0;2905.0;37;1629.72;34.59
964672756;43697;3967.0;2905.0;37;1629.72;34.59
964656573;436914;3967.0;2905.0;37;1629.72;34.59
964672960;43698;3967.0;2905.0;37;1629.72;34.59
964673054;43699;3967.0;2905.0;37;1629.72;34.59
964656693;436915;3967.0;2905.0;37;1629.72;34.59
200165721;08122;2576.0;1898.0;36;992.85;32.44
199331724;0110;2440.0;1801.0;35;1028.54;35.48
199570219;01103;2440.0;1801.0;35;1028.54;35.48
967374864;436910;3911.0;2905.0;35;1589.36;34.21
216425338;020081;3598.0;2708.0;33;1820.16;42.59
200164373;020017;3598.0;2708.0;33;1820.16;42.59
200164794;020076;3598.0;2708.0;33;1820.16;42.59
200164957;020040;3598.0;2708.0;33;1820.16;42.59
964784225;02322;1513.0;1136.0;33;633.0;38.98
400980510;4369;3855.0;2905.0;33;1548.99;33.83
199573344;23884;2380.0;1791.0;33;878.11;31.07
199566250;07379;3874.0;2926.0;32;1572.65;34.18
209663868;0275;2265.0;1716.0;32;691.36;25.69
199572538;13073;4241.0;3201.0;32;1955.14;36.51
964542738;019864;2343.0;1782.0;31;1057.69;38.0
964543081;01989;2343.0;1782.0;31;1057.69;38.0
967369658;019845;2343.0;1782.0;31;1057.69;38.0
967369690;019833;2343.0;1782.0;31;1057.69;38.0
964528258;019816;2343.0;1782.0;31;1057.69;38.0
964528323;019819;2343.0;1782.0;31;1057.69;38.0
964537261;019827;2343.0;1782.0;31;1057.69;38.0
964537262;019828;2343.0;1782.0;31;1057.69;38.0
964537344;019832;2343.0;1782.0;31;1057.69;38.0
964537348;019829;2343.0;1782.0;31;1057.69;38.0
964537524;019835;2343.0;1782.0;31;1057.69;38.0
964537828;019838;2343.0;1782.0;31;1057.69;38.0
964538068;019839;2343.0;1782.0;31;1057.69;38.0
964538430;019840;2343.0;1782.0;31;1057.69;38.0
964538458;019841;2343.0;1782.0;31;1057.69;38.0
964538664;019842;2343.0;1782.0;31;1057.69;38.0
964538794;019844;2343.0;1782.0;31;1057.69;38.0
964539302;019846;2343.0;1782.0;31;1057.69;38.0
964539351;019848;2343.0;1782.0;31;1057.69;38.0
964539952;019854;2343.0;1782.0;31;1057.69;38.0
964540283;019856;2343.0;1782.0;31;1057.69;38.0
199334012;2146;2744.0;2112.0;30;1130.12;34.68
209779262;43663;3169.0;2445.0;30;1271.68;33.78
209779265;43664;3169.0;2445.0;30;1271.68;33.78
209779269;43665;3169.0;2445.0;30;1271.68;33.78
199573055;21461;2744.0;2112.0;30;1130.12;34.68
199569492;32646;1862.0;1442.0;29;445.01;22.27
1001420974;01048;2493.0;1939.0;29;941.47;31.79
1001420984;01049;2493.0;1939.0;29;941.47;31.79
1001421046;010410;2493.0;1939.0;29;941.47;31.79
209780033;48372;5966.0;4622.0;29;2929.68;39.28
209780055;48377;5966.0;4622.0;29;2929.68;39.28
1002468181;02832;4039.0;3159.0;28;1766.17;36.81
1002468188;02833;4039.0;3159.0;28;1766.17;36.81
1002468267;02834;4039.0;3159.0;28;1766.17;36.81
967361261;01042;2458.0;1939.0;27;916.45;31.38
216401191;13253;3472.0;2739.0;27;1400.19;33.95
181081331;0816;3194.0;2512.0;27;1406.08;37.06
964483097;01043;2458.0;1939.0;27;916.45;31.38
964483199;01044;2458.0;1939.0;27;916.45;31.38
964673522;48373;5849.0;4622.0;27;2885.71;39.07
200164054;020030;3404.0;2708.0;26;1680.4;41.56
200164081;020027;3404.0;2708.0;26;1680.4;41.56
200164096;020025;3404.0;2708.0;26;1680.4;41.56
200164155;020020;3404.0;2708.0;26;1680.4;41.56
200164285;020016;3404.0;2708.0;26;1680.4;41.56
200164394;020032;3404.0;2708.0;26;1680.4;41.56
200164424;020028;3404.0;2708.0;26;1680.4;41.56
200164564;020011;3404.0;2708.0;26;1680.4;41.56
200164616;020010;3404.0;2708.0;26;1680.4;41.56
200164723;020077;3404.0;2708.0;26;1680.4;41.56
200164761;020072;3404.0;2708.0;26;1680.4;41.56
200164791;02007;3404.0;2708.0;26;1680.4;41.56
200164814;020051;3404.0;2708.0;26;1680.4;41.56
200164822;020099;3404.0;2708.0;26;1680.4;41.56
1002751533;19461;5557.0;4396.0;26;2265.04;32.28
1002751543;19462;5557.0;4396.0;26;2265.04;32.28
200164919;020042;3404.0;2708.0;26;1680.4;41.56
1002751546;19463;5557.0;4396.0;26;2265.04;32.28
200164920;020094;3404.0;2708.0;26;1680.4;41.56
200164963;020044;3404.0;2708.0;26;1680.4;41.56
200165013;020063;3404.0;2708.0;26;1680.4;41.56
200165032;020086;3404.0;2708.0;26;1680.4;41.56
200165040;020069;3404.0;2708.0;26;1680.4;41.56
200165057;020066;3404.0;2708.0;26;1680.4;41.56
200165091;020071;3404.0;2708.0;26;1680.4;41.56
1002672278;03204;1505.0;1195.0;26;718.06;44.46
964648078;03201;1505.0;1195.0;26;718.06;44.46
200163378;019458;1860.0;1488.0;25;794.13;39.78
200163745;019452;1860.0;1488.0;25;794.13;39.78
200163847;019475;1860.0;1488.0;25;794.13;39.78
200164025;019433;1860.0;1488.0;25;794.13;39.78
1040663754;436913;3631.0;2905.0;25;1387.52;32.17
859981325;00564;2887.0;2310.0;25;817.83;23.85
859981396;00567;2887.0;2310.0;25;817.83;23.85
565463453;41595;1809.0;1442.0;25;544.18;28.03
1040673692;436932;3631.0;2905.0;25;1387.52;32.17
967514277;55214;2380.0;1904.0;25;952.56;33.69
200163327;019431;1860.0;1488.0;25;794.13;39.78
964693606;12901;3043.0;2463.0;24;1132.39;31.33
964395288;018222;3723.0;3016.0;23;1584.82;35.84
964395752;01824;3723.0;3016.0;23;1584.82;35.84
964396214;01827;3723.0;3016.0;23;1584.82;35.84
967330042;018210;3723.0;3016.0;23;1584.82;35.84
967330151;018216;3723.0;3016.0;23;1584.82;35.84
967330758;01828;3723.0;3016.0;23;1584.82;35.84
967331099;01823;3723.0;3016.0;23;1584.82;35.84
199570121;006012;2169.0;1761.0;23;648.39;25.16
199570150;006010;2169.0;1761.0;23;648.39;25.16
1002452983;018228;3723.0;3016.0;23;1584.82;35.84
1002453008;018229;3723.0;3016.0;23;1584.82;35.84
964394833;018215;3723.0;3016.0;23;1584.82;35.84
964395005;018217;3723.0;3016.0;23;1584.82;35.84
964394673;018212;3723.0;3016.0;23;1584.82;35.84
1001406838;001913;2230.0;1834.0;22;776.82;29.32
1001406905;001915;2230.0;1834.0;22;776.82;29.32
199569632;114921;4913.0;4015.0;22;2200.61;35.47
478639733;55441;12869.0;10560.0;22;3147.82;19.62
478639880;55442;12869.0;10560.0;22;3147.82;19.62
199572338;114934;4913.0;4015.0;22;2200.61;35.47
199572349;114918;4913.0;4015.0;22;2200.61;35.47
199572402;11492;4913.0;4015.0;22;2200.61;35.47
199572415;11497;4913.0;4015.0;22;2200.61;35.47
1003667180;58771;1809.0;1480.0;22;472.84;24.36
1003667321;58779;1809.0;1480.0;22;472.84;24.36
860417007;00601;2138.0;1761.0;21;625.67;24.63
847847973;01987;2145.0;1782.0;20;914.61;35.89
199574603;53342;2223.0;1848.0;20;780.78;29.56
199574604;53343;2223.0;1848.0;20;780.78;29.56
199574612;53347;2223.0;1848.0;20;780.78;29.56
199574619;53349;2223.0;1848.0;20;780.78;29.56
200166011;08512;1689.0;1407.0;20;651.17;32.45
216422428;01971;2114.0;1755.0;20;948.25;37.76
967400046;02777;2192.0;1821.0;20;626.67;24.07
506657411;53552;1978.0;1642.0;20;719.79;30.63
199335591;5334;2223.0;1848.0;20;780.78;29.56
1003668097;58777;1754.0;1480.0;19;437.06;23.22
216458243;23935;4931.0;4160.0;19;1689.36;27.13
216460271;239312;4931.0;4160.0;19;1689.36;27.13
199333304;1287;3830.0;3217.0;19;1663.84;36.58
997760378;0501;2562.0;2162.0;19;683.85;22.47
1003667159;58772;1754.0;1480.0;19;437.06;23.22
1003667165;58775;1754.0;1480.0;19;437.06;23.22
1003667171;58773;1754.0;1480.0;19;437.06;23.22
1003667201;58774;1754.0;1480.0;19;437.06;23.22
1003667389;58778;1754.0;1480.0;19;437.06;23.22
1002464329;020214;4803.0;4085.0;18;2552.03;42.08
1002464339;020216;4803.0;4085.0;18;2552.03;42.08
1002464344;020215;4803.0;4085.0;18;2552.03;42.08
1002464426;020217;4803.0;4085.0;18;2552.03;42.08
1002464552;020218;4803.0;4085.0;18;2552.03;42.08
1002464555;020219;4803.0;4085.0;18;2552.03;42.08
1002464575;020221;4803.0;4085.0;18;2552.03;42.08
1002464594;020222;4803.0;4085.0;18;2552.03;42.08
1002464655;020223;4803.0;4085.0;18;2552.03;42.08
1002464662;020224;4803.0;4085.0;18;2552.03;42.08
1002464699;020226;4803.0;4085.0;18;2552.03;42.08
1002464706;020225;4803.0;4085.0;18;2552.03;42.08
200164833;02027;4803.0;4085.0;18;2552.03;42.08
1002464761;020227;4803.0;4085.0;18;2552.03;42.08
200164868;020213;4803.0;4085.0;18;2552.03;42.08
1002464778;020228;4803.0;4085.0;18;2552.03;42.08
1002464804;020229;4803.0;4085.0;18;2552.03;42.08
1002464816;020230;4803.0;4085.0;18;2552.03;42.08
1002464828;020231;4803.0;4085.0;18;2552.03;42.08
1002464871;020232;4803.0;4085.0;18;2552.03;42.08
1002464880;020233;4803.0;4085.0;18;2552.03;42.08
200164978;02026;4803.0;4085.0;18;2552.03;42.08
200164976;02024;4803.0;4085.0;18;2552.03;42.08
1002464928;020234;4803.0;4085.0;18;2552.03;42.08
1002464932;020235;4803.0;4085.0;18;2552.03;42.08
1002464966;020236;4803.0;4085.0;18;2552.03;42.08
1002464975;020237;4803.0;4085.0;18;2552.03;42.08
200165113;020211;4803.0;4085.0;18;2552.03;42.08
1002465106;020238;4803.0;4085.0;18;2552.03;42.08
1002465118;020239;4803.0;4085.0;18;2552.03;42.08
1002465277;020240;4803.0;4085.0;18;2552.03;42.08
1002465316;020241;4803.0;4085.0;18;2552.03;42.08
1002465390;020242;4803.0;4085.0;18;2552.03;42.08
1002465484;020244;4803.0;4085.0;18;2552.03;42.08
1002465507;020247;4803.0;4085.0;18;2552.03;42.08
1002465508;020245;4803.0;4085.0;18;2552.03;42.08
1002465513;020246;4803.0;4085.0;18;2552.03;42.08
1002465559;020248;4803.0;4085.0;18;2552.03;42.08
1002465583;020249;4803.0;4085.0;18;2552.03;42.08
1002465608;020251;4803.0;4085.0;18;2552.03;42.08
967403853;14347;3678.0;3129.0;18;1110.39;25.41
1002465641;020253;4803.0;4085.0;18;2552.03;42.08
1002465651;020252;4803.0;4085.0;18;2552.03;42.08
1002465715;020254;4803.0;4085.0;18;2552.03;42.08
1002465752;020255;4803.0;4085.0;18;2552.03;42.08
1002465973;020257;4803.0;4085.0;18;2552.03;42.08
1002465975;020256;4803.0;4085.0;18;2552.03;42.08
1002465981;020258;4803.0;4085.0;18;2552.03;42.08
1002466011;020260;4803.0;4085.0;18;2552.03;42.08
1002466014;020259;4803.0;4085.0;18;2552.03;42.08
1002466019;020261;4803.0;4085.0;18;2552.03;42.08
200167239;10425;1772.0;1499.0;18;403.27;21.21
964849573;14343;3678.0;3129.0;18;1110.39;25.41
964849694;14346;3678.0;3129.0;18;1110.39;25.41
964850059;14348;3678.0;3129.0;18;1110.39;25.41
964952670;45423;2006.0;1716.0;17;752.35;31.57
967421253;52871;2939.0;2502.0;17;903.02;25.87
967421352;52874;2939.0;2502.0;17;903.02;25.87
967421492;52877;2939.0;2502.0;17;903.02;25.87
964829242;02794;2532.0;2182.0;16;714.56;23.75
964829386;02796;2532.0;2182.0;16;714.56;23.75
964714717;21353;1856.0;1595.0;16;442.55;22.21
216424885;00814;1651.0;1422.0;16;451.91;25.5
860417299;00607;2044.0;1761.0;16;557.51;22.96
200166201;02745;1809.0;1555.0;16;485.19;24.99
200166413;027410;1809.0;1555.0;16;485.19;24.99
860417093;006014;2044.0;1761.0;16;557.51;22.96
860417160;006015;2044.0;1761.0;16;557.51;22.96
860417199;00603;2044.0;1761.0;16;557.51;22.96
200166657;07344;1332.0;1152.0;16;228.11;17.12
200166695;07342;1332.0;1152.0;16;228.11;17.12
860417325;00608;2044.0;1761.0;16;557.51;22.96
860417463;00609;2044.0;1761.0;16;557.51;22.96
199569934;00259;3339.0;2869.0;16;1070.1;26.98
181097513;0274;1809.0;1555.0;16;401.7;20.69
964236329;00023;1635.0;1405.0;16;418.62;23.85
216425288;04247;2868.0;2498.0;15;985.17;28.92
1002554205;028013;1763.0;1537.0;15;458.55;21.9
1002554248;028014;1763.0;1537.0;15;458.55;21.9
181052383;0194;1711.0;1488.0;15;696.97;37.94
967519220;57674;3839.0;3327.0;15;1108.52;24.31
862931960;23195;1781.0;1555.0;15;473.78;24.79
964498281;04112;7661.0;6679.0;15;2834.15;29.3
216341573;042410;2868.0;2498.0;15;985.17;28.92
209753854;04248;2868.0;2498.0;15;985.17;28.92
967514176;55212;2190.0;1904.0;15;814.96;31.33
967514218;55213;2190.0;1904.0;15;814.96;31.33
216341580;042412;2868.0;2498.0;15;985.17;28.92
209664624;042413;2868.0;2498.0;15;985.17;28.92
964455098;44433;1292.0;1130.0;14;521.58;40.37
964455142;44438;1292.0;1130.0;14;521.58;40.37
860417204;00604;2012.0;1761.0;14;534.79;22.37
967421276;528711;2859.0;2502.0;14;845.63;24.9
967405161;062111;3287.0;2882.0;14;916.81;23.48
967421583;52879;2859.0;2502.0;14;845.63;24.9
216428987;0306;4031.0;3535.0;14;1445.62;30.19
964810273;18351;2539.0;2231.0;14;728.02;24.14
964714422;27701;3486.0;3050.0;14;980.14;23.67
967294912;34262;1986.0;1745.0;14;517.85;21.95
1003268783;33671;1677.0;1482.0;13;471.93;26.22
1003268809;33672;1677.0;1482.0;13;471.93;26.22
1003268852;33675;1677.0;1482.0;13;471.93;26.22
1003268882;33674;1677.0;1482.0;13;471.93;26.22
1003268935;33676;1677.0;1482.0;13;471.93;26.22
1003268977;33673;1677.0;1482.0;13;471.93;26.22
1003269019;33677;1677.0;1482.0;13;471.93;26.22
1003269097;33678;1677.0;1482.0;13;471.93;26.22
1003269108;33679;1677.0;1482.0;13;471.93;26.22
200166462;027611;2857.0;2519.0;13;1178.85;34.74
1003269190;336710;1677.0;1482.0;13;471.93;26.22
1003269409;336712;1677.0;1482.0;13;471.93;26.22
1003269436;336713;1677.0;1482.0;13;471.93;26.22
1003269496;336714;1677.0;1482.0;13;471.93;26.22
1003269548;336715;1677.0;1482.0;13;471.93;26.22
209752517;00509;3146.0;2793.0;13;1310.83;35.08
566802286;0424;2821.0;2498.0;13;951.75;28.4
199333895;2018;4197.0;3706.0;13;1695.95;34.02
967514357;55215;2158.0;1904.0;13;792.03;30.89
860502572;02401;1586.0;1399.0;13;416.48;24.47
860502585;02402;1586.0;1399.0;13;416.48;24.47
860502623;02403;1586.0;1399.0;13;416.48;24.47
199572306;10784;3032.0;2673.0;13;715.74;19.87
199572864;20181;4197.0;3706.0;13;1695.95;34.02
964829070;104212;1697.0;1499.0;13;354.4;19.46
199569578;00316;4424.0;3953.0;12;1292.95;23.14
964875006;10781;2981.0;2673.0;12;678.6;19.16
964875043;10782;2981.0;2673.0;12;678.6;19.16
964875362;10783;2981.0;2673.0;12;678.6;19.16
964548005;23121;3266.0;2908.0;12;1304.31;33.62
199333789;1973;2646.0;2365.0;12;743.51;23.66
209714357;23127;3266.0;2908.0;12;1304.31;33.62
1003658424;58071;4084.0;3653.0;12;1386.13;26.87
199572786;19731;2646.0;2365.0;12;743.51;23.66
199572792;19733;2646.0;2365.0;12;743.51;23.66
199565712;35711;2935.0;2636.0;11;679.39;19.49
964518797;032815;899.0;809.0;11;321.97;35.81
964519205;032822;899.0;809.0;11;321.97;35.81
964519598;032827;899.0;809.0;11;321.97;35.81
964519848;03289;899.0;809.0;11;321.97;35.81
200165388;032811;899.0;809.0;11;321.97;35.81
200165458;03287;899.0;809.0;11;321.97;35.81
200165488;032813;899.0;809.0;11;321.97;35.81
200165509;03283;899.0;809.0;11;321.97;35.81
200165543;032810;899.0;809.0;11;321.97;35.81
200165544;03288;899.0;809.0;11;321.97;35.81
200165547;032819;899.0;809.0;11;321.97;35.81
964446421;01461;579.0;521.0;11;207.85;35.9
215239472;03291;926.0;833.0;11;326.39;35.25
964447500;01465;579.0;521.0;11;207.85;35.9
1002527926;032832;899.0;809.0;11;321.97;35.81
967366276;032812;899.0;809.0;11;321.97;35.81
967366319;032823;899.0;809.0;11;321.97;35.81
1002527857;032828;899.0;809.0;11;321.97;35.81
1002527922;032829;899.0;809.0;11;321.97;35.81
1002527924;032830;899.0;809.0;11;321.97;35.81
1002527929;032831;899.0;809.0;11;321.97;35.81
967351728;01462;579.0;521.0;11;207.85;35.9
967351773;01464;579.0;521.0;11;207.85;35.9
199573309;23194;1724.0;1555.0;11;436.87;23.6
199573333;23197;1724.0;1555.0;11;436.87;23.6
209732180;4600;1623.0;1477.0;10;642.16;36.87
1002554286;00981;1727.0;1564.0;10;746.85;36.4
1003383296;42132;2011.0;1834.0;10;605.76;25.36
181094926;0825;1738.0;1580.0;10;539.93;28.94
859943729;00258;3151.0;2869.0;10;934.18;24.96
964333448;34483;2336.0;2121.0;10;627.0;22.59
200167532;32625;1820.0;1662.0;10;551.99;25.54
964251977;34261;1923.0;1745.0;10;472.29;20.67
964252069;34263;1923.0;1745.0;10;472.29;20.67
859943592;00251;3151.0;2869.0;10;934.18;24.96
859943593;00252;3151.0;2869.0;10;934.18;24.96
859943601;00253;3151.0;2869.0;10;934.18;24.96
859943674;00254;3151.0;2869.0;10;934.18;24.96
859943678;00255;3151.0;2869.0;10;934.18;24.96
859943711;00257;3151.0;2869.0;10;934.18;24.96
860502702;02404;1539.0;1399.0;10;386.02;23.37
209779894;46002;1623.0;1477.0;10;642.16;36.87
209779896;46003;1623.0;1477.0;10;642.16;36.87
209779903;46004;1623.0;1477.0;10;642.16;36.87
209779910;46005;1623.0;1477.0;10;642.16;36.87
209779919;46006;1623.0;1477.0;10;642.16;36.87
200164109;019831;1947.0;1782.0;9;771.54;33.36
200164395;019834;1947.0;1782.0;9;771.54;33.36
200164396;019861;1947.0;1782.0;9;771.54;33.36
200164534;019859;1947.0;1782.0;9;771.54;33.36
199566551;35471;1955.0;1792.0;9;453.13;19.51
200164567;019817;1947.0;1782.0;9;771.54;33.36
964709476;08632;1780.0;1632.0;9;427.95;20.24
1001410557;00273;1788.0;1639.0;9;452.84;21.32
1001410614;00274;1788.0;1639.0;9;452.84;21.32
199569486;32641;1573.0;1442.0;9;256.71;15.2
964489679;00317;4296.0;3953.0;9;1194.45;22.02
199569917;41592;1573.0;1442.0;9;390.12;23.11
199570158;01172;1480.0;1360.0;9;495.99;33.51
181116136;1168;1601.0;1465.0;9;310.93;18.09
199573336;23882;1952.0;1791.0;9;568.99;24.54
859987977;53522;1563.0;1450.0;8;340.88;20.32
964616235;019434;1612.0;1488.0;8;632.2;36.54
964641344;01947;1612.0;1488.0;8;632.2;36.54
964641416;019470;1612.0;1488.0;8;632.2;36.54
964634843;019436;1612.0;1488.0;8;632.2;36.54
964635001;019440;1612.0;1488.0;8;632.2;36.54
964635240;019445;1612.0;1488.0;8;632.2;36.54
964635261;019446;1612.0;1488.0;8;632.2;36.54
964390183;239515;3856.0;3573.0;8;1481.99;32.35
964390351;23955;3856.0;3573.0;8;1481.99;32.35
199573709;28944;3965.0;3663.0;8;1932.46;41.03
964260403;08566;1613.0;1495.0;8;440.14;25.42
216429550;02274;1855.0;1716.0;8;632.74;28.71
964637690;01945;1612.0;1488.0;8;632.2;36.54
964260907;08567;1613.0;1495.0;8;440.14;25.42
860493520;02372;1472.0;1359.0;8;408.57;27.74
964614137;019420;1612.0;1488.0;8;632.2;36.54
964614690;019424;1612.0;1488.0;8;632.2;36.54
199571935;08631;1755.0;1632.0;8;287.26;15.25
964637579;019447;1612.0;1488.0;8;632.2;36.54
967326739;239511;3856.0;3573.0;8;1481.99;32.35
964639854;019453;1612.0;1488.0;8;632.2;36.54
964640092;019454;1612.0;1488.0;8;632.2;36.54
964615923;019432;1612.0;1488.0;8;632.2;36.54
964640693;019463;1612.0;1488.0;8;632.2;36.54
964640762;019466;1612.0;1488.0;8;632.2;36.54
967393446;02323;1218.0;1136.0;7;386.03;31.69
967508188;53707;1662.0;1553.0;7;301.02;16.87
199565669;08253;1693.0;1580.0;7;510.45;28.09
967360913;52762;1450.0;1359.0;7;523.83;36.12
200164082;019851;1914.0;1782.0;7;747.69;32.89
200164222;01981;1914.0;1782.0;7;747.69;32.89
200164538;019810;1914.0;1782.0;7;747.69;32.89
860432315;02214;2817.0;2638.0;7;1071.38;32.01
860432554;02219;2817.0;2638.0;7;1071.38;32.01
199331161;1322;6619.0;6201.0;7;2917.95;34.91
964702660;24001;2272.0;2128.0;7;624.42;23.14
181097419;0851;1508.0;1407.0;7;441.6;27.28
964596761;03253;1162.0;1090.0;7;439.99;37.86
181097526;0279;2338.0;2182.0;7;573.79;20.66
967308508;001829;3527.0;3310.0;7;1147.8;27.39
967308811;001854;3527.0;3310.0;7;1147.8;27.39
216422340;00027;1507.0;1405.0;7;335.22;20.72
199334116;2319;1668.0;1555.0;7;399.96;22.34
860429626;022110;2817.0;2638.0;7;1071.38;32.01
860429670;022111;2817.0;2638.0;7;1071.38;32.01
860429680;022113;2817.0;2638.0;7;1071.38;32.01
860429685;022115;2817.0;2638.0;7;1071.38;32.01
860429717;022117;2817.0;2638.0;7;1071.38;32.01
860429724;02212;2817.0;2638.0;7;1071.38;32.01
860429778;02213;2817.0;2638.0;7;1071.38;32.01
860429867;02215;2817.0;2638.0;7;1071.38;32.01
860429942;02216;2817.0;2638.0;7;1071.38;32.01
199573326;23198;1668.0;1555.0;7;399.96;22.34
860430199;02218;2817.0;2638.0;7;1071.38;32.01
967376869;12102;2952.0;2761.0;7;735.43;20.98
199565550;08258;1671.0;1580.0;6;495.71;27.65
199565673;08257;1671.0;1580.0;6;495.71;27.65
967312455;11683;1554.0;1465.0;6;280.19;16.8
199566595;02329;1201.0;1136.0;6;376.15;31.3
199566605;02325;1201.0;1136.0;6;376.15;31.3
216356993;459910;1487.0;1402.0;6;559.96;37.64
216356994;459911;1487.0;1402.0;6;559.96;37.64
199331787;0278;1938.0;1834.0;6;384.11;16.68
964785152;02326;1201.0;1136.0;6;376.15;31.3
216355875;4599;1487.0;1402.0;6;559.96;37.64
964785607;02328;1201.0;1136.0;6;376.15;31.3
216356769;45993;1487.0;1402.0;6;559.96;37.64
216356800;45998;1487.0;1402.0;6;559.96;37.64
216356999;459912;1487.0;1402.0;6;559.96;37.64
199334121;2371;2640.0;2495.0;6;1030.21;32.85
964344296;11681;1554.0;1465.0;6;280.19;16.8
964344503;116813;1554.0;1465.0;6;280.19;16.8
964344712;11686;1554.0;1465.0;6;280.19;16.8
209665436;018218;3204.0;3016.0;6;1210.3;31.8
209714731;018223;3204.0;3016.0;6;1210.3;31.8
967508077;53703;1635.0;1553.0;5;283.22;16.14
964485261;00302;4028.0;3821.0;5;1175.2;23.11
967508143;53705;1635.0;1553.0;5;283.22;16.14
964485347;00303;4028.0;3821.0;5;1175.2;23.11
199565580;21838;1401.0;1335.0;5;450.8;32.16
199565595;21837;1401.0;1335.0;5;450.8;32.16
964485434;00304;4028.0;3821.0;5;1175.2;23.11
964485484;00305;4028.0;3821.0;5;1175.2;23.11
964485499;00307;4028.0;3821.0;5;1175.2;23.11
964485543;00308;4028.0;3821.0;5;1175.2;23.11
964485605;00309;4028.0;3821.0;5;1175.2;23.11
967295582;00816;1498.0;1422.0;5;352.42;21.91
200164182;01985;1863.0;1782.0;5;580.77;29.05
199572144;09823;2060.0;1968.0;5;1008.94;41.22
200166350;079217;1779.0;1693.0;5;332.89;17.44
1001410478;002510;3010.0;2869.0;5;832.24;23.28
199569684;06213;3034.0;2882.0;5;734.11;20.37
199569713;06217;3034.0;2882.0;5;734.11;20.37
964481329;52763;1427.0;1359.0;5;510.05;35.73
964915587;53692;1547.0;1480.0;5;290.94;17.52
181105141;0621;3034.0;2882.0;5;734.11;20.37
199569936;00182;3473.0;3310.0;5;1108.59;26.87
1002607820;10328;4254.0;4050.0;5;1346.11;25.06
199570645;06218;3034.0;2882.0;5;734.11;20.37
199570653;06211;3034.0;2882.0;5;734.11;20.37
199570658;062110;3034.0;2882.0;5;734.11;20.37
1002927403;23199;1640.0;1555.0;5;381.5;21.68
1002927556;231910;1640.0;1555.0;5;381.5;21.68
1002927574;231911;1640.0;1555.0;5;381.5;21.68
1002927598;231912;1640.0;1555.0;5;381.5;21.68
1002927618;231913;1640.0;1555.0;5;381.5;21.68
1002927681;231914;1640.0;1555.0;5;381.5;21.68
967497860;459916;1470.0;1402.0;5;549.31;37.37
964483695;00301;4028.0;3821.0;5;1175.2;23.11
964549586;030616;3721.0;3535.0;5;1221.58;27.64
200163086;23551;2136.0;2030.0;5;488.53;19.25
199565232;001826;3473.0;3310.0;5;1108.59;26.87
964673622;48376;4815.0;4622.0;4;2091.31;34.39
199565906;12855;1830.0;1767.0;4;458.7;23.36
199566489;07811;1211.0;1165.0;4;407.33;33.63
964864490;51901;1539.0;1484.0;4;343.59;20.81
200166213;07925;1762.0;1693.0;4;445.27;21.27
200166404;079212;1762.0;1693.0;4;445.27;21.27
964702962;01171;1420.0;1360.0;4;459.49;32.36
1001403606;53533;1482.0;1427.0;4;222.58;15.01
1001403653;53534;1482.0;1427.0;4;222.58;15.01
964253014;008111;1473.0;1422.0;4;335.84;21.24
199333317;1279;1843.0;1768.0;4;403.47;18.43
1001403937;53535;1482.0;1427.0;4;222.58;15.01
1001403942;53536;1482.0;1427.0;4;222.58;15.01
964253380;00813;1473.0;1422.0;4;335.84;21.24
327898987;32643;1494.0;1442.0;4;292.41;18.23
216422465;00271;1701.0;1639.0;4;271.13;14.85
435739525;32013;1263.0;1219.0;4;191.08;15.13
209763484;43523;2169.0;2094.0;4;592.69;23.0
964673436;48371;4815.0;4622.0;4;2091.31;34.39
199565385;29702;1478.0;1441.0;3;209.18;14.15
199565390;29706;1478.0;1441.0;3;209.18;14.15
199565399;29701;1478.0;1441.0;3;209.18;14.15
964821085;07927;1750.0;1693.0;3;314.16;16.73
964821181;07928;1750.0;1693.0;3;314.16;16.73
199574406;43331;1755.0;1697.0;3;420.67;22.34
964731952;13111;3981.0;3854.0;3;1101.82;23.3
860505835;02425;2012.0;1957.0;3;620.56;25.96
964683587;26383;3159.0;3060.0;3;849.21;22.63
967519468;09681;2691.0;2610.0;3;1094.43;34.23
1002466651;02427;2012.0;1957.0;3;620.56;25.96
860491930;02362;1474.0;1436.0;3;367.84;24.95
967381207;13112;3981.0;3854.0;3;1101.82;23.3
199569631;10352;2810.0;2725.0;3;777.35;23.29
209761060;31691;3935.0;3803.0;3;1558.05;33.33
967399314;079224;1750.0;1693.0;3;314.16;16.73
1002928928;24004;2200.0;2128.0;3;572.3;21.9
432503653;39582;2836.0;2751.0;3;972.3;28.86
859848032;00194;1880.0;1834.0;3;523.56;23.44
199572865;20492;1868.0;1806.0;3;414.72;18.69
859848097;00195;1880.0;1834.0;3;523.56;23.44
859848107;00196;1880.0;1834.0;3;523.56;23.44
859848144;00197;1880.0;1834.0;3;523.56;23.44
859848157;00198;1880.0;1834.0;3;523.56;23.44
