external_code;продаж_90д_acc1;продаж_90д_acc2;продаж_90д_всего;наш_объём_л;внеш_объём_л;лишних_л_на_единицу;лишних_л_за_период;наш_ДхШхВ;внеш_ДхШхВ;число_источников;карточек_wb_acc1;карточек_wb_acc2;src_file;src_locator;src_sha256
0280;87;13;100;11.1;5.056;6.044;604.4;37.0x20.0x15.0;35.0x13.5x10.7;4;15;15;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r856;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1042;71;2;73;11.1;4.48;6.62;483.26;37.0x20.0x15.0;32.0x14.0x10.0;3;14;14;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r2923;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
1666;31;5;36;11.1;3.3;7.8;280.8;37.0x20.0x15.0;30.0x11.0x10.0;3;9;9;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r115;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0035;63;9;72;9.072;5.28;3.792;273.02;36.0x21.0x12.0;32.0x16.5x10.0;3;2;2;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r2925;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
2365;37;2;39;11.1;4.106;6.994;272.77;37.0x20.0x15.0;32.8x11.7x10.7;2;7;7;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r999;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0851;80;6;86;6.72;4.394;2.326;200.04;35.0x16.0x12.0;31.5x15.5x9.0;2;13;13;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r253;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0111;35;0;35;10.8;6.16;4.64;162.4;36.0x20.0x15.0;35.0x16.0x11.0;4;2;2;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r291;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5355;26;3;29;10.8;5.39;5.41;156.89;36.0x20.0x15.0;35.0x14.0x11.0;3;15;15;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r49;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5495;4;0;4;38.016;0.741;37.275;149.1;36.0x33.0x32.0;19.0x6.5x6.0;2;6;6;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3901;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
1377;15;2;17;11.1;3.3;7.8;132.6;37.0x20.0x15.0;30.0x11.0x10.0;3;9;10;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r114;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
3908;3;17;20;11.1;5.338;5.762;115.24;37.0x20.0x15.0;33.1x16.8x9.6;2;1;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r727;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
6076;0;3;3;38.016;0.741;37.275;111.82;36.0x33.0x32.0;19.0x6.5x6.0;2;2;7;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3902;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
2167;9;5;14;11.1;3.54;7.56;105.84;37.0x20.0x15.0;29.5x12.0x10.0;3;5;5;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r1181;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
1168;14;2;16;11.1;5.39;5.71;91.36;37.0x20.0x15.0;35.0x14.0x11.0;3;14;14;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r665;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1293;7;4;11;11.1;2.997;8.103;89.13;37.0x20.0x15.0;37.0x9.0x9.0;3;4;4;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r2509;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0276;17;2;19;10.8;6.16;4.64;88.16;36.0x20.0x15.0;35.0x16.0x11.0;4;13;13;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r857;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
3264;15;3;18;11.1;6.507;4.593;82.67;37.0x20.0x15.0;33.5x18.5x10.5;4;15;15;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r367;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
5360;13;5;18;9.504;5.056;4.448;80.06;36.0x22.0x12.0;35.0x13.5x10.7;3;3;3;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r75;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
3201;8;1;9;11.1;2.656;8.444;76.0;37.0x20.0x15.0;33.0x11.5x7.0;3;5;5;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r313;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5351;10;4;14;10.8;5.39;5.41;75.74;36.0x20.0x15.0;35.0x14.0x11.0;3;8;8;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r48;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
2135;7;3;10;11.1;3.54;7.56;75.6;37.0x20.0x15.0;29.5x12.0x10.0;4;5;5;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r1185;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0087;4;6;10;10.8;3.3;7.5;75.0;36.0x20.0x15.0;30.0x11.0x10.0;2;16;16;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r901;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
1170;12;8;20;6.72;2.993;3.727;74.54;35.0x16.0x12.0;31.5x10.0x9.5;2;9;12;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r48;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
1367;4;7;11;11.1;5.056;6.044;66.48;37.0x20.0x15.0;35.0x13.5x10.7;4;3;6;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r318;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0011;33;0;33;7.28;5.28;2.0;66.0;35.0x16.0x13.0;33.0x16.0x10.0;3;3;3;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r671;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
3262;39;3;42;7.548;6.048;1.5;63.0;37.0x17.0x12.0;36.0x14.0x12.0;3;15;15;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1292;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0792;8;3;11;11.1;5.717;5.383;59.21;37.0x20.0x15.0;33.0x16.5x10.5;4;27;27;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r696;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
2970;8;2;10;11.1;5.39;5.71;57.1;37.0x20.0x15.0;35.0x14.0x11.0;3;7;6;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r40;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0781;8;25;33;3.15;1.425;1.725;56.93;35.0x10.0x9.0;19.0x12.5x6.0;3;4;4;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r34;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
2319;14;2;16;11.1;7.559;3.541;56.66;37.0x20.0x15.0;35.3x16.6x12.9;2;15;15;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r83;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
1144;7;4;11;11.1;6.16;4.94;54.34;37.0x20.0x15.0;35.0x16.0x11.0;3;5;5;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r325;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5369;4;6;10;11.1;5.769;5.331;53.31;37.0x20.0x15.0;33.1x16.6x10.5;2;4;4;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r281;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0789;5;0;5;11.1;0.833;10.267;51.33;37.0x20.0x15.0;17.0x7.0x7.0;3;1;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r1266;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
1032;52;1;53;11.1;10.134;0.966;51.2;37.0x20.0x15.0;34.5x23.5x12.5;3;7;9;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r256;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1835;9;1;10;11.1;6.077;5.023;50.23;37.0x20.0x15.0;33.8x20.2x8.9;2;5;5;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r649;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0249;3;12;15;9.504;6.16;3.344;50.16;36.0x22.0x12.0;35.0x16.0x11.0;3;11;11;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r631;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
3907;5;3;8;11.1;4.86;6.24;49.92;37.0x20.0x15.0;36.0x13.5x10.0;3;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1142;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0275;7;2;9;10.8;5.28;5.52;49.68;36.0x20.0x15.0;32.0x16.5x10.0;2;7;7;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r200;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0232;6;5;11;7.28;2.884;4.396;48.36;35.0x16.0x13.0;34.5x9.5x8.8;2;10;10;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r480;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
4893;10;0;10;9.12;4.32;4.8;48.0;38.0x16.0x15.0;36.0x12.0x10.0;3;1;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r966;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
1380;3;3;6;11.1;3.424;7.676;46.06;37.0x20.0x15.0;30.3x11.3x10.0;2;4;4;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r559;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
5344;7;5;12;9.504;5.672;3.832;45.98;36.0x22.0x12.0;34.8x16.3x10.0;2;1;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r442;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
3669;1;6;7;11.1;4.964;6.136;42.95;37.0x20.0x15.0;55.0x9.5x9.5;2;2;2;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3751;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5352;8;0;8;10.08;4.9;5.18;41.44;36.0x20.0x14.0;35.0x14.0x10.0;2;3;3;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r46;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0788;2;2;4;11.1;0.833;10.267;41.07;37.0x20.0x15.0;17.0x7.0x7.0;3;1;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r1267;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0746;2;6;8;11.1;6.16;4.94;39.52;37.0x20.0x15.0;35.0x16.0x11.0;3;9;9;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r102;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1323;4;0;4;11.1;1.341;9.759;39.04;37.0x20.0x15.0;30.4x7.0x6.3;2;13;13;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r655;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
5353;3;4;7;10.8;5.39;5.41;37.87;36.0x20.0x15.0;35.0x14.0x11.0;3;7;7;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r91;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0787;4;0;4;11.1;1.87;9.23;36.92;37.0x20.0x15.0;17.0x11.0x10.0;3;4;4;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r1268;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
2294;4;2;6;11.1;5.056;6.044;36.26;37.0x20.0x15.0;35.0x13.5x10.7;3;7;7;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r648;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
3192;6;0;6;11.1;5.056;6.044;36.26;37.0x20.0x15.0;35.0x13.5x10.7;3;11;11;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r71;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1189;7;2;9;11.1;7.086;4.014;36.13;37.0x20.0x15.0;35.2x16.5x12.2;2;2;3;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r510;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5339;16;2;18;7.28;5.28;2.0;36.0;35.0x16.0x13.0;33.0x16.0x10.0;3;8;8;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r691;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
2638;2;4;6;11.1;5.335;5.765;34.59;37.0x20.0x15.0;58.5x9.6x9.5;3;4;4;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r777;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
3218;0;4;4;11.1;2.933;8.167;32.67;37.0x20.0x15.0;31.5x9.8x9.5;3;1;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r4351;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0088;2;4;6;10.8;5.39;5.41;32.46;36.0x20.0x15.0;35.0x14.0x11.0;3;5;5;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1282;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
3670;2;3;5;11.1;4.757;6.343;31.71;37.0x20.0x15.0;55.0x9.3x9.3;2;1;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r2554;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5290;2;2;4;14.0;6.08;7.92;31.68;35.0x20.0x20.0;32.0x19.0x10.0;2;3;3;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1590;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
2607;5;13;18;2.0;0.263;1.737;31.27;20.0x10.0x10.0;13.0x4.5x4.5;2;31;31;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3351;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0277;11;1;12;9.504;6.93;2.574;30.89;36.0x22.0x12.0;35.0x16.5x12.0;3;15;15;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r203;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0790;2;1;3;11.1;0.833;10.267;30.8;37.0x20.0x15.0;17.0x7.0x7.0;4;1;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r1265;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
2315;17;0;17;6.72;5.056;1.664;28.29;35.0x16.0x12.0;35.0x13.5x10.7;3;5;5;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r627;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1324;4;4;8;11.1;7.7;3.4;27.2;37.0x20.0x15.0;35.0x20.0x11.0;3;4;4;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r455;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
3369;4;0;4;11.1;4.394;6.706;26.82;37.0x20.0x15.0;31.5x15.5x9.0;2;2;2;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r254;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5363;0;5;5;9.504;4.185;5.319;26.59;36.0x22.0x12.0;31.0x15.0x9.0;3;1;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r993;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
3054;2;1;3;11.1;2.562;8.538;25.61;37.0x20.0x15.0;29.0x9.5x9.3;3;5;5;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r514;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
4147;0;9;9;3.6;0.76;2.84;25.56;24.0x15.0x10.0;19.0x8.0x5.0;2;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1699;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0782;31;3;34;3.15;2.408;0.742;25.23;35.0x10.0x9.0;19.5x13.0x9.5;4;4;4;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r33;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
1430;5;0;5;11.1;6.096;5.004;25.02;37.0x20.0x15.0;33.7x20.1x9.0;3;5;5;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r629;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
1078;1;3;4;11.1;4.964;6.136;24.54;37.0x20.0x15.0;55.0x9.5x9.5;2;5;5;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3775;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
2633;0;4;4;11.1;4.964;6.136;24.54;37.0x20.0x15.0;55.0x9.5x9.5;3;3;3;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3652;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
3671;2;2;4;11.1;4.964;6.136;24.54;37.0x20.0x15.0;55.0x9.5x9.5;2;1;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3753;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
1665;0;3;3;11.1;2.945;8.155;24.46;37.0x20.0x15.0;31.0x10.0x9.5;3;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1567;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
3367;1;3;4;11.1;5.022;6.078;24.31;37.0x20.0x15.0;31.0x18.0x9.0;2;15;16;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r441;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5715;2;3;5;14.3;9.45;4.85;24.25;52.0x25.0x11.0;52.5x24.0x7.5;2;2;2;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1873;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5519;3;7;10;5.76;3.355;2.405;24.05;32.0x15.0x12.0;30.5x11.0x10.0;2;4;5;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1803;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
2400;3;3;6;11.1;7.095;4.005;24.03;37.0x20.0x15.0;32.8x16.9x12.8;3;5;5;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r507;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
2050;0;5;5;11.1;6.684;4.416;22.08;37.0x20.0x15.0;34.5x15.5x12.5;3;1;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r714;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0808;2;1;3;11.1;3.947;7.153;21.46;37.0x20.0x15.0;33.0x11.5x10.4;2;1;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r119;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
1383;0;3;3;11.1;3.947;7.153;21.46;37.0x20.0x15.0;33.0x11.5x10.4;2;1;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r1057;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
5361;0;4;4;9.504;4.185;5.319;21.28;36.0x22.0x12.0;31.0x15.0x9.0;3;1;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r991;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
1308;4;1;5;11.1;6.944;4.156;20.78;37.0x20.0x15.0;32.0x15.5x14.0;3;3;3;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r2339;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
2355;4;0;4;11.1;6.08;5.02;20.08;37.0x20.0x15.0;32.0x19.0x10.0;3;8;8;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r43;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5249;2;4;6;6.66;3.384;3.276;19.66;37.0x15.0x12.0;28.5x12.5x9.5;2;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1421;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1320;2;0;2;11.1;2.008;9.092;18.18;37.0x20.0x15.0;31.5x8.5x7.5;2;5;6;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1088;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0242;4;1;5;9.504;5.916;3.588;17.94;36.0x22.0x12.0;34.0x14.5x12.0;3;8;8;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r433;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
2969;3;0;3;11.1;5.22;5.88;17.64;37.0x20.0x15.0;35.8x13.5x10.8;3;7;6;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r837;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
2163;3;0;3;11.1;5.236;5.864;17.59;37.0x20.0x15.0;33.2x16.6x9.5;4;3;3;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r280;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0681;2;0;2;11.1;2.362;8.738;17.48;37.0x20.0x15.0;42.0x7.5x7.5;3;4;4;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r2418;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5354;0;3;3;10.8;5.056;5.744;17.23;36.0x20.0x15.0;35.0x13.5x10.7;3;3;4;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r92;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5482;10;5;15;6.66;5.52;1.14;17.1;37.0x15.0x12.0;32.0x15.0x11.5;3;5;5;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3348;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0740;1;1;2;15.08;6.684;8.396;16.79;58.0x20.0x13.0;34.5x15.5x12.5;2;8;8;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r568;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
2371;2;0;2;11.1;2.997;8.103;16.21;37.0x20.0x15.0;37.0x9.0x9.0;3;5;5;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3610;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5362;0;3;3;9.504;4.185;5.319;15.96;36.0x22.0x12.0;31.0x15.0x9.0;3;1;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r992;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0110;9;4;13;7.14;5.92;1.22;15.86;35.0x17.0x12.0;32.0x18.5x10.0;3;6;6;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r2928;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
