external_code;наш_ДхШхВ_см;предлагаемый_Д_мм;предлагаемый_Ш_мм;предлагаемый_В_мм;предлагаемый_ДхШхВ_см;запись_в_прайсе_дословно;взят_источник;источников_всего;подтверждают_этот_размер;все_источники;источники_расходятся_на_мм;сверка_справочных_макс_отклонение_мм;вариантов_короба;наш_объём_л;предлагаемый_объём_л;разница_объёма_л;продаж_в_окне_шт;лишних_л_за_период;карточек_wb_acc1;карточек_wb_acc2;src_file;src_locator;src_sha256
1666;37.0x20.0x15.0;300.0;110.0;100.0;30.0x11.0x10.0;TC-HCF230X;izi;3;2;cactus,izi,sakura;15.0;нет данных;4;11.1;3.3;7.8;36;280.8;9;9;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r115;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0035;36.0x21.0x12.0;320.0;165.0;100.0;32.0x16.5x10.0;GG-D4200A;cactus;3;1;cactus,izi,sakura;18.0;нет данных;3;9.072;5.28;3.792;72;273.02;2;2;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r2925;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0851;35.0x16.0x12.0;315.0;155.0;90.0;31.5x15.5x9.0;CS-TN2375;cactus;2;1;cactus,sakura;20.0;нет данных;3;6.72;4.394;2.326;86;200.04;13;13;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r253;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
1377;37.0x20.0x15.0;300.0;110.0;100.0;30.0x11.0x10.0;TC-HCF218A;izi;3;1;cactus,izi,sakura;20.0;нет данных;4;11.1;3.3;7.8;17;132.6;9;10;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r114;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
3908;37.0x20.0x15.0;331.0;168.0;96.0;33.1x16.8x9.6;SAW2070A;sakura;2;1;cactus,sakura;11.0;нет данных;2;11.1;5.338;5.762;20;115.24;1;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r727;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0087;36.0x20.0x15.0;300.0;110.0;100.0;30.0x11.0x10.0;SACE285A;sakura;2;1;cactus,sakura;15.0;нет данных;3;10.8;3.3;7.5;10;75.0;16;16;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r901;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0011;35.0x16.0x13.0;330.0;160.0;100.0;33.0x16.0x10.0;LH-505A U;izi;3;1;cactus,izi,sakura;20.0;нет данных;5;7.28;5.28;2.0;33;66.0;3;3;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r671;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0781;35.0x10.0x9.0;190.0;125.0;60.0;19.0x12.5x6.0;CS-TK1110;cactus;3;1;cactus,izi,sakura;9.0;нет данных;3;3.15;1.425;1.725;33;56.93;4;4;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r34;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0789;37.0x20.0x15.0;170.0;70.0;70.0;17.0x7.0x7.0;SA106R01632;sakura;2;1;cactus,sakura;15.0;solutionsprint:16.0;2;11.1;0.833;10.267;5;51.33;1;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r1266;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
1380;37.0x20.0x15.0;303.0;113.0;100.0;30.3x11.3x10.0;SACF233A;sakura;2;1;cactus,sakura;18.0;нет данных;3;11.1;3.424;7.676;6;46.06;4;4;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r559;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
5344;36.0x22.0x12.0;348.0;163.0;100.0;34.8x16.3x10.0;CS-S4100;cactus;2;1;cactus,sakura;18.0;нет данных;2;9.504;5.672;3.832;12;45.98;1;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r442;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0788;37.0x20.0x15.0;170.0;70.0;70.0;17.0x7.0x7.0;SA106R01633;sakura;2;1;cactus,sakura;15.0;solutionsprint:16.0;2;11.1;0.833;10.267;4;41.07;1;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r1267;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
5339;35.0x16.0x13.0;330.0;160.0;100.0;33.0x16.0x10.0;LH-53A U;izi;3;1;cactus,izi,sakura;12.0;нет данных;3;7.28;5.28;2.0;18;36.0;8;8;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r691;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5290;35.0x20.0x20.0;320.0;190.0;100.0;32.0x19.0x10.0;LDELI-T31;izi;2;1;izi,sakura;20.0;нет данных;2;14.0;6.08;7.92;4;31.68;3;3;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1590;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
2607;20.0x10.0x10.0;130.0;45.0;45.0;13.0x4.5x4.5;CS-T6641BK;cactus;2;2;cactus,sakura;0.0;нет данных;1;2.0;0.263;1.737;18;31.27;31;31;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3351;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0790;37.0x20.0x15.0;170.0;70.0;70.0;17.0x7.0x7.0;SA106R01631;sakura;3;1;cactus,izi,sakura;15.0;solutionsprint:16.0;3;11.1;0.833;10.267;3;30.8;1;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r1265;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
3369;37.0x20.0x15.0;315.0;155.0;90.0;31.5x15.5x9.0;CS-TN2335;cactus;2;1;cactus,sakura;20.0;нет данных;3;11.1;4.394;6.706;4;26.82;2;2;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r254;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
3054;37.0x20.0x15.0;290.0;95.0;93.0;29.0x9.5x9.3;CS-CF244X;cactus;2;1;cactus,sakura;17.0;solutionsprint:140.0;2;11.1;2.562;8.538;3;25.61;5;5;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r514;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
1665;37.0x20.0x15.0;310.0;100.0;95.0;31.0x10.0x9.5;LH-30A;izi;3;1;cactus,izi,sakura;15.0;нет данных;5;11.1;2.945;8.155;3;24.46;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1567;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5519;32.0x15.0x12.0;305.0;110.0;100.0;30.5x11.0x10.0;TC-HW1420A;izi;2;1;cactus,izi;20.0;нет данных;2;5.76;3.355;2.405;10;24.05;4;5;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1803;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0808;37.0x20.0x15.0;330.0;115.0;104.0;33.0x11.5x10.4;CS-CE410A;cactus;2;1;cactus,sakura;2.0;нет данных;2;11.1;3.947;7.153;3;21.46;1;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r119;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
1383;37.0x20.0x15.0;330.0;115.0;104.0;33.0x11.5x10.4;SA731Y;sakura;2;1;cactus,sakura;15.0;нет данных;2;11.1;3.947;7.153;3;21.46;1;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r1057;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
1308;37.0x20.0x15.0;320.0;155.0;140.0;32.0x15.5x14.0;CS-LX50F5X00;cactus;2;1;cactus,sakura;20.0;solutionsprint:85.0;2;11.1;6.944;4.156;5;20.78;3;3;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r2339;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
2355;37.0x20.0x15.0;320.0;190.0;100.0;32.0x19.0x10.0;TC-C052H;izi;3;1;cactus,izi,sakura;18.0;нет данных;3;11.1;6.08;5.02;4;20.08;8;8;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r43;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0110;35.0x17.0x12.0;320.0;185.0;100.0;32.0x18.5x10.0;GG-D108S;cactus;2;1;cactus,sakura;20.0;solutionsprint:30.0;3;7.14;5.92;1.22;13;15.86;6;6;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r2928;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0220;36.0x20.0x15.0;315.0;98.0;95.0;31.5x9.8x9.5;CS-C726S;cactus;2;1;cactus,sakura;6.0;нет данных;2;10.8;2.933;7.867;2;15.73;2;2;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r782;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
4206;29.0x25.0x13.0;331.0;168.0;99.0;33.1x16.8x9.9;SAW2072A;sakura;2;1;cactus,sakura;11.0;нет данных;2;9.425;5.505;3.92;4;15.68;1;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r729;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0056;36.0x21.0x12.0;350.0;160.0;110.0;35.0x16.0x11.0;TC-S1210;izi;3;1;cactus,izi,sakura;20.0;нет данных;3;9.072;6.16;2.912;5;14.56;8;8;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r281;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
3982;37.0x20.0x15.0;331.0;169.0;97.0;33.1x16.9x9.7;SAW2073A;sakura;2;1;cactus,sakura;11.0;нет данных;2;11.1;5.426;5.674;2;11.35;1;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r730;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
1365;37.0x20.0x15.0;177.0;72.0;67.0;17.7x7.2x6.7;SA106R02762;sakura;2;1;cactus,sakura;17.0;нет данных;2;11.1;0.854;10.246;1;10.25;1;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r1278;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0029;36.0x22.0x12.0;330.0;190.0;100.0;33.0x19.0x10.0;LH-53X U;izi;3;1;cactus,izi,sakura;20.0;нет данных;4;9.504;6.27;3.234;3;9.7;2;2;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r692;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
6785;37.0x14.0x11.0;320.0;110.0;110.0;32.0x11.0x11.0;GG-C071H;cactus;2;1;cactus,sakura;20.0;нет данных;2;5.698;3.872;1.826;5;9.13;1;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3796;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
1318;37.0x20.0x15.0;315.0;85.0;75.0;31.5x8.5x7.5;LO-412;izi;2;1;izi,sakura;19.0;нет данных;2;11.1;2.008;9.092;1;9.09;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1087;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1429;37.0x20.0x15.0;438.0;77.0;75.0;43.8x7.7x7.5;SAMP301E;sakura;2;1;cactus,sakura;18.0;нет данных;2;11.1;2.529;8.571;1;8.57;3;3;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r1231;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
2146;37.0x20.0x15.0;330.0;167.0;128.0;33.0x16.7x12.8;SASP4500HE;sakura;2;1;cactus,sakura;15.0;solutionsprint:113.0;2;11.1;7.054;4.046;2;8.09;3;3;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r397;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
2195;37.0x20.0x15.0;310.0;100.0;100.0;31.0x10.0x10.0;LH-CF244A;izi;3;1;cactus,izi,sakura;20.0;solutionsprint:60.0;5;11.1;3.1;8.0;1;8.0;5;5;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r740;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5340;35.0x16.0x13.0;330.0;165.0;105.0;33.0x16.5x10.5;CS-PH3117;cactus;2;1;cactus,sakura;15.0;нет данных;2;7.28;5.717;1.563;5;7.81;5;5;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r195;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0437;37.0x20.0x15.0;307.0;113.0;102.0;30.7x11.3x10.2;SACRG713;sakura;2;1;cactus,sakura;15.0;нет данных;2;11.1;3.538;7.562;1;7.56;2;2;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r1162;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
1361;37.0x20.0x15.0;320.0;110.0;110.0;32.0x11.0x11.0;CS-PH3610XL;cactus;2;1;cactus,sakura;9.0;нет данных;2;11.1;3.872;7.228;1;7.23;1;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r327;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
1382;37.0x20.0x15.0;330.0;115.0;105.0;33.0x11.5x10.5;CS-C731M;cactus;2;1;cactus,sakura;1.0;нет данных;2;11.1;3.985;7.115;1;7.12;1;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r2;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5343;36.0x22.0x12.0;335.0;185.0;100.0;33.5x18.5x10.0;CS-S1520;cactus;2;1;cactus,sakura;20.0;нет данных;2;9.504;6.197;3.307;2;6.61;1;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r443;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
3150;37.0x20.0x15.0;330.0;120.0;120.0;33.0x12.0x12.0;PR-TN241M;cactus;2;1;cactus,sakura;16.0;solutionsprint:52.0;3;11.1;4.752;6.348;1;6.35;1;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r2092;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0200;12.0x12.0x5.0;85.0;75.0;38.0;8.5x7.5x3.8;IC-H9351;izi;3;1;cactus,izi,sakura;20.0;solutionsprint:10.0;3;0.72;0.242;0.478;13;6.21;97;82;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r515;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
2017;37.0x20.0x15.0;550.0;95.0;95.0;55.0x9.5x9.5;CR-KMTN216C;cactus;2;1;cactus,sakura;17.0;нет данных;3;11.1;4.964;6.136;1;6.14;1;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3649;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
2018;37.0x20.0x15.0;550.0;95.0;95.0;55.0x9.5x9.5;CR-KMTN216K;cactus;2;1;cactus,sakura;17.0;нет данных;3;11.1;4.964;6.136;1;6.14;4;4;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3648;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0202;12.0x12.0x5.0;85.0;75.0;40.0;8.5x7.5x4.0;IH-563;izi;2;1;cactus,izi;10.0;solutionsprint:10.0;2;0.72;0.255;0.465;13;6.04;60;61;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r995;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0595;15.0x10.0x8.0;105.0;80.0;25.0;10.5x8.0x2.5;IC-B1100BK;izi;2;1;cactus,izi;10.0;solutionsprint:60.0;2;1.2;0.21;0.99;6;5.94;26;26;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r348;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0030;36.0x28.0x14.0;350.0;250.0;130.0;35.0x25.0x13.0;CS-Q6511X;cactus;2;1;cactus,sakura;10.0;solutionsprint:35.0;2;14.112;11.375;2.737;2;5.47;10;10;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r111;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0016;15.0x10.0x8.0;102.0;50.0;18.0;10.2x5.0x1.8;CS-CLI426GY;cactus;3;2;cactus,izi,sakura;11.0;solutionsprint:68.0;2;1.2;0.092;1.061;5;5.3;1;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r1285;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
3755;15.0x10.0x10.0;52.0;130.0;52.0;5.2x13.0x5.2;GG-GI-490BK;cactus;2;2;cactus,sakura;17.5;solutionsprint:10.0;4;1.5;0.352;0.996;5;4.98;15;15;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r2847;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
1219;15.0x10.0x8.0;105.0;80.0;25.0;10.5x8.0x2.5;IC-B525XL-C;izi;2;1;cactus,izi;15.0;нет данных;2;1.2;0.21;0.99;5;4.95;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r360;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0894;15.0x10.0x8.0;105.0;60.0;25.0;10.5x6.0x2.5;CS-CZ109AE;cactus;3;2;cactus,izi,sakura;20.0;solutionsprint:65.0;2;1.2;0.158;0.958;5;4.79;5;5;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r1115;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
2183;15.0x10.0x8.0;107.0;65.0;35.0;10.7x6.5x3.5;CS-L0S70AE;cactus;3;1;cactus,izi,sakura;7.0;нет данных;3;1.2;0.243;0.957;5;4.79;11;11;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r1370;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
4205;29.0x22.0x12.0;333.0;169.0;95.0;33.3x16.9x9.5;SAW2071A;sakura;2;1;cactus,sakura;13.0;нет данных;2;7.656;5.346;2.31;2;4.62;1;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r728;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
6949;32.0x14.0x11.0;300.0;115.0;100.0;30.0x11.5x10.0;SATL-C2318H;sakura;2;1;izi,sakura;10.0;solutionsprint:25.0;2;4.928;3.45;1.478;3;4.43;5;5;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r1467;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
5758;18.0x6.0x6.0;150.0;48.0;48.0;15.0x4.8x4.8;CS-EPT09C14;cactus;2;1;cactus,sakura;3.0;нет данных;2;0.648;0.346;0.302;14;4.23;3;3;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3970;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0188;15.0x10.0x8.0;90.0;70.0;30.0;9.0x7.0x3.0;IE-T1281;izi;2;1;cactus,izi;12.0;solutionsprint:80.0;2;1.2;0.189;1.011;4;4.04;10;10;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r981;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5596;32.0x20.0x15.0;330.0;165.0;105.0;33.0x16.5x10.5;CS-W1510A;cactus;3;1;cactus,izi,sakura;10.0;нет данных;4;9.6;5.717;3.883;1;3.88;1;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3125;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0896;15.0x10.0x8.0;105.0;60.0;25.0;10.5x6.0x2.5;CS-CZ111AE;cactus;3;2;cactus,izi,sakura;20.0;solutionsprint:65.0;2;1.2;0.158;0.958;4;3.83;1;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r1113;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0130;14.0x8.0x5.0;92.0;52.0;29.0;9.2x5.2x2.9;IC-CPGI-520BK;izi;2;1;izi,sakura;10.0;solutionsprint:38.0;2;0.56;0.139;0.421;9;3.79;15;15;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r427;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
1307;37.0x20.0x15.0;331.0;171.0;131.0;33.1x17.1x13.1;SA50F5U00;sakura;2;1;cactus,sakura;16.0;solutionsprint:69.0;2;11.1;7.415;3.685;1;3.69;5;5;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r81;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
1232;15.0x10.0x8.0;110.0;80.0;55.0;11.0x8.0x5.5;IC-B569XL-BK;izi;2;1;cactus,izi;20.0;нет данных;2;1.2;0.484;0.716;5;3.58;3;3;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1433;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0826;36.0x17.0x11.0;320.0;185.0;100.0;32.0x18.5x10.0;GG-D117S;cactus;2;1;cactus,sakura;20.0;solutionsprint:30.0;3;6.732;5.92;0.812;4;3.25;5;5;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3864;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0839;15.0x10.0x8.0;87.0;67.0;22.0;8.7x6.7x2.2;IC-ET1712;izi;2;1;cactus,izi;4.0;нет данных;2;1.2;0.128;1.072;3;3.22;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r485;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0799;15.0x10.0x8.0;70.0;55.0;45.0;7.0x5.5x4.5;IC-H8773;izi;2;1;cactus,izi;10.0;solutionsprint:100.0;2;1.2;0.173;1.027;3;3.08;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r577;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0596;15.0x10.0x8.0;105.0;80.0;25.0;10.5x8.0x2.5;IC-B1100C;izi;2;1;cactus,izi;10.0;solutionsprint:60.0;2;1.2;0.21;0.99;3;2.97;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r349;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5379;37.0x15.0x12.0;325.0;112.0;102.0;32.5x11.2x10.2;SACRG055BK;sakura;2;1;cactus,sakura;12.0;solutionsprint:7.0;2;6.66;3.713;2.947;1;2.95;1;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r1132;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
5381;37.0x15.0x12.0;325.0;112.0;102.0;32.5x11.2x10.2;SACRG055M;sakura;2;1;cactus,sakura;12.0;нет данных;2;6.66;3.713;2.947;1;2.95;1;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r1134;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0198;12.0x12.0x5.0;85.0;75.0;38.0;8.5x7.5x3.8;IH-336;izi;2;1;cactus,izi;10.0;нет данных;2;0.72;0.242;0.478;6;2.87;67;67;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r991;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
3758;15.0x10.0x10.0;130.0;52.0;52.0;13.0x5.2x5.2;SI0666C001;sakura;2;1;cactus,sakura;17.5;solutionsprint:15.0;3;1.5;0.352;1.148;2;2.3;1;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Струйная Sakura!r159;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0146;10.0x8.0x5.0;87.0;67.0;22.0;8.7x6.7x2.2;IC-ET0631;izi;2;1;cactus,izi;4.0;solutionsprint:23.0;2;0.4;0.128;0.272;8;2.18;6;6;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r439;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0291;15.0x10.0x8.0;87.0;67.0;22.0;8.7x6.7x2.2;IE-T0481;izi;2;1;cactus,izi;4.0;solutionsprint:83.0;2;1.2;0.128;1.072;2;2.14;9;10;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r951;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
