external_code;наш_ДхШхВ_см;предлагаемый_Д_мм;предлагаемый_Ш_мм;предлагаемый_В_мм;предлагаемый_ДхШхВ_см;запись_в_прайсе_дословно;взят_источник;источников_всего;подтверждают_этот_размер;все_источники;источники_расходятся_на_мм;сверка_справочных_макс_отклонение_мм;вариантов_короба;наш_объём_л;предлагаемый_объём_л;разница_объёма_л;продаж_в_окне_шт;лишних_л_за_период;карточек_wb_acc1;карточек_wb_acc2;src_file;src_locator;src_sha256
3794;15.0x10.0x10.0;115.0;150.0;30.0;11.5x15.0x3.0;CS-EPT04A440;cactus;3;2;cactus,izi,sakura;15.0;нет данных;2;1.5;0.517;0.881;0;0.0;1;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r1712;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
3803;15.0x10.0x10.0;225.0;50.0;35.0;22.5x5.0x3.5;SIF6T78AE;sakura;2;2;cactus,sakura;0.0;solutionsprint:5.0;1;1.5;0.394;1.106;0;0.0;1;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Струйная Sakura!r73;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
3862;37.0x15.0x12.0;425.0;75.0;75.0;42.5x7.5x7.5;LR-MPC406BK;izi;2;1;cactus,izi;5.0;нет данных;2;6.66;2.391;4.269;0;0.0;4;4;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1338;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
3863;37.0x15.0x12.0;425.0;75.0;75.0;42.5x7.5x7.5;LR-MPC406C;izi;2;1;cactus,izi;5.0;нет данных;2;6.66;2.391;4.269;0;0.0;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1339;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
3864;37.0x15.0x12.0;425.0;75.0;75.0;42.5x7.5x7.5;LR-MPC406M;izi;2;1;cactus,izi;5.0;нет данных;2;6.66;2.391;4.269;0;0.0;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1340;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
3865;37.0x15.0x12.0;425.0;75.0;75.0;42.5x7.5x7.5;LR-MPC406Y;izi;2;1;cactus,izi;5.0;нет данных;2;6.66;2.391;4.269;0;0.0;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1341;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
4763;40.0x16.0x15.0;370.0;170.0;130.0;37.0x17.0x13.0;TC-HW2121X;izi;3;1;cactus,izi,sakura;20.0;нет данных;3;9.6;8.177;1.423;0;0.0;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1536;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
4764;40.0x16.0x15.0;370.0;170.0;130.0;37.0x17.0x13.0;TC-HW2122X;izi;3;1;cactus,izi,sakura;20.0;нет данных;3;9.6;8.177;1.423;0;0.0;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1537;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
4765;40.0x16.0x15.0;370.0;170.0;130.0;37.0x17.0x13.0;TC-HW2123X;izi;3;1;cactus,izi,sakura;20.0;нет данных;3;9.6;8.177;1.423;0;0.0;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1538;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
4766;40.0x16.0x15.0;370.0;170.0;130.0;37.0x17.0x13.0;TC-HW2120X;izi;3;1;cactus,izi,sakura;20.0;нет данных;3;9.6;8.177;1.423;0;0.0;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1535;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
4777;31.0x13.0x8.0;420.0;75.0;75.0;42.0x7.5x7.5;CS-EXV48BK;cactus;2;1;cactus,izi;5.0;нет данных;2;3.224;2.362;0.862;0;0.0;3;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r2304;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
4778;31.0x13.0x8.0;420.0;75.0;75.0;42.0x7.5x7.5;CS-EXV48C;cactus;2;1;cactus,izi;5.0;нет данных;2;3.224;2.362;0.862;0;0.0;1;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r2305;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
4779;31.0x13.0x8.0;420.0;75.0;75.0;42.0x7.5x7.5;CS-EXV48M;cactus;2;1;cactus,izi;5.0;нет данных;2;3.224;2.362;0.862;0;0.0;1;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r2306;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
4791;40.0x16.0x15.0;352.0;165.0;122.0;35.2x16.5x12.2;CS-W2121A;cactus;2;1;cactus,sakura;5.0;нет данных;2;9.6;7.086;2.514;0;0.0;1;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r965;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
4792;40.0x16.0x15.0;352.0;165.0;122.0;35.2x16.5x12.2;CS-W2122A;cactus;2;1;cactus,sakura;5.0;нет данных;2;9.6;7.086;2.514;0;0.0;1;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r964;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
4793;40.0x16.0x15.0;352.0;165.0;122.0;35.2x16.5x12.2;CS-W2123A;cactus;2;1;cactus,sakura;5.0;нет данных;2;9.6;7.086;2.514;0;0.0;1;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r963;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5356;35.0x16.0x13.0;440.0;82.0;77.0;44.0x8.2x7.7;LC-EXV14;izi;3;1;cactus,izi,sakura;12.0;solutionsprint:12.0;4;7.28;2.778;4.502;0;0.0;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r666;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5380;37.0x15.0x12.0;325.0;112.0;102.0;32.5x11.2x10.2;SACRG055C;sakura;2;1;cactus,sakura;14.0;нет данных;2;6.66;3.713;2.947;0;0.0;1;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r1133;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
5382;37.0x15.0x12.0;325.0;112.0;102.0;32.5x11.2x10.2;SACRG055Y;sakura;2;1;cactus,sakura;12.0;нет данных;2;6.66;3.713;2.947;0;0.0;1;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r1135;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
5759;18.0x6.0x6.0;150.0;48.0;48.0;15.0x4.8x4.8;CS-EPT09C24;cactus;2;1;cactus,sakura;3.0;нет данных;2;0.648;0.346;0.302;0;0.0;1;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3971;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5862;35.0x14.0x10.0;550.0;93.0;93.0;55.0x9.3x9.3;CS-IMC2510BK;cactus;2;1;cactus,izi;18.0;нет данных;2;4.9;4.757;0.143;0;0.0;1;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r4220;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5864;35.0x14.0x10.0;550.0;93.0;93.0;55.0x9.3x9.3;CS-IMC3510BK;cactus;2;1;cactus,izi;18.0;нет данных;2;4.9;4.757;0.143;0;0.0;2;3;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r4169;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5865;35.0x14.0x10.0;550.0;93.0;93.0;55.0x9.3x9.3;CS-IMC3510C;cactus;2;1;cactus,izi;18.0;нет данных;2;4.9;4.757;0.143;0;0.0;1;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r4172;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5866;35.0x14.0x10.0;550.0;93.0;93.0;55.0x9.3x9.3;CS-IMC3510M;cactus;2;1;cactus,izi;18.0;нет данных;2;4.9;4.757;0.143;0;0.0;1;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r4171;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5867;35.0x14.0x10.0;550.0;93.0;93.0;55.0x9.3x9.3;CS-IMC3510Y;cactus;2;1;cactus,izi;18.0;нет данных;2;4.9;4.757;0.143;0;0.0;1;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r4170;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5869;35.0x14.0x10.0;550.0;93.0;93.0;55.0x9.3x9.3;CS-IMC6010BK;cactus;2;1;cactus,izi;18.0;нет данных;2;4.9;4.757;0.143;0;0.0;2;5;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r4224;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5870;35.0x14.0x10.0;550.0;93.0;93.0;55.0x9.3x9.3;CS-IMC6010C;cactus;2;1;cactus,izi;18.0;нет данных;2;4.9;4.757;0.143;0;0.0;1;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r4225;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5871;35.0x14.0x10.0;550.0;93.0;93.0;55.0x9.3x9.3;CS-IMC6010M;cactus;2;1;cactus,izi;18.0;нет данных;2;4.9;4.757;0.143;0;0.0;1;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r4226;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5872;35.0x14.0x10.0;550.0;93.0;93.0;55.0x9.3x9.3;CS-IMC6010Y;cactus;2;1;cactus,izi;18.0;нет данных;2;4.9;4.757;0.143;0;0.0;1;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r4227;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5879;36.0x30.0x13.0;340.0;260.0;125.0;34.0x26.0x12.5;DL-55B0ZA0;izi;2;1;cactus,izi;20.0;нет данных;2;14.04;11.05;2.99;0;0.0;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1909;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
6067;37.0x17.0x16.0;325.0;180.0;130.0;32.5x18.0x13.0;CS-B310;cactus;2;1;cactus,sakura;20.0;solutionsprint:20.0;2;10.064;7.605;2.459;0;0.0;1;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3851;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
6866;37.0x15.0x12.0;305.0;170.0;85.0;30.5x17.0x8.5;TC-C057;izi;2;1;izi,sakura;5.0;нет данных;2;6.66;4.407;2.253;0;0.0;1;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1482;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
