external_code;группа;наш_ДхШхВ_см;вариантов_короба;расхождение_между_источниками_мм;все_источники;сверка_справочных_мм;варианты_ДхШхВ_мм и кто даёт;карточек_wb_acc1;карточек_wb_acc2
0784;Б;37.0x20.0x15.0;4;48.0;cactus,izi,sakura;нет данных;335.0x115.0x105.0 ← izi | 320.0x75.0x75.0 ← cactus | 305.0x90.0x90.0 ← cactus | 300.0x67.0x60.0 ← sakura;1;1
2165;Б;37.0x20.0x15.0;4;48.0;cactus,izi,sakura;solutionsprint:15.0;327.0x170.0x125.0 ← izi | 320.0x140.0x120.0 ← cactus | 315.0x140.0x110.0 ← cactus | 332.0x122.0x116.0 ← sakura;2;2
3641;В;37.0x20.0x15.0;2;47.8;izi,sakura;нет данных;480.0x180.0x145.0 ← izi | 506.1x132.2x122.3 ← sakura;1;1
0280;Б;37.0x20.0x15.0;3;47.0;cactus,izi,sakura;solutionsprint:10.0;350.0x135.0x107.0 ← izi | 320.0x110.0x110.0 ← cactus | 303.0x111.0x108.0 ← sakura;15;15
0874;Б;37.0x20.0x15.0;2;47.0;cactus,sakura;solutionsprint:35.0;332.0x167.0x124.0 ← sakura | 310.0x120.0x110.0 ← cactus;1;1
2750;Б;37.0x20.0x15.0;2;47.0;izi,sakura;нет данных;345.0x245.0x125.0 ← izi | 341.0x198.0x89.0 ← sakura;1;1
4481;Б;40.0x13.0x13.0;3;47.0;cactus,izi;нет данных;320.0x145.0x100.0 ← izi | 315.0x98.0x95.0 ← cactus | 330.0x105.0x95.0 ← cactus;7;7
5355;Б;36.0x20.0x15.0;4;47.0;cactus,izi,sakura;нет данных;350.0x140.0x110.0 ← izi | 315.0x100.0x95.0 ← cactus | 315.0x98.0x95.0 ← cactus | 309.0x93.0x90.0 ← sakura;15;15
0243;Б;36.0x22.0x12.0;2;46.0;cactus,sakura;нет данных;348.0x163.0x126.0 ← cactus | 302.0x123.0x102.0 ← sakura;2;2
2343;Б;37.0x20.0x15.0;2;46.0;cactus,sakura;solutionsprint:55.0;210.0x120.0x95.0 ← cactus | 195.0x74.0x70.0 ← sakura;3;3
3264;Б;37.0x20.0x15.0;5;45.2;cactus,izi,sakura;solutionsprint:35.2;335.0x185.0x105.0 ← sakura | 320.0x140.0x100.0 ← cactus | 335.3x185.2x105.3 ← sakura | 310.0x155.0x80.0 ← sakura | 330.0x160.0x100.0 ← izi;15;15
0020;В;36.0x20.0x15.0;3;45.0;cactus,sakura;solutionsprint:30.0;375.0x263.0x120.0 ← sakura | 330.0x250.0x130.0 ← cactus | 373.0x258.0x120.0 ← sakura;3;3
0247;Б;36.0x22.0x12.0;4;45.0;cactus,izi,sakura;нет данных;350.0x160.0x110.0 ← izi | 330.0x165.0x105.0 ← cactus | 305.0x170.0x85.0 ← cactus | 331.0x168.0x94.0 ← sakura;2;2
0466;Б;37.0x20.0x15.0;2;45.0;cactus,sakura;нет данных;345.0x95.0x88.0 ← cactus | 300.0x70.0x60.0 ← sakura;1;1
0467;Б;37.0x20.0x15.0;2;45.0;cactus,sakura;нет данных;345.0x95.0x88.0 ← cactus | 300.0x70.0x60.0 ← sakura;1;1
0783;Б;37.0x20.0x15.0;4;45.0;cactus,izi,sakura;нет данных;335.0x115.0x105.0 ← izi | 305.0x90.0x90.0 ← cactus | 320.0x75.0x75.0 ← cactus | 300.0x72.0x60.0 ← sakura;3;3
0786;Б;37.0x20.0x15.0;4;45.0;cactus,izi,sakura;нет данных;335.0x115.0x105.0 ← izi | 320.0x75.0x75.0 ← cactus | 305.0x90.0x90.0 ← cactus | 300.0x70.0x61.0 ← sakura;1;1
0809;Б;37.0x20.0x15.0;4;45.0;cactus,izi,sakura;нет данных;350.0x135.0x107.0 ← izi | 305.0x95.0x95.0 ← cactus | 315.0x98.0x95.0 ← cactus | 331.0x115.0x106.0 ← sakura;1;1
0810;Б;37.0x20.0x15.0;4;45.0;cactus,izi,sakura;нет данных;350.0x135.0x107.0 ← izi | 305.0x95.0x95.0 ← cactus | 315.0x98.0x95.0 ← cactus | 330.0x114.0x104.0 ← sakura;1;1
0852;В;35.0x16.0x12.0;4;45.0;cactus,izi,sakura;solutionsprint:40.0;345.0x245.0x125.0 ← izi | 330.0x210.0x105.0 ← cactus | 305.0x205.0x100.0 ← izi | 337.0x200.0x90.0 ← sakura;7;7
0888;Б;37.0x20.0x15.0;3;45.0;cactus,izi,sakura;нет данных;350.0x135.0x107.0 ← izi | 305.0x95.0x95.0 ← cactus | 324.0x113.0x106.0 ← sakura;4;4
0889;Б;37.0x20.0x15.0;3;45.0;cactus,izi,sakura;нет данных;350.0x135.0x107.0 ← izi | 305.0x95.0x95.0 ← cactus | 328.0x113.0x107.0 ← sakura;1;1
0890;Б;37.0x20.0x15.0;3;45.0;cactus,izi,sakura;нет данных;350.0x135.0x107.0 ← izi | 305.0x95.0x95.0 ← cactus | 325.0x115.0x101.0 ← sakura;1;1
0891;Б;37.0x20.0x15.0;3;45.0;cactus,izi,sakura;нет данных;350.0x135.0x107.0 ← izi | 305.0x95.0x95.0 ← cactus | 328.0x115.0x103.0 ← sakura;1;1
1084;В;37.0x20.0x15.0;2;45.0;izi,sakura;solutionsprint:99.0;525.0x170.0x160.0 ← izi | 480.0x185.0x150.0 ← sakura;1;1
1286;В;37.0x20.0x15.0;3;45.0;cactus,izi,sakura;нет данных;370.0x250.0x150.0 ← izi | 330.0x210.0x105.0 ← cactus | 349.0x209.0x113.0 ← sakura;7;7
1324;Б;37.0x20.0x15.0;4;45.0;cactus,izi,sakura;нет данных;350.0x200.0x110.0 ← sakura | 310.0x190.0x100.0 ← cactus | 315.0x205.0x100.0 ← cactus | 320.0x160.0x100.0 ← izi;4;4
1355;Б;37.0x20.0x15.0;3;45.0;cactus,sakura;нет данных;325.0x120.0x110.0 ← sakura | 345.0x95.0x88.0 ← cactus | 370.0x90.0x90.0 ← cactus;1;1
1356;Б;37.0x20.0x15.0;3;45.0;cactus,sakura;нет данных;325.0x120.0x110.0 ← sakura | 345.0x95.0x88.0 ← cactus | 370.0x90.0x90.0 ← cactus;1;1
1357;Б;37.0x20.0x15.0;3;45.0;cactus,sakura;нет данных;325.0x120.0x110.0 ← sakura | 345.0x95.0x88.0 ← cactus | 370.0x90.0x90.0 ← cactus;1;1
1358;Б;37.0x20.0x15.0;3;45.0;cactus,sakura;нет данных;325.0x120.0x110.0 ← sakura | 345.0x95.0x88.0 ← cactus | 370.0x90.0x90.0 ← cactus;1;1
1367;Б;37.0x20.0x15.0;4;45.0;cactus,izi,sakura;solutionsprint:25.0;350.0x135.0x107.0 ← izi | 305.0x130.0x80.0 ← cactus | 320.0x110.0x110.0 ← cactus | 305.0x113.0x99.0 ← sakura;3;6
2055;Б;37.0x20.0x15.0;2;45.0;cactus,izi;нет данных;415.0x110.0x110.0 ← izi | 370.0x90.0x90.0 ← cactus;9;9
2157;Б;37.0x20.0x15.0;4;45.0;cactus,izi,sakura;нет данных;350.0x135.0x107.0 ← izi | 320.0x100.0x90.0 ← cactus | 305.0x90.0x90.0 ← cactus | 328.0x111.0x103.0 ← sakura;4;4
2158;Б;37.0x20.0x15.0;4;45.0;cactus,izi,sakura;нет данных;350.0x135.0x107.0 ← izi | 320.0x100.0x90.0 ← cactus | 305.0x90.0x90.0 ← cactus | 325.0x111.0x102.0 ← sakura;1;1
2159;Б;37.0x20.0x15.0;5;45.0;cactus,izi,sakura;solutionsprint:37.0;350.0x135.0x107.0 ← izi | 305.0x90.0x90.0 ← cactus | 320.0x100.0x90.0 ← cactus | 305.0x95.0x95.0 ← cactus | 327.0x112.0x102.0 ← sakura;1;1
2160;Б;37.0x20.0x15.0;4;45.0;cactus,izi,sakura;нет данных;350.0x135.0x107.0 ← izi | 320.0x100.0x90.0 ← cactus | 305.0x90.0x90.0 ← cactus | 328.0x111.0x101.0 ← sakura;1;1
2290;Б;37.0x20.0x15.0;4;45.0;cactus,izi,sakura;solutionsprint:150.0;350.0x135.0x107.0 ← izi | 320.0x100.0x90.0 ← cactus | 305.0x90.0x90.0 ← cactus | 330.0x120.0x100.0 ← sakura;1;1
2291;Б;37.0x20.0x15.0;3;45.0;cactus,izi;solutionsprint:150.0;350.0x135.0x107.0 ← izi | 320.0x100.0x90.0 ← cactus | 305.0x90.0x90.0 ← cactus;1;1
2292;Б;37.0x20.0x15.0;3;45.0;cactus,izi;solutionsprint:150.0;350.0x135.0x107.0 ← izi | 320.0x100.0x90.0 ← cactus | 305.0x90.0x90.0 ← cactus;1;1
2293;Б;37.0x20.0x15.0;4;45.0;cactus,izi,sakura;solutionsprint:150.0;350.0x135.0x107.0 ← izi | 320.0x100.0x90.0 ← cactus | 305.0x90.0x90.0 ← cactus | 330.0x120.0x100.0 ← sakura;4;4
2294;Б;37.0x20.0x15.0;4;45.0;cactus,izi,sakura;нет данных;350.0x135.0x107.0 ← izi | 305.0x90.0x90.0 ← cactus | 320.0x100.0x90.0 ← cactus | 330.0x110.0x100.0 ← sakura;7;7
2295;Б;37.0x20.0x15.0;5;45.0;cactus,izi,sakura;нет данных;350.0x135.0x107.0 ← izi | 320.0x100.0x90.0 ← cactus | 305.0x95.0x95.0 ← cactus | 305.0x90.0x90.0 ← cactus | 328.0x114.0x102.0 ← sakura;1;1
2296;Б;37.0x20.0x15.0;5;45.0;cactus,izi,sakura;нет данных;350.0x135.0x107.0 ← izi | 320.0x100.0x90.0 ← cactus | 305.0x95.0x95.0 ← cactus | 305.0x90.0x90.0 ← cactus | 328.0x114.0x99.0 ← sakura;1;1
2297;Б;37.0x20.0x15.0;5;45.0;cactus,izi,sakura;нет данных;350.0x135.0x107.0 ← izi | 320.0x100.0x90.0 ← cactus | 305.0x90.0x90.0 ← cactus | 305.0x95.0x95.0 ← cactus | 328.0x114.0x99.0 ← sakura;1;1
2315;Б;35.0x16.0x12.0;3;45.0;cactus,izi,sakura;нет данных;350.0x135.0x107.0 ← izi | 305.0x95.0x95.0 ← cactus | 305.0x93.0x70.0 ← sakura;5;5
2362;Б;37.0x20.0x15.0;5;45.0;cactus,izi,sakura;solutionsprint:25.0;350.0x135.0x105.0 ← izi | 320.0x110.0x110.0 ← cactus | 305.0x120.0x100.0 ← cactus | 320.0x140.0x100.0 ← cactus | 320.0x110.0x100.0 ← sakura;1;1
2978;В;37.0x20.0x15.0;5;45.0;cactus,izi,sakura;solutionsprint:60.0;370.0x230.0x160.0 ← izi | 355.0x270.0x115.0 ← cactus | 335.0x240.0x130.0 ← izi | 345.0x235.0x125.0 ← izi | 376.0x259.0x118.0 ← sakura;6;6
3025;Б;37.0x20.0x15.0;3;45.0;cactus,sakura;solutionsprint:45.0;585.0x135.0x85.0 ← cactus | 550.0x93.0x93.0 ← cactus | 550.0x90.0x85.0 ← sakura;4;3
3201;Б;37.0x20.0x15.0;3;45.0;cactus,izi,sakura;нет данных;330.0x115.0x70.0 ← cactus | 320.0x80.0x75.0 ← izi | 365.0x72.0x66.0 ← sakura;5;5
3261;Б;37.0x20.0x15.0;5;45.0;cactus,izi,sakura;solutionsprint:15.0;330.0x180.0x100.0 ← izi | 305.0x135.0x90.0 ← cactus | 310.0x140.0x70.0 ← cactus | 310.0x155.0x80.0 ← sakura | 325.0x165.0x93.0 ← sakura;1;1
5530;Б;36.0x23.0x10.0;3;45.0;cactus,izi,sakura;нет данных;305.0x205.0x100.0 ← izi | 315.0x195.0x90.0 ← cactus | 330.0x160.0x105.0 ← sakura;1;2
5720;В;14.0x11.0x7.0;3;45.0;cactus,izi,sakura;solutionsprint:0.0;180.0x125.0x65.0 ← izi | 135.0x100.0x70.0 ← cactus | 140.0x100.0x70.0 ← sakura;1;1
5721;В;14.0x11.0x7.0;3;45.0;cactus,izi,sakura;solutionsprint:0.0;180.0x125.0x65.0 ← izi | 135.0x100.0x70.0 ← cactus | 140.0x100.0x70.0 ← sakura;1;1
5722;В;14.0x11.0x7.0;3;45.0;cactus,izi,sakura;solutionsprint:0.0;180.0x125.0x65.0 ← izi | 135.0x100.0x70.0 ← cactus | 140.0x100.0x70.0 ← sakura;1;1
5847;В;35.0x14.0x10.0;3;45.0;cactus,izi,sakura;нет данных;370.0x160.0x160.0 ← sakura | 325.0x180.0x130.0 ← cactus | 345.0x190.0x120.0 ← izi;3;3
5963;Б;35.0x15.0x10.0;4;45.0;cactus,izi,sakura;solutionsprint:25.0;315.0x140.0x110.0 ← cactus | 290.0x130.0x100.0 ← izi | 310.0x120.0x80.0 ← sakura | 280.0x95.0x85.0 ← izi;1;1
0088;Б;36.0x20.0x15.0;6;44.0;cactus,izi,sakura;нет данных;350.0x140.0x110.0 ← izi | 315.0x100.0x95.0 ← cactus | 315.0x98.0x95.0 ← cactus | 350.0x135.0x107.0 ← izi | 320.0x110.0x100.0 ← sakura | 311.0x96.0x91.0 ← sakura;5;5
0250;В;35.0x16.0x12.0;4;44.0;cactus,izi,sakura;нет данных;345.0x245.0x125.0 ← izi | 320.0x210.0x90.0 ← cactus | 305.0x205.0x100.0 ← izi | 336.0x201.0x91.0 ← sakura;1;1
0376;В;35.0x16.0x12.0;4;44.0;cactus,izi,sakura;нет данных;345.0x245.0x125.0 ← izi | 330.0x205.0x100.0 ← cactus | 305.0x205.0x100.0 ← izi | 339.0x201.0x88.0 ← sakura;1;1
2318;В;37.0x20.0x15.0;2;44.0;izi,sakura;нет данных;374.0x258.0x123.0 ← sakura | 350.0x214.0x135.0 ← izi;1;1
2969;Б;37.0x20.0x15.0;2;43.0;cactus,sakura;solutionsprint:12.0;358.0x135.0x108.0 ← sakura | 315.0x100.0x95.0 ← cactus;7;6
3232;Б;37.0x20.0x15.0;3;43.0;izi,sakura;нет данных;363.0x197.0x103.0 ← sakura | 362.7x197.4x103.3 ← sakura | 320.0x160.0x100.0 ← izi;4;4
5352;Б;36.0x20.0x14.0;2;43.0;izi,sakura;нет данных;350.0x140.0x100.0 ← izi | 307.0x114.0x103.0 ← sakura;3;3
0855;В;35.0x16.0x12.0;2;42.0;cactus,sakura;нет данных;377.0x261.0x116.0 ← sakura | 335.0x260.0x120.0 ← cactus;4;4
5351;Б;36.0x20.0x15.0;4;42.0;cactus,izi,sakura;нет данных;350.0x140.0x110.0 ← izi | 315.0x100.0x95.0 ← cactus | 315.0x98.0x95.0 ← cactus | 330.0x120.0x110.0 ← sakura;8;8
5354;Б;36.0x20.0x15.0;5;42.0;cactus,izi,sakura;нет данных;350.0x135.0x107.0 ← izi | 315.0x98.0x95.0 ← cactus | 315.0x100.0x95.0 ← cactus | 310.0x93.0x91.0 ← sakura | 311.0x93.0x92.0 ← sakura;3;4
5817;Б;41.0x13.0x12.0;2;42.0;cactus,sakura;нет данных;345.0x132.0x104.0 ← cactus | 310.0x90.0x90.0 ← sakura;1;1
5818;Б;41.0x13.0x12.0;2;42.0;cactus,sakura;нет данных;345.0x132.0x104.0 ← cactus | 310.0x90.0x90.0 ← sakura;1;1
5819;Б;41.0x13.0x12.0;2;42.0;cactus,sakura;нет данных;345.0x132.0x104.0 ← cactus | 310.0x90.0x90.0 ← sakura;1;1
5820;Б;41.0x13.0x12.0;2;42.0;cactus,sakura;нет данных;345.0x132.0x104.0 ← cactus | 310.0x90.0x90.0 ← sakura;1;1
0242;Б;36.0x22.0x12.0;2;41.0;cactus,sakura;solutionsprint:9.0;340.0x145.0x120.0 ← cactus | 299.0x121.0x99.0 ← sakura;8;8
0854;Б;37.0x20.0x15.0;2;41.0;cactus,sakura;solutionsprint:40.0;330.0x210.0x105.0 ← cactus | 331.0x169.0x122.0 ← sakura;5;5
2671;Б;37.0x20.0x15.0;2;41.0;cactus,sakura;solutionsprint:46.0;356.0x207.0x111.0 ← sakura | 315.0x205.0x100.0 ← cactus;16;17
3351;Б;37.0x20.0x15.0;2;41.0;izi,sakura;нет данных;330.0x210.0x100.0 ← izi | 332.0x169.0x94.0 ← sakura;4;4
6077;В;51.0x20.0x12.0;2;41.0;cactus,sakura;нет данных;471.0x251.0x125.0 ← sakura | 500.0x210.0x130.0 ← cactus;1;1
0021;Б;35.0x16.0x13.0;4;40.0;cactus,sakura;нет данных;330.0x170.0x100.0 ← sakura | 345.0x130.0x105.0 ← cactus | 320.0x140.0x100.0 ← cactus | 333.0x168.0x96.0 ← sakura;7;7
0024;В;35.0x16.0x13.0;2;40.0;cactus,sakura;solutionsprint:40.0;370.0x250.0x120.0 ← sakura | 335.0x210.0x115.0 ← cactus;2;2
0025;В;36.0x20.0x15.0;2;40.0;cactus,sakura;solutionsprint:70.0;370.0x260.0x120.0 ← sakura | 335.0x220.0x115.0 ← cactus;11;10
0048;В;35.0x16.0x13.0;2;40.0;cactus,sakura;solutionsprint:19.0;375.0x260.0x115.0 ← sakura | 335.0x260.0x110.0 ← cactus;2;2
0257;В;36.0x22.0x12.0;3;40.0;cactus,izi,sakura;solutionsprint:20.0;350.0x260.0x130.0 ← izi | 330.0x230.0x110.0 ← cactus | 370.0x255.0x115.0 ← sakura;2;2
0276;Б;36.0x20.0x15.0;4;40.0;cactus,izi,sakura;solutionsprint:19.0;350.0x160.0x110.0 ← izi | 310.0x165.0x85.0 ← cactus | 320.0x165.0x100.0 ← cactus | 334.0x169.0x98.0 ← sakura;13;13
0277;Б;36.0x22.0x12.0;3;40.0;cactus,sakura;solutionsprint:9.0;350.0x165.0x120.0 ← cactus | 310.0x190.0x100.0 ← cactus | 331.0x174.0x95.0 ← sakura;15;15
0404;В;37.0x20.0x15.0;2;40.0;cactus,sakura;solutionsprint:30.0;365.0x240.0x160.0 ← sakura | 340.0x220.0x120.0 ← cactus;1;1
0405;В;37.0x20.0x15.0;2;40.0;cactus,sakura;solutionsprint:30.0;365.0x240.0x160.0 ← sakura | 340.0x220.0x120.0 ← cactus;1;1
0606;Б;37.0x20.0x15.0;2;40.0;cactus,sakura;нет данных;375.0x255.0x115.0 ← sakura | 335.0x260.0x120.0 ← cactus;2;2
0709;В;37.0x20.0x15.0;2;40.0;cactus,sakura;нет данных;378.0x260.0x119.0 ← sakura | 342.0x220.0x122.0 ← cactus;5;5
0729;Б;37.0x20.0x15.0;2;40.0;cactus,sakura;нет данных;350.0x200.0x110.0 ← sakura | 310.0x195.0x90.0 ← cactus;4;4
0738;В;37.0x20.0x15.0;3;40.0;cactus,izi,sakura;solutionsprint:10.0;345.0x270.0x160.0 ← izi | 340.0x250.0x120.0 ← cactus | 374.0x249.0x160.0 ← sakura;3;3
0746;Б;37.0x20.0x15.0;4;40.0;cactus,izi,sakura;нет данных;350.0x160.0x110.0 ← izi | 310.0x165.0x85.0 ← cactus | 315.0x155.0x90.0 ← cactus | 330.0x170.0x100.0 ← sakura;9;9
0753;В;37.0x20.0x15.0;4;40.0;cactus,izi,sakura;нет данных;375.0x249.0x152.0 ← sakura | 335.0x245.0x135.0 ← cactus | 335.0x240.0x130.0 ← izi | 355.0x270.0x125.0 ← izi;8;4
0782;Б;35.0x10.0x9.0;4;40.0;cactus,izi,sakura;solutionsprint:37.0;195.0x130.0x95.0 ← cactus | 190.0x125.0x60.0 ← cactus | 187.0x120.0x55.0 ← sakura | 190.0x120.0x58.0 ← izi;4;4
0787;Б;37.0x20.0x15.0;2;40.0;izi,sakura;solutionsprint:60.0;170.0x110.0x100.0 ← sakura | 170.0x80.0x60.0 ← izi;4;4
0998;Б;37.0x20.0x15.0;2;40.0;cactus,sakura;нет данных;345.0x95.0x85.0 ← cactus | 305.0x71.0x63.0 ← sakura;1;1
0999;Б;37.0x20.0x15.0;2;40.0;cactus,sakura;нет данных;345.0x95.0x85.0 ← cactus | 305.0x71.0x63.0 ← sakura;1;1
1000;Б;37.0x20.0x15.0;2;40.0;cactus,sakura;нет данных;345.0x95.0x85.0 ← cactus | 305.0x69.0x64.0 ← sakura;1;1
1107;В;37.0x20.0x15.0;3;40.0;cactus,izi,sakura;solutionsprint:15.0;340.0x270.0x160.0 ← izi | 340.0x250.0x120.0 ← cactus | 371.0x250.0x143.0 ← sakura;2;2
1144;Б;37.0x20.0x15.0;4;40.0;cactus,izi,sakura;нет данных;350.0x160.0x110.0 ← izi | 315.0x155.0x90.0 ← cactus | 310.0x140.0x70.0 ← cactus | 328.0x167.0x91.0 ← sakura;5;5
1395;В;37.0x20.0x15.0;2;40.0;izi,sakura;нет данных;507.0x222.0x160.0 ← izi | 467.0x251.0x125.0 ← sakura;2;2
2145;В;37.0x20.0x15.0;2;40.0;cactus,sakura;нет данных;375.0x261.0x117.0 ← sakura | 335.0x230.0x110.0 ← cactus;4;4
2358;В;37.0x20.0x15.0;4;40.0;cactus,izi,sakura;нет данных;500.0x220.0x160.0 ← izi | 485.0x200.0x125.0 ← cactus | 500.0x240.0x135.0 ← cactus | 499.0x203.0x130.0 ← sakura;3;3
2403;Б;36.0x20.0x15.0;4;40.0;cactus,izi,sakura;solutionsprint:165.0;315.0x140.0x140.0 ← izi | 310.0x135.0x100.0 ← cactus | 315.0x140.0x110.0 ← cactus | 330.0x125.0x115.0 ← sakura;1;1
3066;В;12.0x12.0x5.0;2;40.0;cactus,sakura;solutionsprint:160.0;285.0x125.0x35.0 ← cactus | 285.0x85.0x35.0 ← sakura;1;1
3070;В;14.0x5.0x5.0;2;40.0;cactus,sakura;solutionsprint:160.0;285.0x125.0x35.0 ← cactus,sakura | 285.0x85.0x35.0 ← cactus;1;1
3263;В;37.0x20.0x15.0;4;40.0;cactus,izi,sakura;нет данных;340.0x260.0x130.0 ← izi | 330.0x235.0x100.0 ← cactus | 360.0x230.0x100.0 ← cactus | 370.0x255.0x115.0 ← sakura;1;1
3431;Б;35.0x16.0x12.0;3;40.0;cactus,izi,sakura;solutionsprint:211.0;300.0x150.0x100.0 ← izi | 335.0x110.0x70.0 ← cactus | 327.0x114.0x104.0 ← sakura;2;2
3432;Б;35.0x16.0x12.0;4;40.0;cactus,izi,sakura;solutionsprint:211.0;300.0x150.0x100.0 ← izi | 335.0x110.0x70.0 ← cactus | 330.0x120.0x100.0 ← sakura | 320.0x115.0x100.0 ← izi;1;1
3433;Б;35.0x16.0x12.0;3;40.0;cactus,izi,sakura;solutionsprint:211.0;300.0x150.0x100.0 ← izi | 335.0x110.0x70.0 ← cactus | 330.0x120.0x100.0 ← sakura;1;1
3434;Б;35.0x16.0x12.0;4;40.0;cactus,izi,sakura;solutionsprint:211.0;300.0x150.0x100.0 ← izi | 335.0x110.0x70.0 ← cactus | 330.0x120.0x100.0 ← sakura | 320.0x115.0x100.0 ← izi;1;1
3617;В;37.0x20.0x15.0;2;40.0;cactus,sakura;нет данных;350.0x295.0x120.0 ← cactus | 310.0x260.0x118.0 ← sakura;1;1
3674;Б;37.0x20.0x15.0;2;40.0;cactus,izi;нет данных;330.0x180.0x120.0 ← izi | 315.0x140.0x110.0 ← cactus;5;5
3744;В;37.0x20.0x15.0;2;40.0;izi,sakura;solutionsprint:55.0;380.0x250.0x140.0 ← sakura | 340.0x260.0x125.0 ← izi;9;9
3898;Б;15.0x10.0x8.0;2;40.0;cactus,izi,sakura;solutionsprint:5.0;105.0x60.0x50.0 ← cactus,sakura | 135.0x100.0x35.0 ← izi;4;4
4143;Б;15.0x10.0x8.0;3;40.0;cactus,izi,sakura;solutionsprint:5.0;105.0x60.0x25.0 ← cactus,sakura | 110.0x100.0x35.0 ← izi | 75.0x65.0x36.0 ← cactus;1;1
4144;Б;15.0x10.0x8.0;3;40.0;cactus,izi,sakura;solutionsprint:5.0;105.0x60.0x25.0 ← cactus,sakura | 110.0x100.0x35.0 ← izi | 75.0x65.0x36.0 ← cactus;1;1
4145;Б;15.0x10.0x8.0;3;40.0;cactus,izi,sakura;solutionsprint:5.0;105.0x60.0x25.0 ← cactus,sakura | 110.0x100.0x35.0 ← izi | 75.0x65.0x36.0 ← cactus;1;1
4146;Б;15.0x10.0x8.0;3;40.0;cactus,izi,sakura;solutionsprint:10.0;105.0x60.0x35.0 ← cactus,sakura | 110.0x100.0x35.0 ← izi | 82.0x75.0x40.0 ← cactus;4;4
4896;В;31.0x13.0x12.0;3;40.0;cactus,sakura;нет данных;360.0x180.0x140.0 ← cactus | 320.0x155.0x140.0 ← cactus | 330.0x170.0x120.0 ← sakura;1;1
5375;В;32.0x12.0x10.0;3;40.0;cactus,izi,sakura;нет данных;350.0x135.0x110.0 ← izi | 320.0x110.0x110.0 ← cactus | 360.0x120.0x90.0 ← sakura;1;1
5376;В;32.0x12.0x10.0;3;40.0;cactus,izi,sakura;нет данных;350.0x135.0x110.0 ← izi | 320.0x110.0x110.0 ← cactus | 360.0x120.0x90.0 ← sakura;1;1
5377;В;32.0x12.0x10.0;3;40.0;cactus,izi,sakura;нет данных;350.0x135.0x110.0 ← izi | 320.0x110.0x110.0 ← cactus | 360.0x120.0x90.0 ← sakura;1;1
5485;В;32.0x12.0x10.0;2;40.0;cactus,sakura;нет данных;360.0x120.0x90.0 ← sakura | 320.0x110.0x110.0 ← cactus;1;1
5486;В;32.0x12.0x10.0;2;40.0;cactus,sakura;нет данных;360.0x120.0x90.0 ← sakura | 320.0x110.0x110.0 ← cactus;1;1
5487;В;32.0x12.0x10.0;2;40.0;cactus,sakura;нет данных;360.0x120.0x90.0 ← sakura | 320.0x110.0x110.0 ← cactus;1;1
5488;В;32.0x12.0x10.0;2;40.0;cactus,sakura;нет данных;360.0x120.0x90.0 ← sakura | 320.0x110.0x110.0 ← cactus;1;1
5550;В;36.0x12.0x12.0;2;40.0;izi,sakura;нет данных;330.0x160.0x100.0 ← izi | 360.0x120.0x120.0 ← sakura;3;4
0026;В;36.0x20.0x15.0;3;39.0;cactus,sakura;нет данных;377.0x259.0x131.0 ← sakura | 342.0x220.0x122.0 ← cactus | 376.0x257.0x126.0 ← sakura;3;3
0230;Б;35.0x16.0x13.0;2;39.0;cactus,sakura;нет данных;345.0x95.0x88.0 ← cactus | 306.0x67.0x62.0 ← sakura;8;8
0232;Б;35.0x16.0x13.0;2;39.0;cactus,sakura;нет данных;345.0x95.0x88.0 ← cactus | 306.0x69.0x63.0 ← sakura;10;10
3364;Б;37.0x20.0x15.0;3;39.0;cactus,sakura;solutionsprint:39.0;589.0x96.0x90.0 ← sakura | 550.0x93.0x93.0 ← cactus | 550.0x95.0x95.0 ← cactus;1;1
0032;Б;36.0x28.0x14.0;3;38.0;cactus,sakura;solutionsprint:70.0;350.0x240.0x150.0 ← cactus | 340.0x250.0x120.0 ← cactus | 378.0x258.0x123.0 ← sakura;1;2
0406;В;37.0x20.0x15.0;2;38.0;cactus,sakura;solutionsprint:30.0;365.0x240.0x160.0 ← sakura | 342.0x220.0x122.0 ← cactus;1;1
0736;В;37.0x20.0x15.0;3;38.0;cactus,izi,sakura;solutionsprint:17.0;373.0x259.0x129.0 ← sakura | 335.0x250.0x115.0 ← cactus | 345.0x255.0x125.0 ← izi;6;6
3034;Б;37.0x20.0x15.0;2;38.0;izi,sakura;solutionsprint:50.0;345.0x240.0x110.0 ← izi | 338.0x202.0x91.0 ← sakura;3;3
3381;В;37.0x20.0x15.0;2;38.0;cactus,sakura;solutionsprint:33.0;373.0x255.0x117.0 ← sakura | 335.0x230.0x110.0 ← cactus;1;1
5384;Б;37.0x20.0x15.0;2;38.0;izi,sakura;нет данных;330.0x150.0x95.0 ← izi | 325.0x112.0x102.0 ← sakura;1;1
5386;Б;37.0x20.0x15.0;2;38.0;izi,sakura;нет данных;330.0x150.0x95.0 ← izi | 325.0x112.0x102.0 ← sakura;1;1
5387;Б;37.0x20.0x15.0;2;38.0;izi,sakura;нет данных;330.0x150.0x95.0 ← izi | 325.0x112.0x102.0 ← sakura;1;1
0052;Б;36.0x20.0x15.0;5;37.0;cactus,izi,sakura;solutionsprint:37.0;350.0x135.0x107.0 ← izi | 315.0x98.0x95.0 ← cactus | 330.0x116.0x104.0 ← sakura | 320.0x110.0x100.0 ← sakura | 330.0x115.0x105.0 ← sakura;8;8
