external_code;группа;наш_ДхШхВ_см;вариантов_короба;расхождение_между_источниками_мм;все_источники;сверка_справочных_мм;варианты_ДхШхВ_мм и кто даёт;карточек_wb_acc1;карточек_wb_acc2
1051;Б;37.0x20.0x15.0;2;105.0;cactus,izi;solutionsprint:63.0;345.0x235.0x125.0 ← izi | 345.0x130.0x105.0 ← cactus;1;1
1695;Б;37.0x20.0x15.0;3;105.0;cactus,sakura;нет данных;485.0x145.0x115.0 ← cactus | 585.0x135.0x85.0 ← cactus | 590.0x100.0x100.0 ← sakura;2;2
2138;Б;37.0x20.0x15.0;5;105.0;cactus,izi,sakura;нет данных;295.0x120.0x100.0 ← sakura | 213.0x125.0x95.0 ← cactus | 210.0x120.0x95.0 ← cactus | 205.0x97.0x90.0 ← cactus | 190.0x125.0x60.0 ← izi;1;1
2174;Б;37.0x20.0x15.0;3;105.0;cactus,sakura;нет данных;290.0x120.0x100.0 ← sakura | 185.0x90.0x70.0 ← cactus | 205.0x97.0x90.0 ← cactus;1;1
2175;Б;37.0x20.0x15.0;3;105.0;cactus,sakura;нет данных;290.0x120.0x100.0 ← sakura | 185.0x90.0x70.0 ← cactus | 205.0x97.0x90.0 ← cactus;1;1
3057;В;37.0x20.0x15.0;3;105.0;cactus,izi,sakura;solutionsprint:135.0;355.0x250.0x130.0 ← izi | 365.0x190.0x115.0 ← cactus | 350.0x145.0x120.0 ← sakura;1;1
4159;В;37.0x15.0x12.0;5;105.0;cactus,izi,sakura;нет данных;355.0x200.0x170.0 ← sakura | 305.0x135.0x90.0 ← cactus | 320.0x140.0x100.0 ← cactus | 345.0x240.0x110.0 ← izi | 310.0x155.0x80.0 ← sakura;7;7
5313;В;35.0x16.0x13.0;5;105.0;cactus,izi,sakura;нет данных;345.0x235.0x125.0 ← izi | 345.0x130.0x105.0 ← cactus | 320.0x140.0x100.0 ← cactus | 333.0x168.0x97.0 ← sakura | 333.0x170.0x95.0 ← sakura;8;8
1968;Б;37.0x13.0x12.0;3;104.0;cactus,sakura;нет данных;550.0x95.0x95.0 ← cactus | 450.0x75.0x75.0 ← cactus | 446.0x66.0x62.0 ← sakura;1;1
1176;В;37.0x20.0x15.0;2;103.0;cactus,sakura;solutionsprint:140.0;360.0x250.0x130.0 ← cactus | 353.0x147.0x123.0 ← sakura;1;1
0862;В;37.0x20.0x15.0;3;102.0;cactus,sakura;нет данных;460.0x247.0x120.0 ← sakura | 510.0x205.0x120.0 ← cactus | 485.0x145.0x115.0 ← cactus;2;2
1177;В;37.0x20.0x15.0;2;102.0;cactus,sakura;solutionsprint:140.0;360.0x250.0x130.0 ← cactus | 355.0x148.0x118.0 ← sakura;1;1
0882;В;37.0x20.0x15.0;2;101.0;cactus,sakura;solutionsprint:13.0;360.0x250.0x130.0 ← cactus | 355.0x149.0x127.0 ← sakura;1;1
1967;Б;37.0x13.0x12.0;3;100.0;cactus,sakura;нет данных;550.0x95.0x95.0 ← cactus | 450.0x75.0x75.0 ← cactus | 450.0x64.0x64.0 ← sakura;1;1
2439;Б;37.0x20.0x15.0;4;100.0;cactus,sakura;solutionsprint:45.0;550.0x95.0x95.0 ← cactus | 550.0x90.0x80.0 ← cactus | 550.0x93.0x93.0 ← cactus | 450.0x80.0x80.0 ← sakura;7;7
3565;Б;37.0x20.0x15.0;4;100.0;cactus,izi,sakura;нет данных;345.0x240.0x110.0 ← izi | 310.0x140.0x70.0 ← cactus | 310.0x163.0x100.0 ← cactus | 328.0x167.0x92.0 ← sakura;1;1
4203;В;33.0x18.0x14.0;3;100.0;cactus,sakura;solutionsprint:30.0;355.0x200.0x170.0 ← sakura | 305.0x135.0x90.0 ← cactus | 310.0x140.0x70.0 ← cactus;1;1
0881;В;37.0x20.0x15.0;2;99.0;cactus,sakura;solutionsprint:13.0;360.0x250.0x130.0 ← cactus | 357.0x151.0x122.0 ← sakura;1;1
0880;В;37.0x20.0x15.0;2;98.0;cactus,sakura;solutionsprint:13.0;360.0x250.0x130.0 ← cactus | 359.0x152.0x125.0 ← sakura;4;5
0883;В;37.0x20.0x15.0;2;98.0;cactus,sakura;solutionsprint:13.0;360.0x250.0x130.0 ← cactus | 356.0x152.0x123.0 ← sakura;1;1
0207;В;36.0x22.0x12.0;5;97.0;cactus,izi,sakura;solutionsprint:57.0;437.0x279.0x155.0 ← sakura | 342.0x290.0x172.0 ← cactus | 340.0x290.0x170.0 ← cactus | 355.0x290.0x155.0 ← izi | 350.0x300.0x160.0 ← izi;7;6
1728;В;20.0x17.0x15.0;2;96.0;cactus,sakura;нет данных;377.0x251.0x146.0 ← sakura | 320.0x155.0x140.0 ← cactus;2;2
0739;В;37.0x20.0x15.0;2;95.0;cactus,izi;нет данных;560.0x150.0x140.0 ← cactus | 465.0x165.0x145.0 ← izi;3;3
0864;Б;37.0x20.0x15.0;4;95.0;cactus,izi,sakura;solutionsprint:55.0;345.0x235.0x125.0 ← izi | 330.0x165.0x105.0 ← cactus | 315.0x140.0x110.0 ← cactus | 331.0x168.0x124.0 ← sakura;2;2
0865;Б;37.0x20.0x15.0;5;95.0;cactus,izi,sakura;solutionsprint:55.0;345.0x235.0x125.0 ← izi | 330.0x165.0x105.0 ← cactus | 320.0x140.0x120.0 ← cactus | 315.0x140.0x110.0 ← cactus | 331.0x168.0x127.0 ← sakura;3;3
1325;Б;37.0x20.0x15.0;4;95.0;cactus,izi,sakura;solutionsprint:245.0;345.0x235.0x125.0 ← izi | 305.0x170.0x85.0 ← cactus | 320.0x140.0x100.0 ← cactus | 331.0x168.0x93.0 ← sakura;5;5
2135;Б;37.0x20.0x15.0;5;95.0;cactus,izi,sakura;solutionsprint:37.0;295.0x120.0x100.0 ← sakura | 214.0x124.0x91.0 ← cactus | 205.0x97.0x90.0 ← cactus | 210.0x120.0x95.0 ← cactus | 200.0x100.0x100.0 ← izi;5;5
2178;В;37.0x20.0x15.0;4;95.0;cactus,izi,sakura;нет данных;396.0x240.0x165.0 ← cactus | 390.0x190.0x150.0 ← cactus | 335.0x240.0x130.0 ← izi | 350.0x145.0x120.0 ← sakura;1;1
2179;В;37.0x20.0x15.0;3;95.0;cactus,sakura;нет данных;396.0x240.0x165.0 ← cactus | 390.0x190.0x150.0 ← cactus | 351.0x145.0x120.0 ← sakura;1;1
2180;В;37.0x20.0x15.0;4;95.0;cactus,izi,sakura;нет данных;396.0x240.0x165.0 ← cactus | 390.0x190.0x150.0 ← cactus | 335.0x240.0x130.0 ← izi | 355.0x145.0x121.0 ← sakura;1;1
4280;В;36.0x11.0x10.0;3;95.0;cactus,sakura;нет данных;400.0x150.0x100.0 ← sakura | 305.0x124.162x90.0 ← cactus | 305.0x90.0x90.0 ← cactus;1;1
4281;В;36.0x11.0x10.0;3;95.0;cactus,sakura;нет данных;400.0x150.0x100.0 ← sakura | 305.0x121.469x90.0 ← cactus | 305.0x90.0x90.0 ← cactus;1;1
4282;В;36.0x11.0x10.0;3;95.0;cactus,sakura;нет данных;400.0x150.0x100.0 ← sakura | 305.0x122.816x90.0 ← cactus | 305.0x90.0x90.0 ← cactus;1;1
3616;В;37.0x20.0x15.0;4;94.0;cactus,izi,sakura;нет данных;579.0x192.0x187.0 ← sakura | 490.0x215.0x190.0 ← cactus | 485.0x205.0x125.0 ← izi | 578.9x192.4x187.4 ← sakura;1;1
2981;Б;37.0x20.0x15.0;4;93.3;cactus,sakura;solutionsprint:90.0;550.0x95.0x95.0 ← cactus | 470.0x85.0x85.0 ← cactus | 550.0x93.0x93.0 ← cactus | 456.7x91.9x80.7 ← sakura;1;1
0877;В;36.0x20.0x15.0;3;92.0;cactus,sakura;solutionsprint:62.0;432.0x280.0x160.0 ← sakura | 350.0x290.0x170.0 ← cactus | 340.0x290.0x170.0 ← cactus;10;10
0236;Б;35.0x16.0x13.0;6;90.0;cactus,izi,sakura;solutionsprint:63.0;345.0x132.0x104.0 ← cactus | 290.0x85.0x85.0 ← cactus | 260.0x100.0x95.0 ← cactus | 285.0x125.0x95.0 ← izi | 261.0x98.0x88.0 ← sakura | 255.0x95.0x95.0 ← izi;5;5
0676;Б;37.0x20.0x15.0;3;90.0;cactus,sakura;solutionsprint:88.0;550.0x93.0x93.0 ← cactus | 465.0x75.0x75.0 ← cactus | 460.0x100.0x100.0 ← sakura;2;2
0677;Б;37.0x20.0x15.0;3;90.0;cactus,sakura;solutionsprint:88.0;550.0x93.0x93.0 ← cactus | 465.0x75.0x75.0 ← cactus | 460.0x100.0x100.0 ← sakura;1;1
0678;Б;37.0x20.0x15.0;3;90.0;cactus,sakura;solutionsprint:88.0;550.0x93.0x93.0 ← cactus | 465.0x75.0x75.0 ← cactus | 460.0x100.0x100.0 ← sakura;1;1
0679;Б;37.0x20.0x15.0;4;90.0;cactus,sakura;solutionsprint:88.0;550.0x95.0x95.0 ← cactus | 465.0x75.0x75.0 ← cactus | 550.0x93.0x93.0 ← cactus | 460.0x100.0x100.0 ← sakura;1;1
0976;Б;37.0x20.0x15.0;2;90.0;cactus,izi,sakura;solutionsprint:75.0;225.0x50.0x35.0 ← cactus,sakura | 135.0x88.0x35.0 ← izi;1;1
0977;Б;37.0x20.0x15.0;2;90.0;cactus,izi,sakura;solutionsprint:75.0;225.0x50.0x35.0 ← cactus,sakura | 135.0x88.0x35.0 ← izi;1;1
0978;Б;37.0x20.0x15.0;2;90.0;cactus,izi,sakura;solutionsprint:75.0;225.0x50.0x35.0 ← cactus,sakura | 135.0x88.0x35.0 ← izi;1;1
1078;Б;37.0x20.0x15.0;4;90.0;cactus,sakura;нет данных;550.0x95.0x95.0 ← cactus | 550.0x93.0x93.0 ← cactus | 470.0x85.0x85.0 ← cactus | 460.0x100.0x100.0 ← sakura;5;5
1079;Б;37.0x20.0x15.0;4;90.0;cactus,sakura;solutionsprint:90.0;550.0x95.0x95.0 ← cactus | 550.0x93.0x93.0 ← cactus | 470.0x85.0x85.0 ← cactus | 460.0x100.0x100.0 ← sakura;1;1
1080;Б;37.0x20.0x15.0;4;90.0;cactus,sakura;solutionsprint:90.0;550.0x95.0x95.0 ← cactus | 470.0x85.0x85.0 ← cactus | 550.0x93.0x93.0 ← cactus | 460.0x100.0x100.0 ← sakura;1;1
1081;Б;37.0x20.0x15.0;4;90.0;cactus,sakura;solutionsprint:90.0;550.0x95.0x95.0 ← cactus | 550.0x93.0x93.0 ← cactus | 470.0x85.0x85.0 ← cactus | 460.0x100.0x100.0 ← sakura;1;1
1138;Б;37.0x20.0x15.0;3;90.0;cactus,sakura;solutionsprint:85.0;550.0x95.0x95.0 ← cactus | 550.0x93.0x93.0 ← cactus | 460.0x100.0x100.0 ← sakura;2;2
1139;Б;37.0x20.0x15.0;3;90.0;cactus,sakura;solutionsprint:85.0;550.0x95.0x95.0 ← cactus | 550.0x93.0x93.0 ← cactus | 460.0x100.0x100.0 ← sakura;1;1
1140;Б;37.0x20.0x15.0;3;90.0;cactus,sakura;solutionsprint:85.0;550.0x95.0x95.0 ← cactus | 550.0x93.0x93.0 ← cactus | 460.0x100.0x100.0 ← sakura;1;1
1141;Б;37.0x20.0x15.0;3;90.0;cactus,sakura;solutionsprint:85.0;550.0x95.0x95.0 ← cactus | 550.0x93.0x93.0 ← cactus | 460.0x100.0x100.0 ← sakura;1;1
1341;Б;37.0x20.0x15.0;4;90.0;cactus,sakura;solutionsprint:90.0;550.0x95.0x95.0 ← cactus | 550.0x93.0x93.0 ← cactus | 510.0x95.0x88.0 ← cactus | 460.0x100.0x100.0 ← sakura;4;5
1342;Б;37.0x20.0x15.0;4;90.0;cactus,sakura;solutionsprint:80.0;550.0x95.0x95.0 ← cactus | 510.0x95.0x88.0 ← cactus | 550.0x93.0x93.0 ← cactus | 460.0x100.0x100.0 ← sakura;1;1
1343;Б;37.0x20.0x15.0;4;90.0;cactus,sakura;solutionsprint:80.0;550.0x95.0x95.0 ← cactus | 510.0x95.0x88.0 ← cactus | 550.0x93.0x93.0 ← cactus | 460.0x100.0x100.0 ← sakura;1;1
1344;Б;37.0x20.0x15.0;4;90.0;cactus,sakura;solutionsprint:80.0;550.0x95.0x95.0 ← cactus | 550.0x93.0x93.0 ← cactus | 510.0x95.0x88.0 ← cactus | 460.0x100.0x100.0 ← sakura;1;1
2167;Б;37.0x20.0x15.0;3;90.0;cactus,sakura;solutionsprint:55.0;295.0x120.0x100.0 ← sakura | 210.0x120.0x95.0 ← cactus | 205.0x97.0x90.0 ← cactus;5;5
2317;В;37.0x20.0x15.0;4;90.0;cactus,izi,sakura;нет данных;390.0x300.0x190.0 ← izi | 340.0x290.0x170.0 ← cactus | 430.0x283.0x161.0 ← sakura | 376.0x257.0x144.0 ← sakura;3;3
2638;Б;37.0x20.0x15.0;4;90.0;cactus,izi,sakura;нет данных;585.0x96.0x95.0 ← sakura | 550.0x93.0x93.0 ← cactus | 550.0x95.0x95.0 ← cactus | 495.0x80.0x80.0 ← izi;4;4
3110;Б;15.0x10.0x8.0;2;90.0;cactus,izi,sakura;нет данных;90.0x80.0x18.0 ← cactus,sakura | 180.0x90.0x35.0 ← izi;1;1
3111;Б;15.0x10.0x8.0;2;90.0;izi,sakura;нет данных;180.0x90.0x35.0 ← izi | 90.0x80.0x18.0 ← sakura;1;1
3112;Б;15.0x10.0x8.0;2;90.0;cactus,izi,sakura;нет данных;90.0x80.0x18.0 ← cactus,sakura | 180.0x90.0x35.0 ← izi;1;1
3548;В;37.0x20.0x15.0;3;90.0;cactus,sakura;нет данных;500.0x260.0x160.0 ← cactus | 510.0x250.0x110.0 ← cactus | 520.0x235.0x70.0 ← sakura;2;2
0751;В;39.0x21.0x16.0;4;89.0;cactus,sakura;нет данных;377.0x254.0x146.0 ← sakura | 352.0x165.0x122.0 ← cactus | 390.0x190.0x140.0 ← cactus | 376.0x250.0x144.0 ← sakura;1;1
0750;В;39.0x21.0x16.0;4;87.0;cactus,sakura;нет данных;370.0x240.0x160.0 ← sakura | 352.0x165.0x122.0 ← cactus | 390.0x190.0x140.0 ← cactus | 376.0x252.0x144.0 ← sakura;1;1
0748;В;39.0x21.0x16.0;3;86.0;cactus,sakura;solutionsprint:23.0;376.0x251.0x153.0 ← sakura | 390.0x190.0x140.0 ← cactus | 352.0x165.0x122.0 ← cactus;6;6
0752;В;39.0x21.0x16.0;4;86.0;cactus,sakura;нет данных;379.0x251.0x148.0 ← sakura | 352.0x165.0x122.0 ← cactus | 390.0x190.0x150.0 ← cactus | 379.0x250.0x147.0 ← sakura;1;1
0235;В;34.0x18.0x14.0;3;85.0;cactus,izi,sakura;нет данных;350.0x250.0x130.0 ← izi | 352.0x165.0x122.0 ← cactus | 350.0x170.0x120.0 ← sakura;1;1
0237;В;35.0x10.0x9.0;5;85.0;cactus,izi,sakura;solutionsprint:55.0;345.0x132.0x104.0 ← cactus | 290.0x85.0x85.0 ← cactus | 260.0x100.0x90.0 ← cactus | 310.0x100.0x95.0 ← izi | 260.0x97.0x90.0 ← sakura;5;5
0682;Б;37.0x20.0x15.0;3;85.0;cactus,izi,sakura;solutionsprint:85.0;420.0x75.0x75.0 ← cactus | 338.0x73.0x71.0 ← sakura | 335.0x70.0x70.0 ← izi;14;10
1146;В;37.0x20.0x15.0;2;85.0;cactus,sakura;нет данных;455.0x250.0x145.0 ← cactus | 370.0x255.0x145.0 ← sakura;4;4
3760;В;37.0x15.0x12.0;2;85.0;izi,sakura;нет данных;300.0x150.0x150.0 ← sakura | 320.0x215.0x65.0 ← izi;1;1
4831;Б;36.0x20.0x10.0;3;85.0;cactus,sakura;нет данных;320.0x165.0x100.0 ← cactus | 320.0x110.0x100.0 ← cactus | 305.0x195.0x87.0 ← sakura;1;1
5447;В;33.0x16.0x14.0;5;85.0;cactus,izi,sakura;solutionsprint:280.0;280.0x240.0x190.0 ← izi | 352.0x165.0x122.0 ← cactus | 320.0x155.0x140.0 ← cactus | 350.0x170.0x120.0 ← cactus | 325.0x165.0x120.0 ← sakura;3;3
3109;Б;15.0x10.0x8.0;2;84.0;izi,sakura;нет данных;180.0x90.0x35.0 ← izi | 96.0x85.0x55.0 ← sakura;5;5
6173;В;30.0x15.0x9.0;3;83.0;cactus,izi,sakura;solutionsprint:83.0;327.0x166.0x148.0 ← cactus | 315.0x200.0x70.0 ← sakura | 320.0x210.0x65.0 ← izi;2;2
2980;Б;37.0x20.0x15.0;4;80.3;cactus,sakura;solutionsprint:90.0;550.0x95.0x95.0 ← cactus | 470.0x85.0x85.0 ← cactus | 550.0x93.0x93.0 ← cactus | 469.7x91.3x82.0 ← sakura;1;1
0092;Б;36.0x30.0x18.0;2;80.0;cactus,sakura;нет данных;430.0x280.0x160.0 ← sakura | 350.0x300.0x145.0 ← cactus;2;2
2979;Б;37.0x20.0x15.0;4;80.0;cactus,sakura;solutionsprint:90.0;550.0x95.0x95.0 ← cactus | 550.0x93.0x93.0 ← cactus | 470.0x85.0x85.0 ← cactus | 471.3x100.0x90.0 ← sakura;4;2
2982;Б;37.0x20.0x15.0;4;80.0;cactus,sakura;solutionsprint:90.0;550.0x95.0x95.0 ← cactus | 550.0x93.0x93.0 ← cactus | 470.0x85.0x85.0 ← cactus | 471.2x92.3x81.1 ← sakura;1;1
4147;Б;24.0x15.0x10.0;2;80.0;cactus,izi;нет данных;190.0x80.0x50.0 ← izi | 110.0x80.0x65.0 ← cactus;1;1
1108;В;26.0x10.0x9.0;2;78.0;cactus,sakura;нет данных;210.0x120.0x95.0 ← cactus | 288.0x75.0x74.0 ← sakura;2;2
2163;Б;37.0x20.0x15.0;4;77.0;cactus,izi,sakura;solutionsprint:42.0;332.0x166.0x95.0 ← sakura | 320.0x110.0x110.0 ← cactus | 315.0x98.0x95.0 ← cactus | 255.0x95.0x95.0 ← izi;3;3
2168;Б;37.0x20.0x15.0;5;77.0;cactus,sakura;solutionsprint:110.0;210.0x120.0x95.0 ← cactus | 185.0x95.0x85.0 ← cactus | 205.0x97.0x90.0 ← cactus | 210.0x105.0x90.0 ← cactus | 262.0x97.0x88.0 ← sakura;1;1
2169;Б;37.0x20.0x15.0;5;77.0;cactus,sakura;solutionsprint:110.0;210.0x120.0x95.0 ← cactus | 210.0x105.0x90.0 ← cactus | 205.0x97.0x90.0 ← cactus | 185.0x95.0x85.0 ← cactus | 262.0x98.0x89.0 ← sakura;1;1
6078;В;15.0x5.0x5.0;4;77.0;cactus,sakura;нет данных;125.0x125.0x60.0 ← cactus | 125.0x125.0x59.5 ← cactus | 130.0x52.0x52.0 ← cactus | 150.0x48.0x48.0 ← sakura;1;1
0731;В;37.0x20.0x15.0;2;76.0;cactus,sakura;нет данных;365.0x277.0x122.0 ← cactus | 338.0x201.0x92.0 ← sakura;2;2
1276;В;34.0x13.0x10.0;7;76.0;cactus,sakura;нет данных;330.0x165.0x110.0 ← cactus | 300.0x100.0x95.0 ← cactus | 320.0x110.0x110.0 ← cactus | 315.0x98.0x95.0 ← cactus | 305.0x90.0x90.0 ← cactus | 309.0x90.0x90.0 ← sakura | 308.0x89.0x88.0 ← sakura;2;2
2348;Б;37.0x20.0x15.0;3;76.0;cactus,sakura;solutionsprint:35.0;315.0x140.0x110.0 ← cactus | 295.0x120.0x75.0 ← cactus | 291.0x99.0x34.0 ← sakura;3;3
0749;В;39.0x21.0x16.0;3;75.0;cactus,sakura;нет данных;370.0x240.0x160.0 ← sakura | 390.0x190.0x140.0 ← cactus | 352.0x165.0x122.0 ← cactus;1;1
1195;В;37.0x20.0x15.0;3;75.0;cactus,izi;solutionsprint:110.0;580.0x190.0x130.0 ← cactus | 550.0x175.0x110.0 ← cactus | 505.0x120.0x100.0 ← izi;1;1
1196;В;37.0x20.0x15.0;3;75.0;cactus,izi;solutionsprint:110.0;580.0x190.0x130.0 ← cactus | 550.0x175.0x110.0 ← cactus | 505.0x120.0x100.0 ← izi;1;1
1197;В;37.0x20.0x15.0;3;75.0;cactus,izi;solutionsprint:110.0;580.0x190.0x130.0 ← cactus | 550.0x175.0x110.0 ← cactus | 505.0x120.0x100.0 ← izi;1;1
1327;Б;37.0x20.0x15.0;5;75.0;cactus,izi,sakura;solutionsprint:245.0;345.0x236.0x125.0 ← izi | 315.0x170.0x85.0 ← cactus | 315.0x175.0x50.0 ← cactus | 320.0x165.0x100.0 ← cactus | 330.0x170.0x100.0 ← sakura;1;1
1328;Б;37.0x20.0x15.0;5;75.0;cactus,izi,sakura;solutionsprint:245.0;345.0x235.0x125.0 ← izi | 320.0x165.0x100.0 ← cactus | 315.0x175.0x50.0 ← cactus | 315.0x170.0x85.0 ← cactus | 330.0x170.0x100.0 ← sakura;6;6
1329;Б;37.0x20.0x15.0;5;75.0;cactus,izi,sakura;solutionsprint:245.0;345.0x237.0x125.0 ← izi | 315.0x170.0x85.0 ← cactus | 320.0x165.0x100.0 ← cactus | 315.0x175.0x50.0 ← cactus | 330.0x170.0x100.0 ← sakura;1;1
1330;Б;37.0x20.0x15.0;4;75.0;cactus,izi,sakura;solutionsprint:245.0;345.0x238.0x125.0 ← izi | 320.0x165.0x100.0 ← cactus | 315.0x175.0x50.0 ← cactus | 330.0x170.0x100.0 ← sakura;1;1
4538;Б;12.0x11.0x4.0;3;75.0;cactus,izi,sakura;нет данных;120.0x85.0x40.0 ← izi | 150.0x48.0x48.0 ← cactus | 75.0x65.0x36.0 ← sakura;1;1
5361;Б;36.0x22.0x12.0;2;75.0;cactus,sakura;solutionsprint:51.0;310.0x150.0x90.0 ← sakura | 305.0x75.0x75.0 ← cactus;1;1
5362;Б;36.0x22.0x12.0;2;75.0;cactus,sakura;solutionsprint:51.0;310.0x150.0x90.0 ← sakura | 305.0x75.0x75.0 ← cactus;1;1
5363;Б;36.0x22.0x12.0;3;75.0;cactus,sakura;solutionsprint:51.0;310.0x150.0x90.0 ← sakura | 305.0x75.0x75.0 ← cactus | 300.0x110.0x100.0 ← cactus;1;1
6301;В;31.0x15.0x9.0;2;75.0;cactus,izi;solutionsprint:50.0;320.0x155.0x140.0 ← cactus | 320.0x210.0x65.0 ← izi;1;1
0102;Б;37.0x30.0x18.0;4;73.0;cactus,izi,sakura;нет данных;375.0x325.0x150.0 ← izi | 350.0x300.0x145.0 ← cactus | 376.0x255.0x144.0 ← sakura | 375.0x252.0x143.0 ← sakura;2;2
0765;Б;58.0x20.0x13.0;2;73.0;cactus,sakura;solutionsprint:350.0;550.0x180.0x110.0 ← cactus | 514.0x107.0x69.0 ← sakura;4;4
1036;В;37.0x20.0x15.0;3;73.0;cactus,sakura;solutionsprint:52.0;376.0x263.0x117.0 ← sakura | 310.0x190.0x90.0 ← cactus | 370.0x260.0x120.0 ← sakura;6;7
2173;Б;37.0x20.0x15.0;4;73.0;cactus,sakura;нет данных;210.0x120.0x95.0 ← cactus | 185.0x90.0x70.0 ← cactus | 205.0x97.0x90.0 ← cactus | 258.0x98.0x91.0 ← sakura;1;1
0208;Б;36.0x22.0x12.0;6;72.0;cactus,izi,sakura;solutionsprint:32.0;350.0x140.0x110.0 ← izi | 320.0x75.0x75.0 ← cactus | 305.0x90.0x90.0 ← cactus | 280.0x101.0x84.0 ← sakura | 305.0x68.0x62.0 ← sakura | 305.0x69.0x62.0 ← sakura;7;7
0209;Б;36.0x22.0x12.0;6;72.0;cactus,izi,sakura;нет данных;350.0x140.0x110.0 ← izi | 305.0x90.0x90.0 ← cactus | 300.0x75.0x55.0 ← izi | 301.1x68.0x61.0 ← sakura | 301.0x71.0x59.0 ← sakura | 300.0x70.0x60.0 ← sakura;1;1
0986;Б;37.0x20.0x15.0;2;72.0;cactus,sakura;нет данных;332.0x167.0x121.0 ← sakura | 305.0x95.0x95.0 ← cactus;5;5
4639;В;10.0x8.0x5.0;3;72.0;cactus,izi,sakura;solutionsprint:25.0;140.0x120.0x40.0 ← izi | 150.0x48.0x48.0 ← cactus | 95.0x85.0x40.0 ← sakura;1;1
0992;Б;37.0x20.0x15.0;2;71.0;cactus,sakura;нет данных;330.0x166.0x125.0 ← sakura | 305.0x95.0x95.0 ← cactus;14;17
1190;Б;37.0x20.0x15.0;4;70.0;cactus,izi,sakura;нет данных;345.0x235.0x125.0 ← izi | 320.0x165.0x100.0 ← cactus | 329.0x168.0x92.0 ← sakura | 324.0x169.0x91.0 ← sakura;3;1
1206;Б;37.0x20.0x15.0;2;70.0;cactus,sakura;solutionsprint:130.0;550.0x175.0x110.0 ← cactus | 510.0x105.0x61.0 ← sakura;1;1
1207;Б;37.0x20.0x15.0;2;70.0;cactus,sakura;solutionsprint:130.0;550.0x175.0x110.0 ← cactus | 512.0x105.0x62.0 ← sakura;1;1
2388;Б;37.0x20.0x15.0;3;70.0;cactus,izi,sakura;solutionsprint:190.0;340.0x180.0x130.0 ← izi | 320.0x110.0x110.0 ← cactus | 332.0x167.0x93.0 ← sakura;6;6
2389;Б;37.0x20.0x15.0;3;70.0;cactus,izi,sakura;solutionsprint:190.0;340.0x180.0x130.0 ← izi | 320.0x110.0x110.0 ← cactus | 331.0x168.0x94.0 ← sakura;1;1
2390;Б;37.0x20.0x15.0;3;70.0;cactus,izi,sakura;solutionsprint:190.0;340.0x180.0x130.0 ← izi | 320.0x110.0x110.0 ← cactus | 331.0x168.0x94.0 ← sakura;1;1
2391;Б;37.0x20.0x15.0;3;70.0;cactus,izi,sakura;solutionsprint:190.0;340.0x180.0x130.0 ← izi | 320.0x110.0x110.0 ← cactus | 331.0x168.0x94.0 ← sakura;1;1
2725;Б;37.0x20.0x15.0;2;70.0;cactus,sakura;нет данных;330.0x170.0x120.0 ← sakura | 315.0x100.0x95.0 ← cactus;3;3
3489;Б;20.0x10.0x10.0;3;70.0;cactus,sakura;solutionsprint:15.0;130.0x45.0x45.0 ← cactus,sakura | 150.0x115.0x30.0 ← cactus | 122.5x46.3x46.3 ← cactus;1;1
3490;В;10.0x8.0x5.0;3;70.0;cactus,sakura;solutionsprint:15.0;130.0x45.0x45.0 ← cactus,sakura | 150.0x115.0x30.0 ← cactus | 130.0x52.0x52.0 ← cactus;1;1
4137;В;37.0x15.0x12.0;3;70.0;cactus,izi,sakura;solutionsprint:30.0;330.0x250.0x130.0 ← izi | 315.0x250.0x115.0 ← cactus | 380.0x180.0x70.0 ← sakura;1;1
5341;Б;36.0x20.0x15.0;6;70.0;cactus,izi,sakura;solutionsprint:68.0;345.0x235.0x125.0 ← izi | 340.0x165.0x120.0 ← cactus | 330.0x165.0x105.0 ← cactus | 333.0x168.0x97.0 ← sakura | 332.0x168.0x96.0 ← sakura | 333.0x169.0x97.0 ← sakura;9;9
5389;Б;36.0x20.0x15.0;3;70.0;cactus,izi;нет данных;345.0x235.0x125.0 ← izi | 340.0x165.0x120.0 ← cactus | 320.0x185.0x100.0 ← cactus;1;1
0227;Б;35.0x16.0x13.0;3;68.0;cactus,izi,sakura;solutionsprint:24.0;370.0x112.0x77.0 ← izi | 370.0x85.0x70.0 ← cactus | 438.0x78.0x74.0 ← sakura;15;15
1205;Б;37.0x20.0x15.0;2;68.0;cactus,sakura;solutionsprint:130.0;550.0x175.0x110.0 ← cactus | 513.0x107.0x62.0 ← sakura;4;4
5369;Б;37.0x20.0x15.0;4;68.0;cactus,sakura;нет данных;331.0x166.0x105.0 ← sakura | 315.0x100.0x95.0 ← cactus | 320.0x110.0x110.0 ← cactus | 315.0x98.0x95.0 ← cactus;4;4
3762;В;37.0x15.0x12.0;3;67.5;izi,sakura;нет данных;357.0x174.0x122.0 ← sakura | 295.0x120.0x55.0 ← izi | 356.7x174.1x122.5 ← sakura;1;1
0245;В;35.0x16.0x12.0;3;67.0;izi,sakura;нет данных;345.0x235.0x125.0 ← izi | 331.0x168.0x95.0 ← sakura | 334.0x169.0x93.0 ← sakura;4;4
0867;Б;37.0x20.0x15.0;2;67.0;izi,sakura;solutionsprint:115.0;345.0x235.0x125.0 ← izi | 331.0x168.0x122.0 ← sakura;3;3
