external_code;наш_Д;наш_Ш;наш_В;внеш_Д;внеш_Ш;внеш_В;расхождение_по_сторонам;наш_объём_л;внеш_объём_л;разница_объёма_л;число_источников;группа;карточек_wb_acc1;src_file;src_locator;src_sha256
0001;;;;37.0;25.0;14.0;карточки расходятся между собой (2 разных короба);;;;2;Г;3;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r264;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0002;35.0;16.0;13.0;35.0;14.0;11.0;0.0 / 2.0 / 2.0;7.28;5.39;1.89;3;А;17;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r661;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0003;61.0;32.0;17.0;57.0;25.0;15.0;4.0 / 7.0 / 2.0;33.184;21.375;11.809;2;Б;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3298;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0004;35.0;16.0;13.0;34.0;17.5;9.5;1.0 / -1.5 / 3.5;7.28;5.652;1.628;1;Б;4;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r271;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0011;35.0;16.0;13.0;33.0;16.0;10.0;2.0 / 0.0 / 3.0;7.28;5.28;2.0;3;Б;3;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r671;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0015;35.0;16.0;13.0;32.5;16.5;9.0;2.5 / -0.5 / 4.0;7.28;4.826;2.454;2;Б;2;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r898;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0016;15.0;10.0;8.0;9.2;5.2;2.9;5.8 / 4.8 / 5.1;1.2;0.139;1.061;4;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r922;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0018;;;;35.0;16.0;11.0;карточки расходятся между собой (2 разных короба);;;;3;Г;62;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r52;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0019;35.0;16.0;13.0;35.0;16.0;11.0;0.0 / 0.0 / 2.0;7.28;6.16;1.12;4;А;16;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r54;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0020;36.0;20.0;15.0;37.5;26.3;12.0;-1.5 / -6.3 / 3.0;10.8;11.835;-1.035;3;В;3;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r300;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0021;35.0;16.0;13.0;33.0;17.0;10.0;2.0 / -1.0 / 3.0;7.28;5.61;1.67;2;Б;7;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r704;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0022;35.0;16.0;13.0;33.0;17.5;10.5;2.0 / -1.5 / 2.5;7.28;6.064;1.216;2;Б;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r115;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0024;35.0;16.0;13.0;37.0;25.0;12.0;-2.0 / -9.0 / 1.0;7.28;11.1;-3.82;3;В;2;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r356;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0025;36.0;20.0;15.0;37.0;26.0;12.0;-1.0 / -6.0 / 3.0;10.8;11.544;-0.744;3;В;11;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r292;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0026;36.0;20.0;15.0;37.7;25.9;13.1;-1.7 / -5.9 / 1.9;10.8;12.791;-1.991;2;В;3;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r266;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0028;36.0;22.0;12.0;35.0;20.0;11.0;1.0 / 2.0 / 1.0;9.504;7.7;1.804;3;А;7;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r450;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0029;36.0;22.0;12.0;33.0;19.0;10.0;3.0 / 3.0 / 2.0;9.504;6.27;3.234;3;Б;2;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r692;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0030;36.0;28.0;14.0;35.0;25.0;13.0;1.0 / 3.0 / 1.0;14.112;11.375;2.737;3;Б;10;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r111;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0032;36.0;28.0;14.0;35.0;24.0;15.0;1.0 / 4.0 / -1.0;14.112;12.6;1.512;3;Б;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r2914;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0033;36.0;21.0;12.0;33.0;16.9;9.5;3.0 / 4.1 / 2.5;9.072;5.298;3.774;2;Б;11;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r806;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0035;36.0;21.0;12.0;32.0;16.5;10.0;4.0 / 4.5 / 2.0;9.072;5.28;3.792;3;Б;2;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r2925;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0036;36.0;22.0;12.0;35.0;16.0;11.0;1.0 / 6.0 / 1.0;9.504;6.16;3.344;4;Б;2;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r886;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0037;36.0;22.0;12.0;35.0;13.0;11.0;1.0 / 9.0 / 1.0;9.504;5.005;4.499;3;Б;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r884;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0047;35.0;16.0;13.0;36.5;19.0;11.5;-1.5 / -3.0 / 1.5;7.28;7.975;-0.695;2;В;4;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r537;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0048;35.0;16.0;13.0;37.5;26.0;11.5;-2.5 / -10.0 / 1.5;7.28;11.213;-3.933;3;В;2;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r350;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0049;35.0;16.0;13.0;34.2;19.5;13.0;0.8 / -3.5 / 0.0;7.28;8.67;-1.39;2;В;3;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r814;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0050;36.0;20.0;15.0;33.4;12.0;11.6;2.6 / 8.0 / 3.4;10.8;4.649;6.151;2;Б;15;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r929;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0051;36.0;20.0;15.0;35.0;16.5;12.0;1.0 / 3.5 / 3.0;10.8;6.93;3.87;2;Б;3;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r531;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0052;36.0;20.0;15.0;35.0;13.5;10.7;1.0 / 6.5 / 4.3;10.8;5.056;5.744;4;Б;8;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r159;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0053;36.0;20.0;15.0;35.0;13.5;10.7;1.0 / 6.5 / 4.3;10.8;5.056;5.744;3;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r160;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0054;36.0;20.0;15.0;35.0;13.5;10.7;1.0 / 6.5 / 4.3;10.8;5.056;5.744;3;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r161;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0055;36.0;20.0;15.0;35.0;13.5;10.7;1.0 / 6.5 / 4.3;10.8;5.056;5.744;3;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r162;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0056;36.0;21.0;12.0;35.0;16.0;11.0;1.0 / 5.0 / 1.0;9.072;6.16;2.912;3;Б;8;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r281;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0060;36.0;22.0;12.0;35.0;22.0;12.0;1.0 / 0.0 / 0.0;9.504;9.24;0.264;2;А;20;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r4233;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0061;36.0;28.0;14.0;35.0;25.0;13.0;1.0 / 3.0 / 1.0;14.112;11.375;2.737;1;Б;2;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r773;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0062;36.0;20.0;14.0;35.0;14.0;11.0;1.0 / 6.0 / 3.0;10.08;5.39;4.69;3;Б;8;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r53;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0074;35.0;16.0;12.0;35.0;16.0;11.0;0.0 / 0.0 / 1.0;6.72;6.16;0.56;3;А;15;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r19;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0078;10.0;10.0;10.0;15.0;14.0;5.5;-5.0 / -4.0 / 4.5;1.0;1.155;-0.155;3;В;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1185;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0079;10.0;10.0;10.0;15.0;14.0;5.5;-5.0 / -4.0 / 4.5;1.0;1.155;-0.155;1;В;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1210;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0080;10.0;10.0;10.0;15.0;14.0;5.5;-5.0 / -4.0 / 4.5;1.0;1.155;-0.155;2;В;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1229;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0081;35.0;16.0;12.0;35.0;16.0;11.0;0.0 / 0.0 / 1.0;6.72;6.16;0.56;4;А;12;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r630;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0087;36.0;20.0;15.0;30.0;11.0;10.0;6.0 / 9.0 / 5.0;10.8;3.3;7.5;2;Б;16;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r901;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0088;36.0;20.0;15.0;35.0;14.0;11.0;1.0 / 6.0 / 4.0;10.8;5.39;5.41;3;Б;5;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1282;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0089;36.0;30.0;18.0;44.5;28.5;15.5;-8.5 / 1.5 / 2.5;19.44;19.658;-0.218;1;В;2;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r689;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0090;36.0;30.0;18.0;43.0;28.0;16.0;-7.0 / 2.0 / 2.0;19.44;19.264;0.176;1;Б;2;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r67;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0091;36.0;22.0;12.0;43.4;27.9;15.4;-7.4 / -5.9 / -3.4;9.504;18.647;-9.143;1;В;7;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r68;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0092;36.0;30.0;18.0;43.0;28.0;16.0;-7.0 / 2.0 / 2.0;19.44;19.264;0.176;2;Б;2;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r70;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0093;36.0;30.0;18.0;44.5;28.5;15.5;-8.5 / 1.5 / 2.5;19.44;19.658;-0.218;3;В;2;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r93;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0102;37.0;30.0;18.0;37.5;32.5;15.0;-0.5 / -2.5 / 3.0;19.98;18.281;1.699;3;Б;2;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r2018;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0103;41.0;31.0;18.0;43.7;28.2;16.0;-2.7 / 2.8 / 2.0;22.878;19.717;3.161;2;Б;3;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r56;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0104;36.0;14.0;12.0;35.0;13.5;10.7;1.0 / 0.5 / 1.3;6.048;5.056;0.992;3;А;11;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r155;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0105;36.0;14.0;12.0;35.0;13.5;10.7;1.0 / 0.5 / 1.3;6.048;5.056;0.992;3;А;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r156;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0106;36.0;14.0;12.0;35.0;13.5;10.7;1.0 / 0.5 / 1.3;6.048;5.056;0.992;3;А;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r710;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0107;36.0;14.0;12.0;35.0;13.5;10.7;1.0 / 0.5 / 1.3;6.048;5.056;0.992;3;А;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r158;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0109;35.0;17.0;12.0;32.0;16.5;10.0;3.0 / 0.5 / 2.0;7.14;5.28;1.86;1;Б;5;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r437;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0110;35.0;17.0;12.0;32.0;18.5;10.0;3.0 / -1.5 / 2.0;7.14;5.92;1.22;3;Б;6;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r2928;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0111;36.0;20.0;15.0;35.0;16.0;11.0;1.0 / 4.0 / 4.0;10.8;6.16;4.64;4;Б;2;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r291;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0112;34.0;22.0;10.0;33.2;16.8;12.4;0.8 / 5.2 / -2.4;7.48;6.916;0.564;3;Б;10;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r521;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0113;19.0;7.0;7.0;20.0;6.5;4.5;-1.0 / 0.5 / 2.5;0.931;0.585;0.346;2;Б;2;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r83;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0114;19.0;7.0;7.0;20.0;6.5;4.5;-1.0 / 0.5 / 2.5;0.931;0.585;0.346;2;Б;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r80;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0115;19.0;7.0;7.0;20.0;6.5;4.5;-1.0 / 0.5 / 2.5;0.931;0.585;0.346;2;Б;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r81;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0116;19.0;7.0;7.0;20.0;6.5;4.5;-1.0 / 0.5 / 2.5;0.931;0.585;0.346;2;Б;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r82;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0117;27.0;10.0;10.0;26.1;9.6;8.9;0.9 / 0.4 / 1.1;2.7;2.23;0.47;2;А;6;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r310;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0119;27.0;10.0;10.0;26.1;9.6;9.6;0.9 / 0.4 / 0.4;2.7;2.405;0.295;4;А;6;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r311;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0120;27.0;10.0;10.0;26.0;10.0;9.0;1.0 / 0.0 / 1.0;2.7;2.34;0.36;1;А;3;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r1247;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0121;49.0;21.0;14.0;51.0;20.5;12.0;-2.0 / 0.5 / 2.0;14.406;12.546;1.86;2;А;8;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r790;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0122;51.0;20.0;12.0;47.0;25.2;12.6;4.0 / -5.2 / -0.6;12.24;14.923;-2.683;4;В;5;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r122;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0128;10.0;8.0;5.0;9.2;5.2;2.9;0.8 / 2.8 / 2.1;0.4;0.139;0.261;3;Б;65;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r384;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0129;10.0;8.0;5.0;9.2;5.2;2.9;0.8 / 2.8 / 2.1;0.4;0.139;0.261;2;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r385;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0130;14.0;8.0;5.0;9.2;5.2;2.9;4.8 / 2.8 / 2.1;0.56;0.139;0.421;3;Б;15;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r427;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0131;8.0;5.0;5.0;10.0;6.0;3.0;-2.0 / -1.0 / 2.0;0.2;0.18;0.02;3;А;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r933;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0132;8.0;5.0;5.0;10.0;6.0;3.0;-2.0 / -1.0 / 2.0;0.2;0.18;0.02;3;А;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r934;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0133;8.0;5.0;5.0;10.0;6.0;3.0;-2.0 / -1.0 / 2.0;0.2;0.18;0.02;3;А;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r935;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0134;8.0;5.0;5.0;10.0;6.0;3.0;-2.0 / -1.0 / 2.0;0.2;0.18;0.02;3;А;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r936;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0135;8.0;5.0;5.0;9.2;5.2;2.9;-1.2 / -0.2 / 2.1;0.2;0.139;0.061;3;Б;30;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r416;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0136;8.0;5.0;5.0;9.2;5.2;2.9;-1.2 / -0.2 / 2.1;0.2;0.139;0.061;2;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r417;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0137;8.0;5.0;5.0;9.2;5.2;2.9;-1.2 / -0.2 / 2.1;0.2;0.139;0.061;2;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r939;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0138;8.0;5.0;5.0;9.2;5.2;2.9;-1.2 / -0.2 / 2.1;0.2;0.139;0.061;2;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r421;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0139;8.0;5.0;5.0;10.5;6.0;2.5;-2.5 / -1.0 / 2.5;0.2;0.158;0.042;1;Б;2;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r1297;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0141;9.0;9.0;6.0;20.0;13.0;2.5;-11.0 / -4.0 / 3.5;0.486;0.65;-0.164;1;В;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r1015;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0146;10.0;8.0;5.0;8.7;6.7;2.2;1.3 / 1.3 / 2.8;0.4;0.128;0.272;3;Б;6;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r439;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0147;10.0;8.0;5.0;8.7;6.7;2.2;1.3 / 1.3 / 2.8;0.4;0.128;0.272;3;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r440;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0148;10.0;8.0;5.0;8.7;6.7;2.2;1.3 / 1.3 / 2.8;0.4;0.128;0.272;3;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r441;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0149;10.0;8.0;5.0;8.7;6.7;2.2;1.3 / 1.3 / 2.8;0.4;0.128;0.272;3;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r442;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0150;5.0;5.0;2.0;13.5;9.0;4.5;-8.5 / -4.0 / -2.5;0.05;0.547;-0.497;2;В;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1366;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0151;10.0;8.0;5.0;9.0;7.0;3.0;1.0 / 1.0 / 2.0;0.4;0.189;0.211;3;А;40;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r443;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0152;10.0;8.0;5.0;9.0;7.0;3.0;1.0 / 1.0 / 2.0;0.4;0.189;0.211;2;А;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r444;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0153;10.0;8.0;5.0;9.0;7.0;3.0;1.0 / 1.0 / 2.0;0.4;0.189;0.211;3;А;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r445;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0154;10.0;8.0;5.0;9.0;7.0;3.0;1.0 / 1.0 / 2.0;0.4;0.189;0.211;3;А;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r960;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0155;10.0;5.0;5.0;15.0;14.0;5.5;-5.0 / -9.0 / -0.5;0.25;1.155;-0.905;3;В;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1209;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0156;10.0;8.0;5.0;9.0;7.0;3.0;1.0 / 1.0 / 2.0;0.4;0.189;0.211;3;А;10;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r467;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0157;10.0;8.0;5.0;9.0;7.0;3.0;1.0 / 1.0 / 2.0;0.4;0.189;0.211;3;А;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r974;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0158;10.0;8.0;5.0;9.0;7.0;3.0;1.0 / 1.0 / 2.0;0.4;0.189;0.211;3;А;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r975;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
