external_code;наш_Д;наш_Ш;наш_В;внеш_Д;внеш_Ш;внеш_В;расхождение_по_сторонам;наш_объём_л;внеш_объём_л;разница_объёма_л;число_источников;группа;карточек_wb_acc1;src_file;src_locator;src_sha256
5339;35.0;16.0;13.0;33.0;16.0;10.0;2.0 / 0.0 / 3.0;7.28;5.28;2.0;3;Б;8;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r691;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5340;35.0;16.0;13.0;33.0;16.5;10.5;2.0 / -0.5 / 2.5;7.28;5.717;1.563;2;Б;5;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r195;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5341;36.0;20.0;15.0;34.5;23.5;12.5;1.5 / -3.5 / 2.5;10.8;10.134;0.666;4;Б;9;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r284;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5343;36.0;22.0;12.0;33.5;18.5;10.0;2.5 / 3.5 / 2.0;9.504;6.197;3.307;2;Б;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r443;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5344;36.0;22.0;12.0;34.8;16.3;10.0;1.2 / 5.7 / 2.0;9.504;5.672;3.832;2;Б;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r442;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5345;36.0;21.0;12.0;34.0;19.5;10.5;2.0 / 1.5 / 1.5;9.072;6.962;2.11;2;А;2;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r184;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5346;36.0;22.0;12.0;32.0;17.5;10.0;4.0 / 4.5 / 2.0;9.504;5.6;3.904;1;Б;7;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r465;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5347;36.0;22.0;12.0;32.5;16.5;9.5;3.5 / 5.5 / 2.5;9.504;5.094;4.41;2;Б;2;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r875;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
5348;36.0;22.0;12.0;32.0;16.5;10.0;4.0 / 5.5 / 2.0;9.504;5.28;4.224;1;Б;2;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r831;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5349;36.0;22.0;12.0;35.2;16.5;12.2;0.8 / 5.5 / -0.2;9.504;7.086;2.418;1;Б;2;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r811;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5350;36.0;22.0;12.0;35.0;16.0;11.0;1.0 / 6.0 / 1.0;9.504;6.16;3.344;3;Б;4;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r849;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5351;36.0;20.0;15.0;35.0;14.0;11.0;1.0 / 6.0 / 4.0;10.8;5.39;5.41;3;Б;8;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r48;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5352;36.0;20.0;14.0;35.0;14.0;10.0;1.0 / 6.0 / 4.0;10.08;4.9;5.18;2;Б;3;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r46;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5353;36.0;20.0;15.0;35.0;14.0;11.0;1.0 / 6.0 / 4.0;10.8;5.39;5.41;3;Б;7;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r91;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5354;36.0;20.0;15.0;35.0;13.5;10.7;1.0 / 6.5 / 4.3;10.8;5.056;5.744;3;Б;3;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r92;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5355;36.0;20.0;15.0;35.0;14.0;11.0;1.0 / 6.0 / 4.0;10.8;5.39;5.41;3;Б;15;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r49;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5356;35.0;16.0;13.0;44.0;8.2;7.7;-9.0 / 7.8 / 5.3;7.28;2.778;4.502;4;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r666;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5357;27.0;10.0;10.0;30.5;9.5;9.5;-3.5 / 0.5 / 0.5;2.7;2.753;-0.053;1;В;2;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r591;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5358;27.0;10.0;10.0;29.0;8.5;8.5;-2.0 / 1.5 / 1.5;2.7;2.095;0.605;1;А;6;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r189;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5360;36.0;22.0;12.0;35.0;13.5;10.7;1.0 / 8.5 / 1.3;9.504;5.056;4.448;3;Б;3;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r75;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5361;36.0;22.0;12.0;31.0;15.0;9.0;5.0 / 7.0 / 3.0;9.504;4.185;5.319;3;Б;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r991;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
5362;36.0;22.0;12.0;31.0;15.0;9.0;5.0 / 7.0 / 3.0;9.504;4.185;5.319;3;Б;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r992;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
5363;36.0;22.0;12.0;31.0;15.0;9.0;5.0 / 7.0 / 3.0;9.504;4.185;5.319;3;Б;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r993;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
5365;30.0;15.0;10.0;32.0;13.5;7.0;-2.0 / 1.5 / 3.0;4.5;3.024;1.476;1;Б;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r412;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5369;37.0;20.0;15.0;33.1;16.6;10.5;3.9 / 3.4 / 4.5;11.1;5.769;5.331;2;Б;4;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r281;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
5370;37.0;20.0;15.0;32.8;16.9;9.3;4.2 / 3.1 / 5.7;11.1;5.155;5.945;1;Б;8;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r868;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
5374;32.0;12.0;10.0;32.0;13.5;10.0;0.0 / -1.5 / 0.0;3.84;4.32;-0.48;3;А;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1673;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5375;32.0;12.0;10.0;35.0;13.5;11.0;-3.0 / -1.5 / -1.0;3.84;5.197;-1.357;3;В;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1674;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5376;32.0;12.0;10.0;35.0;13.5;11.0;-3.0 / -1.5 / -1.0;3.84;5.197;-1.357;3;В;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1675;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5377;32.0;12.0;10.0;35.0;13.5;11.0;-3.0 / -1.5 / -1.0;3.84;5.197;-1.357;3;В;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1676;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5379;37.0;15.0;12.0;32.5;11.2;10.2;4.5 / 3.8 / 1.8;6.66;3.713;2.947;3;Б;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r1132;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
5380;37.0;15.0;12.0;32.5;11.2;10.2;4.5 / 3.8 / 1.8;6.66;3.713;2.947;2;Б;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r1133;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
5381;37.0;15.0;12.0;32.5;11.2;10.2;4.5 / 3.8 / 1.8;6.66;3.713;2.947;2;Б;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r1134;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
5382;37.0;15.0;12.0;32.5;11.2;10.2;4.5 / 3.8 / 1.8;6.66;3.713;2.947;2;Б;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r1135;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
5384;37.0;20.0;15.0;33.0;15.0;9.5;4.0 / 5.0 / 5.5;11.1;4.702;6.398;2;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r2007;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5385;37.0;20.0;15.0;33.0;15.0;9.5;4.0 / 5.0 / 5.5;11.1;4.702;6.398;3;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r2008;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5386;37.0;20.0;15.0;33.0;15.0;9.5;4.0 / 5.0 / 5.5;11.1;4.702;6.398;2;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r2009;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5387;37.0;20.0;15.0;33.0;15.0;9.5;4.0 / 5.0 / 5.5;11.1;4.702;6.398;2;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r2010;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5389;36.0;20.0;15.0;34.5;23.5;12.5;1.5 / -3.5 / 2.5;10.8;10.134;0.666;2;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r851;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5398;35.0;16.0;13.0;33.0;16.5;10.5;2.0 / -0.5 / 2.5;7.28;5.717;1.563;1;Б;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r185;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5401;45.0;36.0;20.0;32.5;20.0;19.0;12.5 / 16.0 / 1.0;32.4;12.35;20.05;1;Б;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r4247;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5402;32.0;20.0;8.0;30.5;19.5;8.7;1.5 / 0.5 / -0.7;5.12;5.174;-0.054;1;А;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r386;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
5403;37.0;20.0;15.0;37.0;25.5;11.5;0.0 / -5.5 / 3.5;11.1;10.85;0.25;2;Б;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r387;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
5405;30.0;10.0;10.0;32.0;13.0;10.0;-2.0 / -3.0 / 0.0;3.0;4.16;-1.16;1;В;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1735;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5407;36.0;20.0;10.0;32.0;19.0;10.0;4.0 / 1.0 / 0.0;7.2;6.08;1.12;1;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1686;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5408;52.0;12.0;10.0;57.5;15.0;10.0;-5.5 / -3.0 / 0.0;6.24;8.625;-2.385;1;В;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3193;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5409;52.0;12.0;10.0;57.5;15.0;10.0;-5.5 / -3.0 / 0.0;6.24;8.625;-2.385;1;В;3;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3192;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5410;52.0;12.0;10.0;57.5;15.0;10.0;-5.5 / -3.0 / 0.0;6.24;8.625;-2.385;1;В;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3194;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5411;52.0;12.0;10.0;57.5;15.0;10.0;-5.5 / -3.0 / 0.0;6.24;8.625;-2.385;1;В;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3195;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5414;14.0;6.0;6.0;13.2;13.2;3.8;0.8 / -7.2 / 2.2;0.504;0.662;-0.158;1;В;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r1726;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5415;14.0;6.0;6.0;13.2;13.2;3.8;0.8 / -7.2 / 2.2;0.504;0.662;-0.158;1;В;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r1725;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5416;14.0;6.0;6.0;13.2;13.2;3.8;0.8 / -7.2 / 2.2;0.504;0.662;-0.158;1;В;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r1724;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5417;14.0;12.0;12.0;19.0;13.0;6.0;-5.0 / -1.0 / 6.0;2.016;1.482;0.534;1;Б;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r1482;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5418;32.0;10.0;9.0;32.0;13.5;10.0;0.0 / -3.5 / -1.0;2.88;4.32;-1.44;3;В;5;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1669;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5419;32.0;10.0;9.0;35.0;13.5;11.0;-3.0 / -3.5 / -2.0;2.88;5.197;-2.317;3;В;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1670;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5420;32.0;10.0;9.0;35.0;13.5;11.0;-3.0 / -3.5 / -2.0;2.88;5.197;-2.317;3;В;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1671;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5421;32.0;10.0;9.0;35.0;13.5;11.0;-3.0 / -3.5 / -2.0;2.88;5.197;-2.317;3;В;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1672;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5427;67.0;18.0;17.0;51.0;14.0;11.5;16.0 / 4.0 / 5.5;20.502;8.211;12.291;2;Б;3;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3905;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5429;29.0;14.0;10.0;32.5;15.0;12.0;-3.5 / -1.0 / -2.0;4.06;5.85;-1.79;1;В;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3382;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5430;23.0;23.0;7.0;12.5;4.5;4.5;10.5 / 18.5 / 2.5;3.703;0.253;3.45;1;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1614;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5434;47.0;10.0;9.0;55.0;9.5;9.5;-8.0 / 0.5 / -0.5;4.23;4.964;-0.734;1;В;4;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3759;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5435;46.0;7.0;7.0;55.0;9.5;9.5;-9.0 / -2.5 / -2.5;2.254;4.964;-2.71;2;В;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3760;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5436;47.0;9.0;8.0;55.0;9.5;9.5;-8.0 / -0.5 / -1.5;3.384;4.964;-1.58;2;В;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3761;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5437;47.0;9.0;8.0;55.0;9.5;9.5;-8.0 / -0.5 / -1.5;3.384;4.964;-1.58;1;В;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3762;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5445;33.0;12.0;12.0;33.0;16.0;10.0;0.0 / -4.0 / 2.0;4.752;5.28;-0.528;4;В;3;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1741;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5446;33.0;12.0;12.0;26.0;26.0;12.0;7.0 / -14.0 / 0.0;4.752;8.112;-3.36;4;В;2;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r412;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
5447;33.0;16.0;14.0;28.0;24.0;19.0;5.0 / -8.0 / -5.0;7.392;12.768;-5.376;4;В;3;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1755;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5448;21.0;12.0;9.0;21.4;12.4;9.1;-0.4 / -0.4 / -0.1;2.268;2.415;-0.147;1;А;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3255;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5449;57.0;15.0;10.0;57.5;15.0;10.0;-0.5 / 0.0 / 0.0;8.55;8.625;-0.075;1;А;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3197;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5450;57.0;15.0;10.0;57.5;15.0;10.0;-0.5 / 0.0 / 0.0;8.55;8.625;-0.075;1;А;4;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3196;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5451;57.0;15.0;10.0;57.5;15.0;10.0;-0.5 / 0.0 / 0.0;8.55;8.625;-0.075;1;А;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3198;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5452;57.0;15.0;10.0;57.5;15.0;10.0;-0.5 / 0.0 / 0.0;8.55;8.625;-0.075;1;А;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3199;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5456;55.0;10.0;10.0;55.0;9.5;9.5;0.0 / 0.5 / 0.5;5.5;4.964;0.536;1;А;2;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3237;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5457;55.0;10.0;10.0;55.0;9.5;9.5;0.0 / 0.5 / 0.5;5.5;4.964;0.536;1;А;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3238;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5458;55.0;10.0;10.0;55.0;9.5;9.5;0.0 / 0.5 / 0.5;5.5;4.964;0.536;1;А;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3239;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5459;55.0;10.0;10.0;55.0;9.5;9.5;0.0 / 0.5 / 0.5;5.5;4.964;0.536;1;А;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3240;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5461;32.0;12.0;10.0;36.0;12.0;9.0;-4.0 / 0.0 / 1.0;3.84;3.888;-0.048;1;В;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r1077;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
5462;32.0;12.0;10.0;36.0;12.0;9.0;-4.0 / 0.0 / 1.0;3.84;3.888;-0.048;1;В;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r1076;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
5463;32.0;12.0;10.0;36.0;12.0;9.0;-4.0 / 0.0 / 1.0;3.84;3.888;-0.048;1;В;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r1075;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
5464;32.0;12.0;10.0;36.0;12.0;9.0;-4.0 / 0.0 / 1.0;3.84;3.888;-0.048;1;В;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r1074;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
5472;14.0;11.0;4.0;10.5;6.0;1.8;3.5 / 5.0 / 2.2;0.616;0.113;0.503;1;Б;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r1287;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5474;14.0;11.0;4.0;9.2;5.2;2.9;4.8 / 5.8 / 1.1;0.616;0.139;0.477;1;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r389;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5476;10.0;8.0;5.0;9.2;5.2;2.9;0.8 / 2.8 / 2.1;0.4;0.139;0.261;1;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r390;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5482;37.0;15.0;12.0;32.0;15.0;11.5;5.0 / 0.0 / 0.5;6.66;5.52;1.14;3;Б;5;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3348;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
5483;37.0;15.0;12.0;30.0;13.0;7.5;7.0 / 2.0 / 4.5;6.66;2.925;3.735;1;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1800;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
5485;32.0;12.0;10.0;36.0;12.0;9.0;-4.0 / 0.0 / 1.0;3.84;3.888;-0.048;2;В;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r1070;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
5486;32.0;12.0;10.0;36.0;12.0;9.0;-4.0 / 0.0 / 1.0;3.84;3.888;-0.048;2;В;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r1071;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
5487;32.0;12.0;10.0;36.0;12.0;9.0;-4.0 / 0.0 / 1.0;3.84;3.888;-0.048;2;В;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r1072;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
5488;32.0;12.0;10.0;36.0;12.0;9.0;-4.0 / 0.0 / 1.0;3.84;3.888;-0.048;2;В;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r1073;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
5492;37.0;20.0;15.0;21.3;12.5;9.5;15.7 / 7.5 / 5.5;11.1;2.529;8.571;1;Б;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3253;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
